start	end	text	start_mm:ss	end_mm:ss
48140	53700	Der Führer verlebte seinen 52. Geburtstag in seinem Hauptquartier an der Südostfront.	00:48	00:53
54240	57640	Generalfeldmarschall Keitel überbringt die Glückwünsche des Führerhauptquartiers.	00:54	00:57
77070	79130	Reismarschall Hermann Göring trifft ein.	01:17	01:19
90060	92980	Der Reismarschall überbringt dem Führer die Glückwünsche der Wehrmacht.	01:30	01:32
108030	110830	Der Führer nimmt die Meldung des Begleitbataillons entgegen.	01:48	01:50
110830	134780	Der Reismarschall spricht.	01:50	02:14
135060	140500	Er beendete seine Ansprache mit dem Gelöbnis der Front, den Feind zu schlagen, wo immer man ihn treffe.	02:15	02:20
154180	156240	Ein Unteroffizier aus der Steiermark.	02:34	02:36
156240	160720	Er gehört zu den Gebirgsjägern, die mit dem Fallschirm bei Narvik absprangen.	02:36	02:40
161340	163740	In den anschließenden Kämpfen wurde er schwer verwundet.	02:41	02:43
189260	192160	Der Führer im Gespräch mit seinen engsten Mitarbeitern.	03:09	03:12
274700	276600	Auf einem Feldflugplatz in Afrika.	04:34	04:36
287640	289120	Es geht Tobruk entgegen.	04:47	04:49
299720	303960	Motorisierte Verbände des Deutschen Afrikakorps in einer Oase einsatzbereit.	04:59	05:03
310210	311530	Italienische Kamelreiter.	05:10	05:11
312190	316950	Abseits der großen Heerstraßen stoßen sie zur Seitensicherung der vorrückenden Truppen	05:12	05:16
316950	320970	und zur Erkundung in das weite, unwegsame Wüstengelände vor.	05:16	05:20
332200	334380	Verdiente Rast nach schweren Kampftagen.	05:32	05:34
343490	346810	Jede Kampfpause wird zur Waffen- und Fahrzeugpflege benutzt.	05:43	05:46
358140	359600	Ein sandgekühlter Trunk.	05:58	05:59
364700	368060	Das Wasser aus den Zisternen wird vor dem Gebrauch gefiltert.	06:04	06:08
381570	384590	Nach langen Marschtagen endlich eine kleine, erfrischende Dusche.	06:21	06:24
408600	410720	Immer neue Truppen werden nach vorn geworfen.	06:48	06:50
410720	415620	Das nächste Ziel ist Solum, der erste befestigte Platz der Engländer auf ägyptischem Boden.	06:50	06:55
416440	421440	Nach zwölf Tagen Afrika-Offensive ist es von den deutschen und italienischen Truppen genommen.	06:56	07:01
422000	424460	Die Cyrenaika ist wieder zurückerobert.	07:02	07:04
433130	436070	Lange Züge englischer Gefangener auf dem Wege nach Derna.	07:13	07:16
437670	481460	Ein Marsch der deutschen Truppen in Agram.	07:17	08:01
482000	485840	Die kroatische Bevölkerung grüßt ihre deutschen Befreier mit jubelnder Begeisterung.	08:02	08:05
515400	517260	Darunter mit dem serbischen Adler.	08:35	08:37
517260	524270	Am 15. April wurde der unabhängige Staat Kroatien proklamiert.	08:37	08:44
524710	527410	Der kroatische Selbstschutz wird organisiert und bewaffnet.	08:44	08:47
543080	549160	General Quaternik, der von dem kroatischen Staatschef Dr. Pavelic mit der Führung der kroatischen Wehrmacht beauftragt wurde.	09:03	09:09
549720	553260	General Quaternik hat als österreichischer Offizier am Weltkrieg teilgenommen.	09:09	09:13
553820	555460	Vereidigung auf den neuen Staat.	09:13	09:15
563440	569240	Schnelle Truppen der Panzergruppe Generaloberst von Kleist stoßen von Bulgarien aus über Nisch nach Belgrad vor.	09:23	09:29
569240	586030	Zur gleichen Zeit greifen Verbände der Waffen-SS von Norden und Westen aus an.	09:29	09:46
586190	589210	Auch an der bulgarischen Grenze wird der Feind nach heftigen Kämpfen geworfen.	09:46	09:49
589810	593790	Eine Holzbrücke, die serbische Verbände auf ihrer Flucht in Brand steckten, wird gelöscht.	09:49	09:53
599640	605840	Immer wieder begegnen uns Trupps serbischer Gefangener, die in ihren Gebirgsbunkern und Felsenstellungen erbitterten Widerstand leisteten.	09:59	10:05
605840	609100	In einem Panzerspehwagen vorwärts.	10:05	10:09
609720	610660	Spitze, halt!	10:09	10:10
610880	613160	Im Genester sperren den Weg, sie werden niedergekämpft.	10:10	10:13
632980	634040	Serbische Verwundete.	10:32	10:34
639960	643260	Die Bunkerbesatzungen haben sich nach kurzem Artilleriefeuer ergeben.	10:39	10:43
643700	648290	Starker Widerstand.	10:43	10:48
648690	650490	Bunker um Bunker wird niedergekämpft.	10:48	10:50
680780	682360	Stoßtrupps zum Angriff bereit.	11:20	11:22
695350	697770	Vor uns eine vom Feind besetzte Ortschaft.	11:35	11:37
720420	721920	Panzerkampfwagen nach vorn.	12:00	12:01
721920	724980	Artillerie unterstützt den Einsatz der Panzerkampfwagen.	12:01	12:04
725480	726880	Die Ortschaft wird genommen.	12:05	12:06
764840	765600	Straße frei.	12:44	12:45
765920	767580	Es darf keinen Aufenthalt geben.	12:45	12:47
801240	803280	Das sind serbische Landstraßen.	13:21	13:23
803540	805100	Überall tiefer Morast.	13:23	13:25
805660	828060	Die Infanteriespitze ist auf neuen Widerstand gestoßen.	13:25	13:48
828560	832820	Heckenschützen unterstützen in ihrem verblendeten deutschen Hass die regulären serbischen Truppen.	13:48	13:52
834280	836340	Straße um Straße muss in Kampf genommen werden.	13:54	13:56
852550	855190	Wegweiser für die einzelnen Kolonnen und Formationen.	14:12	14:15
855190	860370	Zivilisten werden auf Waffen untersucht.	14:15	14:20
863250	864850	Einer der völlig unschuldig tut.	14:23	14:24
864990	867670	Er will von dem bei ihm gefundenen Revolver nichts gewusst haben.	14:24	14:27
894920	897060	Durch die gesäuberte Ortschaft geht es weiter.	14:54	14:57
897460	898520	Belgrad entgegen.	14:57	14:58
908250	910810	Immer wieder sperren serbische Abteilungen den Weg.	15:08	15:10
911030	913270	Jeder Kilometer Boden muss erkämpft werden.	15:11	15:13
913770	928770	Ein gefangener jüdischer Offizier.	15:13	15:28
929270	956600	Im Morast der völlig verwahrlosten Straßen vollbringen unsere Panzerkampfwagen wahre Wunderleistungen.	15:29	15:56
956600	964280	Ebenso groß ist die Leistung der Kratzschützen.	15:56	16:04
964880	966100	Kratzschützen im Kampf.	16:04	16:06
966360	967480	Schnell ist das MG klar.	16:06	16:07
968180	995030	Die Spitze der Panzerkampfwagen muss immer wieder halten und örtliche Widerstände brechen.	16:08	16:35
1013210	1016090	Überall lauern versprengte Abteilungen der Serben.	16:53	16:56
1016350	1018690	Gehilft um Gehilft muss vom Feind gesäubert werden.	16:56	16:58
1018690	1049200	Unsere Soldaten wissen mit den Heckenschützen sehr schnell fertig zu werden.	16:58	17:29
1049700	1052920	Wo der Serbe Widerstand leistet, wird er unerbittlich vernichtet.	17:29	17:32
1072100	1075040	Unter Mais versteckt findet man Packmunition.	17:52	17:55
1100950	1104750	Rechts und links der Straßen die Trümmer einer geschlagenen Armee.	18:20	18:24
1146380	1148340	80 Kilometer bis Belgrad.	19:06	19:08
1148780	1176680	Belgrad, die serbische Hauptstadt, ist erreicht.	19:08	19:36
1177260	1179120	Flug über die zerstörten Donaubrücken.	19:37	19:39
1191360	1193760	Unter uns die schweren Forst der Festung Belgrad.	19:51	19:53
1193760	1200280	Gleich am ersten Tage der Feindseligkeiten griff die deutsche Luftwaffe die militärischen Ziele der Festung vernichtend an	19:53	20:00
1200280	1203900	und schickte Tod und Verderben über die Hauptstadt Jugoslawiens.	20:00	20:03
1204340	1207080	Den Sitz der Kriegsbrandstifter auf dem Balkan.	20:04	20:07
1216810	1221300	Kasernen, Speicher und Lagerhäuser.	20:16	20:21
1226490	1228110	Das serbische Generalstabsgebäude.	20:26	20:28
1239140	1240280	Durch Belgrad.	20:39	20:40
1284760	1293260	Die Spitze hält eine jener sogenannten Gespensterdivisionen die diesen Beinahmen während der siegreichen Schlacht im Westen von den Engländern und Franzosen erhielten.	21:24	21:33
1297350	1300810	Belgrad ist in deutscher Hand, der jugoslawische Staat zerschlagen.	21:37	21:40
1301610	1307450	Der Weg, den diese Männer kämpfend zurücklegten führte über zerklüftete Berge und durch unwegsames Land.	21:41	21:47
1308090	1310690	Ungeheuer waren die Anstrengungen und erbittert der Kampf.	21:48	21:50
1311190	1312630	Nun ist der Sieg vollkommen.	21:51	21:52
1312630	1338180	Sie haben Tage schweren Kampfes und mühevollen Vormarsches hinter sich.	21:52	22:18
1351680	1358580	Vor der Skupcina, dem jugoslawischen Parlament nimmt Generaloberst von Kleist den Vorbeimarsch seiner Toten ab.	22:31	22:38
1399300	1403040	Am 12. Tage des Feldzuges streckt Jugoslawien die Waffen.	23:19	23:23
1403800	1409060	Am 18. April, 12 Uhr mittags, tritt auf dem serbischen Kriegsschauplatz Waffenruhe ein.	23:23	23:29
1426160	1429940	Generaloberst Freiherr von Weix, der die Kapitulationsverhandlungen führte.	23:46	23:49
1429940	1439790	Der Führer erhält in seinem Hauptquartier die Nachricht von der bedingungslosen Kapitulation.	23:49	23:59
1440670	1446630	Wie bei den bisherigen Offensiven im Osten und Westen leitet der Führer auch im Südosten als oberster Befehlshaber der Wehrmacht	24:00	24:06
1446630	1448890	seine Armeen vom Hauptquartier aus.	24:06	24:08
1449850	1452790	Links Generalfeldmarschall Keitel und Generalfeldmarschall von Brauchitsch.	24:09	24:12
1457440	1459980	Der Reichsmarschall trifft zur Lagebesprechung ein.	24:17	24:19
1481040	1485160	Besprechung der weiteren Operationen im Befehlswagen des Führerzuges.	24:41	24:45
1485440	1503730	Vom Führerzug gehen die Befehle unmittelbar zu den Oberkommandos.	24:45	25:03
1513400	1518880	Nach der Kapitulation des serbischen Heeres geht es mit verstärktem Druck gegen die griechischen und englischen Truppen.	25:13	25:18
1519620	1521420	Flug über feindliches Gelände.	25:19	25:21
1535800	1543480	Unter uns auf der Passstraße endlose englische Kolonnen die, wie das Reuterbüro berichtete, rückwärtige Stellungen beziehen.	25:35	25:43
1557360	1561200	Zerstörte Passübergänge werden von unseren Truppen schnell wieder instand gesetzt.	25:57	26:01
1561200	1614710	Verbringte Brücken sind keine Hindernisse.	26:01	26:54
1615190	1655440	Griechische Soldaten ergeben sich.	26:55	27:35
1663090	1666210	Inzwischen rücken immer neue Truppenverbände in Saloniki ein.	27:43	27:46
1666790	1670650	Die Besetzung der Küste des Ägäischen Meeres wird planmäßig durchgeführt.	27:46	27:50
1670650	1683810	Der Bürgermeister von Saloniki.	27:50	28:03
1683810	1700730	Marschpause.	28:03	28:20
1701210	1718240	Nach Tagen stürmischen Vormarsches gibt es viel zu reparieren.	28:21	28:38
1751210	1753370	Die typischen Zeugen englischen Rückzuges.	29:11	29:13
1753590	1762670	Auch hier, auf dem Wege zum Olymp verwüsteten die Engländer, wie in Norwegen und im Westen im Rücken der griechischen Front das Land um den deutschen Vormarsch aufzuhalten.	29:13	29:22
1780890	1786490	Schnellen Truppen des Heeres und der Waffen-SS gelingt es den Engländer am Aliakmon zum Kampf zu stellen.	29:40	29:46
1794280	1795820	Feuer mit schweren Feldhaubitzen	29:54	29:55
1795820	1798300	auf die schwer befestigten griechischen Stellungen am Olymp.	29:55	29:58
1823350	1824790	Pionierstoßtrupps vor dem Einsatz.	30:23	30:24
1825310	1838190	Kampf um die Bunker.	30:25	30:38
1838190	1839530	Die Pioniere sind heran.	30:38	30:39
1844790	1848670	In zähem Kampf arbeiten sich Sturmpioniere und Infanterie weiter vor.	30:44	30:48
1848670	1868980	Wo der Feind nicht weichen will, greift wieder Artillerie ein.	30:48	31:08
1869420	1891220	Ist der Luftwaffe?	31:09	31:31
1891720	1945520	Ist die Hölle los?	31:31	32:25
1975820	1977880	Über einen Bach, der hart umkämpft wurde.	32:55	32:57
1994680	1995840	Das Ufer ist genommen.	33:14	33:15
1996240	1998640	Griechen und Engländer werden in die Flucht geschlagen.	33:16	33:18
2001200	2004680	Artillerie und Panzer jagen den Feind weiter nach Süden.	33:21	33:24
