start	end	text	start_mm:ss	end_mm:ss
10780	16860	Das Eisenbahnnetz ist der Hauptträger des Verkehrs. Unzählige Züge versorgen die Fronten mit Nachschub.	00:10	00:16
17400	21900	Der Größe des Raums entspricht der große Bedarf an Lokomotiven, Wagen und Personal.	00:17	00:21
22680	31900	In der Heimat steht das Verkehrsnetz in erster Linie im Dienste der Rüstungsindustrie zur Heranführung der notwendigen Rohstoffe sowie zum Abtransport fertiger Rüstungserzeugnisse.	00:22	00:31
39180	43820	Eine weitere wichtige Aufgabe für die Transportträger ist die Beförderung der notwendigen Nahrungsmittel.	00:39	00:43
43820	48100	Die Durchführung dieser Transporte stellt an die Verkehrslenkung besondere Anforderungen.	00:43	00:48
48920	50520	Hierzu kommt der Stückgüterversand.	00:48	00:50
56900	60120	Die beladenen Güterwagen werden den großen Verschiebebahnhöfen zugeleitet.	00:56	01:00
60560	64160	Hier werden sie für die einzelnen Empfangsbezirke zu langen Zügen zusammengestellt.	01:00	01:04
66560	69360	Das Eisenbahnnetz wird durch die Binnen- und Küstenschifffahrt ergänzt.	01:06	01:09
69760	74300	Die Schifffahrt übernimmt den Teil der Massengüter, die nicht an kurze Beförderungsfristen gebunden sind.	01:09	01:14
74780	80000	In den Häfen und auf den Bahnhöfen übernehmen Fahrzeuge des Straßenverkehrs die Zuführung und den Abtransport der Güter.	01:14	01:20
80000	84660	In den Fahrbereitschaften sind sämtliche Fahrzeuge für die Durchführung dieser Transporte erfasst.	01:20	01:24
86780	95040	Lastkraftwagen, Zugmaschinen, Personenkraftwagen, Anhänger und Pferde.	01:26	01:35
96480	102020	Die Aufgabe der Fahrbereitschaft ist es, für die Fahrzeuganforderungen den notwendigen Fuhrpark bereitzuhalten.	01:36	01:42
102580	106280	Mit seiner Hilfe wird die schnelle Entladung auf Bahnhöfen und Häfen durchgeführt.	01:42	01:46
106280	115160	Bei den Reichsbahndirektionen sind die einzelnen Verkehrsträger in den Bezirksverkehrsleitungen zusammengefasst.	01:46	01:55
115640	121880	An oberster Stelle sorgt die Zentralverkehrsleitstelle für die richtige Verteilung der Verkehrsmittel in den einzelnen Gebieten.	01:55	02:01
124320	128560	Zur Einbringung der Ernte stellt sie rechtzeitig die notwendigen Wagenmengen zur Verfügung.	02:04	02:08
128560	133920	Großraumwagen für die Getreidebeförderung.	02:08	02:13
138920	142740	Eilbüterzüge für leicht verderbliches Gemüse und die Zuckerrübenernte.	02:18	02:22
147200	152080	Den größten Wagenbedarf fordert kurz vor Eintritt des Frostes der Abtransport der Kartoffeln.	02:27	02:32
152080	161180	Die vordringlichste Aufgabe der Verkehrslenkung aber ist die ständige Versorgung unserer kämpfenden Front mit den Waffen, die die Heimat ihr geschmiedet hat.	02:32	02:41
207940	210420	Orgelton dringt weit über das Land.	03:27	03:30
210940	215720	Es sind die Klänge der Heldenorgel von Kuffstein, die dem Gedächtnis unserer Gefallenen geweiht ist.	03:30	03:35
216160	218520	Am Spieltisch Musikdirektor Professor Bachler.	03:36	03:38
276720	279220	Bergbauern der Steiermark bei der Feldarbeit.	04:36	04:39
283770	287190	Der Dunkwagen wird mit Hilfe eines Drahtseiles auf den Hang geschleppt.	04:43	04:47
287190	307430	Hier trifft das Wort buchstäblich zu, dass die Nahrung in mühseliger Arbeit dem Boden abgerungen werden muss.	04:47	05:07
