start	end	text	start_mm:ss	end_mm:ss
44340	50800	feierte der Staatspräsident des Protektorats Böhmen und Mähren, Dr. Emil Hacher, seinen 70. Geburtstag.	00:44	00:50
51340	53560	Morgenständchen der Regierungstruppe im Burggarten.	00:51	00:53
72190	76810	Mitglieder der Regierung und Abordnungen der Bevölkerung gratulieren dem Staatspräsidenten.	01:12	01:16
77190	92400	Reichsminister Dr. Lammers überbringt die Glückwünsche und ein Handschreiben des Führers.	01:17	01:32
103320	106800	Der stellvertretende Reichsprotektor, SS-Oberstgruppenführer Dallüge.	01:43	01:46
106800	110380	Er überreicht dem Staatspräsidenten als Geschenk eine Führerbüste.	01:46	01:50
110380	124240	In Salzburg fanden die studentischen Tage deutscher Kunst statt.	01:50	02:04
124540	127920	Mitten im Kriege waren sie ein Bekenntnis zum Kulturwillen der Gegenwart.	02:04	02:07
128380	131540	Vertreter aus 24 Nationen nahmen an der Tagung teil.	02:08	02:11
133640	137360	Besichtigung der Stadt, die eine Fülle unvergänglicher Kunstwerke birgt.	02:13	02:17
139640	142780	Reichsstudentenführer, Gauleiter und Reichsstadthalter Dr. Scheel spricht.	02:19	02:22
142780	145480	In seiner Rede führte er unter anderem aus.	02:22	02:25
145480	150460	Voranzugehen war, ist und bleibt die erste Pflicht des deutschen Studenten.	02:25	02:30
151080	156900	Student sein ist keine Standesfrage, sondern eine Frage der Leistung, des Charakters und der Haltung.	02:31	02:36
157600	162200	Zum Schluss verkündete er den Kriegseinsatz 1942 der deutschen Studentenschaft.	02:37	02:42
162940	170040	In der Residenz wurde eine Kunstausstellung eröffnet die mit einigen hundert Werken einen Einblick in die Arbeit der Kunsthochschulen gibt.	02:42	02:50
170040	173760	Das Eiserne Kreuz kennzeichnet die Werke gefallener junger Künstler.	02:50	02:53
185330	188470	Viele Teilnehmer tragen hohe und höchste Kriegsauszeichnungen.	03:05	03:08
192580	195800	Werk und Wehr, eine Plastik von Ivo Beuker.	03:12	03:15
202790	206430	Die große deutsche Kunstausstellung 1942 in München.	03:22	03:26
207050	214530	Am 4. Juli wurde diese einzigartige Schau in der 680 Künstler ihre Werke zeigen, von Reichsminister Dr. Goebbels eröffnet.	03:27	03:34
214530	240520	Der Führer von Hermann Joachim Pagels Mussolini von Josef Thorak Die Woge von Völz Klimsch Mutter und Kind von Josef Thorak,	03:34	04:00
243950	281940	Der Wächter, ein Relief von Arno Brecker Das deutsche Stadion in Nürnberg, ein Gemälde von Otto A. Hirt Die Sportfischerin von Julius Engelhardt Am Spiegel vom gleichen Künstler,	04:03	04:41
281940	321920	Und die Begegnung, ebenfalls von Engelhardt Reiter am Meer von Josef Pieper Führerbild von Rudolf Gerhard Zill Die Ritterkreuzträger der Leibstandarte,	04:41	05:21
323840	352000	Von dem 22-jährigen Kriegsberichter Ernst Krause Kämpfendes Volk von Schmitz-Wiedenbrück Durchrussische Steppe von Rudolf Lipus Kampf von Rudolf G. Werner,	05:23	05:52
352000	374310	Übergang am Oberrhein von Wilhelm Sauter Generalfeldmarschall von Mannstein Der Sieger von Sevastopol Meldet sich zur Berichterstattung beim Führer,	05:52	06:14
374730	411220	Generalfeldmarschall Keitel und General Jodel Begrüßen den Marschall von Mannstein In den Stützpunkten unserer Unterseeboote an der Atlantikküste Herrscht Hochbetrieb,	06:14	06:51
411760	437230	Tag um Tag laufen Unterseeboote zu neuer Feinfahrt aus Andere Boote kehren von erfolgreichem Einsatz zurück Nach langen Wochen die erste Post Siegeszeichen am Boot des Ritterkreuzträgers Kapitän Leutnant Mohr,	06:51	07:17
437570	442150	Er versenkte einen Zerstörer und 39.000 Bruttoregistertonnen feindlichen Schiffsraumes	07:17	07:22
442150	486770	An der amerikanischen Küste Kapitän Leutnant Mohr Lebende Grüße aus der karibischen See Jedem einlaufenden Boot wird ein herzlicher Empfang bereitet,	07:22	08:06
498240	528290	Schwein muss ein U-Bootmann haben Admiral Dönitz zeichnet besonders bewährte Unterseebootmänner aus Im nördlichen Eismeer Hier vernichteten unsere Kampfflugzeuge und Unterseeboote	08:18	08:48
528290	541520	Einen britisch-amerikanischen Riesengeleitzug von 39 Transportern In einem deutschen Stützpunkt an der nordnorwegischen Küste Ein Fernaufklärer wird startbereit gemacht Katapultstart,	08:48	09:01
547260	549100	Von der Wachsamkeit der Fernaufklärer	09:07	09:09
549100	553040	Hängt der erfolgreiche Einsatz unserer Kampfgeschwader und Unterseeboote	09:09	09:13
553040	574700	Im Kampf gegen die britischen und amerikanischen Geleitzüge ab Dort der große Geleitzug Er ist durch Schlachtschiffe, Flugzeugträger, Kreuzer, Zerstörer und Korvetten gesichert Die einzelnen Schiffsklassen werden festgestellt,	09:13	09:34
579450	601160	Meldung an den Einsatzhafen Der Geleitzug darf sein Ziel nicht erreichen Admiral Dönitz leitet persönlich den Einsatz der Unterseeboote Durch Funk erhalten die auf Feinfahrt befindlichen Einheiten neue Marschbefehle,	09:39	10:01
601160	620350	Von allen Seiten gehen die Unterseeboote auf Angriffsposition Unsere Aufklärer halten ständig Fühlung mit dem Geleitzug	10:01	10:20
620350	640280	Und melden sofort jede Kursänderung In engem Zusammenwirken mit den Unterseebooten	10:20	10:40
640280	660900	Greifen auch starke Kampffliegerverbände des Generaloberst Stumpf den Geleitzug an Dort die Küste von Spitzbergen Der Geleitzug Begleitenden Kriegsschiffe feuert aus allen Rohren,	10:40	11:00
661420	663660	In kühnem Anflug wird die Sicherung durchbrochen	11:01	11:03
663660	695800	Und Schiff um Schiff versenkt Langtob dieser Kampf Durch immer neue Angriffe unserer Flieger und Unterseeboote	11:03	11:35
695800	714870	Wird der Geleitzug völlig zersprengt und vernichtet Von diesen Transportern erreicht keiner seinen Bestimmungshafen Rund 260.000 Bruttoregistertonnen feindlichen Schiffsraumes	11:35	11:54
714870	719810	Mit gewaltigen Mengen von Panzern, Flugzeugen und Lebensmitteln für die Sowjets	11:54	11:59
719810	728540	Sinken auf den Meeresgrund Unsere Kampfflugzeuge und Unterseeboote	11:59	12:08
728540	770620	Haben dem Feind damit eine neue schwere Niederlage bereitet Moskau behauptete allerdings Der Geleitzug sei unversehrt angekommen Deutsche Kampfflugzeuge kehren nach siegreichem Einsatz	12:08	12:50
770620	812200	In ihre Feldflughäfen an der Murmann-Küste zurück Hier wird zugleich ein 100. Feindflug gefeiert Generaloberst Stumpf Der Befehlshaber der deutschen Luftstreitkräfte im hohen Norden,	12:50	13:32
812580	814060	Besichtigt einen seiner Verbände	13:32	13:34
814060	845420	Und zeichnet besonders verdiente Flieger aus Feldwebel Müller Er hat an der Murmann-Front bisher 48 feindliche Flugzeuge abgeschossen Generaloberst Stumpf überreicht ihm das Ritterkreuz des Eisernen Kreuzes,	13:34	14:05
868090	893540	Generaloberst Dietl trifft auf einem Feldflugplatz im hohen Norden ein Bei einer Abteilung des Reichsarbeitsdienstes Diese Arbeitsmänner schufen in harter, zäher Arbeit neue Straßen	14:28	14:53
893540	895620	In der fast völlig wegelosen Tundra	14:53	14:55
895620	915280	Und ermöglichten damit einen reibungslosen Nachschub Hier unterhält sich der Generaloberst mit besonders bewährten Frontarbeitern der Organisation Tord.	14:55	15:15
918080	923480	Zum Abschluss der Besichtigung nimmt Generaloberst Dietl den Vorbeimarsch verschiedener Einheiten der Wehrmacht ab.	15:18	15:23
947460	949420	Minenräumboote im finnischen Meer busen	15:47	15:49
949420	956640	Sowjetische Bomber versuchen zu stören	15:49	15:56
956640	976200	Ein Einschlag an der Küste	15:56	16:16
976200	984880	Auch diese Bombe verfehlte ihr Ziel	16:16	16:24
984880	1005900	Der Bomber ist getroffen, senkrecht stürzt er ins Meer	16:24	16:45
1005900	1015600	Spuren der Bordwaffen des sowjetischen Bombers	16:45	16:55
1015600	1018100	Diese Bombe traf das Oberdeck	16:55	16:58
1018100	1020560	Sie richtete jedoch keinen größeren Schaden an	16:58	17:00
1020560	1024320	Die Räumboote setzen ihre Arbeit fort	17:00	17:04
1024320	1033170	Alarm, sowjetische Schnellboote versuchen einen Durchbruch nach Westen	17:04	17:13
1033170	1043230	Unsere Bewachungsfahrzeuge nehmen den Kampf sofort auf	17:13	17:23
1043230	1053720	Von dem Gefecht wird der Feind nach Osten zurückgedrängt	17:23	17:33
1053720	1092760	Die Angriffsoperationen der deutschen Wehrmacht und ihrer Verbündeten im Raume westlich des Don werden mit unverminderter Wucht fortgeführt	17:33	18:12
1092760	1100600	Die tief gestaffelten Abwehrstellungen des Feindes wurden in einer Breite von mehr als 500 Kilometern durchstoßen	18:12	18:20
1100600	1108640	Die Luftwaffe unterstützt auch hier wieder in hervorragender Weise die Kämpfe des Heeres	18:20	18:28
1108640	1125770	Stuka und Artillerie zerschlagen die feindlichen Stellungen	18:28	18:45
1125770	1141970	Sturmgeschütze und Panzerkampfwagen dringen zusammen mit der Infanterie in eine Ortschaft ein	18:45	19:01
1141970	1161880	Unsere Truppen haben hier zähen Widerstand zu überwinden	19:01	19:21
1161880	1165160	Trotzdem geht der Stoß auf den Don unaufhaltsam weiter	19:21	19:25
1165160	1170160	Ein Granatwerfer feuert aus einem Schützenpanzerwagen	19:25	19:30
1170160	1193320	Bunker auf Bunker, Schützenloch um Schützenloch wird ausgeräuchert	19:30	19:53
1193320	1224020	Immer neue Divisionen werden in Eilmärschen herangeführt	19:53	20:24
1224020	1264970	Überall sind unsere Pioniere sofort zur Stelle	20:24	21:04
1264970	1267330	Nichts darf den Vormarsch aufhalten	21:04	21:07
1267330	1288280	Männer des Reichsarbeitsdienstes beim Straßenbau unmittelbar hinter der kämpfenden Truppe	21:07	21:28
1288280	1290960	Der Nachschub muss pausenlos rollen	21:28	21:30
1290960	1314050	Khumenische Verbände rücken vor	21:30	21:54
1314050	1338500	Sturmgeschütze übernehmen neue Munition	21:54	22:18
1338500	1351110	Die Geschwader unserer Luftwaffe sind pausenlos am Feind	22:18	22:31
1351110	1354810	und treffen die zurückflutenden Kolonnen der Sowjets mit einem vernichtenden Bombenhagel	22:31	22:34
1354810	1394200	Übergang über den Oskol	22:34	23:14
1394200	1399300	Pioniere entfernen im letzten Augenblick eine von den Sowjets gelegte Sprengladung	23:14	23:19
1399300	1407590	Die gewonnenen Brückenköpfe werden in erbitterten Kämpfen unter blutigen Verlusten für den Feind erweitert	23:19	23:27
1407590	1462180	Weiter südlich ist der Oskol erreicht	23:27	24:22
1462180	1465460	Stoßtrupps erzwingen im Morgengrauen den Übergang	24:22	24:25
