start	end	text	start_mm:ss	end_mm:ss
1040	8140	Nach jedes Tages Last und Mühen zieht's Thomas zu der Flöte hin.	00:01	00:08
24430	27710	Er bläst in Dur und auch in Moll.	00:24	00:27
28970	31370	Er ist nicht wenig anspruchsvoll.	00:28	00:31
37990	40070	Schon wieder dieser Teufelstorn.	00:37	00:40
42040	43980	Der Thomas kennt die Sache schon.	00:42	00:43
45340	47880	Er stürzt hinaus zu der Froschmoller.	00:45	00:47
53330	54710	Die Sache wird ja immer toller.	00:53	00:54
55310	57230	Der Kessel peift hier unbewacht.	00:55	00:57
57230	60070	Das Licht ist auch nicht ausgemacht.	00:57	01:00
61130	63830	Und sie natürlich nebenan.	01:01	01:03
64310	66230	Und ich spiel Gas- und Wassermann.	01:04	01:06
67270	69670	Der Thomas sieht mit Kennerblick noch was.	01:07	01:09
70910	72370	Doch da kehrt sie zurück.	01:10	01:12
74960	76760	Zu sagen ist hier nicht mehr viel.	01:14	01:16
77220	79120	Man sieht's an ihrem Minenspiel.	01:17	01:19
79660	83760	Dass sie sich ihrer Schuld bewusst stellt, Thomas fest, mit stolzer Brust.	01:19	01:23
84160	88240	Er zeigt auf den Kartoffeltopf und schüttelt wieder seinen Kopf.	01:24	01:28
88240	91700	Wenn's kocht, wird immer klein gedreht.	01:28	01:31
92060	96740	Und wenn's ans Kaffee kochen geht, stellt man sich vorher schon bereit die Kanne.	01:32	01:36
96960	98200	Weil's ja dann noch Zeit.	01:36	01:38
98440	99480	Und kocht's nicht wahr.	01:38	01:39
99740	104020	Dann gießt man auf und stellt auf zu den Gashanknauf.	01:39	01:44
104020	111140	Dass mir nun keiner wieder döst, wenn's kocht und er die Flöte bläst.	01:44	01:51
111140	117680	Macht es wie ich und haargenau begaunert ihr den hohlen Klau.	01:51	01:57
119830	121630	Halt dir den Spiegel vors Gesicht.	01:59	02:01
122290	124410	Bist du's oder bist du's nicht?	02:02	02:04
124410	161840	Aus der deutschen Wissenschaft.	02:04	02:41
163660	168340	Professor Löhlein, der Direktor der Berliner Universitätsaugenklinik im Hörsaal.	02:43	02:48
