start	end	text	start_mm:ss	end_mm:ss
32370	38570	In den Tagen des totalen Kriegseinsatzes hat der Begriff Heimarbeit eine neue und erweiterte Deutung erfahren.	00:32	00:38
39310	45170	Mit Hunderttausenden von Frauen haben nunmehr auch die Soldaten unserer Flak und die Luftwaffenhelfer der Hitlerjugend	00:39	00:45
45170	49130	in den dienstfreien Stunden sich in den Heimarbeitsprozess eingeschaltet.	00:45	00:49
51560	55240	Viele fleißige Hände garantieren die Erledigung eines großen Arbeitspensums.	00:51	00:55
65280	67200	Hier werden Zündkerzen zusammengesetzt.	01:05	01:07
67200	83700	Gleichzeitig werden durch diese Tätigkeit hochwertige Arbeitskräfte für Spezialaufgaben in den Betrieben selbst freigemacht.	01:07	01:23
84300	87980	Alle Orten werden neue Wege beschritten, die Heimarbeit zu aktivieren.	01:24	01:27
91200	95660	Großmutter, Mutter und zwei Kinder fertigen den Innensatz von Stahlhelmen an.	01:31	01:35
104450	110430	In einem Flugwachkommando nehmen Luftnachrichtenhelferinnen in ihrer Freizeit Demontagen an Beutegeräten vor.	01:44	01:50
110430	113710	Durch diese Tätigkeit wird viel Ersatzmaterial sichergestellt.	01:50	01:53
113710	131510	Unter Führung der NS-Frauenschaft sind in Gemeinschaftsarbeit Frauen zu freiwilliger ehrenamtlicher Arbeit zusammengekommen.	01:53	02:11
132350	135250	Unter ihren Händen entstehen Mützen und Uniformstücke.	02:12	02:15
157610	162970	Ein Ostseehafen empfängt ausgetauschte, schwer verwundete Kriegsgefangene und Zivilinternierte.	02:37	02:42
163590	174060	Ein Heer von winkenden Taschentüchern und jubelnd geschränkten Blumensträußen heißen die Heimkehrer willkommen.	02:43	02:54
174060	176460	Von den Schiffen antworten Sprechchöre.	02:54	02:56
177000	182540	Sie bezeugen, dass den Männern an Bord nicht einen Augenblick die Zuversicht und der feste Glauben an den Sieg verloren ging.	02:57	03:02
184140	186460	Die alten Afrika-Kämpfer verlassen das Schiff.	03:04	03:06
186960	189940	Sie werden, wenn sie zur Ruhe gekommen sind, viel zu erzählen haben.	03:06	03:09
202740	207440	Neben den dankbar gereichten Blumen erhalten die Heimkehrer den ersten Wehrsold und ihre Lebensmittelmarken.	03:22	03:27
224640	227900	Zug um Zug verlässt den Bahnhof zur Fahrt ins Reich.	03:44	03:47
227900	238530	Judo, der unter den Namen Jujutsu bekannte japanische Kampfsport, besitzt alle Voraussetzungen einmal Volkssport zu werden.	03:47	03:58
239190	243930	Die Judo-Gruppe des Jujutsu-Clubs Dresden gibt Soldaten einen Einblick in ihre Arbeit.	03:59	04:03
245590	249650	Einige Sprünge über vier bis acht Lanzer demonstrieren die Fallbeschicklichkeit der Judo-Kämpfer.	04:05	04:09
273120	276560	Judo ist die Kunst im Kampf durch scheinbares Nachgeben zu siegen.	04:33	04:36
276960	287120	Ein paar Soldaten wollen sich von der Wirkung der Judo-Methoden selbst überzeugen.	04:36	04:47
287460	288760	Sie werden schnell überzeugt.	04:47	04:48
288760	312280	Im holländisch-belgischen Grenzgebiet sind die anglo-arikanischen Armeen mit dem Ziele, den Durchbruch ins Reich zu erzwingen, zum Angriff angetreten.	04:48	05:12
312900	317920	Überall grafen die Invasoren auf den härtesten Widerstand, den London mit den Worten charakterisiert.	05:12	05:17
318400	323560	Die Deutschen, die ihren heimatlichen Boden gegen den ersten großen Angriff verteidigen, kämpfen fanatisch.	05:18	05:23
324340	329600	Unter dem Feindruck vollziehen sich von starken kampfkräftigen Nachbieten gedeckt die Absetzbewegungen unserer Truppen.	05:24	05:29
329600	332780	Während der Trost zurückgeht, marschieren frische Reserven nach vorn.	05:29	05:32
333300	336560	Mit Maschinengewehren und panzerbrechenden Waffen werden die Nachhuten gesichert.	05:33	05:36
336560	346040	Infanterie hat in einer Einbruchstelle die Flankensicherung übernommen.	05:36	05:46
346760	349180	Die Panzerfaust ist zu einer der wichtigsten Waffen geworden.	05:46	05:49
349740	368110	Überfälle und Bombenangriffe erschweren unseren Grenadieren ihre Aufgaben.	05:49	06:08
368110	382840	An jedem Waldrand, in jedem Graben, hinter jeder Hecke lauern unsere Grenadiere mit der Panzerfaust und den Haftladungen auf die Panzer der Anglo-Amerikaner.	06:08	06:22
386250	390910	Oft müssen sie den Kopf tief in den Dreck stecken, denn die Luft ist sehr eisenhaltig in diesen Tagen.	06:26	06:30
