start	end	text	start_mm:ss	end_mm:ss
63250	66890	Werkhallen und Büros wird ununterbrochen für die Front gearbeitet.	01:03	01:06
68470	72490	Fliegeralarm. Ein Teil der hier tätigen Männer gehört der Heimatflag an.	01:08	01:12
73150	105840	Die Männer eilen sofort an ihre Geschütze, stärkt die Abwehrfront gegen feindliche Luftangriffe ohne Beeinträchtigung der Rüstungsarbeiten.	01:13	01:45
106500	109760	Die Männer gelten während des Einsatzes als Wehrmachtsangehörige.	01:46	01:49
110440	116240	Jede Batterie wird von einem erfahrenen Flak-Offizier geführt, dem ein kleiner Batteriestab von aktiven Soldaten zur Verfügung steht.	01:50	01:56
116240	130100	Ein 16-jähriger Hitlerjunge als Richtschütze. Er trägt bereits für mehrere Abschüsse das Eiserne Kreuz.	01:56	02:10
146280	148880	Bei unseren Truppen an der französischen Mittelmeerküste.	02:26	02:28
155410	161070	Die Besetzung der Küstengebiete wird planmäßig fortgesetzt. Immer neue Verbände rücken in ihre befohlenen Abschnitte.	02:35	02:41
162050	164510	Hier ein motorisierter Verband auf dem Marsch an die Riviera.	02:42	02:44
165830	191880	Die Küste ist erreicht.	02:45	03:11
193240	201690	Schwere Haubitzen werden in Stellung gebracht.	03:13	03:21
201690	208940	In Marseille.	03:21	03:28
219660	222800	Plak-Artillerie sichert den Hafen gegen feindliche Luftangriffe.	03:39	03:42
223200	234280	Eisenbahnflag.	03:43	03:54
243360	246040	Die französischen Soldaten tun ihren Dienst weiter.	04:03	04:06
256770	259730	Ein französischer Offizier erklärt die Lage der Hafeneinfahrt.	04:16	04:19
262080	263420	Marsch durch Perpignan.	04:22	04:23
263420	299850	Über die Küstenstraße führt der Weg zur Spanischen Grenze.	04:23	04:59
313320	315920	Herzliche Begrüßung mit den Spanischen Grenzposten.	05:13	05:15
318870	320390	Deutsche Wacht an den Pyrenäen.	05:18	05:20
320830	333420	In wenigen Tagen sind von den deutschen Truppen alle befohlenen Ziele besetzt.	05:20	05:33
333940	337100	Die Küste Südfrankreichs wird sofort in Verteidigungszustand gebracht.	05:33	05:37
337100	355450	Der deutsche Soldat schützt nun auch diesen Abschnitt der europäischen Küste gegen jeden Angriff.	05:37	05:55
364730	365970	Nachschub für Afrika.	06:04	06:05
375460	379540	Deutsche und italienische Transportgeschwader starten zum Flug über das Mittelmeer.	06:15	06:19
380000	399460	Im süditalienischen Hafen werden Frachter beladen.	06:20	06:39
399920	416040	Klar zum Auslaufen.	06:39	06:56
424710	427590	Einheiten der italienischen Kriegsmarine sichern den Verband.	07:04	07:07
431530	435830	Geschwader unserer Luftwaffe überholen auf ihrem Flug nach Afrika den Gleitzug.	07:11	07:15
435830	460570	Alles hält scharf Ausguck.	07:15	07:40
460730	462810	Hier muss ständig mit Feindangriffen gerechnet werden.	07:40	07:42
