start	end	text	start_mm:ss	end_mm:ss
42260	46540	Die Sonnenwende begeht voll gläubigen Vertrauens auf Deutschlands Zukunft die Sonnenwende.	00:42	00:46
72630	76630	Die makellose Reinheit dieser Welt ist das Übungsfeld junger Gebirgsjäger.	01:12	01:16
82370	86390	In glitzerndem Schnee und strahlender Sonne geht es in die majestätischen Höhen.	01:22	01:26
102180	104200	Mit stiebender Schussfahrt zu Tal.	01:42	01:44
120610	122990	Im ausgebrannten Berliner Sportpalast.	02:00	02:02
123470	125970	An dieser traditionellen Stätte der Politik und des Sports	02:03	02:05
125970	130230	hat sich in den Feiertagsstunden eine große Gemeinde Sportbegeisterter eingefunden.	02:05	02:10
134500	135340	Lydia Feicht.	02:14	02:15
135340	145210	Das Paar Baran-Falk.	02:15	02:25
159150	162210	Den Schluss bildet ein Eisballett mit Ilse Pausin.	02:39	02:42
176170	184410	Oberstrudel, der erste Träger des goldenen Eichenlaubs mit Schwertern und Brillanten zum Ritterkreuz beim Einsatz gegen Sowjetpanzer.	02:56	03:04
188380	191320	Spuren der wildkurvenden Panzer zeigen Weg und Standort.	03:08	03:11
191720	194540	Die Schlachtflieger geben ihn mit ihren Kanonen zu Leibe.	03:11	03:14
195880	201100	Oberstrudel vernichtete bisher auf 2400 Feinflügen 457 Panzer.	03:15	03:21
201100	204480	Das ist der Bestand von über drei sowjetischen Panzerbrigaden.	03:21	03:24
204880	212090	In Ungarn toben zwischen Plattensee und Donau schwere Kämpfe.	03:24	03:32
212790	221330	In völlig verschlamptem Gelände leisten deutsche und ungarische Verbände die nach starkem Artilleriefeuer immer wieder angreifenden sowjetischen Divisionen,	03:32	03:41
221710	222870	tapfersten Widerstand.	03:41	03:42
222870	246350	Groß ist die Zahl der hier vernichteten Sowjetpanzer.	03:42	04:06
246810	260900	Zur Überraschung der Feindseite treten in den Morgenstunden des 16. Dezember starke deutsche Kräfte aus dem Westwall heraus zu einem unerwarteten Angriff an.	04:06	04:20
262100	268160	V1 und die Feuergeschosse der Nebelwerfer bringen plötzlich Vernichtung in und hinter die feindlichen Linien.	04:22	04:28
268160	277440	Hunderte von Batterien aller Kaliber tragen den Tod in den Feind.	04:28	04:37
286890	290730	Im Trichtergelände warten die deutschen Soldaten auf das Zeichen zum Angriff.	04:46	04:50
306150	308390	Eine halbe Stunde nach Angriffsbeginn.	05:06	05:08
308750	311130	Die ersten Gefangenen passieren die deutsche Linie.	05:08	05:11
311130	321490	Sturmgeschütze und Panzer sind in kraftvollem Vorstoß in die vom Feinde besetzten Dörfer eingedrungen.	05:11	05:21
325540	330160	Auf allen Wegen, Pfaden und Straßen, die nach Westen führen, marschieren die deutschen Kolonnen.	05:25	05:30
345160	347120	Zusammengeschossene amerikanische Infanterie.	05:45	05:47
347500	350920	Hoch sind die blutigen Verluste der Amerikaner schon in den ersten Stunden.	05:47	05:50
354450	358350	Deutsche Panzer durchbrechen Drahtsperren und dringen in ein Dorf ein.	05:54	05:58
370420	374520	Falschirmjäger haben sich an eine von Amerikanern besetzte Ortschaft herangearbeitet.	06:10	06:14
374520	378420	Mit Unterstützung von Panzern wird im Nahkampf Haus um Haus genommen.	06:14	06:18
414480	416860	Grenadierer und Falschirmjäger im Straßenkampf.	06:54	06:56
429220	432840	Kopfschüttelnd und oft völlig verstört kommen die Amerikaner aus den Häusern.	07:09	07:12
444660	447340	Ein ganzes Regiment geht mit der weißen Fahne in die Gefangenschaft.	07:24	07:27
458840	461120	Durch Panzer und Panzerfaust vernichtete Schirmen.	07:38	07:41
461660	463960	Amerika first, Amerika voran.	07:41	07:43
466230	469930	Ein Feldfernsprecher in einem erbeuteten Wagen wird von deutschen Lanzern untersucht.	07:46	07:49
478840	481680	Oberstgruppenführer und Generaloberst der Waffen-SS Sepp Dietrich	07:58	08:01
481680	483500	beim Vormarsch unter seinen Männern.	08:01	08:03
491510	495610	Das sind Stimmung und Haltung des deutschen Grenadiers im 6. Kriegsjahr.	08:11	08:15
499600	501620	Über den Köpfen der Truppe Orgel V1.	08:19	08:21
509570	511610	Hier gingen Tod und Vernichtung über die Felder.	08:29	08:31
512050	515530	Die Materialreste einer zerschlagenen feindlichen Infanteriebrigade.	08:32	08:35
518970	522750	Schirmenpanzer, die ein deutscher Feuerschlag schon in der Bereitstellung vernichtete.	08:38	08:42
535610	537090	Nachschubkolonnen rollen nach vorn.	08:55	08:57
537090	544660	Von allen Seiten strömen gefangene Amerikaner auf die Vormarschstraßen.	08:57	09:04
544660	552370	Zerschlagen und noch zermürbt von der plötzlichen Gewalt des deutschen Feuerschlages schleppen sie sich dahin.	09:04	09:12
554110	556310	Ihre Gesichter sind von einer stumpfen Nüchternheit.	09:14	09:16
568720	574580	Amerikanische Jagdbomber greifen vorgehende deutsche Ballonnen an und versuchen unsere Marschbewegungen zu stören.	09:28	09:34
575000	576200	Plagg nimmt sie unter Feuer.	09:35	09:36
584580	585480	Deutsche Jäger!	09:44	09:45
585480	606010	Die Stimmung ist so echt und stark, wie es die Grenadiere und die Männer auf Panzern und Sturm geschützen sind.	09:45	10:06
606970	610610	Ein deutsches Dorf ist befreit. Freu dich, danken die Bewohner ihren Soldaten.	10:06	10:10
617240	620000	Model ist überall. Das wissen seine Soldaten.	10:17	10:20
620620	624860	Der Generalfeldmarschall greift, wo es notwendig erscheint, in das Geschehen an den Straßen ein.	10:20	10:24
644800	646240	Immer wieder das gleiche Bild.	10:44	10:46
646240	651480	Vorgehende deutsche Kolonnen, Gefechtsfahrzeuge, Nachschub, Trosse auf der einen Seite	10:46	10:51
651480	656520	und Dreierkolonnen marschierender weißer und schwarzer Amerikaner auf der anderen Seite.	10:51	10:56
657180	716260	Luftwaffe, Panzer, Artillerie sind die schwerpunktbildenden und ausgleichenden Faktoren unseres Angriffes.	10:57	11:56
716860	721980	Aber die Hauptlast des Kampfes trägt doch immer wieder der Grenadier, der ewige Infanterist.	11:56	12:01
721980	730400	Eines ist gewiss. Die akute Gefahr für Ruhr und Rhein ist durch den deutschen Soldaten gebannt.	12:01	12:10
731320	737160	Ein starkes und in seiner Größe nicht zu brechendes Volk gab ihm dafür die besten Waffen.	12:11	12:17
