start	end	text	start_mm:ss	end_mm:ss
24110	29170	Japanische Bomber greifen feindliche Stellungen und Nachschublager in Südchina an.	00:24	00:29
29610	55510	Nach dem Angriff der Luftwaffe geht Infanterie zur Säuberung des Geländes vor.	00:29	00:55
73930	79770	Mit Beginn des Frühjahrs wurden die militärischen Operationen an der China-Front in verstärktem Maße fortgesetzt.	01:13	01:19
80410	86450	Japan ist mit allen Mitteln bestrebt, den Frieden im fernöstlichen Raum so schnell wie möglich wiederherzustellen.	01:20	01:26
94380	97800	An der Ostküste der Vereinigten Staaten wüteten riesige Waldbrände.	01:34	01:37
97800	101800	Schwere Stürme begünstigten die Ausbreitung des gewaltigen Feuers.	01:37	01:41
102560	105920	Über 400.000 Hektar wertvollen Waldbestandes wurden vernichtet.	01:42	01:45
106460	108400	Viele Niederlassungen völlig zerstört.	01:46	01:48
142330	154830	Unter Führung von Dr. Anta Pavlic begab sich eine kroatische Delegation nach Rom um König und Kaiser Viktor Immanuel III. zu bitten einen Prinzen aus dem Hause Savoyen als Träger der kroatischen Krone zu bestimmen.	02:22	02:34
155550	157290	Empfang auf dem Bahnhof durch den Duce.	02:35	02:37
157510	167160	Auf dem Wege zum Quirinal.	02:37	02:47
167160	202390	Der König und Kaiser benennt den Herzog von Spoleto zum König von Kroatien.	02:47	03:22
209100	213480	Begeisterte Kundgebungen für den Duce und Dr. Pavlic vor dem Palazzo Venezia.	03:29	03:33
231160	232660	Sportfest der Wehrmacht in Berlin.	03:51	03:52
232820	233640	1000 Meter Lauf.	03:52	03:53
243330	251290	Feldwebel Harbig, der deutsche Weltrekordmann geht in Führung und läuft mit 2 Minuten 24,9 Sekunden einen neuen deutschen Rekord.	04:03	04:11
251730	260810	Fahrt zum 100 Meter Lauf.	04:11	04:20
272380	274040	Sieger, gefreiter Fährmann.	04:32	04:34
274040	281960	Fußballspiel Luftwaffe Berlin gegen Kriegsmarine Wilhelmshaven.	04:34	04:41
282200	283400	Marine Weißerhosen.	04:42	04:43
286430	327520	Tor für die blauen Jungs.	04:46	05:27
347070	348270	Tor für die Luftwaffe.	05:47	05:48
348650	350930	Das Spiel endete unentschieden 1 zu 1.	05:48	05:50
356500	361260	Der Führer überreichte den Jagdfliegern Hauptmann Jopin und Oberleutnant Müncheberg	05:56	06:01
361260	364980	aus Anlass ihres 40. Luftsieges das Eichenlaub zum Ritterkreuz.	06:01	06:04
392140	393240	Hauptmann Jopin.	06:32	06:33
393240	396060	Oberleutnant Müncheberg.	06:33	06:36
409460	414320	Generaloberst Freier von Weix besichtigt das berühmte ungarische Militärgestüt Babolna.	06:49	06:54
422070	424510	Pferde reinster arabischer Abstammung.	07:02	07:04
445690	446230	Hohe Schule.	07:25	07:26
491590	492390	Auf der Koppel.	08:11	08:12
511970	515270	Minenräumboote säubern die Donau von serbischen Minen.	08:31	08:35
515670	534820	Am Eisernen Tor.	08:35	08:54
544240	547460	Begegnung mit Booten des ungarischen Überwachungsdienstes.	09:04	09:07
547460	580520	Unsere Soldaten bei Patras, dem bedeutenden Hafen an der Nordküste des Peloponnes.	09:07	09:40
590670	593490	Verladen von Truppen zur Besetzung griechischer Inseln.	09:50	09:53
593810	594850	Generalfeldmarschallist.	09:53	09:54
608700	613500	Diese vier Männer einer Marine Propagandakompanie nahmen bei einem Vorstoß auf eine Nachbarinsel	10:08	10:13
613500	615120	eine große Anzahl Tommys gefangen.	10:13	10:15
629640	632640	Fahrt durch die Bucht von Salamis, westlich von Athen.	10:29	10:32
639830	643710	Ehemalige griechische Kriegsschiffe, die zuletzt als Wohnschiffe verwendet wurden.	10:39	10:43
643710	646350	Sie wurden im Verlauf der Kampfhandlungen versenkt.	10:43	10:46
646350	670190	Alarm bei unseren Fallschirmtruppen in Griechenland.	10:46	11:10
670650	677250	Wie der Wehrmachtbericht kurz vor Abschluss der Kämpfe in Griechenland meldete nahmen die Fallschirmtruppen in kühnem Angriff den Isthmus von Korinth.	11:10	11:17
677690	679670	Zahlreiche Engländer wurden gefangen genommen.	11:17	11:19
680090	681830	Der Rest zog sich fluchtartig zurück.	11:20	11:21
691880	693640	Im Tiefflug über griechisches Land.	11:31	11:33
695600	700670	Der Kanal von Korinth.	11:35	11:40
700810	702230	Das Einsatzziel ist erreicht.	11:40	11:42
703370	748170	Der Landung sofort gefechtsbereit.	11:43	12:28
748470	752400	Die Kanalbrücke wird genommen.	12:28	12:32
752560	754780	Das gegenüberliegende Ufer im Sturm erobert.	12:32	12:34
765710	770750	Das sind die letzten Aufnahmen des BK-Filmberichters von der Heiden, der auch mit dem Fallschirm absprang.	12:45	12:50
771250	773590	Wenig später flog die Brücke durch Zeitzünder in die Luft.	12:51	12:53
774030	776030	Der Kameramann fand dabei den Heldentod.	12:54	12:56
791720	792700	Gefangene Engländer.	13:11	13:12
799900	801180	Die Brücke gesprengt.	13:19	13:21
814570	818110	Tief unten der Kanal von Korinth und die Überreste der Brücke.	13:34	13:38
823370	826110	Mit Beutefahrzeugen geht es dem fliehenden Feinde nach.	13:43	13:46
836880	837860	Feindlicher Widerstand.	13:56	13:57
837860	846260	Mit Handgranaten gegen MG-Nester.	13:57	14:06
870600	873280	Schritt um Schritt kämpfen sich die Fallschirmjäger vorwärts.	14:30	14:33
895990	897350	Die Tommys sind gestellt.	14:55	14:57
910840	913440	Eine interessante Mappe mit englischen Geheimbefehlen.	15:10	15:13
913440	934970	Erbeutete Waffen.	15:13	15:34
952290	955810	Gefangene, vor allem Griechen, Australier, Neuseeländer.	15:52	15:55
955810	977720	Der Oberbefehlshaber der italienischen Streitkräfte in Nordafrika, General Gariboldi, im Hauptquartier des Deutschen Afrikakorps.	15:55	16:17
978500	1016130	Der italienische General überreicht General Rommel das Konturkreuz der höchsten italienischen Auszeichnung des Ordens vom Hause Savoyen.	16:18	16:56
1016130	1034060	Fahrzeuge und Waffen einer motorisierten englischen Abteilung.	16:56	17:14
1034400	1036500	Sie wurden bei den Kämpfen vor Tobruk erbeutet.	17:14	17:16
1039140	1040980	Der Inhalt der Fahrzeuge wird untersucht.	17:19	17:20
1043930	1046570	Die Gefangenen dürfen ihr Privateigentum an sich nehmen.	17:23	17:26
1050170	1051090	Englische Gefangene.	17:30	17:31
1058480	1060400	Vor Capuzzo am Golf von Solum.	17:38	17:40
1060760	1063260	Die Engländer leisteten hier erbitterten Widerstand.	17:40	17:43
1118060	1121120	In Solum, auch hier überall Spuren schweren Kampfes.	18:38	18:41
1129190	1131330	Ein deutscher Feldflughafen in der Wüste.	18:49	18:51
1131330	1135650	Vor dem Einsatz werden noch einmal die Luftbildaufnahmen unserer Aufklärer studiert.	18:51	18:55
1167660	1171280	Zerstörer und Kampfverbände starten zum Angriff auf feindliche Kolonnen.	19:27	19:31
1189700	1191580	Bodenbeschuss auf englische Panzer.	19:49	19:51
1236900	1240120	Unterseeboot auf Feindfahrt vor der Westküste Afrikas.	20:36	20:40
1276010	1278950	Begegnung mit einem deutschen Schlachtschiff auf hoher See.	21:16	21:18
1316680	1318420	Der Ausguck hat ein Schiff ausgemacht.	21:56	21:58
1318620	1320220	Alle Mann auf Gefechtsstationen.	21:58	22:00
1324180	1327500	Das Schiff, ein bewaffneter englischer Frachter, wird durch Artillerie versenkt.	22:04	22:07
1328580	1348260	Das zweite Schiff ist fällig.	22:08	22:28
1352070	1354030	Auch dieser Frachter fuhr im Dienst der England.	22:32	22:34
1354110	1391910	Heimfahrt.	22:34	23:11
1392090	1393770	Die Siegeswimpel werden gehisst.	23:12	23:13
1409940	1412480	Vizeadmiral Dönitz empfängt das siegreiche Boot.	23:29	23:32
1413020	1417980	Es versenkte allein auf dieser Fahrt 63.000 Bruttoregistertonnen feindlichen Schiffsraumes.	23:33	23:37
1437860	1440300	Kapitän Leutnant Schulz erhält das Ritterkreuz.	23:57	24:00
1454780	1456920	Auf einem Feldflughafen an der Kanalküste.	24:14	24:16
1467210	1469650	Einsatz unserer Luftwaffe gegen England.	24:27	24:29
1469650	1546600	In großer Höhe wird in der Dämmerung die Insel angeflogen.	24:29	25:46
1547080	1550220	Das Ziel sind Häfen und Industrieanlagen an der irischen See.	25:47	25:50
1556430	1557850	Im Feuer der feindlichen Flaggen.	25:56	25:57
1558190	1579850	Über Liverpool. Zielgerät klar.	25:58	26:19
1584380	1585860	Einschlag neben Einschlag.	26:24	26:25
1592170	1594630	Kilometerweit stehen die Hafenanlagen in hellen Flammen.	26:32	26:34
1594630	1634210	Die Brände weisen unseren Kampfgeschwadern den Weg zu immer neuen, vernichtenden Angriffen.	26:34	27:14
