start	end	text	start_mm:ss	end_mm:ss
21420	28900	Thomas, den ein Zufall nur, führt auf diesem Treppenflur, findet im Vorübergehen hier ein Schildchen, bitte drehen.	00:21	00:28
29180	36980	Thomas, stets zu tun bereit, was den Nebenmenschen freut, denkt ans harmlossigen Stillen, diesen Wunsch kannst du erfüllen.	00:29	00:36
40360	52960	Und auch gleich eher ungebeten, lässt man Thomas näher treten, freilich etwas unbehaupt allerdings man zeigt nicht oft, so wie ich, zu jeder Zeit hilfsbereite Höflichkeit, bitte drehen war nicht schwer.	00:40	00:52
53440	55020	Macht fast gar nichts, bitte sehr.	00:53	00:55
55900	57560	Haben Sie vielleicht noch mehr?	00:55	00:57
58040	59920	Schon steht er erstaunt und stutzt.	00:58	00:59
60260	63080	Strom verbrennt hier ungenutzt.	01:00	01:03
63500	67340	Mir wird scheinen mit dem Drehen ist noch nicht genug geschehen.	01:03	01:07
68200	70200	Thomas bleibt nicht langmüßig.	01:08	01:10
70360	77620	Was an Lampen überflüssig, dreht er sehr behendet aus dem verstaubten Leuchter raus.	01:10	01:17
77620	80380	Denn, Verzeihung, Strom ist Kohle.	01:17	01:20
80640	87770	Und zum allgemeinen Kohle muss von allen Langewaren man besonders Kohle sparen.	01:20	01:27
88030	92170	Vieles hat erst wirklich Sinn, schaut man einmal näher hin.	01:28	01:32
92830	97550	Denken Sie, verehrte Frau, bitte stets an Kohlenklau.	01:32	01:37
97550	146820	Die Zahl der deutschen Waffenschmieden ist noch immer im Wachsen.	01:37	02:26
147540	153540	In den letzten Monaten konnten wieder viele neue Werke vollendet und in den Dienst unserer Rüstung gestellt werden.	02:27	02:33
154500	161120	Alle diese Bauten sind unter der persönlichen Initiative des Reichsminister für Bewaffnung und Munition, Albert Speer, entstanden.	02:34	02:41
174060	178900	In den riesigen, luftigen Hallen werden die Arbeits- und Werkzeugmaschinen montiert.	02:54	02:58
178900	194360	Der Führer sagte in seiner Proklamation zum Parteigründungstag das deutsche Volk wird jetzt alle seine Kräfte in einem Ausmaß aufrufen und einsetzen wie dies in der Geschichte der Menschheit noch niemals für einen Krieg geschehen ist.	02:58	03:14
222810	225030	Die letzten Schrauben sind festgezogen.	03:42	03:45
225590	227730	Nun kann die Maschine ihre Arbeit beginnen.	03:45	03:47
234050	237790	Das deutsche Volk ist in entscheidender Stunde zur Arbeit angetreten.	03:54	03:57
238370	240150	Alle Kräfte sind mobilisiert.	03:58	04:00
240150	248530	Die Heimat ist zu einem Willensblock zusammengeschweißt auf den sich der Führer und seine Soldaten blink-blinks verlassen können.	04:00	04:08
257190	260130	Hier werden Kettenkräder für die Wehrmacht hergestellt.	04:17	04:20
285880	287980	Kettenkräder am laufenden Band.	04:45	04:47
313380	318160	Die fertigen Fahrzeuge werden in schwierigstem Gelände den härtesten Prüfungen unterzogen.	05:13	05:18
318720	352740	In großer Zahl verlassen die Kettenkräder das Werk.	05:18	05:52
352740	360760	An der Front leisten sie besonders auf verschlammten Wegen und schmalen Gebirgspfaden unseren Soldaten wertvolle Dienste.	05:52	06:00
366170	369810	Die Waffenschulen und Kasernen des Ersatzheeres sind voll belegt.	06:06	06:09
370570	375350	Die Offizieranwärter und Rekruten erhalten eine sorgfältige und gründliche Ausbildung.	06:10	06:15
375350	382410	Was auf den Kasernenhöfen immer und immer wieder geübt wird, bewährt sich später tausendfach beim Fronteinsatz.	06:15	06:22
395010	401710	Erfahrene Frontsoldaten wie dieser schwer kriegsbasierte Feldwebel sind für unsere Rekruten Lehrer und Vorbild zugleich.	06:35	06:41
401710	408230	Ausbildung von Panzerjägern.	06:41	06:48
408950	414150	Zum Gewichtsausgleich hängt sich ein Jäger an die Rohrmündung.	06:48	06:54
419030	427850	So wie hier wird in allen Garnisonsstädten und auf zahllosen Truppenübungsplätzen die junge Mannschaft soldatisch erzogen und im Gebrauch der Waffen geübt.	06:59	07:07
428510	432350	Hinter der kämpfenden Front stehen Millionen einsatzbereiter Reserven.	07:08	07:12
458790	461710	Der Heismarschall besichtigt die Division Hermann Göring.	07:38	07:41
461710	468370	Diese Division ist ein vollmotorisierter Verband der Luftwaffe und verfügt über eine besonders vielseitige Bewaffnung.	07:41	07:48
469030	471970	Sie setzt sich aus Freiwilligen aller deutschen Gaue zusammen.	07:49	07:51
520090	521510	An der tunesischen Front.	08:40	08:41
530820	534280	Die italienische Einheiten nehmen eine feindliche Bunkerlinie unter Feuer.	08:50	08:54
546050	548130	Panzervorstoß im mitteltunesischen Raum.	09:06	09:08
548710	557970	Es gilt starke amerikanische und englische Kräfte zu zerschlagen die die Verbindung unserer Truppen in Tunesien mit den Einheiten der deutsch-italienischen Panzerarmee verhindern wollen.	09:08	09:17
581560	582940	Quer durch Kakteenfelder.	09:41	09:42
602080	602920	Feindberührung.	10:02	10:02
603320	618090	Amerikanischer Panzer ist in Brand geschossen.	10:03	10:18
632160	637360	Keilförmig stoßen unsere Panzer in den Feind hinein und splittern ihn in einzelne Kampfgruppen auf.	10:32	10:37
669640	671080	Ein Sanitätspanzer geht vor.	11:09	11:11
674720	676880	Verwundete werden verbunden und zurückgebracht.	11:14	11:16
676880	705060	Bei diesen Operationen, die sich bis nach Südtunesien ausdehnten, wurden insgesamt 235 Panzer, 169 Panzerspähwagen und 160 Geschütze und Selbstfahrlafetten erbeutet oder vernichtet.	11:16	11:45
722070	726130	Außerdem wurden 4000 Amerikaner und Briten gefangen genommen.	12:02	12:06
740080	741840	Am Südabschnitt der Ostfront.	12:20	12:21
741840	751620	Hochwertiges Pferdematerial aus den Gestüten des Kaukasus wird nach der Ukraine überführt.	12:21	12:31
754550	756130	Der Treck ist marschbereit.	12:34	12:36
762400	763300	Karl Mückentreiber.	12:42	12:43
774280	781300	Diese Herde von 2500 besonders widerstandsfähigen Pferden soll den Grundstock für die neue Zucht des Ostpferdes bilden.	12:54	13:01
802980	807940	Deutsche Verbände, die sich vom Feind abgesetzt haben, auf dem Marsch in neue Bereitstellungen.	13:22	13:27
808480	810660	Die Ordnung der Kolonnen ist mustergültig.	13:28	13:30
810660	820650	Die Einwohner des geräumten Gebietes haben sich zum großen Teil unter den Schutz der deutschen Wehrmacht begeben.	13:30	13:40
821210	826490	Sie wollen lieber ihre Heimat verlassen, als noch einmal die Schreckensherrschaft der Bolschewisten ertragen.	13:41	13:46
853500	856600	Flak sichert einen Flussübergang gegen feindliche Luftangriffe.	14:13	14:16
867600	868900	Abschusszeichen am Schutzschild.	14:27	14:28
