start	end	text	start_mm:ss	end_mm:ss
21170	23710	Zum Tode des König Boris von Bulgarien.	00:21	00:23
25570	28070	Bulgarische Bauern jubeln ihrem König zu.	00:25	00:28
30420	33200	Der Thronfolger Prinz Simeon zwischen dem König und der Königin.	00:30	00:33
34800	36920	König Boris war der Einiger seines Volkes.	00:34	00:36
37440	45220	In den 25 Jahren seiner Regierungszeit führte er sein Land trotz mancher schwierigen politischen Situation zu einer erfolgreichen Entwicklung.	00:37	00:45
46380	48000	König Boris beim Führer.	00:46	00:48
48000	63960	Wie der Führer zum Ausdruck brachte, verliert er mit König Boris einen treuen Freund und Bundesgenossen.	00:48	01:03
75780	81460	Paris. Unter dem Triumphbogen marschieren die Selbstschutzabteilungen der französischen Volkspartei auf.	01:15	01:21
83420	85980	Transniederlegung am Grabe des unbekannten Soldaten.	01:23	01:25
95420	99000	Parteiführer Jacques Doriot nimmt dem Auto stehend den Vorbeimarsch ab.	01:35	01:39
113830	116130	Kundgebung in einer Pariser Versammlungshalle.	01:53	01:56
116870	118670	Verrundete Kämpfer der französischen Legion.	01:56	01:58
118670	133720	Doriot spricht. Er sagt, jeder Franzose, der sein Land und seine Kultur liebt muss jetzt im Augenblick der Gefahr klar und männlich Stellung nehmen für Europa.	01:58	02:13
134820	146010	Spanien. Ein Sommerlager für Mädchen der spanischen Jugend.	02:14	02:26
146890	152890	Ihr Gemeinschaftsleben spielt sich in den Formen ab, die für die moderne europäische Jugend charakteristisch sind.	02:26	02:32
152890	155890	In einem Zusammenklang von Disziplin und Lebensfreude.	02:32	02:35
183620	185200	Getreideernte in Südfinland.	03:03	03:05
185460	189020	Die Bauern werden von Männern und Frauen aus allen Schichten des Volkes unterstützt.	03:05	03:09
189520	193940	Auch der finnische Handelsminister und der Justizminister helfen beim Einbringen des Getreides.	03:09	03:13
194400	220480	Mädel der Landesjugendführung Finnland greifen mit zu.	03:14	03:40
220480	225020	Hier wird Heu gestapelt.	03:40	03:45
226760	230390	Man muss sich schon ein bisschen anstrengen.	03:46	03:50
236840	239200	Dafür schmecken Essen und Trinken dann umso besser.	03:56	03:59
239200	249590	Bucharest.	03:59	04:09
249590	250190	Bucharest.	04:09	04:10
250810	254750	In Anwesenheit des rumänischen Staatsführers Marschall Antonescu und seiner Gattin	04:10	04:14
254750	258470	wird ein Schwimmbad für die Verwundeten eines deutschen Lazaretts eröffnet.	04:14	04:18
259190	260910	Auf den Balkonen verwundete Soldaten.	04:19	04:20
268430	270590	Schwimmwettkämpfe von Insassen des Lazaretts.	04:28	04:30
271430	286600	Auch die Schwestern gehen an den Start.	04:31	04:46
305760	307540	Im Olympiastadion in Berlin.	05:05	05:07
308020	312380	Vor Verwundeten und Rüstungsarbeitern spielen Schalke 04 und Hertha BSC.	05:08	05:12
316070	317510	Hertha im weißen Hemd.	05:16	05:17
317510	320650	Beide Mannschaften führen ein schulmäßig schönes Spiel vor.	05:17	05:20
334740	335660	Der Schuss geht vorbei.	05:34	05:35
336460	354200	Hertha Vorstoß führt zum Erfolg.	05:36	05:54
354620	356540	Tiefe Enttäuschung im Lager der Schalke Anhänger.	05:54	05:56
369180	372600	Auf und ab des Spiels spiegelt sich in den Gesichtern der 70.000 Zuschauer.	06:09	06:12
373520	413890	Noch einmal gut.	06:13	06:53
414350	435130	Wilke gewann 3 zu 1.	06:54	07:15
439540	442520	Im Pferdeerholungsheim Pleskau im Ostland.	07:19	07:22
443040	447440	Hier werden Frontpferde wieder hoch gepflegt und junge Pferde für den Fronteinsatz vorbereitet.	07:23	07:27
459670	473780	Sie wehrt sich noch gegen den Sattel.	07:39	07:53
474260	475900	Aber bald hat sie sich daran gewöhnt.	07:54	07:55
479800	481700	Das Zureiten ist eine schwierige Arbeit.	07:59	08:01
493310	495510	So viel Temperament will erst gebändigt sein.	08:13	08:15
495630	496010	Hier werdenatm.	08:15	08:16
496510	498630	Sie wissen, dass wir bereits auf derelli Broken Wasser schanchen lassen.	08:16	08:18
498850	500750	Funktionsheim Pleskau im Donut.	08:18	08:20
500970	501390	Eben Sie nicht.	08:20	08:21
501450	503870	nadie mehr gut.	08:21	08:23
504610	505270	Mais wieınıyig.	08:24	08:25
