start	end	text	start_mm:ss	end_mm:ss
18800	28300	Deutsche Bergleute vor Ort. Tief unter der Erde brechen sie die Kohle. In vielstündiger Schicht leisten sie die schwerste Arbeit, die es überhaupt gibt.	00:18	00:28
28940	38700	Trotzdem übernehmen diese Männer jetzt freiwillig noch zusätzliche Sonntagsschichten. Den Lohn dafür haben sie dem Führer zum Bauen neuer Panzer zur Verfügung gestellt.	00:28	00:38
38700	49340	Die deutschen Bergleute geben mit dieser Panzerschicht zu Ehren der Helden von Stalingrad, der ganzen Nation, ein leuchtendes Beispiel für die Einsatzbereitschaft der Heimat.	00:38	00:49
55920	66900	In einem deutschen Hüttenwerk. Stahl wird für den Guss vorbereitet.	00:55	01:06
68240	72740	Eine Gießgrube. Hier sollen gewaltige Maschinen für unsere Waffenschmieden entstehen.	01:08	01:12
76250	86030	Die Zuflusskanäle für das flüssige Eisen. Die Form für ein Turbinenrad, das nun gegossen werden soll.	01:16	01:26
86030	110820	Das flüssige Metall wird in mächtigen Pfannen herangeführt. Das Gussstück wird ausgehoben.	01:26	01:50
117900	141170	Die gegossenen Maschinenteile werden gereinigt. Nach der Reinigung werden die einzelnen Teile durch mechanische Bearbeitung für die Montage fertig gemacht.	01:57	02:21
144840	161900	Auf der Karusselldrehbank. Turbinenräder. Ein Kranteil. Ständer für schwere Werkzeugmaschinen auf den Transport zu den Montagewerken.	02:24	02:41
161900	187380	Ein neues Kraftwerk. Diese Kraftmaschinen sind in kurzer Zeit volleinsatzbereit für die deutsche Rüstung.	02:41	03:07
188280	193280	Die Räder laufen an. Jetzt gilt es, die neu gewonnenen Arbeitsplätze zu besetzen.	03:08	03:13
198610	207000	Im hohen Norden der finnischen Front. Rentierschlitten versorgen eine Kompanie mit Munition und Verpflegung.	03:18	03:27
207720	211260	An der Murmannfront herrschen noch immer 35 bis 40 Grad Frost.	03:27	03:31
211260	226840	Nach monatelanger Polarnacht gibt es jetzt die ersten spärlichen Sonnenstrahlen.	03:31	03:46
234480	238140	Die Soldaten, die hier die Wacht halten, sind zumeist alte Narvik-Kämpfer.	03:54	03:58
241340	243320	Ein Spähtrupp rückt in seine Ausgangsstellung.	04:01	04:03
243860	247080	Er soll den genauen Verlauf neu errichteter feindlicher Stellungen erkunden.	04:03	04:07
256080	259520	Der Spähtrupp hat die eigenen Linien verlassen und pirscht sich an den Gegner heran.	04:16	04:19
260000	262180	Eisige Schneeböen begünstigen das Unternehmen.	04:20	04:22
262180	266940	Ein vorgeschobenes MG übernimmt den Feuerschutz.	04:22	04:26
280420	283860	Von hier aus hat der Spähtruppführer guten Einblick in das feindliche Gelände.	04:40	04:43
289080	292740	Der Feind hat die Bewegungen erkannt. Mit MG-Feuer werden die Sowjets niedergehalten.	04:49	04:52
304060	305540	Artillerie legt Sperrfeuer.	05:04	05:05
314740	317500	Der Spähtrupp begibt sich sofort zum Regimentsgefechtsstand.	05:14	05:17
322010	323670	Ein verwundeter Kamerad wird verbunden.	05:22	05:23
332240	334020	Ein Hundeschlitten soll ihn zurückbringen.	05:32	05:34
334560	362320	Ein Fliegertuch, ein Sanitätsflugzeug bringt den Verwundeten auf schnellstem Wege zum Truppenverbandsplatz.	05:34	06:02
388530	390930	An der Front südlich des Ladoga-Sees.	06:28	06:30
396880	402720	Nachhuten eines Bataillons, das sich in beweglicher Kampfführung vom Gegner absetzt und auf die verkürzte Hauptkampflinie zurückgeht.	06:36	06:42
421780	423100	Bolschewistische Schlachtflieger.	07:01	07:03
427120	429460	In kleinen Trupps löst sich die Kampfgruppe vom Feind.	07:07	07:09
434390	436550	Verwundete werden weiter nach rückwärts geleitet.	07:14	07:16
437190	439970	Der Kampf war erbittert und hat manches Opfer gefordert.	07:17	07:19
440130	442130	Aber der Zweck dieses Einsatzes ist erreicht.	07:20	07:22
442130	449190	Diese Männer hielten ihre Gräben gegen stärkste Übermacht und brachen damit im entscheidenden Augenblick die Stoßkraft des feindlichen Angriffs.	07:22	07:29
450650	467990	Am mittleren Frontabschnitt.	07:30	07:47
473350	475990	Ein Transportzug hat frische Reserven herangebracht.	07:53	07:55
482040	483580	In Marschkolonne geht es nach vorn.	08:02	08:03
503930	508270	Solche Wehrtürme wurden an besonders unübersichtlichen Stellen des Mittelabschnittes errichtet.	08:23	08:28
509130	511030	Das Gelände ist weithin zu übersehen.	08:29	08:31
515460	517520	Nordhinten Bolschewisten in dichten Wellen.	08:35	08:37
517520	519780	Die Hauptkampflinie ist in Sekunden abwehrbereit.	08:37	08:39
520780	535610	Black Artillerie richtet ihre Rohre auf feindliche Panzer.	08:40	08:55
545630	551230	Ein Bataillon des Infanterie-Regiments Feldherrenhalle, stößt in die Flanke des Gegners und drängt ihn von unseren Linien ab.	09:05	09:11
567510	569170	Mit der blanken Waffe vorwärts.	09:27	09:29
577710	580490	In einem Wald löst sich das Gefecht in Einzelkämpfe auf.	09:37	09:40
593180	594880	Ein sowjetisches Fernsprechkabel.	09:53	09:54
595280	614820	Die Sowjets erlitten auch bei diesem Angriff schwere Verluste.	09:55	10:14
626960	629500	U-Boot auf Feinfahrt in Nordatlantik.	10:26	10:29
629500	632260	Scharfer Ausguck ist mitentscheidend für den Erfolg.	10:29	10:32
635510	636430	Schatten an der Kim.	10:35	10:36
636650	637410	Ein Geleitzug.	10:36	10:37
642020	643160	Kommandant auf die Brücke.	10:42	10:43
652510	654590	Hier der Geleitzug im Trickdarstellung.	10:52	10:54
654870	656610	Das U-Boot links gibt Funkmeldung.	10:54	10:56
656990	659050	Sie wird in der Befehlstelle des BDU aufgenommen.	10:56	10:59
664550	667010	Der Geleitzug befindet sich im Quadrat C12.	11:04	11:07
