start	end	text	start_mm:ss	end_mm:ss
26420	29620	England muss seine Stellungen im fernen Osten aufgeben.	00:26	00:29
30260	33940	Abmarsch der englischen Truppen aus Peking, der ehemaligen chinesischen Hauptstadt.	00:30	00:33
34340	61580	Einige Tage später wurde auch Shanghai von den Briten geräumt.	00:34	01:01
62000	65560	Sie stehen jetzt mit ihren Truppen nur noch in Hongkong auf chinesischem Boden.	01:02	01:05
66220	71620	Die Neuordnung im großostasiatischen Raum liegt heute allein in den Händen Japans.	01:06	01:11
71620	79540	Auch Französisch-Indochina sperrte seine Grenzen für die Waffeneinfuhr nach China.	01:11	01:19
81840	90580	Anlässlich der Thronbesteigung König Michaels von Rumänien hatte Ministerpräsident General Antonescu die Königin Mutter Helena gebeten, wieder ins Land zurückzukehren.	01:21	01:30
91140	93740	Der junge König empfängt seine Mutter an der rumänischen Grenze.	01:31	01:33
101080	104260	Der Einzug in Bukarest wurde zu einem festlichen Ereignis.	01:41	01:44
104680	168230	Im Punkt der Festlichkeiten stand ein Vorbeimarsch der Legionäre vor dem königlichen Schloss.	01:44	02:48
168410	188420	Der Reisminister des Auswärtigen von Ribbentrop begab sich nach Rom, wo er vom italienischen Außenminister Graf Czarnow empfangen wurde.	02:48	03:08
188420	193340	Im Laufe dieses Besuches fanden eine Reihe wichtiger Unterredungen mit dem Duce statt.	03:08	03:13
236920	243800	Der Reisminister während einer Besprechungspause im Park der Villa d'Este, der durch seine zahlreichen Wasserspiele berühmt ist.	03:56	04:03
263360	278480	Am Freitag, den 27. September, traf Graf Czarnow in der Reichshauptstadt ein, um den Pakt von Berlin mit zu unterzeichnen der Deutschland, Italien und Japan zu einem Bündnis von größter Tragweite für die künftige politische Entwicklung in der Welt vereinigt.	04:23	04:38
278480	292740	Japan respektiert nach diesem Vertragswerk die Führung Deutschlands und Italiens bei der Schaffung einer neuen Ordnung in Europa während Deutschland und Italien andererseits die Führung Japans im ostasiatischen Raum anerkennen.	04:38	04:52
293340	299920	Damit ist ein Bündnisblock von 250 Millionen Menschen geschaffen, der der Wiederherstellung des Weltfriedens dienen soll.	04:53	04:59
299920	303260	Die Berliner jubeln dem italienischen Außenminister zu.	04:59	05:03
322930	332290	Reisminister von Ribbentrop geleitet Graf Czarnow und den japanischen Botschafter Kourusu in den Empfangssaal der neuen Reichskanzlei wo der Vertrag unterzeichnet und gesiegelt wurde.	05:22	05:32
342200	344900	Reisminister von Ribbentrop erstattet dem Führer Meldung.	05:42	05:44
347020	348940	Der Führer begrüßt Graf Czarnow.	05:47	05:48
348940	352900	Und hier den japanischen Botschafter.	05:48	05:52
364220	372880	Reisminister von Ribbentrop betonte in seiner großen Erklärung, dass dieser Drei-Mächte-Pakt ein Militärbündnis zwischen drei der mächtigsten Staaten der Erde sei.	06:04	06:12
372880	380480	Er solle die Herbeiführung einer gerechten Ordnung sowohl in der europäischen Sphäre als auch im ostasiatischen Raume dienen.	06:12	06:20
380960	386300	Vor allem aber solle er mithelfen, der Welt so schnell wie möglich wieder den Frieden zu schenken.	06:20	06:26
387120	388800	Die Unterzeichnung des Vertragswerkes.	06:27	06:28
389320	434100	Am Abschluss dieses Staatsaktes brachten die Berliner dem Führer begeisterte Kundgebungen dar.	06:29	07:14
