start	end	text	start_mm:ss	end_mm:ss
45970	49670	Die Vereinigten Staaten haben in den letzten Monaten ihre Aufrüstung wesentlich verstärkt.	00:45	00:49
50170	55250	Hier unterzeichnet Präsident Roosevelt die Wehrpflichtvorlage, die kürzlich vom Kongress angenommen wurde.	00:50	00:55
55590	65330	Nach der Unterzeichnung erließ Roosevelt sofort eine Proklamierung, nach welcher sich alle amerikanischen Männer im Alter zwischen 21 und 35 Jahren zur Dienstleistung der Armee zu stellen haben.	00:55	01:05
68040	72520	In allen Teilen der Vereinigten Staaten wurden bereits die Nationalgardisten zu den Waffen gerufen.	01:08	01:12
72520	81840	Sie zogen, wie es in dem amerikanischen Text zu diesem Bilde heißt, für ein Jahr ihre Zivilanzüge aus, um eine Mobilisation in Friedenszeiten zu erleben.	01:12	01:21
114860	121160	Japanische Bombengeschwader griffen Schunking am oberen Jiangtssee, den Hauptsitz der Chiang Kai-shek-Regierung an.	01:54	02:01
121540	150730	Im Reihenwurf treffen die Bomben ihr Ziel. Schunking nach dem schweren Luftangriff.	02:01	02:30
150730	173620	König Christian von Dänemark feierte unter herzlicher Anteilnahme des gesamten dänischen Volkes seinen 70. Geburtstag.	02:30	02:53
174760	203710	Der Führer begab sich zur Brennergrenze, wo er mit dem Duce zusammentraf.	02:54	03:23
204270	207630	Es war die dritte Begegnung der beiden Staatsmänner seit Kriegsausbruch.	03:24	03:27
208230	272420	Haltung von dreistündiger Dauer wurden alle Fragen erörtert, die die beiden Länder interessieren.	03:28	04:32
272860	278860	Der Führer und der Duce bestimmen heute, nach Abschluss des Dreimächte-Paktes, allein die Neuordnung Europas.	04:32	04:38
278860	288160	Der italienische Staatsminister Farinacci traf auf Einladung von Reichsminister Dr. Goebbels und Reichspressechef Dr. Dietrich in Deutschland ein.	04:38	04:48
301670	305910	In Hannover eröffnete Staatsminister Farinacci eine italienische Kunstausstellung.	05:01	05:05
306610	311610	Diese Ausstellung zeigt eine Auslese aus dem diesjährigen Künstlerwettbewerb von Cremona.	05:06	05:11
311610	316100	Stabschef der SA, Viktor Lutze.	05:11	05:16
328960	333840	Eine besondere Ehrung wurde dem italienischen Gast von der Technischen Hochschule Hannover zuteil.	05:28	05:33
334320	337840	Die Fakultät für Allgemeine Wissenschaften verlieh ihm die Doktorwürde.	05:34	05:37
337840	357590	Anschließend begab sich Staatsminister Farinacci nach Berlin, wo er von Reichsminister Dr. Goebbels empfangen wurde.	05:37	05:57
395900	398360	Im Gelände der Artillerie-Schule in Güterburg.	06:35	06:38
402130	410320	Eine spanische Offiziersabordnung wohnte hier dem Scharfschießen von Geschützen verschiedenster Kaliber bei.	06:42	06:50
411400	413660	Eine motorisierte 10 cm Batterie.	06:51	06:53
439380	440900	21 cm Mörser.	07:19	07:20
441360	482480	Wurde die Adler-Ausstellung eröffnet, die einen Überblick über das gesamte deutsche Flugwesen gibt.	07:21	08:02
482480	485880	Auch eine Reihe interessanter Beutestücke werden hier zur Schau gestellt.	08:02	08:05
486660	489600	Das ist der Heckstand eines englischen Whitley-Bombers mit Doppel-MG.	08:06	08:09
491580	493840	Durchschuss durch ein feindliche Kanzel.	08:11	08:13
496580	502200	Mit solchen Brandbomben belegen die englischen Luftpiraten bei ihren nächtlichen Angriffen immer wieder friedliche deutsche Siedlungen.	08:16	08:22
507860	510980	In einer Modellschau sieht man alle bekannten deutschen Flugzeugtypen.	08:27	08:30
519190	520470	Ein Klemmreiseflugzeug.	08:39	08:40
521750	524990	Eine H-115, ein Mehrzweckflugzeug.	08:41	08:44
525570	530010	Ein Nahaufklärer.	08:45	08:50
535880	539320	Eine H-59, die heute auch als Seenotflugzeug Verwendung findet.	08:55	08:59
547670	549330	Ein Hochleistungssegelflugzeug.	09:07	09:09
549930	554870	Das NS-Fliegerkorps zeigt unter anderem die Schulung der Flieger HJ im Segelflugzeugbau.	09:09	09:14
561210	562370	Und nun die Praxis.	09:21	09:22
