start	end	text	start_mm:ss	end_mm:ss
30610	35070	Kampf des deutschen Soldaten an den Fronten und der Tag und Nacht für die Rüstung schaffenden	00:30	00:35
35070	53160	Heimat hat die große Leistung des Landvolks, die Versorgung der deutschen Nation zu sichern schon heute ihren Platz in der Geschichte gefunden. Der Bergbauer hat einen der schwersten Anteile	00:35	00:53
53160	58040	dieser Arbeitslast übernommen. Unter solchen körperlichen Anstrengungen bringt er dem Boden	00:53	00:58
58040	69760	die Erträge ab. In dieser Bauernfamilie schaffen drei Generationen miteinander. Enkel und Großmutter	00:58	01:09
69760	82840	arbeiten Seite an Seite. Den Flug führt der 70-jährige Erbhofbauer. Für die Einbringung	01:09	01:22
82840	87220	der Ernst haben sich Männer und Meiden des Reichsarbeitsdienstes an ihrem freien Sonntag	01:22	01:27
87220	110380	zur Verfügung gestellt. Die Erfassung der gesamten Volkskraft zum Kriegseinsatz ist voll im Gange.	01:27	01:50
111020	115820	In engster Zusammenarbeit mit den Arbeitsämtern erfolgt überall die Feststellung der umzusetzenden	01:51	01:55
115820	120280	Kräfte durch die Wirtschaftskammern. Die Entscheidungen werden in gemeinsamer Aussprache	01:55	02:00
120280	134360	mit den Betriebsführern durchgesprochen. In einem Berliner Rüstungswerk ist das deutsche	02:00	02:14
134360	144330	Filmballett geschlossen eingesetzt. Vor kurzem bewegten sich diese Mädchen noch in den Filmateliers.	02:14	02:24
144830	149390	Heute sitzen sie an den Arbeitsplätzen und Werkbänken in enger Arbeitsgemeinschaft mit	02:24	02:29
149390	154110	schaffenden Frauen, die schon lange in der Industrie tätig sind. Die Arbeit der Hände hat die Tätigkeit	02:29	02:34
154110	159330	der Beine abgelöst. Sie haben nach wenigen Tagen festgestellt, dass die Angst vor der Fabrik	02:34	02:39
159330	172320	unbegründet war. Auch in Arbeiten, die sonst nur von Männern ausgeführt wurden, haben sich	02:39	02:52
172320	181660	Frauen bewährt. Die Freizeit wird gut ausgenutzt. Die vorbildlichen sozialen Einrichtungen haben	02:52	03:01
181660	186660	der im Arbeitseinsatz stehenden Mutter die Sorge um die Kinder abgenommen. In diesem Kindergarten	03:01	03:06
186660	204220	eines Rüstungswerkes ist der Nachwuchs in bester Obhut. Bewährte Einzelkämpfer der Kriegsmarine.	03:06	03:24
204220	209180	Vize-Admiral Haie zeichnet den Leutnant Vetter mit dem vom Führer verliehenen Ritterkreuz aus.	03:24	03:29
211210	216250	Gleichzeitig wird eine Reihe von Ein-Mann-Torpedofahrern mit dem deutschen Kreuz in Gold ausgezeichnet.	03:31	03:36
230070	234610	Die zwei Gruppen, von denen die Unternehmen gefahren wurden, werden anschließend dem Oberbefehlshaber	03:50	03:54
234610	248340	der Kriegsmarine, Großadmiral Dönitz, vorgestellt. Die Ritterkreuzträger Leutnant Vetter und	03:54	04:08
248340	258560	Feldwebel Berra. Den Kampfmitteln der Marine fielen seit Invasionsbeginn vier Kreuzer neun Zerstörer, zwei Korvetten, ein Spezialschiff und 35 Damper und Transporter zum Offer.	04:08	04:18
262830	269370	Der Kampf im Westen. Die Absicht der Anglo-Amerikaner, mit ihrer Zahlen und materialmäßigen Überlegenheit	04:22	04:29
