start	end	text	start_mm:ss	end_mm:ss
21460	23720	Vom Kriegsschauplatz in Fernost.	00:21	00:23
24300	28940	Die japanische Kanonenboote räumen den Yangtseefluss in Mittelchina von Minen.	00:24	00:28
39060	45040	Die japanische Truppen säubern das Gelände von letzten Widerstandsnestern und besetzen die strategisch wichtigen Punkte.	00:39	00:45
64640	68360	In der nordspanischen Stadt Santander wütete ein gewaltiger Brand.	01:04	01:08
68360	73240	Durch einen heftigen Sturm begünstigt, breitete er sich fast über die ganze Stadt aus.	01:08	01:13
73800	77980	In 48 Stunden wurden über 700 Gebäude völlig vernichtet.	01:13	01:17
114180	115820	Eissprengungen auf der Weichsel.	01:54	01:55
138400	143340	Auch in Ungarn mussten gewaltige Eismengen, die sich auf der Donau gebildet hatten, gesprengt werden.	02:18	02:23
158790	191220	Hochwasser. Donau bei Budapest.	02:38	03:11
191580	215480	Flugzeuge des Ungarischen Roten Kreuzes versorgen die vom Wasser abgeschnittenen Ortschaften mit Lebensmitteln und Medikamenten.	03:11	03:35
215760	223880	Seit Mitte Mai 1940 steht die NSKK Transportstandarte Speer im Fronteinsatz.	03:35	03:43
223880	233740	Verdiente Führer und Männer, die den Vormarsch durch Holland, Belgien und Frankreich bis nach Bordeaux mitmachten, erhalten aus der Hand des Chorführers Hühnlein das Kriegsverdienstkreuz.	03:43	03:53
238790	242510	Erbeutete französische Panzerfahrzeuge, die die Formation nach Deutschland schaffte.	03:58	04:02
243390	247690	Auch der Heimat steht die NSKK Transportstandarte Speer zur Verfügung.	04:03	04:07
248290	250810	Einsatz im Dienste kriegswichtiger Aufgaben.	04:08	04:10
250810	256470	Allein in Berlin werden täglich über 10.000 Tonnen Baumaterialien transportiert.	04:10	04:16
262370	263750	Jugend im Wettkampf.	04:22	04:23
264390	272330	Die sechsten Winterkampfspiele der Hitlerjugend in Garmisch-Bartenkirchen vereinten die Jugend von 14 Nationen zu heißen, spannenden Kämpfen.	04:24	04:32
273110	280030	Der Stellvertreter des Führers, Reichsminister Rudolf Hess, grüßt die Teilnehmer dieses Treffens der europäischen Jugend auf olympischem Boden.	04:33	04:40
280030	287380	In seiner Begleitung Reichsjugendführer Axmann.	04:40	04:47
319960	320560	Torlauf.	05:19	05:20
