start	end	text	start_mm:ss	end_mm:ss
49900	54500	Der Führer sprach im Berliner Sportpalast vor soeben beförderten Offizieren des Heeres	00:49	00:54
54500	61080	und kurz vor ihrer Beförderung stehenden Offizieranwärtern der Kriegsmarine und Luftwaffe sowie vor Junkern der Waffen-SS.	00:54	01:01
63470	77170	Ausgehend von der deutschen Geschichte und Volkwerdung, die ihre Krönung im Sieg der nationalsozialistischen Bewegung fand gab der Führer den jungen Soldaten die Parole für ihre späteren Pflichten als Offiziere und Führer in der nationalsozialistischen Wehrmacht.	01:03	01:17
88420	91820	Diesem Appell ging eine gründliche Ausbildung auf den Waffenschulen voraus.	01:28	01:31
92500	103160	Die künftigen Offiziere, die sich alle schon als Unterführer vor dem Feind verwehrt haben werden in Kursen von vielen Monaten von erfahrenen Frontoffizieren und Ritterkreuzträgern auf ihre Führeraufgabe vorbereitet.	01:32	01:43
104300	106060	Hier auf der Infanterieschule.	01:44	01:46
106780	113940	Die Fahnenjunker und Offizieranwärter müssen nicht nur Pistole, Handgranate und Gewehr, sondern auch die schweren Infanteriewaffen beherrschen.	01:46	01:53
114840	117220	Übung am leichten Infanteriegeschütz.	01:54	01:57
117540	125340	Am schweren Infanteriegeschütz.	01:57	02:05
125340	136080	Der moderne Infanteriekampf stellt höchste Anforderungen an den Soldaten.	02:05	02:16
138730	140650	Geländeübung auf der Panzertruppenschule.	02:18	02:20
140810	146290	Der junge Offizier muss über reiches militärisches Können, schnelle Entschlusskraft und raubgängerischen Mut verfügen.	02:20	02:26
147970	150710	Hier werden die künftigen Offiziere der schnellen Truppen ausgebildet.	02:27	02:30
150710	155620	Eichenlaubträger Major Niemak.	02:30	02:35
156460	157720	Taktik am Sandkasten.	02:36	02:37
168520	171000	Bord gehört mir zu den wichtigsten Lehrfächern der Waffenschule.	02:48	02:51
179810	182550	Unterricht am Funkgerät auf der Heeresnachrichtenschule.	02:59	03:02
186360	188300	Aus dem Handgelenk heraus muss man morsen.	03:06	03:08
190380	191220	Am Fernschreiber.	03:10	03:11
195600	198840	Auf der Pionierschule wird auch die Niederkämpfung von Panzerkampfwagen gelehrt.	03:15	03:18
198840	230650	So wird ein Panzer gesprengt.	03:18	03:50
236980	241160	Ein Pionierstoßtrupp übt Bunkererstürmung mit Hilfe von Sprengmitteln und Flammenwerfern.	03:56	04:01
244570	251350	Die harte und gründliche Ausbildung des künftigen Offiziers bietet die beste Gewehr dafür, dass im Einsatz kein Mann unnötig geopfert wird.	04:04	04:11
253390	272770	Für jeden jungen Deutschen ist es die größte Ehre, Offizier zu werden.	04:13	04:32
285680	286720	An der finnischen Front.	04:45	04:46
290190	292510	Auf einer Nachschubstraße in Ostkarelien.	04:50	04:52
298180	299980	Über schmale Waldpfade geht es nach vorn.	04:58	04:59
299980	312960	Ein vereister Fluss wird überquert.	04:59	05:12
316640	317600	Tempo zulegen.	05:16	05:17
317700	319220	Der Feind kann den Übergang einsehen.	05:17	05:19
325490	329610	Das Vorrücken durch die tief verschneiten Urwälder Kareliens verlangt Härte und Zähigkeit.	05:25	05:29
334430	336330	Biwak bei 30 Grad Kälte.	05:34	05:36
351020	352940	Nach schweren Strapazen ein kurzer Schlaf.	05:51	05:52
364730	366490	Bei unseren Soldaten an der Ostfront.	06:04	06:06
369450	372590	Eisenbahnpioniere stellen eine von den Sowjets gesprengte Brücke wieder her.	06:09	06:12
373250	377190	Unter geschickter Ausnutzung des noch brauchbaren Materials wird der neue Übergang geschaffen.	06:13	06:17
377190	391450	Nach tagelangem schweren Einsatz ist die Arbeit vollendet.	06:17	06:31
391910	394570	Die anschließenden Gleise werden von Schnee und Eis befreit.	06:31	06:34
398900	400340	Nachschub rollt nach vorn.	06:38	06:40
405060	410600	Auf den Bahnhöfen kurz hinter den vorderen Linien übernehmen Fahrzeuge und Schlitten den Weitertransport des Nachschubkutes.	06:45	06:50
439690	441370	Ablösung für die vorderste Front.	07:19	07:21
455100	456040	Ein kurzer Halt.	07:35	07:36
472000	474780	Bei 40 Grad Kälte springt der Motor nur schwer an.	07:52	07:54
478180	480460	Erst mit vereinten Kräften geht es wieder vorwärts.	07:58	08:00
480460	492680	Ein Vorwärmer für die Motoren unserer Kampfflugzeuge.	08:00	08:12
