start	end	text	start_mm:ss	end_mm:ss
31540	37500	Keine Volksabstimmung hätte die Widerstandskraft der deutschen Nation besser dokumentieren können als das Volksopfer.	00:31	00:37
38220	45760	In hunderten deutscher Spinnereien werden schon wenige Tage nach Abschluss der Sammlung die Spenden aus allen Teilen des Volkes für die Rüstung verarbeitet.	00:38	00:45
59810	64650	In dieser Weberei entstehen Wolldecken und Uniformstoffe für Wehrmacht und Volkssturm.	00:59	01:04
86120	91240	Zwischen Niederrhein und Maas haben Engländer und Kanadier eine neue Offensive eingeleitet.	01:26	01:31
91240	97040	Dank der Standhaftigkeit unserer Westkämpfer blieb ihnen auch diesmal der erwartete Durchbruch versagt.	01:31	01:37
97820	103140	Im holländischen Kampfraum, wo der gegenwärtige Hauptstoß liegt, setzen deutsche Fallschirmjäger über den Niederrhein.	01:37	01:43
118520	121580	Unter heftigen Tiefliegerangriffen bezieht die Truppe neue Stellungen.	01:58	02:01
129600	132680	Deutsche Infanterieeinheiten in einem Frontabschnitt der Eifel.	02:09	02:12
135390	138890	Ein feindlicher Panzerspehwagen wird überraschend unter Feuer genommen und vernichtet.	02:15	02:18
146260	151220	Zahlreiche abgeschossene englische und amerikanische Panzer zeugen immer wieder von der Härte der Kämpfe.	02:26	02:31
156020	161600	Jedes Dorf in diesem Kampfraum ist ein Stützpunkt, der die Angreifer schwerste blutige Verluste kostet.	02:36	02:41
162760	170640	Unsere Grenadiere verteidigen auch hier jeden Meter Boden gegen eine hohe, zahlenmäßige und materielle Überlegenheit des Feindes bis zum Äußersten.	02:42	02:50
171660	174120	Eine schwer umkämpfte Ortschaft im Hagenauer Forst.	02:51	02:54
178940	181660	Die deutsche Bevölkerung folgt unmittelbar ihren Soldaten.	02:58	03:01
181660	194190	Die Winterschlacht an der Ostfront ist zum Entscheidungskampf für das gesamteuropäische Schicksal geworden.	03:01	03:14
194790	196990	Ihn führen das deutsche Volk und seine Soldaten.	03:14	03:16
197630	200990	In eisigen Schneestürmen verteidigen deutsche Grenadiere ihre Brückenköpfe.	03:17	03:20
210330	212650	Ein Kratmelder kämpft sich durch den Schneesturm.	03:30	03:32
212650	229500	An der Schlacht um Ostpreußen haben die deutschen Seestreitkräfte starken Anteil.	03:32	03:49
229980	231960	Männer und Material werden verladen.	03:49	03:51
246210	248090	Ein deutscher Geleitzug auf dem Marsch.	04:06	04:08
254180	259660	Kampfeinheiten der Kriegsmarine nehmen sowjetische Bereitstellungen und Aufmarschstraßen am frischen Haft unter Feuer.	04:14	04:19
267520	270440	Salve auf Salve jagt aus den Geschützen aller Kaliber.	04:27	04:30
270440	281040	Aus der Festung Breslau.	04:30	04:41
281320	285920	Die Hauptstadt des Gausschlesien bildet einen der Eckpfeiler gegen den bolschewistischen Ansturm.	04:41	04:45
286460	291960	Breslaus Bevölkerung ist von ihrem Gauleiter aufgerufen worden, die Stadt bis zum Äußersten zu verteidigen.	04:46	04:51
293780	296820	Mannesmut und Panzerfaust stoppen jeden Panzer.	04:53	04:56
302940	306060	Volkssturmeinheiten beim Ausbau von Barrikaden am Stadtrand.	05:02	05:06
314920	319240	Gauleiter und Reichsverteidigungskommissar Hanke bei einer Besichtigung der Verteidigungsanlagen.	05:14	05:19
319240	322820	Voller Vertrauen sehen die Verteidiger der Festung der Zukunft entgegen.	05:19	05:22
326560	331040	Generaloberst Schörner, Oberbefehlshaber einer Heeresgruppe im Gespräch mit Gauleiter Hanke.	05:26	05:31
344160	348740	Schlesiens Hauptstadt ist nach allen Seiten gegen den Ansturm des bolschewistischen Angriffs gerüstet.	05:44	05:48
359200	362200	Pioniereinheiten bereiten die Oderübergänge zur Sprengung vor.	05:59	06:02
367580	372300	Wo es die Verteidigungsmaßnahmen erfordern, müssen Häuser und Straßenteile durch Sprengungen geopfert werden.	06:07	06:12
374650	377090	Aus dem Kampfraum Frankfurt-Küstrin.	06:14	06:17
377090	381870	Auch die Oderstadt Frankfurt bildet einen wichtigen Eckpfeiler im mittleren Odergebiet.	06:17	06:21
398060	403280	Den Flüchtlingen strömen die Reserven unserer Volksgrenadierdivisionen und Volkssturmeinheiten entgegen.	06:38	06:43
410390	414270	Volkssturmmänner werden auf einem Verladebahnhof mit modernsten Waffen versehen.	06:50	06:54
417240	421780	Sturmgewehre und der vom Feinde gefürchtete Goliath werden von den Einheiten übernommen.	06:57	07:01
421780	429380	In jede Hand die Panzerfaust.	07:01	07:09
429760	436280	Unter diesem Motto beziehen die Verteidiger des Volkssturms die westlichen Oderdämme bis zum Eintreffen militärischer Reserven.	07:09	07:16
437520	445800	In den vier Wochen des ersten Ansturms verloren die Sowjets an die 8.000 Panzer mehr als 10.000 Fahrzeuge und hunderte von Geschützen.	07:17	07:25
445800	454720	Unsere aus dem Innern des Reiches anrollenden Reserven machen jeden weiteren Schritt der Bolschewisten nach Westen zu einem blutgetränkten Unternehmen.	07:25	07:34
473500	476900	An den hohen Verlusten der Sowjets hat unsere Luftwaffe starken Anteil.	07:53	07:56
477500	481520	Schlachtflieger und Jäger fliegen auch bei schwierigen Wetterbedingungen gegen den Feind.	07:57	08:01
482880	486780	Durch knietiefen Schlamm starten und landen die Flugzeugführer ihrer Maschinen.	08:02	08:06
486780	493840	Hunderte von Flugzeugen bringen tagtäglich den Verteidigern der ostdeutschen Städte stärkste Entlastung.	08:06	08:13
516590	525570	Immer neue Panzereinheiten und Infanteriedivisionen sind in Bewegung den bolschewistischen Sturm auf Deutschland und Europa ein endgültiges Halt zu bieten.	08:36	08:45
547310	552630	SS-Fallschirmjäger, die in einem Oderbrückenkopf starke sowjetische Infanterieeinheiten zusammenschlugen.	09:07	09:12
552630	587500	Gegen sowjetische Panzer freigekämpftes Oderdorf.	09:12	09:47
587500	592000	RAD-Flag im Kampf gegen eine feindliche Panzerspitze.	09:47	09:52
593940	597480	Hebelwerfer nehmen aus einem Dorf heraus sowjetische Bereitstellungen unter Feuer.	09:53	09:57
601850	605410	Infanterie sitzt auf und rollt mit Panzern und Sturmgeschützen nach vorn.	10:01	10:05
612800	617320	Über die alten Städten des preußischen Schicksalkampfes fällt der Lärm der Schlachten.	10:12	10:17
617320	624440	Auf diesem Boden wird und muss Deutschland für Europas Schicksal die Wende erzwingen.	10:17	10:24
