start	end	text	start_mm:ss	end_mm:ss
20050	26490	In Berlin wurde eine Militärkonvention zwischen Deutschland, Italien und Japan unterzeichnet.	00:20	00:26
27650	34110	In diesem Abkommen sind die Richtlinien für die gemeinsamen Operationen gegen die gemeinsamen Gegner festgelegt worden.	00:27	00:34
47750	56870	Feierlicher Staatsakt für den verstorbenen Generaldirektor des deutschen Kali-Syndikates, Dr. H.C. August Dien, im Ehrenhof der Technischen Hochschule Charlottenburg.	00:47	00:56
57890	62110	Reichsminister Funk spricht den Angehörigen das Beileid des Führers und der Reichsregierung aus.	00:57	01:02
68800	74860	In seiner Rede würdigte Reichsminister Funk die großen Verdienste, die sich August Dien um die deutsche Kali-Wirtschaft erworben hat.	01:08	01:14
74940	85220	Nach dem Zusammenbruch 1918 gelang es ihm, trotz aller Fesseln des Versailler-Diktates, die Vormachtstellung der deutschen Kali-Industrie wiederherzustellen und weiter zu festigen.	01:14	01:25
86160	92180	August Dien, der große deutsche Kaufmann, hat damit den Neuaufbau des Reiches tatkräftig unterstützt.	01:26	01:32
98310	101030	Zum Tode des Generalfeldmarschalls von Reichenau.	01:38	01:41
101030	107910	Diese Bilder zeigen den hochverdienten Generalfeldmarschall an der Spitze seiner Truppen bei einem Angriff auf französische Stellungen.	01:41	01:47
108830	111930	So wie hier stand er oft an den Brennpunkten des Kampfes.	01:48	01:51
127040	130720	Das Sturmabzeichen an seiner Brust verband ihn besonders eng mit den Frontsoldaten.	02:07	02:10
130720	137930	Bei den Straßenkämpfen in Lille.	02:10	02:17
138450	167900	Hier im Osten, ein sowjetisches Flugzeug ist abgeschossen.	02:18	02:47
168500	172140	Die Piloten haben sich durch Fallschirmabsprung gerettet und halten sich versteckt.	02:48	02:52
172840	174080	Der Generalfeldmarschall holt sich.	02:52	02:54
174080	209940	Im traditionsreichen Berliner Zeughaus nehmen das deutsche Volk und seine siegreiche Wehrmacht in feierlichem Staatsakt Abschied von einem der erfolgreichsten Armeeführer dieses Krieges.	02:54	03:29
209940	217930	Reichsmarschall Hermann Göring überbringt dem toten Generalfeldmarschall Dank und Abschiedsgruß des Führers.	03:29	03:37
218890	228030	In seiner Gedenkrede sagte er, mit dem Feldmarschall von Reichenau geht ein Soldat von uns, der so ganz ausgefüllt war von den großen Aufgaben dieser Zeit.	03:38	03:48
228750	235270	Der durch und durch Soldat und Heerführer und auch von ganzer Seele der neuen Weltanschauung aufgeschlossen war.	03:48	03:55
235270	245930	Der Reichsmarschall legt den Kranz des Führers nieder.	03:55	04:05
261230	265850	Generalfeldmarschall von Rundstedt, der Vertreter des Führers als Oberbefehlshaber des Heeres.	04:21	04:25
276530	277990	An der Front vor Leningrad.	04:36	04:37
279070	281350	Schneepflüge machen die Nachschubstraßen frei.	04:39	04:41
286360	288900	Die Pferde sind mit Schnee und Eis überkrustet.	04:46	04:48
289080	291640	Sie erweisen sich auch hier als treue Helfer unserer Soldaten.	04:49	04:51
292160	299340	In endloser Folge rollen die Nachschubkolonnen nach vorn.	04:52	04:59
299640	301360	Sie bringen Munition und Lebensmittel.	04:59	05:01
301360	313700	Ein Transport mit Wintersachen hat eine Division erreicht.	05:01	05:13
342680	346400	Hier ist es gelungen, zu einer eingesetzten Batterie Wintersachen vorzuschaffen.	05:42	05:46
350940	352400	Handschuhe aus der Heimat.	05:50	05:52
367910	369750	Eisige Stürme fegen über das Land.	06:07	06:09
370310	372550	Hier herrschen über 40 Grad Kälte.	06:10	06:12
373310	376650	Die Wachsamkeit des deutschen Soldaten lässt trotzdem keinen Augenblick nach.	06:13	06:16
384050	385670	Einschläge der feindlichen Artillerie.	06:24	06:25
385930	388150	Die Sowjets bereiten einen neuen Ausbruchsversuch vor.	06:25	06:28
392030	396070	Eine schwere Batterie hat Befehl erhalten, die Bereitstellungen der Bolschewiken zu zerschlagen.	06:32	06:36
396070	422300	In der Infanteriestellung.	06:36	07:02
432810	434290	Dort drüben liegt der Feind.	07:12	07:14
435730	437310	Ein Stoßtrupp geht vor.	07:15	07:17
437930	441490	Er soll die Sowjets in der Flanke packen und die eigene Infanterie entlasten.	07:17	07:21
441930	501820	Tag um Tag greifen die Bolschewiken an zahllosen Punkten der Front mit größten Menschenmassen an.	07:21	08:21
