start	end	text	start_mm:ss	end_mm:ss
54930	60090	Der Führer und der Duce trafen sich am Brenner zu einer mehrstündigen Unterredung über die politische Lage.	00:54	01:00
60590	90990	Aussprache verlief in herzlicher Freundschaft.	01:00	01:30
126820	131580	Der Führer empfing auf dem Obersalzberg den kroatischen Staatsführer Dr. Ante Pavelic.	02:06	02:11
147450	152330	Reichsmarschall Hermann Göring und Reichsminister des Auswärtigen von Ribbentrop wohnten dem Empfang bei.	02:27	02:32
152330	181180	Im Anschluss an die Besprechung übergab Dr. Pavelic dem Führer eine frederizianische Fahne aus dem Siebenjährigen Krieg und ein Schachspiel Friedrichs des Großen.	02:32	03:01
181180	266400	In Luxemburg wurden 13.000 Jungen und Mädel der Luxemburger Volksjugend in die HJ übernommen.	03:01	04:26
266980	268400	Einmarsch der neuen Fahnen.	04:26	04:28
284930	288190	Reichsjugendführer Arthur Axmann sprach zur luxemburgischen Jugend.	04:44	04:48
307550	308670	Weihe der neuen Fahnen.	05:07	05:08
308810	325560	In Straßburg fand die Vereidigung der neu aufgestellten elsässischen SA-Einheiten statt.	05:08	05:25
326560	338600	Der Stabschef der SA, Viktor Lutze, der die Verpflichtung vornahm, wies in seiner Ansprache darauf hin dass heute in der Freiheitsbewegung unseres Volkes auch rund 250.000 Deutsche aus dem Elsass marschierten.	05:26	05:38
339340	343000	Das Elsass nehme nun aktiv Anteil am Schicksal des Reiches.	05:39	05:43
355570	356310	Die Vereidigung.	05:55	05:56
363450	368150	Dünkirchen vor einem Jahr nach der vernichtenden Niederlage der englisch-französischen Streitkräfte.	06:03	06:08
377520	380820	So sahen die Rückzugsstraßen des englischen Expeditionschors aus.	06:17	06:20
380820	384120	Versenkte Schiffe im Hafen von Dünkirchen.	06:20	06:24
385520	389500	Diese Autobrücke sollte einen Landungssteg ersetzen.	06:25	06:29
390840	394740	Heute sind die Schlachtfelder von damals bereits wieder zu fruchtbaren Äckern geworden.	06:30	06:34
398890	401670	In den Straßen von Dünkirchen herrscht jetzt deutsche Ordnung.	06:38	06:41
402870	417380	Bau von neuen, breiten Straßen.	06:42	06:57
