start	end	text	start_mm:ss	end_mm:ss
26700	35360	Der Großdeutsche Rundfunk überträgt am Vorabend des Geburtstages des Führers eine Feierstunde der Nationalsozialistischen Deutschen Arbeiterpartei.	00:26	00:35
36320	39360	Es spricht Reichsleiter, Reichsminister Dr. Goebbels.	00:36	00:39
40520	53160	Das Berliner Philharmonische Orchester unter der Leitung von Wilhelm Thutwängler spielt nach der Ansprache von Reichsminister Dr. Goebbels die 9. Sinfonie D-Moll mit Schlusschor an die Freude von Ludwig van Beethoven.	00:40	00:53
53160	67000	Reichsminister Dr. Goebbels spricht. Neben führenden Persönlichkeiten von Partei, Staat und Wehrmacht sowie neben dem fast vollzählig erschienenen diplomatischen Chor wohnen verwundete Soldaten und Volksgenossen aller Berufe dieser Feierstunde bei.	00:53	01:07
67260	78420	Dr. Goebbels schloss seine Rede mit den Worten. In Dankbarkeit und Treue senden wir dem Führer unsere Grüße. Front und Heimat fühlen sich in dieser Stunde wie von einem unzerreißbaren Band umschlungen.	01:07	01:18
78420	88960	Sie vereinen sich in dem heißen Wunsche, den wir noch jedes Mal am Vorabend seines Geburtstages in die Worte zusammenfassten. Er soll uns bleiben, was er war und ist. Unser Hitler.	01:18	01:28
94150	96470	Ludwig van Beethovens 9. Sinfonie.	01:34	01:36
375430	378630	Der Führer verbrachte seinen Geburtstag in seinem Hauptquartier.	06:15	06:18
379170	384850	Generalfeldmarschall Keitel überbringt dem Führer zu Beginn der täglichen militärischen Besprechungen die Glückwünsche des Heeres.	06:19	06:24
393680	398660	Reichsmarschall Hermann Göring, der die Glückwünsche der Luftwaffe überbrachte und Reichsführer SS Himmler.	06:33	06:38
398660	421340	Reichsorganisationsleiter Dr. Ley. Auch der Reichsminister des Auswärtigen von Ribbentrop hatte sich zur Gratulation eingefunden.	06:38	07:01
424940	428040	Großadmiral Raeder überbrachte die Glückwünsche der Kriegsmarine.	07:04	07:08
433800	437600	Jungmädel und Pimpe singen dem Führer zu seinem Geburtstag ein Lied.	07:13	07:17
437920	504320	Unseren Fliegern auf Sizilien. Flugzeuge werden mit schweren Bomben beladen.	07:17	08:24
504320	544680	Hart gegen Malta. Seit Wochen werden die Befestigungen, Batteriestellungen, die Werften, Hafenanlagen und Flugplätze dieses britischen Stützpunktes im Mittelmeer mit Bomben schweren und schwersten Kalibers belegt.	08:24	09:04
567140	569480	Dort unten liegt Malta mit seinen Nebeninseln.	09:27	09:29
569480	575240	Auf der rund 45 Kilometer langen Inselgruppe wohnen annähernd 250.000 Menschen.	09:29	09:35
576020	584340	Kalksteinfels, der bis zu einer Höhe von 250 Metern aufsteigt, bietet den Briten in gut ausgebauten Stellungen beste Verteidigungsmöglichkeiten.	09:36	09:44
585300	589940	Sturzangriff auf einen Flugplatz. Diese Aufnahmen wurden mit der Zeitlupe gemacht.	09:45	09:49
590400	592520	Die Einzelheiten der Landschaft sind genau zu erkennen.	09:50	09:52
592520	621070	Die Bomben sind gelöst.	09:52	10:21
630060	633180	Brenn- und Rauchwolken kennzeichnen das Werk unserer Flieger.	10:30	10:33
639340	641820	In einem Unterseeboot-Stützpunkt am Atlantik.	10:39	10:41
642420	646540	Ein italienisches Boot kehrt von erfolgreichem Einsatz an der USA-Küste zurück.	10:42	10:46
647180	654220	Bisher versenkten italienische Unterseeboote vor Nordamerika 16 Schiffe mit zusammen 114.000 Bruttoregistertonnen.	10:47	10:54
662710	667070	Und hier deutsche Unterseeboote zurück von ihrem ersten Amerika-Einsatz.	11:02	11:07
667310	669250	Siegeswimpel als Zeichen des Erfolges.	11:07	11:09
680340	683260	Die Besatzung empfängt nach wochenlanger Fahrt die erste Post.	11:20	11:23
686270	690210	Auch dieses Boot versenkte vor der amerikanischen Küste mehrere Frachter und Tanker.	11:26	11:30
694260	696500	Das Bordmäuschen hat die Fahrt gut überstanden.	11:34	11:36
706040	708400	Oberleutnant Ites läuft mit seinem Boot ein.	11:46	11:48
712750	716710	Er hat bisher über 100.000 Bruttoregistertonnen feindlichen Schiffsraumes versenkt	11:52	11:56
716710	719770	und ist der jüngste Ritterkreuzträger unserer U-Boot-Waffe.	11:56	11:59
719770	740500	Nach dem Einlaufen in den Hafen gehen die Boote in die Bunker die nach Plänen des Reichsministers Dr. Todd von der OT erbaut wurden	11:59	12:20
740500	743220	und Schutz gegen jeden Bombenangriff bieten.	12:20	12:23
753480	757400	Das Boot wird sofort von Werftarbeitern für die neue Feinfahrt überholt.	12:33	12:37
767540	769160	Treibstoff für die Dieselmotoren.	12:47	12:49
774320	775120	Proviantübernahme.	12:54	12:55
775120	782820	In Kürze ist das Boot wieder einsatzbereit.	12:55	13:02
785470	787490	Kurs West gegen Nordamerika.	13:05	13:07
791700	793300	Kampf im finnischen Meerbusen.	13:11	13:13
796660	802440	Auf dem Marsch nach der Insel Suursari einem wichtigen Punkt in der östlichen Hälfte des finnischen Meerbusens.	13:16	13:22
803080	806480	Stoßtrupps haben bereits die Sowjets in das Innere der Insel zurückgeworfen	13:23	13:26
806480	807720	und Brückenköpfe gebildet.	13:26	13:27
808300	809940	Nun rücken weitere Verbände nach.	13:28	13:29
809940	816160	Sie sollen Suursari, das etwa 30 Kilometer von der Küste entfernt liegt vom Feinde säubern und besetzen.	13:29	13:36
832070	834770	Über das zugefrorene Meer geht es vorwärts.	13:52	13:54
837720	841440	Die warme Mittagssonne hat die Oberfläche des Eises an einigen Stellen aufgetaut.	13:57	14:01
841900	878080	Eine Nachrichtenabteilung beim Kabel legen.	14:01	14:38
886410	889250	Die Verbindung zwischen der Küste und der Insel ist hergestellt.	14:46	14:49
893070	896970	Dort liegt Suursari, ein verlassener Sowjetfrachter.	14:53	14:56
905420	906660	Artillerie geht in Stellung.	15:05	15:06
906660	909660	Letzte Widerstandsnester der Bolschewiken werden niedergekämmt.	15:06	15:09
920720	923880	Durch diese Drahtverhaue warten sich unsere Stoßtrupps den Weg.	15:20	15:23
923880	931900	Die Infanterie dringt in die dichten Wälder von Suursari ein.	15:23	15:31
938850	942490	Inzwischen haben finnische Truppen von der anderen Seite her die Insel angegriffen	15:38	15:42
942490	946270	und den Feind geworfen, der seiner Vernichtung nicht mehr entgehen kann.	15:42	15:46
946950	950390	Mit Suursari ist alter finnischer Boden wieder zurückgewonnen.	15:46	15:50
975370	976970	Am Nordabschnitt der Ostfront.	16:15	16:16
