start	end	text	start_mm:ss	end_mm:ss
38130	69640	Heim der Kinderlandverschickung. Für sie gibt es keine Bombennächte mehr. Ausgeschlafen geht es an die Morgenwäsche.	00:38	01:09
74120	79040	Die Eltern, die ihre Kleinen in die Kinderlandverschickung gegeben haben, wissen sie hier in guter Obhut.	01:14	01:19
79620	84140	Sie haben die Mahnung befolgt. Luftnotgebiete sind kein Aufenthalt für Kinder.	01:19	01:24
92160	125710	Wo so viele beisammen sind, fehlt es nicht an Appetit. Ein Stündchen mit der Märchentante.	01:32	02:05
132440	134760	Ein Gruß nach Hause. Mir geht es gut.	02:12	02:14
134760	165040	Städte-Kampf der Gewichtheber Breslau-Berlin. Geschafft. Es reicht nicht ganz.	02:14	02:45
168700	173320	Der Meister von Wien. Ihm gelingt es. 145 Kilogramm sind zu stoßen.	02:48	02:53
181120	183960	Die Gewichte sind jetzt auf 150 Kilogramm erhöht.	03:01	03:03
185820	217560	Das war zu viel für ihn. Aldering, der deutsche Meister.	03:05	03:37
217560	229230	Sieger wurde der obergefreite Schattner Berlin.	03:37	03:49
235500	240080	Auch dieser Soldat unter den sachverständigen Zuschauern scheint wie von einer Last befreit.	03:55	04:00
246480	248120	Beschwingte Meisterschaft in Wien.	04:06	04:08
248460	250220	Marta Musilek und Horst Faber.	04:08	04:10
285450	289410	Neue deutsche Meister wurden die Wiener Geschwister Hertha und Emil Ratzenhofer.	04:45	04:49
352610	358050	Freiwillige der Hitlerjugend für die Division Großdeutschland werden in einer Garnisonsstadt festlich empfangen.	05:52	05:58
358050	383580	Der Marsch in das neue Leben.	05:58	06:23
384980	399540	Kameraden der Herr J.	06:24	06:39
399920	411120	Auf dem Marktplatz schreitet der Kommandeur die Front der Freiwilligen ab.	06:39	06:51
411760	416520	Die Ausbilder, kriegserfahrene und ausgezeichnete Unteroffiziere stehen schon mitten unter ihnen.	06:51	06:56
424800	427080	Der Kommandeur begrüßt seine jüngsten Soldaten.	07:04	07:07
438740	440280	In einer Heeresnachrichtenschule.	07:18	07:20
440940	450420	Hier wird den Soldaten dieser Truppe eine grundlegende und umfassende Ausbildung auf allen Gebieten des Nachrichtenwesens gegeben das in der heutigen Kriegführung von ausschlaggebender Bedeutung ist.	07:20	07:30
462880	464340	Funkunterricht am Sandkasten.	07:42	07:44
478250	480750	Auch hier kommt es auf deutliche Aussprache an.	07:58	08:00
484370	486610	Nicht leicht ist es für den künstlichen Panzerfunker.	08:04	08:06
487090	491330	Er muss es lernen, auch bei noch so bewegt er Fahrt seine Funkplatte sauber zu führen.	08:07	08:11
519530	521350	Ein finnischer Offizier unter den Schülern.	08:39	08:41
527220	529100	In einer Panzerreparaturwerkstatt.	08:47	08:49
529600	532680	Angeschossene und beschädigte Panzer werden hier wieder hergestellt.	08:49	08:52
564340	566040	Eine neue Kette wird aufgezogen.	09:24	09:26
566040	573260	Rutsch auf Kanistern zur Wasserstelle.	09:26	09:33
593710	595710	Tanken und Munitionieren.	09:53	09:55
596110	605530	Ist wieder einsatzbereit.	09:56	10:05
609090	610750	Eine besonders bewährte Besatzung.	10:09	10:10
618000	620660	Kommandant und Richtschütze tragen das Ritterkreuz.	10:18	10:20
621180	625900	Sie haben mit ihrem Tiger 89 feindliche Panzer und ebenso viel Packgeschütze vernichtet.	10:21	10:25
626380	633200	Hat der Front von Leningrad.	10:26	10:33
633640	666670	Unsere Truppen reißen ihm erbitterte Fiederstand.	10:33	11:06
778430	779490	Im Gipfel des Athenien.	12:58	12:59
816340	818100	Ungewöhnliches Ereignis im Süden.	13:36	13:38
818100	821240	Über Nacht ist auch im Tal meterhoher Schnee gefallen.	13:38	13:41
821240	845720	Haufeln ihre Fahrzeuge aus.	13:41	14:05
846020	914550	Stellungen.	14:06	15:14
914890	937090	Schirmjäger war einer gewaltsamen Aufklärung.	15:14	15:37
937470	951020	Aspera vertreten in Fettigkeit.	15:37	15:51
960560	961820	Es läuft mit Artillerie.	16:00	16:01
962140	1024000	Volkssträger Leutnant zur See der Reserve Vollmann wurde als erfolgreichster Kommandant eines U-Busjägers kürzlich im Wehrmachtsbericht genannt.	16:02	17:04
1024000	1028960	Wolfgang Vollmann hat mit seiner Besatzung im Mittelmeer zehn feindliche U-Boote versenkt.	17:04	17:08
1030580	1042370	Ein U-Busjäger bei Schwerer See im Mittelmeer.	17:10	17:22
1055170	1059970	In diesen begrenzten Seeräumen ist die Gefahr feindlicher Luftüberfälle besonders groß.	17:35	17:39
1059970	1068010	An Bord des U-Busjägers.	17:39	17:48
1070010	1094790	Ungefasste Feuer der Bordflag wird die Feindmaschine abgedrängt.	17:50	18:14
1096900	1098260	Die unsichtbaren Kameraden.	18:16	18:18
1098640	1100320	Auf ihre Handgriffe sind entscheidend.	18:18	18:20
1100760	1102700	Der Kommandant kann sich auf sie verlassen.	18:20	18:22
1102700	1130860	Am Horschgerät.	18:22	18:50
1131420	1133720	Der Horscher hat ein feindliches U-Bus ausgemacht.	18:51	18:53
1141980	1143780	Wasserbomben klar zum Abschuss.	19:01	19:03
1149880	1151600	Signal an die mitjagenden Boote.	19:09	19:11
1166370	1168610	Detonation in der eingestellten Wassertiefe.	19:26	19:28
