start	end	text	start_mm:ss	end_mm:ss
50540	56200	Der Führer empfing in seinem Hauptquartier an der Ostfront den ungarischen Reichsvorweser Admiral von Horthy.	00:50	00:56
56600	68460	Die mehrtägigen Besprechungen waren getragen von dem Geist einer traditionellen Waffenbrüderschaft die heute im Kampf gegen den Bolschewismus erneut ihre Bewährung findet.	00:56	01:08
68920	103540	Hauptquartier des Oberbefehlshabers des Heeres, Generalfeldmarschall von Brauchitsch in der Nachrichtenzentrale des Hauptquartiers.	01:08	01:43
113120	114520	Besuch beim Reichsmarschall.	01:53	01:54
127660	128520	Lagevortrag.	02:07	02:08
143240	144800	Im hohen Norden der Ostfront.	02:23	02:24
144800	155110	Männer des Reichsarbeitsdienstes bauen in den unwegsamen Grenzgebieten zwischen Finnland und der Sowjetunion neue Straßen für den Nachschub.	02:24	02:35
172220	176900	Arbeitsmänner, die sich im Fronteinsatz besonders auszeichneten, erhalten das Eiserne Kreuz.	02:52	02:56
185280	186800	Nachschub für die kämpfende Truppe.	03:05	03:06
190690	194250	Frischfleisch ist im hohen Norden ein besonders wichtiges Nahrungsmittel.	03:10	03:14
195290	196370	Käse in Tuben.	03:15	03:16
196890	215000	Treuer Freund der Kompanie.	03:16	03:35
230680	232460	Hier sind Stromschnellen zu überwinden.	03:50	03:52
232460	252860	Transportflugzeuge werfen Material für Nachrichtentruppen ab.	03:52	04:12
263510	264810	Kabel für Fernsprecher.	04:23	04:24
285660	287200	Eine neue Leitung wird gelegt.	04:45	04:47
302890	304090	Am Südabschnitt der Front.	05:02	05:04
313020	315900	Rumänische Verbände auf dem Vormarsch am Schwarzen Meer.	05:13	05:15
317780	321200	Die alte Feste von Cetatea Alba an der Mündung des Niesta.	05:17	05:21
324110	327950	Marschall Antonescu, der rumänische Staatsführer, bei seinen Soldaten an der Front.	05:24	05:27
327950	336990	Ungarische Truppen stoßen zum Dnepr vor.	05:27	05:36
342680	348300	Brand und Zerstörung kennzeichnen auch hier die Rückzugswege der Sowjets.	05:42	05:48
348720	359530	Kennende Öllager.	05:48	05:59
365520	369580	Ukrainische Bauern bergen wertvolles Rohöl, das aus den Tanks ausgelaufen ist.	06:05	06:09
369580	381590	Bivoy Rock.	06:09	06:21
394610	400790	Neben seinen wertvollen Erzgruben besitzt dieses bedeutende Industriezentrum der Sowjets auch ausgedehnte chemische Werke.	06:34	06:40
406720	414300	Trotz unermesslichen Reichtums des Landes an Bodenschätzen aller Art, haben sich die bolschewistischen Machthaber nicht im geringsten um die Arbeiterschaft gekümmert.	06:46	06:54
414900	417000	Das ist eine sowjetische Arbeitersiedlung.	06:54	06:57
424870	429090	Auf diesem kümmerlichen Herd müssen mehrere Familien ihre kerkliche Mahlzeit zubereiten.	07:04	07:09
430190	433070	So wohnt man im Paradies der Arbeiter und Bauern.	07:10	07:13
433070	441700	Und hier wieder eine protzige Reklame-Fassade der bolschewistischen Verwaltungsbauten.	07:13	07:21
445890	447330	Im Raum von Dnepr-Petrovsk.	07:25	07:27
450060	452540	Artillerie beschießt das jenseitige Ufer des Dnepr.	07:30	07:32
452980	456760	Ansprecher in Deckung.	07:32	07:36
490530	491430	Turmbote vor.	08:10	08:11
501060	503280	Mitten im feindlichen Feuer geht es über den Strom.	08:21	08:23
522420	523380	Dnepr-Petrovsk.	08:42	08:43
523840	526740	Ein großer Teil dieser hart umkämpften Stadt steht in hellen Flammen.	08:43	08:46
527440	532880	Die zurückweichenden Sowjets steckten auch hier dem Befehl Stalins gemäß ganze Stadtviertel in Brand.	08:47	08:52
532880	573130	Mit der Spitze der deutschen Truppen ist auch der Arbeitsdienst zur Stelle.	08:52	09:33
573670	578890	Ruinen, die einzustürzen drohen und dadurch das Leben der vorrückenden deutschen Soldaten gefährden, werden beseitigt.	09:33	09:38
