start	end	text	start_mm:ss	end_mm:ss
33840	39880	In feierlichen Staatsakten nahm das deutsche Volk Abschied von zwei hervorragenden Persönlichkeiten.	00:33	00:39
40620	45640	In München bei der Trauerfeier für Gauleiter Adolf Wagner in Anwesenheit des Führers.	00:40	00:45
58460	59540	Die Trauerparade.	00:58	00:59
90720	99320	In der Reichshauptstadt wird der tödlich verunglückte Brillantenträger zum Eichenlaub, Generaloberst Hube, Oberbefehlshaber einer Panzerarmee, beigesetzt.	01:30	01:39
99320	101960	Der Reichsmarschall ehrt den großen Toten.	01:39	01:41
101960	114860	Der Führer würdigte die Verdienste des Generalobersten in einem Tagesbefehl, in dem es heißt, Generaloberst Hube hat sich unsterblichen Ruhm in der Armee und im deutschen Volk erworben.	01:41	01:54
124740	126800	Kranz Niederlegung durch den Führer.	02:04	02:06
149290	154510	Die Eroberung Barcelonas vor fünf Jahren krönte den Befreiungskampf der Franco-Armeen.	02:29	02:34
155410	161490	Mit einer Parade vor General Franco feiert Spanien den Jahrestag der Befreiung Barcelonas von den sowjetischen Truppen.	02:35	02:41
161490	185770	Nach ihrem erfolgreichen Einsatz an der Ostfront zieht die freiwilligen SS-Sturmbrigade Wallonien in ihre Heimat ein.	02:41	03:05
188180	196060	Ihr Kommandeur, Ritterkreuzträger Leon de Grelle, überreicht in Anwesenheit von Obergruppenführer und Panzergeneral der Waffen-SS Sepp Dietrich Auszeichnungen.	03:08	03:16
203550	207630	Beim Einzug in Brüssel wird die Brigade von der Bevölkerung stürmisch gefeiert.	03:23	03:27
248620	251660	Abschlussprüfung der Adolf-Hitler-Schüler auf einer Ordensburg.	04:08	04:11
252940	256680	Reichsorganisationsleiter Dr. Leih und Reichsleiter von Schirach sind zur Prüfung erschienen.	04:12	04:16
256680	260120	Die Prüfungsaufgaben werden aus einer Urne gezogen.	04:16	04:20
268930	275590	Neben der umfassenden geistigen Ausbildung werden körperliche Leistungen gefordert, wie sie nur ganze Kerle vollbringen können.	04:28	04:35
276370	279350	Nach der Prüfung rücken die Adolf-Hitler-Schüler zur Wehrmacht ein.	04:36	04:39
315460	321500	Zum 18. Male treffen die Fußball-Städtermannschaften von Berlin und München in der Hauptstadt der Bewegung zusammen.	05:15	05:21
321500	324380	Die Münchner in schwarzer Hose.	05:21	05:24
340780	341880	München im Angriff.	05:40	05:41
342240	421510	Berliner Lindemann, der jetzt für München spielt, wird zum gefährlichsten Gegner der Berliner.	05:42	07:01
422150	426370	An dem 4 zu 1 Erfolg der Münchner hat er mit drei Toren erheblichen Anteil.	07:02	07:06
446600	452160	In einer Sperrwaffenschule der Kriegsmarine wird der gesamte seemännische und technische Nachwuchs für die Minenwaffe ausgebildet.	07:26	07:32
452160	456360	In verschiedenen Lehrgängen werden sämtliche Dienstgrade erfasst.	07:32	07:36
459170	461310	Eine gläserne Mine zeigt das Innere dieser Waffe.	07:39	07:41
467270	469130	Unterricht über das Werfen der Minen.	07:47	07:49
483390	485150	Eine Mine als Unterrichtsmodell.	08:03	08:05
490880	494580	Auch die feindlichen Minen werden den Schülern in Bau- und Wirkungsweise erklärt.	08:10	08:14
498580	503540	Der Kommandeur, Eichenlaubträger, Kapitän zur See von Kampz, Träger des Minensuchabzeichens mit Brillanten.	08:18	08:23
503540	507420	Der theoretische Unterricht wechselt mit praktischen Übungen ab.	08:23	08:27
507680	509240	Legen und Räumen von Minen.	08:27	08:29
535680	538660	Eine Mine wird durch Fernzündung zur Explosion gebracht.	08:55	08:58
546890	549110	Bei einer Scharfschützen-Ausbildungskompanie.	09:06	09:09
549630	552370	Der Scharfschütze ist ein Spezialist der deutschen Infanterie.	09:09	09:12
552910	557210	Mit ihm vereinen sich höchstes schießtechnisches Können und beste Infanterieausbildung.	09:12	09:17
558690	560590	Sein Gewehr mit dem Zielfernrohr.	09:18	09:20
563110	566750	Auf den ersten Schuss kommt es an, so lautet der Leitsatz des Scharfschützen.	09:23	09:26
566750	569190	Er muss alle Anschlagstellungen beherrschen.	09:26	09:29
569990	572150	Gefechtsmäßiges Schießen auf Geländescheiben.	09:29	09:32
580090	606980	Mit der Natur verwachsen wie kein anderer.	09:40	10:06
607480	613940	Ein kaltblütiger und leidenschaftlicher Jäger muss der Scharfschütze Meister im Tarnen, Täuschen und Pirschen sein.	10:07	10:13
613940	622540	Er ist der Jäger auf dem Gefechtsfeld, der mit eisernen Nerven oft stundenlang ansitzen muss, ehe er den Gegner plötzlich überraschend erledigen kann.	10:13	10:22
656060	659120	Auch an der Ostfront ist der Bann des Winters gebrochen.	10:56	10:59
666980	667820	Die ersten Sonnenstrahlen.	11:06	11:07
672840	675520	Bei den ungarischen Truppen im Raum von Stanislau.	11:12	11:15
675940	690630	Ungarischer General im Gespräch mit deutschen Truppenführern.	11:15	11:30
698480	700200	Deutsche Infanterie auf dem Marsch.	11:38	11:40
700200	710890	Deutsche und ungarische Truppen kämpfen im Vorfeld der Karpaten in treuer Waffengrüderschaft.	11:40	11:50
711830	714390	Vater und Sohn haben sich zufällig getroffen.	11:51	11:54
714790	716230	Nur kurz ist das Wiedersehen.	11:54	11:56
731720	735320	Ein Verband H111 wirft Brennstoff für eine Vorausabteilung ab.	12:11	12:15
750530	753390	Die Panzer sind neu versorgt und setzen ihren Vorstoß fort.	12:30	12:33
761630	763890	Die Panzerspähwagen haben Feindberührung.	12:41	12:43
764130	766310	Die Funkstelle gibt die Meldung nach rückwärts weiter.	12:44	12:46
766750	767790	Die Artillerie feuert.	12:46	12:47
767790	797230	Panzergrenadiere rücken gegen ein Dorf vor.	12:47	13:17
819780	822080	Die Ortschaft wird eingenommen und gesichert.	13:39	13:42
850120	852980	Ein ungarischer und ein deutscher Offizier besprechen die Lage.	14:10	14:12
876280	878480	Eine ungarische Einheit ist angetreten.	14:36	14:38
879540	891380	Oberst Lippert, Olympiasieger von 1936, Kommandeur eines deutschen Panzerregiments schreitet die Front ab und überreicht einem ungarischen Oberleutnant und einem Feldwebel das Eiserne Kreuz zweiter Klasse.	14:39	14:51
891380	913340	Seit Monaten wird auf der britischen Insel die Reklametrommel für die zweite Front geschlagen.	14:51	15:13
914020	917020	So bringen sich Briten und Amerikaner in Invasionsstimmung.	15:14	15:17
917700	922580	Darüber hinaus verbinden sie damit die Hoffnung, Deutschland in einem Nervenkrieg zu verschleißen.	15:17	15:22
923260	926780	Ihr Kriegsgeschrei prallt an der anderen Küste wie die Brandung ab.	15:23	15:26
927280	929900	Das vermag weder Männer noch Beton zu erschüttern.	15:27	15:29
