start	end	text	start_mm:ss	end_mm:ss
21780	31780	Reichsminister Generalmajor Dr. Tord. Der Tod dieses genialen Organisators und größten Straßenbaumeisters aller Zeiten bedeutet einen unersetzlichen Verlust für unser Volk.	00:21	00:31
32620	52460	Im Herbst 1933 wurde der erste Spatenstich zum Bau der Reichsautobahnen getan. Im Zuge dieser gewaltigen Arbeiten wurden allein über 7500 Brücken erbaut.	00:32	00:52
58520	67340	Sechs Jahre später, zu Beginn des Krieges, waren rund 4000 Kilometer fertiggestellt und die einzelnen deutschen Gaue damit durch ein einzigartiges Straßennetz verbunden.	00:58	01:07
68000	74800	Die Reichsautobahnen, die von der ganzen Welt als einmalige Leistung bewundert wurden, erschlossen dem Autofahrer ein völlig neues Landschaftsbild.	01:08	01:14
76540	86440	Der Führer dankt seinem treuen Mitarbeiter. Wieder wurde Dr. Tord mit einer großen Aufgabe betraut. Das Reich war bedroht.	01:16	01:26
86440	90140	Der Führer ließ die Westgrenze durch einen Wall von Beton und Stahl sichern.	01:26	01:30
91060	97320	In knapp eineinhalb Jahren baut Dr. Tord den Westwall mit zahllosen Beton- und Panzerwerken und anderen Schutzbauten.	01:31	01:37
105670	112070	Von den Alpen bis zur Nordsee entsteht in 850 Kilometer Länge die gigantischste Festungszone aller Zeiten.	01:45	01:52
117480	122800	Und wieder betraut der Führer Dr. Tord mit einer großen Aufgabe zur Sicherung des deutschen Lebensraumes.	01:57	02:02
123040	129540	Als Reichsminister für Bewaffnung und Munition hatte er während des Krieges ein ungeheures Arbeitsgebiet zu ordnen und zu steuern.	02:03	02:09
129540	141890	Nach der siegreichen Beendigung des Westfeldzuges schützt Reichsminister Dr. Tord die eroberten Küsten durch den Bau gewaltiger Befestigungen.	02:09	02:21
142650	145570	Wieder entstehen gigantische Panzerwerke und Batterieanlagen.	02:22	02:25
146190	148830	Wieder wird ein riesiges Heer von Arbeitern in Marsch gesetzt.	02:26	02:28
149390	154830	Und wieder werden ungeheure Mengen von Material aller Art in einzigartiger Organisation herangeschafft.	02:29	02:34
154830	166360	Und immer ist Reichsminister Dr. Tord bei seinen Frontarbeitern, von denen viele das Schutzwall-Ehrenzeichen tragen.	02:34	02:46
171950	178530	Der Krieg im Osten schließlich führt die Organisation Tord an Aufgaben heran, die die OT-Männer an die Seite des Frontsoldaten stellen.	02:51	02:58
188990	195950	Die Zahl der von ihr im Osten neu gebauten Brücken und die Kilometerlängen der ausgebesserten Straßen gehen ins Unermessliche.	03:08	03:15
195950	206640	Wo im Frontbereich gearbeitet, wo zerstört es wieder aufgebaut und Neues geschaffen wird, ist die Organisation Tord dabei.	03:15	03:26
224560	229120	Dr. Tord am Heckschützenstand seines Flugzeuges auf einem seiner zahlreichen Flüge an die Front.	03:44	03:49
241350	247230	Dr. Tord im Führerhauptquartier bei der Besichtigung neuer Öfen für Heeresunterkünfte und Unterstände im Osten.	04:01	04:07
247990	250950	So war Reichsminister Dr. Tord unentwegt am Werk.	04:07	04:10
