start	end	text	start_mm:ss	end_mm:ss
33490	38490	die Mitglieder des Magischen Zirkel auf einer ihrer Zusammenkünfte beim Austausch neuer Tricks.	00:33	00:38
48990	59590	Großartig, ein Ball, ein Ball, nein, zwei Bälle, zwei Bälle, zwei Bälle, ich greife in die Luft, drei Bälle.	00:48	00:59
62330	66750	Prima, ganz fabelhaft, sehr gut.	01:02	01:06
67710	69530	Herr Pantl, Sie wollen uns doch etwas zeigen.	01:07	01:09
69530	72790	Ja, gerne, wenn einer eine Taschenur da hat von den Herren.	01:09	01:12
72930	74190	Ist ja hier, bitte schön.	01:12	01:14
74290	77110	Ja, Pantl, schau Sie hier, hier lege ich die Uhr rein, nicht wahr?	01:14	01:17
77890	79390	Und umspannen Sie ganz fest, nicht wahr?	01:17	01:19
79610	83630	Da zeige ich nur mit dem Zeigefinger der rechten Hand darauf, bumms, ist die Taschenur hier.	01:19	01:23
83970	85950	Fabelhaft, fabelhaft, fang Sie doch nochmal.	01:23	01:25
86270	88350	Ja, nochmal? Na ja, bitte, gerne, nicht wahr?	01:26	01:28
88630	91290	Aber Sie müssen genau aufpassen, weil mit der alten Zwiebel nicht wahr ist.	01:28	01:31
91290	93710	Aber, Herr Pantl, meine Uhr, gestatten Sie mal.	01:31	01:33
93890	95510	Also, wie viel Geld ist das, Herr Reiders?	01:33	01:35
95530	96130	80 fettig.	01:35	01:36
96350	97170	80 fettig, ja?	01:36	01:37
97750	98190	Dankeschön.	01:37	01:38
98190	101410	Darf ich bitten, mal die Hand mir hier so herzuhalten, ja?	01:38	01:41
101530	102710	Aber andersrum.	01:41	01:42
102750	102970	Achso.	01:42	01:42
103270	105570	So, 80 fettig, ja?	01:43	01:45
106410	106690	Ja.	01:46	01:46
107230	109310	Und 20 Mark, aber leere Tüte.	01:47	01:49
109650	110590	Kommt hier darauf.	01:49	01:50
111610	113030	Wie viel Geld ist auf Ihrer Hand?	01:51	01:53
113650	114210	80 fettig.	01:53	01:54
114550	115950	20 Mark und 80 fettig, stimmt?	01:54	01:55
115950	116530	Ja, ja.	01:55	01:56
116590	117270	Wetten Sie mit mir?	01:56	01:57
117530	117770	Ja.	01:57	01:57
117830	118490	Ist noch da, ja?	01:57	01:58
118630	118810	Ja.	01:58	01:58
118810	119170	Ja.	01:58	01:59
119610	121230	Eins, zwei, drei, Sim, Salabim.	01:59	02:01
121230	122270	Sie haben die Wette verloren?	02:01	02:02
122450	124590	Das ist ein Kragenknopf, bitteschön.	02:02	02:04
124790	126070	Hier sind die 80 fettig.	02:04	02:06
126070	127510	Aber dann verloren.	02:06	02:07
127510	132670	In den Lazaretten sind die Zauberer gern gesehene Gäste.	02:07	02:12
133310	137610	Mit ihrer Kunst bringen sie den Verwundeten immer wieder anregende Stunden der Freude und	02:13	02:17
137610	138370	des Vergessens.	02:17	02:18
158160	163300	Dieser Verwundete, der Unteroffizier Otto Rodewald, vernichtete im Osten in einer Dreiviertelstunde	02:38	02:43
163300	165740	fünf sowjetische Kampfwagen mit dem Panzerschreck.	02:43	02:45
165740	167880	Das Ritterkreuz war der Lohn dafür.	02:45	02:47
168480	173420	Bei dem Versuch, einen sechsten Panzer abzuschießen, wurde Rodewald selbst durch ein Explosionsgeschoss	02:48	02:53
173420	173940	verwundet.	02:53	02:53
174760	177920	Unteroffizier Rodewald gibt auch in der Heimat ein Vorbild von Pflichterfüllung.	02:54	02:57
178400	182340	Noch während seiner Lazarettbehandlung meldet sich der frühere Konstrukteur freiwillig	02:58	03:02
182340	184780	zur Arbeit in einem Rüstungswerk am gleichen Ort.	03:02	03:04
195630	199730	Den Infanteristen verbindet eine enge Kameradschaft mit den Angehörigen des Werkes.	03:15	03:19
206920	211460	Laut Führerbefehl hat der Reichsarbeitsdienst einen Teil der militärischen Ausbildung übernommen.	03:26	03:31
211460	216680	Als Ausbilder stehen dem RAD seine an allen Fronten bewährten Führer zur Verfügung.	03:31	03:36
217680	220020	Arbeitsmänner werden im Gelände ausgebildet.	03:37	03:40
222780	225420	Feuer mit Kleinkalibergewehren auf ein Zieldorf.	03:42	03:45
233990	234810	Bewegliche Ziele.	03:53	03:54
240000	244360	Die Tarnung und auch ihr Erkennen beim Gegner ist einer der wichtigsten Ausbildungszweige.	04:00	04:04
250810	255350	Der feindliche Schütze wird aus der Stellung erkannt und über den Daumen angesprochen.	04:10	04:15
265510	266810	Die Übung ist beendet.	04:25	04:26
266810	272010	Die Arbeitsmänner sammeln sich zur Schlussbesprechung um Ritterkreuzträger Feldmeister Garz.	04:26	04:32
278400	281420	Eine Stoßgruppe der aus Griechenland zurückgehenden deutschen Armee.	04:38	04:41
281940	284980	Die Straße Skopelje-Nisch wird von Banden gesäubert.	04:41	04:44
296830	299770	Artillerie und Sturmgeschütze nehmen Bandenstützpunkte unter Feuer.	04:56	04:59
306080	311240	Albanische Nationalisten begrüßen die Deutschen und nehmen vom Kommandeur der Kampfgruppe Aufgaben entgegen.	05:06	05:11
311240	319900	Sturmgeschütze rollen weiter.	05:11	05:19
320160	322660	Ihr Ziel ist Durchbruch und Vereinigung.	05:20	05:22
341180	346640	Eine im Wehrmachtbericht genannte Flakbatterie des Reichsarbeitsdienstes, die sich im Erdkampf besonders bewährt hat.	05:41	05:46
347120	349280	Ihre vorgeschobene Beobachtungsstelle an der Donau.	05:47	05:49
357840	361240	Die Batterie schießt hochgezogene Sprengpunkte über den sowjetischen Linien.	05:57	06:01
362300	376380	Einschläge in feindlichen Stützpunkten jenseits des Stroms.	06:02	06:16
376380	384430	Vom Kampf im Osten.	06:16	06:24
388320	392040	In einem deutschen Ostseehafen wird Nachschub für die Kurlandfront verladen.	06:28	06:32
403680	405420	Deutscher Geleitzug beim Sammeln.	06:43	06:45
416040	419220	Torpedoboote, Zerstörer und Räumboote schützen den Verband.	06:56	06:59
427060	430880	Deutsche Seestreitkräfte bringen unseren Landtruppen erhebliche Entlastung.	07:07	07:10
444800	449640	Sowjetische Küstenstützpunkte und Nachschubstraßen in Küstennähe unter dem Feuer unserer Schiffsgeschütze.	07:24	07:29
450200	453020	Immer neue Salven überschütten den Feind mit einem Feuerhagel.	07:30	07:33
453020	478110	Die Einheiten auf dem Marsch zu neuen Aufgaben.	07:33	07:58
485270	488470	Vom heldenhaften Kampf der deutschen Atlantikstützpunkte.	08:05	08:08
493020	496740	Gefecht zwischen deutscher Flak und angreifenden angloamerikanischen Fliegern.	08:13	08:16
503260	505440	Eine auslaufende Flottille ist das Angriffsobjekt.	08:23	08:25
505940	511380	Die Flak schießt aus allen Rohren und nimmt den angreifenden Gegnern immer wieder die Möglichkeit des gezielten Bombenwurfs.	08:25	08:31
543140	544360	Explosion in der Luft.	09:03	09:04
544360	548100	Aus der schwarzen Wolke stürzt ein feindlicher Jagdbomber in die Tiefe.	09:04	09:08
555180	557280	Das Flugzeug ist in die Stadt gefallen.	09:15	09:17
566340	569680	Eine an anderer Stelle abgeschossene amerikanische Lightningmaschine.	09:26	09:29
573860	578780	Über die Westfront wälzt sich seit Wochen die Feuer- und Stahlwalze der feindlichen Großoffensive.	09:33	09:38
579400	583940	Doch der erwartete Blitzkrieg wurde zu einem heißen Ringen um jeden Meter deutschen Bodens.	09:39	09:43
583940	591240	Diese Männer zwangen Churchill zu dem Ausspruch, dass in den nächsten sechs Monaten noch härtere Opfer ertragen werden müssten.	09:43	09:51
594820	599360	Deutsche Artillerie hat sich trotz schwerer Bomben und Tieffliegerangriffe hervorragend bewährt.	09:54	09:59
606090	612250	Immer wieder sind es die kraftvollen Gegenstöße unserer Volksgrenadiere, die Engländer und Amerikaner schwerste Verluste kosten.	10:06	10:12
612250	618880	Unsere Werfereinheiten sind eine gefürchtete Waffe.	10:12	10:18
618880	635330	Grenadiere bei der Abwehr eines feindlichen Panzervorstoßes.	10:18	10:35
650660	655620	In den Vogesen haben sich unsere, ebenso wie die feindlichen Truppen, auf den Winterkrieg umstellen müssen.	10:50	10:55
663450	667710	Immer wieder erweist sich der Deutsche als ein Einzelkämpfer vor unvergleichlichem Heldentum.	11:03	11:07
667710	678960	Dieser Batteriechef lässt sich trotz einer Beinverletzung nicht daran hindern, den Einsatz seiner Sturmartillerie selbst zu leiten.	11:07	11:18
679520	687400	Er ist im Laufe der letzten Monate 17 Mal verwundet worden und immer wieder nach kurzer ärztlicher Behandlung zurückgekehrt, um seine Gruppe selbst zu führen.	11:19	11:27
688520	691260	Seine Batterien nehmen feindliche Bereitstellungen unter Feuer.	11:28	11:31
714220	716500	An einem Panzerkampf in den Bergen der Burgesen.	11:54	11:56
723140	725040	Die Landschaft ist in Weiß gehüllt.	12:03	12:05
725040	732260	Der Winter stellt unsere Gegner vor neue, harte Tatsachen.	12:05	12:12
733000	739960	Sie wissen heute, dass der deutsche Soldat im Kampf um die Zeit und damit um den Sieg die erste Runde gewonnen hat.	12:13	12:19
