start	end	text	start_mm:ss	end_mm:ss
12660	20460	Nach der Beilegung der Grenzstreitigkeiten zwischen Thailand und Indochina fand in Bangkok eine große Parade der thailändischen Armee statt.	00:12	00:20
22140	48420	Die Kaiserparade in Tokio zum Geburtstag des Tenno.	00:22	00:48
53170	55230	Der Kaiser auf seinem traditionellen Schimmel.	00:53	00:55
59020	63920	Diese Parade brachte erneut die Kraft und Geschlossenheit der japanischen Nation zum Ausdruck.	00:59	01:03
64280	86310	Die japanischen Operationen an der Chinafront nehmen ihren clanmäßigen Fortgang.	01:04	01:26
86310	91850	Kampfflugzeuge greifen feindliche Nachschublager und Truppenansammlungen in Zentralchina an.	01:26	01:31
92230	99570	Japanische Streitkräfte führten an der Küste Mittelchinas überraschende Landungen durch.	01:32	01:39
99930	115040	Kampf um die Stadt Ningpo, die die Japaner in kühnem Vorstoß nahmen.	01:39	01:55
130160	134520	Reichsjugendführer Arthur Axmann traf auf Einladung der faschistischen Partei in Rom ein.	02:10	02:14
136800	141500	Der Dutscher und der Reichsjugendführer bei Vorführungen der faschistischen Jugend im Forum Mussolini.	02:16	02:21
141500	217860	Aus dem luftgefährdeten Hamburger Gebiet, die in der Ostmark Aufnahme fanden und sich dort außerordentlich wohlfühlen, besuchen den Wiener Prater.	02:21	03:37
218320	282780	Er empfing auf dem Berghof König Boris von Bulgarien.	03:38	04:42
289180	294240	König Boris trägt den Orden Pulemerit und das Eiserne Kreuz erster Klasse aus dem Weltkriege.	04:49	04:54
294760	333360	Der rumänische Staatsführer General Antonescu traf auf Einladung der Reichsregierung in München ein.	04:54	05:33
336300	338320	Franz Niederlegung an der ewigen Wache.	05:36	05:38
338320	355370	Der Führer empfing General Antonescu im Führerbau.	05:38	05:55
355850	389270	Die Besprechung verlief im Geiste der herzlichen Freundschaft, die Deutschland und Rumänien verbindet.	05:55	06:29
405860	413300	Die von den Serben zerstörte Eisenbahnbrücke über die Save zwischen Belgrad und Semlin wurde von unseren Eisenbahnpionieren wiederhergestellt.	06:45	06:53
426600	432520	Das für diese Arbeiten benötigte Kriegsbrückengerät musste in 160 Eisenbahnwaggons herangeführt werden.	07:06	07:12
432520	454220	Die Gesamtlänge der Brücke beträgt 460 Meter, von denen ein großer Teil durch Sprengung völlig vernichtet worden war.	07:12	07:34
454640	484700	Die Arbeitszeit von nur 37 Tagen konnte die Brücke jetzt wieder in Betrieb genommen werden.	07:34	08:04
492250	497310	Dritter Kreuzträger General von Korzfleisch nimmt die Einweihung und Verkehrsübergabe der Brücke vor.	08:12	08:17
523520	530180	Wie der Wehrmachtbericht meldete, wurden während der Kämpfe auf Greta auch italienische Verbände an der Ostküste der Insel gelandet.	08:43	08:50
530180	535220	Nach hartem Kämpfen stellten sie die Verbindung mit unseren vom Westen vordringenden Truppen her.	08:50	08:55
620110	623770	Leuchtraketen, der Voraustrupp einer deutschen Gebirgsjägerabteilung gibt Signal.	10:20	10:23
630330	634530	Vormarsch zur Südküste. Die Wege ins Innere Kretas werden immer schwieriger.	10:30	10:34
640830	653130	Britische Gefangene. Und hier der Fluchtweg der Briten.	10:40	10:53
653630	657130	Sie haben alles stehen und liegen lassen, um nur das nackte Leben zu retten.	10:53	10:57
663940	666020	Zeugen letzter schwerer Kämpfe.	11:03	11:06
666460	735380	Marsch in Candia, die Hauptstadt von Kreta.	11:06	12:15
735380	739640	Hier schoss die verhetzte Zivilbevölkerung aus dem Hinterhalt auf deutsche Truppen.	12:15	12:19
740160	743480	Die Antwort war ein vernichtendes Strafgericht unserer Stukas.	12:20	12:23
779280	780340	Endlich ein Quartier.	12:59	13:00
793860	795180	Wohlverdiente Erholung.	13:13	13:15
803950	805110	In die Gefangenschaft.	13:23	13:25
805770	814530	Wie das Oberkommando der Wehrmacht in seinem großen Rechenschaftsbericht meldete beträgt die Zahl der auf Kreta gefangenen Briten, neben den Verlusten an Toten und Verwundeten,	13:25	13:34
815070	818130	10.700 Offiziere und Mannschaften.	13:35	13:38
818130	839640	Bei unseren Soldaten in Nordafrika.	13:38	13:59
840120	841500	Vormarsch zu den vorderen Positionen.	14:00	14:01
842700	846600	Eine Panzerabteilung stößt über Solum hinaus gegen den Halfaya Pass vor.	14:02	14:06
