start	end	text	start_mm:ss	end_mm:ss
91630	98110	Reichsmarschall empfängt in seinem Hauptquartier an der Ostfront die mit dem Ritterkreuz ausgezeichneten Kreta-Kämpfer der Luftwaffe.	01:31	01:38
98630	103890	Links vom Reichsmarschall General der Flieger Student, Kommandeur der auf Kreta eingesetzten Fallschirmtruppen.	01:38	01:43
135360	139160	Fangt der stellvertretenden kroatischen Staatsführers Marschall Kvaternik.	02:15	02:19
139520	155960	Die Angaben des kroatischen Volkes für den Reichsmarschall.	02:19	02:35
197880	209300	Nach dem Besuch der Schlachtfelder im Osten erklärte Marschall Kvaternik dass das kroatische Volk von dem Wunsche beseelt sei, wie in der Vergangenheit, so in der Zukunft, sich der deutschen Waffenbrüderschaft würdig zu erweisen.	03:17	03:29
227460	233060	Der Zustrom der europäischen Jugend zu den Fahnen des Kampfes gegen den Weltbolschewismus hält unvermindert an.	03:47	03:53
233620	238300	Das erste Bataillon des dänischen Freiwilligenkorps Danmark wird nach Deutschland in Marsch gesetzt.	03:53	03:58
239000	243140	Diese jungen Dänen werden Seite an Seite mit den deutschen Truppen und ihren Verbündeten kämpfen	03:59	04:03
243140	246520	und so mithelfen, die Armeen des Bolschewismus zu vernichten.	04:03	04:06
246520	257880	In Spanien, unter dem Jubel einer begeisterten Volksmenge, verlässt ein neuer Transport spanischer Freiwilliger Madrid.	04:06	04:17
258560	265340	Diese Männer gehören zur blauen Division, die sich zum größten Teil aus nationalen Kämpfern des spanischen Bürgerkrieges zusammensetzt.	04:18	04:25
266480	274680	Romprinz Umberto von Italien verabschiedet weitere Einheiten des italienischen Verbandes der von Duce zum Kampf gegen die Sowjets bereitgestellt wurde.	04:26	04:34
274680	294610	Auf deutschem Boden, überall wird den verbündeten Truppen ein herzlicher Empfang bereitet.	04:34	04:54
294610	300630	Im hohen Norden Europas.	04:54	05:00
301110	305010	Deutsche Zerstörer stoßen aus einem norwegischen Fjord in die Barentssee vor.	05:01	05:05
305470	326980	Auf sowjetische Vorpostenboote vor der Murmannküste.	05:05	05:26
334140	339320	Die feindlichen Boote werden durch Artilleriefeuer eingedeckt und im Verlauf dieses Gefechtes zum Sinken gebracht.	05:34	05:39
339320	347100	So greift auch die deutsche Kriegsmarine in den Kampf gegen die Bolschewiken ein, um ihnen auch zur See schwere Schläge zu versetzen.	05:39	05:47
358450	362390	Diese bolschewistischen Vorpostenboote werden ihren Einsatzhafen nicht wieder erreichen.	05:58	06:02
381740	383600	Weiter geht die Fahrt nach Osten.	06:21	06:23
387620	396420	Im hohen Norden des finnisch-sowjetischen Grenzgebietes stellen sich dem Vormarsch der verbündeten deutschen und finnischen Truppen fast unüberwindliche Geländeschwierigkeiten entgegen.	06:27	06:36
396420	402080	Trotzdem wird es geschafft. Der Nachschub für die kämpfende Truppe muss sichergestellt werden.	06:36	06:42
432860	435740	Im Raume von Salah sind neue heftige Kämpfe entbrannt.	07:12	07:15
436260	438960	Artillerie unterstützt das schwierige Vordringen der Infanterie.	07:16	07:18
439500	441620	Einer der vielen Flussläufe ist zu überwinden.	07:19	07:21
442140	444740	Im Schutze der Artillerie hat ein Stoßdruck übergesetzt.	07:22	07:24
446400	451640	Sturmgeschütze schieben sich dicht ans Ufer heran, um den Feuerschutz für die übersetzende Infanterie zu verstärken.	07:26	07:31
470390	472030	Das andere Ufer ist gewonnen.	07:50	07:52
472030	482010	Durch unwegsames und zerstörtes Land kämpfen sich unsere Soldaten weiter vorwärts.	07:52	08:02
482650	499110	Wie der Wehrmachtbericht wiederholt meldete, nehmen die Operationen an der gewaltigen Front vom Eismeer bis hinab zum Schwarzen Meer ihren planmäßigen Verlauf.	08:02	08:19
499750	500610	In Bessarabien.	08:19	08:20
501290	506110	Über die Vormarschstraßen ziehen immer neue Verbände der ehemaligen rumänisch-sowjetischen Grenze entgegen.	08:21	08:26
506950	510490	Die riesigen Waldungen werden nach versprengten Bolschewiken abgesucht.	08:26	08:30
525490	527410	Die Spitze ist auf Widerstand gestoßen.	08:45	08:47
527410	535490	In dem unübersichtlichen Gelände haben sich stärkere Feindtrupps festgesetzt, um durch überfallartige nächtliche Angriffe den Nachschub zu gefährden.	08:47	08:55
541400	542680	Artillerie wird eingesetzt.	09:01	09:02
542900	547180	Sie soll den Angriff der Infanterie vorbereiten und unnötige Verluste ersparen helfen.	09:02	09:07
556340	559020	Eine luftige und gut getarnte Beobachtungsstelle.	09:16	09:19
560460	563160	Die Beobachtungen gehen durch Funkspruch an die Batterien.	09:20	09:23
563160	576070	Der Feind ist zusammengeschossen.	09:23	09:36
576270	577750	Die Infanterie geht zum Angriff über.	09:36	09:37
586650	589970	Aus Wäldern, Sümpfen und Morasten kommen die Bolschewiken heraus.	09:46	09:49
590150	591350	Ihr Widerstand ist gebrochen.	09:50	09:51
603080	605160	Eine der typischen Baumsperren der Sowjets.	10:03	10:05
605740	612420	Auf diese Weise wollten sie einzelfahrende Nachschubkolonnen zum Halten zwingen, um dann aus dem Hinterhalt über sie herzufallen.	10:05	10:12
612420	616540	Vorruf der Niesta.	10:12	10:16
617020	624440	Dieser Fluss, ein natürliches Hindernis im Zuge der von den Sowjets für unüberwindlich gehaltenen Stalinlinie, ist bereits an zahlreichen Stellen überschritten.	10:17	10:24
625100	628620	Bahn zu flützen nehmen die feindlichen Stellungen jenseits des Niesta unter Feuer.	10:25	10:28
629400	631160	Ein neuer Brückenkopf wird gebildet.	10:29	10:31
631560	637020	Mit Floßsäcken und Sturmbooten geht es hinüber zum anderen Ufer, das von Stoßtrupps bereits genommen ist.	10:31	10:37
637020	639440	Pioniere folgen dicht auf.	10:37	10:39
640160	642700	In wenigen Stunden schaffen sie einen festen Übergang.	10:40	10:42
643160	645980	Eine Leistung, die immer wieder zur Bewunderung zwingt.	10:43	10:45
648380	650660	Schwere Waffen werden mit Fähren übergesetzt.	10:48	10:50
678900	684940	Die Spitze hat sich inzwischen mehrere Kilometer weit ostwärts vorgekämpft und zahlreiche Gefangene gemacht.	11:18	11:24
684940	703380	Hier eine kleine Auswahl besonders abschreckender Typen dieser bolschewistischen Untermenschen die auf Befehl Stalins ganz Europa überschwemmen und Ordnung, Wohlstand und Kultur,	11:24	11:43
703440	705820	in Mord und Brand ersticken sollten.	11:43	11:45
708680	713420	Für die besetzten Gebiete der Ukraine ist die Zeit der Roten Tyrannei vorbei.	11:48	11:53
714200	718400	Überall strömt die Jugend zu den Meldestellen der ukrainischen Nationalbewegung.	11:54	11:58
718400	740620	... unserer Ungar-Bundesgenossen auf dem Vormarsch.	11:58	12:20
741240	748320	Wie der Chef des Hornwet-Generalstabes meldete sind die ungarischen Truppen im Verlaufe schwerer Nachhutkämpfe weit nach Osten vorgestoßen.	12:21	12:28
748320	759620	Bei ihrem Rückzug haben die Bolschewisten alle Brücken gesprengt.	12:28	12:39
762940	765460	Schnell ist ein provisorischer Übergang geschaffen.	12:42	12:45
773510	778990	Slowakische Truppen, Seite an Seite mit unseren Regimentern, stoßen sie immer weiter in die Ukraine vor.	12:53	12:58
796460	797620	Im Raume von Kiew.	13:16	13:17
801480	805220	Auch hier warfen die Sowjets unseren Truppen immer neue Divisionen entgegen.	13:21	13:25
805440	806720	Es gab schwere Kämpfe.	13:25	13:26
