start	end	text	start_mm:ss	end_mm:ss
78540	82300	Auf den deutschen Werften laufen immer neue Unterseeboote vom Stapel.	01:18	01:22
82820	86160	Im Kampf gegen England verstärken sie unsere Front auf dem Atlantik.	01:22	01:26
86720	91860	So konnten erst kürzlich wieder deutsche Unterseeboote aus einem für Gibraltar bestimmten Geleitzug	01:26	01:31
91860	98000	21 feindliche Handelsschippe mit zusammen 122.000 Bruttoregistertonnen herausschießen	01:31	01:38
98000	101760	und einen Zerstörer und mehrere Bewachungsfahrzeuge versenken.	01:38	01:41
104500	106560	Wieder wird ein Unterseeboot in Dienst gestellt.	01:44	01:46
111350	112950	Flottille klar zum Auslaufen.	01:51	01:52
112950	125670	Abschied von den Kameraden.	01:52	02:05
136300	137980	Dem Operationsgebiet entgegen.	02:16	02:17
144350	145990	Andere Boote kehren zurück.	02:24	02:25
157920	161520	Der erste Bericht des Kommandanten Ritterkreuz-Träger Kapitänleutnant Scheewe.	02:37	02:41
161960	165520	Seine Versenkungsziffer beträgt rund 100.000 Bruttoregistertonnen.	02:41	02:45
166000	171340	Vizeadmiral Dönitz, der Befehlshaber der Unterseeboote.	02:46	02:51
193270	196030	Das Unterseeboot des Kapitänleutnant Wohlfahrte läuft ein.	03:13	03:16
196190	199770	Er versenkte auf dieser Fahrt 49.900 Bruttoregistertonnen.	03:16	03:19
200850	204150	Vizeadmiral Dönitz überreicht dem erfolgreichen Kommandanten das Ritterkreuz.	03:20	03:24
204150	226170	Und hier das Unterseeboot von Kapitänleutnant Kort, der bisher 15 Schiffe versenkte.	03:24	03:46
252660	257560	Kapitänleutnant Endras, der frühere Wachoffizier von Korvetten Kapitän Prien, von Feindfahrt zurück.	04:12	04:17
258100	264000	Er konnte mit seinem Boot bisher 211.000 Bruttoregistertonnen feindlichen Schiffsraumes auf den Meeresgrund schicken.	04:18	04:24
264000	270240	Der Führer verlieh ihm als fünften Unterseebootskommandanten das Eichenlaub zum Ritterkreuz des Eisernen Kreuzes.	04:24	04:30
279700	281680	Am Nordabschnitt der gewaltigen Ostfront.	04:39	04:41
284220	285760	Narva ist in deutscher Hand.	04:44	04:45
286460	292280	Mit der Hermannsburg war diese Stadt Jahrhunderte hindurch eines der stärksten deutschen Wollwerke gegen das Slawentum.	04:46	04:52
292960	296740	Die alte Trutzfeste wurde im 14. Jahrhundert von den Rittern des Deutschordens erbaut.	04:52	04:56
297520	300580	Narva zeigt auch heute noch das Gesicht einer alten deutschen Stadt.	04:57	05:00
300580	303920	Über Narva hinaus rücken unsere Truppen weiter nach Osten vor.	05:00	05:03
304400	306720	Sie bleiben dem weichenden Feind dicht auf den Fersen.	05:04	05:06
312650	313890	Übergang über die Luga.	05:12	05:13
314190	318630	Auf dem Vorstoß nach Nordosten wurde dieser Fluss nach harten Kämpfen an mehreren Punkten überschritten.	05:14	05:18
324480	326460	Dritter Kreuzpfleger General Lindemann.	05:24	05:26
329060	331360	Artillerie breitet den Angriff auf die Stadt Luga vor.	05:29	05:31
331600	334620	Fast 14 Tage tobte der Kampf um diese Schlüsselstellung vor Petersburg.	05:31	05:34
351000	352980	Mit blanker Waffe geht es gegen den Feind.	05:51	05:52
357680	359800	Endlich kommen sie aus ihren Stellungen heraus.	05:57	05:59
359800	364520	Das Feuer unserer Artillerie und der Angriffsschwung unserer Schützen hat sie mürbe gemacht.	05:59	06:04
376060	377760	Das sind die Befestigungen vor Luga.	06:16	06:17
378660	383240	Über 100 sowjetische Bunker mussten genommen werden, ehe der Weg in die Stadt frei war.	06:18	06:23
394610	397030	Die heiß umkämpfte Stadt ist in deutscher Hand.	06:34	06:37
422380	426420	Deutsche Kampfgeschwader greifen die Eisenbahnlinie Petersburg-Moskau an.	07:02	07:06
437660	439600	Bomben auf Straßen- und Schienenwege.	07:17	07:19
467680	469040	Griff auf feindliche Stellungen.	07:47	07:49
469460	472220	Die Luftwaffe bereitet damit die Operationen des Heeres vor.	07:49	07:52
472220	486780	Um zu Dovo, eine wichtige Bahnstation südlich Petersburg.	07:52	08:06
487520	489640	Die Sowjets werfen immer neue Reserven an die Front.	08:07	08:09
490040	492980	Sie wollen diese unersetzliche Eisenbahnlinie nicht preisgeben.	08:10	08:12
493400	519110	Die Sioniere greifen an.	08:13	08:39
519570	521630	Bunker auf Bunker wird ausgeheuchert.	08:39	08:41
522110	565000	Erst nach zähem Kampf ist der Feind geworden.	08:42	09:25
565380	585590	Die Bahnlinie ist erreicht.	09:25	09:45
585830	586750	Zu Dovo genommen.	09:45	09:46
587230	594270	Wo wirkten die Granaten unserer Artillerie und die Bomben unserer Flieger?	09:47	09:54
594710	597090	Ganze Munitionszüge flogen hier in die Luft.	09:54	09:57
597090	614780	Die Bahnanlagen werden gesichert.	09:57	10:14
624180	627460	Begegnung des Führers und des Duce im Führerhauptquartier.	10:24	10:27
627940	673210	Al Jodel, der Chef des Wehrmachtführungsstabes beim Lagevortrag.	10:27	11:13
679630	686670	In den Besprechungen wurden alle militärischen und politischen Fragen über die Entwicklung und Dauer des Krieges eingehend erörtert.	11:19	11:26
686670	694730	Sie waren durchdrungen von dem unabänderlichen Willen der beiden Völker und ihrer Führer, den Krieg bis zu seinem siegreichen Ende fortzusetzen.	11:26	11:34
695530	706890	Die Vernichtung der bolschewistischen Gefahr und der plutokratischen Ausbeutung wird die Möglichkeit zu einer frietvollen, harmonischen und fruchtbaren Zusammenarbeit aller Völker des europäischen Kontinents schaffen.	11:35	11:46
706890	733220	Der Führer begibt sich mit seinem hohen Gast zum Hauptquartier des Oberbefehlshabertes Heeres, Generalfeldmarschall von Brauchitsch.	11:46	12:13
733580	746860	Überall wird den beiden Staatsmännern ein herzlicher Empfang zuteil.	12:13	12:26
747340	792240	Im Hauptquartier des Reichsmarschalls.	12:27	13:12
801380	815330	Der Reichsmarschall begrüßt den Duce, einem Wagen des Hauptquartiers.	13:21	13:35
848970	855010	Schließend besichtigten der Führer und der Duce Kampplätze und Schlachtfelder und begaben sich dann zu ihren Truppen.	14:08	14:15
855010	903290	Die Ankunft auf einem Feldflugplatz. Generalfeldmarschall von Kluge, Generalfeldmarschall Kesselring, eine hart umstrittene Kampfstätte.	14:15	15:03
903850	908170	Hier wurde in den frühen Morgenstunden des 22. Juni der Kampf gegen die Bolschewisten eröffnet.	15:03	15:08
909330	918510	Zur gleichen Stunde griffen an fast allen Abschnitten der gewaltigen Front die deutschen Divisionen den Feind an und warfen ihn in kühnem Ansturm aus seinen schwer befestigten Grenzstellungen.	15:09	15:18
921470	945070	Erbeutete bolschewistische Geschütze, modernster Bauart. Fahrt zum Südabschnitt der Ostfront.	15:21	15:45
945070	967520	Generalfeldmarschall von Rundstedt und Generaloberst Löhr begrüßen den Duce und den Führer.	15:45	16:07
970850	973990	Hinter dem Führer der italienische Botschafter in Berlin, Dino Alfieri.	16:10	16:13
974510	1047740	In der Ukraine wird eine der an der Ostfront eingesetzten italienischen Divisionen besichtigt.	16:14	17:27
1048200	1062240	So wurde die Frontfahrt des Führers und des Duce zu einem Bekenntnis der engen Kameradschaft und Schicksalsverbundenheit der beiden Achsenmächte die mit ihren Verbündeten in absoluter Siegesgewissheit zusammenstehen, um Europa und die Welt von der bolschewistischen Gefahr zu erretten.	17:28	17:42
1062240	1076780	Am Südabschnitt der Front. Über die Werftanlagen der Hafenstadt Nikolajew am Schwarzen Meer.	17:42	17:56
1077600	1082860	Unter uns das 35.000 Tonnen Schlachtschiff auf Stapel, das von unseren Truppen erbeutet wurde.	17:57	18:02
1089970	1092950	Sowjetische Unterseeboote. Sie standen kurz vor der Verlendung.	18:09	18:12
1096070	1098290	Ein Schwimmdokk voll beladen mit Lokomotiven.	18:16	18:18
1098330	1107790	Und hier ein im Bau befindlicher 10.000 Tonnen Kreuzer.	18:18	18:27
1115110	1117310	Das sind die Spuren der deutschen Luftangriffe.	18:35	18:37
1117310	1123380	Das Schlachtschiff auf der Helling.	18:37	18:43
1138120	1142100	Nach der Einnahme von Nikolajew stießen Verbände der Waffen-SS gegen Scherson vor	18:58	19:02
1142100	1145700	und nahmen in kühnem Angriff diese Hafenstadt an der Mündung des Miefer.	19:02	19:05
1179660	1184200	Um die bedeutende Industriestadt Djebbrod-Jashinsk, ein Zentrum der sowjetischen Stahlindustrie.	19:39	19:44
1184780	1194860	Überall leisten die Sowjets erbitterten Widerstand.	19:44	19:54
1194860	1290500	Er ist erreicht. Eines der gigantischen Stahlwerke der Stadt, das nun in deutscher Hand ist.	19:54	21:30
1311180	1312580	Am mittleren Abschnitt der Front.	21:51	21:52
1313300	1316740	Die zurückgeworfenen Sowjets belegen die Stadt Gommel mit Artilleriefeuer.	21:53	21:56
1317300	1321240	Den Schaden trägt allein die Bevölkerung, deren Behausungen in Flammen aufgehen.	21:57	22:01
1330520	1336260	Das sind die brutalen Methoden der Sowjets, die den Befehl Stalins gemäß auf ihren Rückzügen alles in Schutt und Asche legen.	22:10	22:16
1343690	1346670	Überall die Trümmer der geschlagenen Armeen Timoschenkos.	22:23	22:26
1346670	1354090	Er hatte in Gommel sein Hauptquartier aufgeschlagen und wollte von hier aus den Flankenstoß gegen die deutschen Truppen im Raume von Smolensk führen.	22:26	22:34
1360920	1363180	Die Schlacht von Gommel hat diese Hoffnungen zerstört.	22:40	22:43
1363640	1366280	Die Divisionen Timoschenkos wurden vernichtend geschlagen.	22:43	22:46
1374560	1378440	Die zurückkehrende Bevölkerung findet anstelle ihrer Wohnungen nur noch Trümmerhaufen vor.	22:54	22:58
1382300	1384400	Das ist die protzige Fassade EU-Hauses.	23:02	23:04
1385100	1386360	Und hier die Kehrseite.	23:05	23:06
1387000	1388560	Kerkerfenster neben Kerkerfenster.	23:07	23:08
1389180	1392200	Dieser Bau wirkt wie ein Symbol für die Gewaltherrschaft der Sowjets.	23:09	23:12
1392200	1397460	In diesen Folterkammern der GPU wurden zehntausende unschuldiger Menschen zu Tode gemartert.	23:12	23:17
1398020	1400600	Die fliehenden Sowjets ließen ein wüstes Durcheinander zurück.	23:18	23:20
1401040	1403780	In den Räumen des GPU-Hauses häufen sich Schmutz und Gerümpel.	23:21	23:23
1405600	1415280	Schon nach zwei Tagen aber hatte deutsche Ordnung aus diesen verdreckten Löchern ein vorbildliches Kriegslazarett geschaffen das über modernste Operationsgeräte und Röntcheneinrichtungen verfügt.	23:25	23:35
1444960	1449880	Unmittelbar neben dem Palast der GPU-Schergen die armseligen Hütten der Bevölkerung.	24:04	24:09
1449880	1471630	Wohin auch unsere Soldaten kommen, überall bietet sich ihnen das gleiche Bild völliger Verarmung und Verwahrlosung.	24:09	24:31
1472070	1494830	Diese jammervollen Kreaturen besitzen kaum mehr als ihr nacktes Leben.	24:32	24:54
1495270	1498130	Sie waren nur noch die Arbeitssklaven der roten Machthaber im Kreml.	24:55	24:58
1500300	1504920	Über völlig vernachlässigte Sowjetstraßen geht es unaufhaltsam den zurückweichenden Feinden nach.	25:00	25:04
1525320	1527460	Endlosen Kolonnen rollt der Nachschub heran.	25:25	25:27
1527460	1532520	Eine einzigartige Organisation führt der Front Munition, Kriegsgerät und Verpflegung zu.	25:27	25:32
1532940	1553880	Und ist erreicht.	25:32	25:53
1568530	1572570	Nach der Schlacht wird der Raum um Gommel planmäßig von versprengten Feintrupps gesäubert.	26:08	26:12
1573070	1597530	Eine verlassene sowjetische Stellung.	26:13	26:37
1597970	1627700	Die Widerstandsnester der Sowjets werden in zahlreichen Einzelgefechten niedergekämpft.	26:37	27:07
1647180	1648220	Die Bolschewiken sind ausgeräuchert.	27:27	27:28
1649300	1708500	Der Widerstand zu versteifen droht, muss Artillerie heran.	27:29	28:28
1708880	1726800	Aus Feldstellungen und Erdlöchern kommen die Bolschewiken heraus.	28:28	28:46
1726800	1729340	Sie waren dem deutschen Amtssturm nicht gewachsen.	28:46	28:49
1729640	1782030	Die Dichter werden die Kolonnen der Gefangenen.	28:49	29:42
1843540	1848640	Die deutsche Wehrmacht steht mit ihren Verbündeten in ungebrochener Kraft tief in Feindesland.	30:43	30:48
1849700	1851700	Unaufhaltsam geht es weiter nach Osten.	30:49	30:51
1852400	1858300	Es gilt, den Bolschewismus zu zerschlagen und die Kultur Europas vor der Vernichtung zu bewahren.	30:52	30:58
