start	end	text	start_mm:ss	end_mm:ss
26900	30260	Für den Fischfang unter Wasser wird eine Harpune gespannt.	00:26	00:30
31260	33420	Schwimmhäute an den Füßen erleichtern das Schwimmen.	00:31	00:33
34120	35780	Die Augenmaske soll die Sicht verbessern.	00:34	00:35
39500	41140	Der abenteuerliche Sport beginnt.	00:39	00:41
49040	50660	Seine misstrauische Natur rettet ihn.	00:49	00:50
56340	57320	Mit der Hand gefangen.	00:56	00:57
57820	72930	Buss mit der Unterwasser-Harpune.	00:57	01:12
79710	82270	Elektrischer Strom als Waffe gegen Schädlinge.	01:19	01:22
82610	84370	Die Stromquelle wird auf dem Rücken getragen.	01:22	01:24
85950	88350	An der Spitze dieses Stabes entsteht das Kraftfeld.	01:25	01:28
88350	93250	Hier ist der Beweis für die Wirksamkeit dieser neuen Methode.	01:28	01:33
93910	97350	Der Organismus der Schädlinge zerfällt unter der Einwirkung der Elektrizität.	01:33	01:37
102140	105780	In Sekundenschnelle übt der elektrische Strom seine tödliche Wirkung aus.	01:42	01:45
109880	114040	Die Erfindung ist in erster Linie für die Bekämpfung landwirtschaftlicher Schädlinge gedacht.	01:49	01:54
119090	121810	Vernichtung der unter der Baumrinde sitzenden Insekten.	01:59	02:01
121810	132210	Der Erbauer der Horch-Automobile Dr. Inc. August Horch wurde 75 Jahre alt.	02:01	02:12
132210	141860	Hier erklärt er seinen jüngeren Mitarbeitern die Geheimnisse des Horch-Vierzylinder-Wagens aus dem Jahre 1905.	02:12	02:21
144830	149330	Mit diesem Wagen siegte Horch bei einer internationalen Alpenfahrt im Jahre 1914.	02:24	02:29
156700	160780	Horch, der Sohn eines Schmiedes, hat die stolze Entwicklung des deutschen Automobilbaus	02:36	02:40
160780	164840	bis zu den modernen Rennwagen der Gegenwart entscheidend beeinflusst.	02:40	02:44
165240	169960	Noch heute ist der 75-Jährige in der Auto-Union an führender Stelle tätig.	02:45	02:49
169960	190330	So Pas Khandra Bose, der Vorkämpfer der indischen Freiheitsbewegung schreitet mit deutschen Offizieren die Front der indischen Legion ab die schon vor längerer Zeit im Rahmen der deutschen Wehrmacht ins Leben gerufen wurde.	02:49	03:10
191410	197190	Fahne und Ärmelschild der indischen Soldaten zeigen den springenden Tiger und die Farben gelb-weiß-grün.	03:11	03:17
197190	202960	Der Schwur der Legionäre zum Kampf gegen England.	03:17	03:22
203640	207080	Die aus Mohamedanern, Hindus und Sikhs zusammengesetzte Legion	03:23	03:27
207080	211900	ist heute Seite an Seite mit den deutschen Soldaten gegen den gemeinsamen Feind eingesetzt.	03:27	03:31
212700	214620	Ausmarsch zu einer Felddienstübung.	03:32	03:34
216080	221700	Kose ist inzwischen nach Ostasien zurückgekehrt und hat dort die indische Freiheitsarmee gegründet.	03:36	03:41
221700	228460	Die vorläufige Regierung des freien Indien erklärte jetzt Großbritannien und den USA den Krieg.	03:41	03:48
228460	241730	Auf einem Bauernhof im Warteland.	03:48	04:01
242130	246450	Der Hof wird dem Eichenlaubträger Hauptmann Hein vom Gau zum Eigentum übergeben.	04:02	04:06
247270	252550	Der kriegsbeschädigte Eichenlaubträger und seine Frau empfangen zum Einzug das traditionelle Brot und Salz.	04:07	04:12
264810	268550	Die bäuerliche Jugend ist zu Ehren von Eichenlaubträger Hein angetreten.	04:24	04:28
269010	270850	Er ist Oberbandführer der Hitlerjugend.	04:29	04:30
272190	276410	Auf dem Erntewagen übergibt Gauleiter Greiser den Bauernhof Ehepaar Hein.	04:32	04:36
276410	294860	In der Heeresreit- und Fahrschule Krampnitz.	04:36	04:54
295020	299040	Hier werden Offiziere und Unteroffiziere aller Waffengattungen des Heeres ausgebildet.	04:55	04:59
304530	306950	Vier Spennig und zwei Spennig fahren vom Bock.	05:04	05:06
314620	318220	Ein Viererzug. Dies ist die Vorschule für den Nachschubfahrer der Front.	05:14	05:18
324450	326130	Schulung für den Reiterspähtrupp.	05:24	05:26
332280	336160	Die besten Reiter und Pferde der Schule bewältigen die schwierigsten reiterlichen Aufgaben.	05:32	05:36
343980	345600	Der kritische Blick des Fachmanns.	05:43	05:45
345600	356310	Diese Reiter verdanken ein Gutteil ihres Könnens dem Leiter der Schule, Oberst Mom, der selbst einer der erfolgreichsten deutschen Springreiter ist.	05:45	05:56
389660	396340	In seinem Hauptquartier versammelte der Führer kürzlich seine Reichsleiter, Gauleiter und Verbändeführer zu einer Tagung.	06:29	06:36
396920	398860	Der Führer begrüßt seine politischen Mitarbeiter.	06:36	06:38
416410	420510	Auch die Teilnehmer einer Tagung des Oberkommandos der Wehrmacht wurden vom Führer empfangen.	06:56	07:00
420510	446220	Generalfeldmarschall Keitel, Großadmiral Dönitz, der Handschlag des Führers für seine Generale und Admirale.	07:00	07:26
473460	475260	Von den Kämpfen im Dnepa-Abschnitt.	07:53	07:55
478080	484280	In den von unseren Divisionen geräumten Gebieten wurden alle Anlagen von militärischem und industriellem Wert zerstört.	07:58	08:04
508100	514240	Nach der Überschreitung des Dnepa durch die deutschen Armeen setzen die Sowjets große Truppenmassen zur Bildung von Brückenköpfen an.	08:28	08:34
514760	517980	Ohne Rücksicht auf Verluste trägt der Feind immer neue Angriffe vor.	08:34	08:37
517980	522000	Hier haben bolschewistische Gruppen auf einer Insel in Dnepa Fuß gefasst.	08:37	08:42
522540	527360	Sie werden mit dem Feuer unserer Maschinengewehre, unserer Granatwerfer und Geschütze überschüttet.	08:42	08:47
548940	552720	Für die Frontkämpfer im Großkampf sind Päckchen aus der Heimat nach vorn gekommen.	09:08	09:12
565060	569660	Ein vorgeschobener Beobachter macht sowjetische Kräfte aus, die zum Angriff über den Strom ansetzen.	09:25	09:29
575360	579380	Schwere Granaten reißen große Lücken in die Reihen des angreifenden Feindes.	09:35	09:39
579380	598300	An manchen Stellen ist den Sowjets die Bildung von Brückenköpfen gelungen.	09:39	09:58
598300	600940	Sie werden von allen Seiten unter schweres Feuer genommen.	09:58	10:00
635050	636570	Der Gegenangriff beginnt.	10:35	10:36
642240	647600	Panzer, Sturmgeschütze und Grenadiere rücken konzentrisch gegen die sowjetische Brückenkopfstellung vor.	10:42	10:47
668400	670180	Wird mit größter Erbitterung geführt.	11:08	11:10
670520	672480	Verwundete werden von ihren Kameraden betreut.	11:10	11:12
690330	694410	Das Ergebnis des Vorstoßes ist die Einengung des sowjetischen Brückenkopfes.	11:30	11:34
