start	end	text	start_mm:ss	end_mm:ss
33460	43060	Oberstleutnant Helmut Lendt, Träger der höchsten deutschen Tappbarkeitsauszeichnung des Eichenlaubs mit Schwertern und Brillanten zum Ritterkreuz des Eisernen Kreuzes, ist nicht mehr.	00:33	00:43
43600	51220	Unbesiegt vom Feind hat der Sieger in 102 Nachtjagdkämpfen auf einem Überführungsflug zusammen mit seiner Besatzung den Fliegertod gefunden.	00:43	00:51
54440	59560	Bei einem Staatsakt nehmen die Luftwaffe und mit ihr das deutsche Volk Abschied von dem toten Nachtjäger.	00:54	00:59
63490	66570	Der Reismarschall Hermann Göring begrüßt die Angehörigen.	01:03	01:06
66570	75090	Am Sarge halten sechs Eichenlaubträger, Kommandeure der Nachtjagd, die letzte Ehrenwache.	01:06	01:15
75730	82030	Als Beauftragter des Führers lässt der Reismarschall in knappen soldatischen Worten noch einmal die Gestalt eines unserer Helden erstehen.	01:15	01:22
82530	85570	Unser Lendt war ein begeisterter Soldat, sagte der Reismarschall.	01:22	01:25
86010	88650	Ein harter und zäher Kämpfer, ein strahlender Held.	01:26	01:28
89330	90970	Leidenschaftlicher Wille durchpulste ihn.	01:29	01:30
91410	94830	Der Wille, die Heimat, sein Vaterland und sein Volk zu schützen.	01:31	01:34
94830	112910	Im Osten ist unter gewaltigem Material- und Menscheneinsatz der Gegner zur Herbstoffensive angetreten.	01:34	01:52
113510	122050	Aus den Produktionsstätten der Rüstungsindustrie und dem Kräftereservoir des deutschen Volkes werden dem Ansturm aus dem Osten unaufhörlich Waffen und Menschen entgegengeworfen.	01:53	02:02
122050	131750	Sturmgeschütze, LKW, Panzer und Brennstoff und die ersten Volksgrenadier-Divisionen auf dem Marsch an die bedrohte Ostgrenze des Reiches.	02:02	02:11
132150	150430	Der Aufstand in Warschau, der am 1. August begann, ist zusammengebrochen.	02:12	02:30
151130	156370	General Bohr, der Führer der Aufständischen, nach der Verhandlung mit SS-Obergruppenführer von dem Bach.	02:31	02:36
159350	164390	Als Folge der Kapitulation erfolgt in langen Kolonnen der Marsch der Aufständischen in die Gefangenschaft.	02:39	02:44
