start	end	text	start_mm:ss	end_mm:ss
24210	31430	Vor wenigen Monaten wurde im Staate Washington mit der Tacoma Nero Bridge die drittgrößte Hängebrücke der Welt fertiggestellt.	00:24	00:31
36100	40280	Ihre starken Schwingungen brachten ihr bald den Spitznamen Galoppierende Gerda ein.	00:36	00:40
40740	43620	Jetzt wurde ihr der erste winterliche Wirbelsturm zum Verhängnis.	00:40	00:43
61120	70460	Ein Professor der Universität Washington, der die Ursache der starken Schwingungen untersuchen wollte wurde Zeuge dieser Katapel, die er geistesgegenwärtig mit einer Schmalfilmkamera aufnahm.	01:01	01:10
70460	85850	Das 1,5 Millionen Dollar kostete diese Brücke, die man ein neues Wunder der Technik nannte.	01:10	01:25
86350	90670	In wenigen Minuten wurde sie völlig zerstört, vom Winde verweht.	01:26	01:30
95320	98760	In Paris fand für Jean Chiappe eine würdige Trauerfeier statt.	01:35	01:38
99180	104240	Chiappe, der neu ernannte französische Oberkommissar für Syrien, wurde auf seinem Flug nach Afrika	01:39	01:44
104240	107580	von einem englischen Jäger über dem Mittelmeer feige abgeschossen.	01:44	01:47
108200	111900	Mit diesem Meuchelmord an einen führenden Mann einer noch kürzlich verbündeten Nation	01:48	01:51
111900	116580	dokumentierte Winston Churchill aufs Neue den wahren Charakter Englands.	01:51	01:56
119840	125420	An Bord eines französischen Schlachtschiffes zeichnete Admiral Dallin durch Überreichung von Orden und Ehrenzeichen	01:59	02:05
125420	131200	französische Seeleute aus, die den Feigenüberfall starker englischer Streitkräfte auf Oran abwehrten.	02:05	02:11
131600	134720	Das englische Piratenstück forderte damals 1300 Todesopfer.	02:11	02:14
134960	145550	Auf Anordnung des Führers wurden die sterblichen Überreste des Herzogs von Reichstadt des Sohnes Napoleons I. von Wien nach Paris überführt.	02:14	02:25
146290	148650	Der Sarkophag auf dem Wiener Westbahnhof.	02:26	02:28
160090	161350	Ankunft in Paris.	02:40	02:41
161990	164590	Französische Gendarmerie bildet das Ehrengeleit.	02:41	02:44
165090	170110	In der Mitte Admiral Dallin, der als Vertreter der französischen Regierung den Sarkophag übernahm	02:45	02:50
170110	176330	und zugleich den Dank dafür überbrachte, dass der Sohn Napoleons nun nach Frankreich zurückkehren durfte.	02:50	02:56
176510	193860	Im Invalidendom der Ruhestätte Napoleons wurde die Übergabe in feierlicher Weise vollzogen.	02:56	03:13
193860	199070	Lublin.	03:13	03:19
199610	204250	Vor 800 Jahren wurde diese Stadt als deutsche Grenzsiedlung im Osten gegründet.	03:19	03:24
204650	209970	Heute ist Lublin, dicht an der deutsch-russischen Interessengrenze, wieder vor Posten des Deutschtums.	03:24	03:29
213560	220780	Die Vierjahresplanausstellung, die als Wanderschau in allen Gauen des Reiches zu sehen war wurde kürzlich auch in Lublin gezeigt.	03:33	03:40
220780	240850	Schloss Reisen bei Lissa wurde kürzlich die erste nationalpolitische Erziehungsanstalt des Wartegaus eröffnet.	03:40	04:00
241370	241950	Morgenwäsche.	04:01	04:01
251370	259150	Die Jungmannen, die hier in umfassender Weise geistig, charakterlich und körperlich erzogen werden stellen eine Auslese der deutschen Jugend dar.	04:11	04:19
259630	263830	Schloss Reisen ist vor allem für die Erziehung deutscher Jugend aus dem Osten bestimmt.	04:19	04:23
265450	267170	Antreten zum Frühsport.	04:25	04:27
302340	305900	Das Überwinden einer Eskaladierwand macht jedem Jungen Spaß.	05:02	05:05
305900	317760	Auf den wissenschaftlichen Unterricht wird ganz besonderer Wert gelegt.	05:05	05:17
318200	325480	Entscheidend für die Aufnahme in die Napola sind Charakter, Haltung und Begabung des Jungen nicht Stand oder wirtschaftliche Stellung des Vaters.	05:18	05:25
326020	328320	Das zum Beispiel ist der Sohn eines Landarbeiters.	05:26	05:28
332390	334090	Der Sohn eines Fabrikbesitzers.	05:32	05:34
336340	336980	Geschichtsunterricht.	05:36	05:36
340180	342200	Der Sohn eines Bauern aus dem Warteland.	05:40	05:42
344000	344640	Physikunterricht.	05:44	05:44
344880	346320	Versuche zur Schießlehre.	05:44	05:46
362760	365780	Auch der Turnunterricht steht im Dienste der Charakterbildung.	06:02	06:05
365780	371360	Er erzieht zu Mut, Tapferkeit und Haltung und damit zum entschlossenen Handeln.	06:05	06:11
391780	395860	Der Staatschef der SA, Viktor Lutze, feierte seinen 50. Geburtstag.	06:31	06:35
396400	400980	Generalfeldmarschall von Brauchitsch überreichte dem Staatschef einen Ehrendolch des Heeres.	06:36	06:40
401480	406920	Mit dieser Ehrengabe fand die enge Zusammenarbeit zwischen Heer und SA ihren sichtbaren Ausdruck.	06:41	06:46
409460	413620	Mit Ritterkreuzen ausgezeichnete SA-Führer gratulieren ihrem Staatschef.	06:49	06:53
413620	420210	Der Glückwunsch der Gruppen- und Obergruppenführer.	06:53	07:00
432480	440050	Reichsminister Daré und Reichsleiter Rosenberg gratulieren.	07:12	07:20
441410	452880	Reichsminister Dr. Goebbels, der mit Staatschef Lutze bereits im Jahre 1924 im Ruhrgebiet zusammenkämpfte spricht dem alten Kameraden seine Glückwünsche aus.	07:21	07:32
452880	466480	Der Führer stattete seinem Stabschef bereits am Vorabend einen Besuch ab um ihm persönlich seine herzlichsten Glückwünsche auszusprechen.	07:32	07:46
486070	487590	Winter in Norwegen.	08:06	08:07
488150	492330	Die Lappen ziehen mit ihren Rentierherden von den Bergen des Nordens zu Tal.	08:08	08:12
496350	497910	Eine deutsche Polizeistreife.	08:16	08:17
498310	501330	Sie hat den Auftrag, für ihre Abteilung Frischfleisch zu besorgen.	08:18	08:21
501330	512860	Die gewünschten Tiere werden von der Herde getrennt und dann mit dem Lasso eingefangen.	08:21	08:32
512860	548060	Hier wird ausgewogen.	08:32	09:08
566020	568200	Ein guter Tropfen soll den Kauf besiegeln.	09:26	09:28
568540	575190	Die guten Tage ist ausgesorgt.	09:28	09:35
601360	604520	An der Unterkunft Rentierfell neben Rentierfell.	10:01	10:04
604960	607620	Über Mangel an Appetit kann man hier nicht klagen.	10:04	10:07
623020	626000	Eine Minensuchflotille in einem Hafen an der Kanalküste.	10:23	10:26
630100	635380	Kapitän zur See und Commodore Ruge, der Führer der Minensuchboote, besichtigt den Verband.	10:30	10:35
643510	647410	Verdiente Offiziere und Mannschaften erhalten das neue Minensuchabzeichen.	10:43	10:47
647410	650930	Es ist der Lohn für eine zähe und gefahrvolle Arbeit.	10:47	10:50
662060	663280	Die Flotille läuft aus.	11:02	11:03
667640	672880	Der Tarnanstrich soll die Konturen der Boote verwischen und damit dem Gegner das Erkennen erschweren.	11:07	11:12
673280	692100	Das Suchgerät wird ausgebrannt.	11:13	11:32
695140	709840	In geschlossenem Verband wird die See planmäßig abgesucht.	11:35	11:49
710280	724700	Wasserbojen werden geworfen.	11:50	12:04
724900	726700	Sie sollen den Räumstreifen markieren.	12:04	12:06
737260	738920	Zwischendurch wird Essen gefasst.	12:17	12:18
738920	748420	Die durch das Räumgerät von ihrer Verankerung gelöst wurden, sind hochgekommen und werden nun durch Beschuss unschädlich gemacht.	12:18	12:28
748980	751620	Teils laufen sie voll Wasser und sinken auf den Meeresboden.	12:28	12:31
752080	754700	Teils werden sie durch den Beschuss zur Explosion gebracht.	12:32	12:34
755420	778390	Maschinenpersonal schnappt frische Luft.	12:35	12:58
785300	789760	Torpedoboote sichern die Arbeiten der Minensucher gegen überraschende feindliche Angriffe.	13:05	13:09
790340	793680	Weit vorgeschoben überwachen sie die See um Englands Küste.	13:10	13:13
793680	823660	Torpedoboote sichern die Erkennen.	13:13	13:43
