chapter	content
1	1. Kämpfe im Raum um Tobruk, Italienisch-Libyen, 1941 Kartentrick: Schematische Darstellung der Afrikafront Tobruk – Sollum. Artilleriebeobachter- und Koordinatoren in Stellungen im Felsboden. Laden und Abfeuern von schweren italienischen Haubitzen (Cannone da 149/35), einer Flugabwehrkanone (8,8 cm Flak) und von leichten Feldhaubitzen (10,5 cm leFH 18); Einschläge im Wüstengelände.
2	2. Angriffsflug auf Tobruk, Italienisch-Libyen, 1941 Sturzkampfflugzeuge (Stuka Junkers Ju 87) beim Starten und im Flug. Bombeneinschläge im Gebiet außerhalb der Stadt.
3	3. Panzergefecht im Raume um Sollum, Ägypten, 1941 Einsatz eines deutschen Panzer IV; Panzer beim Feuern und Panzerschütze beim Ausrichten der Kanone. Überreste von zerstörten britischen Panzern (Matilda II). Generalleutnant Erwin Rommel beim Besichtigen der zerstörten Panzer. Panzertruppen beim Zubereiten von Spiegeleiern auf der Panzerplatte eines Panzer II.
4	4. „Bunter Nachmittag“ mit Einheiten der Luftwaffe in Nordafrika, 1941 Die Truppen in landesüblicher weißer Tracht und mit Turban in einem Wüstenlager. Vorführungen der Einheimischen: Schlangenbeschwörer und Maultierrennen. Weitere Veranstaltungen: Boxen, Hau den Lukas, Tauziehen und ein „Wüstenkarusell“.
5	5. Kämpfe im Gebiet um Murmansk, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Schematische Darstellung der Nordfront um Murmansk. General Eduard Dietl mit einem Offizier im Kampfgebiet; Infanterie geht an der Küste der Eismeerfjorden in Stellung; Gewehr- sowie Maschinenpistolen (MP)- und Maschinengewehr (MG)-Feuer. Ein Verwundeter wird am Kopf verbunden.
6	6. Besuch des finnischen Ministerpräsidenten in einem Kampfgebiet, Finnland, 1941 Nach Kämpfen in Mittelfinnland besichtigt der finnische Ministerpräsident Johan Wilhelm Rangell das Kampfgebiet und erbeutetes sowjetisches Kriegsmaterial (u.a. 152 mm Kanone M1910/30).
7	7. Deutsche und finnische Soldaten beim Überqueren eines Gewässers, Finnland, 1941 Soldaten bringen in Südfinnland Sturmboote zu Wasser und überqueren einen See.
8	8. Gefechte im Gebiet um Viipuri, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kavallerie auf dem Marsch; an einem sowjetischen Schlepper (T-20 „Komsomolets“) vorbei. Leichte Feldhaubitze wird auf einer Straße in Stellung gebracht und abgefeuert; feuernde leichte Panzerabwehrkanonen (3,7 cm PaK 36). MG-Feuer (Lahti-Saloranta M/26 und Maxim M/32-33); finnische Infanterie beim Vorstürmen teilweise unter Deckung von Rauchgranaten; Artillerieeinschläge.
9	9. Verlassene Küstenstellungen der eingenommenen Stadt Otschakow werden wieder instand gesetzt, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Im Süden der Ostfront, Gebiete am Schwarzen Meer. Die geräumte Küstenstellung. Verankerung einer 8,8 cm Flak in den Boden. Einrichtung von Beobachtungsständen. Markierungen an dem Lauf einer Flak.
10	10. Kampfgebiet vor Odessa, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Rumänische Panzerverbände (Renault R-35) auf dem Vormarsch in der südlichen Ukraine. Getarnte rumänische Artilleriestellungen beim Feuern; Einschläge im Gelände. Einsatz eines Flammenwerfers. Der rumänische Staatschef Ion Antonescu besichtigt zerstörte Bunkeranlagen und Beutegut.
11	"11. Zerstörte Gruben- und Förderanlagen für die Gewinnung von Eisenerzen bei Kriwoi Rog, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Die Grubenanlagen und zerstörte Einrichtungen. Wiederherstellungsarbeiten an den Anlagen und Maschinen durch „Spezialkommandos der Wehrmacht"". Materialabtransport auf dem Betriebsgelände. Aufnahmen von Bewohnern und ihren Unterkünften am Rande von Kriwoi Rog; ""für solche verdreckten Löcher musste der bolschewistische Arbeiter eine Miete bezahlen, die einen großen Teil seines kümmerlichen Lohnes verschlang"" (Sprecherton). Verwaltungsgebäude in der Innenstadt und die Zellen in einem „GPU-Gefängnis“ (Sprecherton)."
12	12. Der „Ukrainischer Selbstschutz“, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Anti-sowjetische Propagandazeichnung und Einheiten des „Ukrainischen Selbstschutzes“ beim Waffenreinigen und Marschieren.
13	13. Beobachtungen für die Artillerie durch einen Aufklärungsballon, Sowjetunion, 1941 Aufstieg eines Aufklärungsballons. Erkundung des Geländes durch einen Beobachter. Weitergabe der Gelände-Referenzen an eine Befehlsstelle der Artillerie. Sowjetische Fahrzeugkolonne auf einer Feldstraße; Beobachter gibt die Meldung durch. Funkeinheiten nehmen die Meldung entgegen. Getarnte leichte Feldhaubitzen werden abgefeuert und nachgeladen. Rauchschwaden in der Ferne. Zerstörtes sowjetisches Kriegsgerät und gefallene Soldaten in Schützenlöchern.
14	14. Kavallerie im Einsatz, Sowjetunion, 1941 Schlafende Soldaten während einer Marschpause. Pferde werden gesattelt und bepackt. Kavallerie auf einer Feldstraße und durch ein Dorf reitend. Im Galopp unter Artilleriebeschuss. Abgesessene Kavallerie geht durch die Überreste eines zerstörten Dorfes.
