chapter	content
1	1. Jugoslawischer Ministerpräsident Cvetković und Außenminister Cincar-Marković auf dem Berghof, Obersalzberg, Deutsches Reich, 1941 Empfang des jugoslawischen Ministerpräsidenten Dragiša Cvetković und des Außenministers Aleksandar Cincar-Marković durch Adolf Hitler auf dem Berghof am Obersalzberg am 14.02.1941.
2	2. Amtseinführung des neuen Burgkommandanten Dr. Hupfauer, Sonthofen, Deutsches Reich, 1941 Amtseinführung des neuen Burgkommandanten Theoder Hupfauer durch Reichsorganisationsleiter Robert Ley auf der Hitler-Schule „NS Ordensburg Sonthofen“ am 05.02.1941. Festakt in Anwesenheit von „Adolf-Hitler-Schülern“. Übergabe der Fahne der Burg. Aufnahmen aus dem Alltag der „Adolf-Hitler-Schüler“ auf der Burg: Schülerkonzert, Kunstunterricht, Arbeit in der Kunstschmiede, Betten- und Schrankappell im Schlafsaal.
3	3. Großkundgebung der DAF im Berliner Sportpalast, Deutsches Reich, 1941 Großkundgebung der Deutschen Arbeitsfront (DAF) am 11.02.1941. Einzug der Betriebsfahnen und der Goldenen Fahnen ausgezeichneter Musterbetriebe. Rede von Propagandaminister Joseph Goebbels.
4	4. Chef der dänischen Ordnungspolizei in Berlin, Deutsches Reich, 1941 Besuch des Chefs der dänischen Ordnungspolizei anlässlich des „Tages der Polizei“. Abschreiten einer Ehrenformation in Begleitung von Polizeipräsident Wolf Heinrich Graf von Helldorf. Kranzniederlegung am Ehrenmal der Polizei am „Horst-Wessel-Platz“.
5	5. Tag der deutschen Polizei in Berlin, Deutsches Reich, 1941 Sammelaktion der Polizei für das Kriegswinterhilfswerk. Morgenruf des Polizeiorchesters auf Pferden. Vorführung von Diensthunden. Vergnügungspark für Kinder auf dem Exerzierplatz der ehemaligen Maikäferkaserne.
6	6. Korvettenkapitän von Stockhausen in Trendelburg, Deutsches Reich, 1941 Besuch des Korvettenkapitäns Hans-Gerrit von Stockhausen mit der Besatzung des Unterseebootes (U-Boot) „U 65“ (Typ IX B). Einwohner werden zum Empfang am Bahnhof aufgerufen. Ankunft Stockhausens und seiner U-Boot Besatzung. Begrüßung durch seinen Vater Oberst Hans-Adalbert von Stockhausen. Begrüßung durch die Familie. Stockausen meldet seinem Vater die Mannschaft von „U 65“. Bund Deutscher Mädel (BDM)-Schülerinnen stecken den Seeleuten Maiglöckchen an. Marsch durch die Ortschaft. Feierlichkeiten auf der Burg. Bild von Trendelburg als Geschenk für Stockhausen. Geschenke für die Besatzung. Stockhausen im Gespräch mit seiner Familie. Tanzabend der Besatzung mit der Bevölkerung.
7	7. Fertigstellung eines Wasserkraftgenerators, Berlin, Deutsches Reich, 1941 Fertigstellung des Wasserkraftgenerators in den Siemens-Werken. Generatorwelle auf der Drehbank. Aufsetzen der Tragkonstruktion. Schnittmodell des Generators.
8	8. Bildhauer bei der Arbeit, Berlin, Deutsches Reich, 1941 Bildhauer Arno Breker bei der Arbeit an der Plastik „Die Bereitschaft“. Übertragen der Einzelteile in immer größere Dimensionen. Relief „Aufbruch zum Kampf“. Plastik „Die Anmut“.
9	9. Deutsche Flieger auf einer Eisbahn, Paris, Frankreich, 1941 Deutsche Flieger beim Schlittschuhlaufen auf einer Eisbahn in Paris.
10	10. Skiweltmeisterschaften in Cortina d'Ampezzo, Italien, 1941 Einmarsch der Teilnehmer. Unter den Gästen ist Reichssportführer Hans von Tschammer und Osten. Eiskunstlauf des Ehepaares Maxi und Ernst Baier. Spezialsprunglauf, Torlauf, Abfahrtslauf.
11	11. Sanitätsübung im Hochgebirge, Deutsches Reich, 1941 Bergen eines Verwundeten. Abseilen des Verwundeten. Ankunft in der Sanitätsstation.
12	12. Deutscher Fernkampfbomber im Einsatz, Deutsches Reich/Großbritannien, 1941 Rückkehr eines deutschen Fernkampfflugzeuges (Focke-Wulf Fw 200 „Condor“) vom Einsatz. Begrüßung der Mannschaft. Am Rumpf der Maschine wird ein Balken für einen versenkten Frachter aufgemalt. Klarmachen eines weiteren Fernkampfbombers. Flug des Bombers. Bordfunker bei der Arbeit. Beobachten der englischen Ostküste. Englische Frachter und Tanker werden gesichtet. Bombenabwürfe auf den Frachter. Bordschütze beim Beschuss englischer Wasserflugzeuge. Angriff auf ein getauchtes englisches U-Boot. Detonation im Wasser.
