chapter	content
1	1. Minenräumung auf dem Jangtsekiang, China, 1941 Minenräumung auf dem Jangtsekiang durch japanische Marineeinheiten. Kavallerie. Maschinegewehr (MG)-Feuer.
2	2. Brand in Santander, Spanien, 1941 Feuerwehr bei Löscharbeiten. Einstürzende Gebäude. Zerstörte Stadtteile.
3	3. Eissprengungen auf Weichsel und Donau, Generalgouvernement/Ungarn, 1941 Eissprengungen auf der Weichsel. Detonationen. Eissprengungen auf der Donau in Ungarn. Hochwasser und Treibeis auf der Donau bei Budapest. Lebensmittelversorgung von abgeschnitten Gebiete durch Flugzeuge des ungarischen Roten Kreuzes.
4	4. NSKK Transport-Standarte „Speer“, Berlin, Deutsches Reich, 1941 Appell der Nationalsozialistischen Kraftfahrkorps (NSKK) Transport-Standarte „Speer“. Verleihung des Kriegsverdienstkreuzes durch Korpsführer Adolf Hühnlein. Erbeutete Kettenfahrzeuge fahren vor. Einsatz der Standarte in Berlin zum Transport von Baumaterialien. Kriegsgefangene beim Entladen von Zement.
5	5.
6	6. Winterspiele der HJ, Garmisch-Partenkirchen, Deutsches Reich, 1941 Eröffnung der Winterspiele der Hitlerjugend (HJ) durch Reichsminister Rudolf Heß. Er schreitet in Begleitung von Reichsjugendführer Arthur Axmann und Reichssportführer Hans von Tschammer und Osten die Front der Teilnehmer ab. Heß bei der Begrüßung einzelner Jugendlicher. Oberstleutnant der Luftwaffe Adolf Galland gibt Autogramme. Torlauf, Skispringen, Paarlauf im Olympia-Eisstadion, Gruppenlauf des Bundes deutscher Mädel (BDM) auf Schlittschuhen. 6. „Einbürgerung von Buchenlanddeutschen“, Breslau, Deutsches Reich, 1941 „Einbürgerung“ von „Buchenlanddeutschen“ in der Jahrhunderthalle in Breslau durch Reichsführer SS Heinrich Himmler. Eintreffen Himmlers mit dem Gauleiter von Schlesien Karl Hanke. Ein Sprecher der „Buchenlanddeutschen“ legt das Gelöbnis ab. Himmler bei seiner Rede und beim Überreichen der Einbürgerungsurkunden.
7	7. Eröffnung der Reichsmesse Leipzig, Deutsches Reich, 1941 Eröffnung der Leipziger Reichsmesse durch Propagandaminister Joseph Goebbels im Gewandhaus. Goebbels bei seiner Rede. Rundgang durch die Ausstellung.
8	8. Treffen zwischen Hermann Göring und dem rumänischen Staatschef Antonescu, Wien, Ostmark, 1941 Eintreffen von Reichsmarschall Hermann Göring mit einem Transportflugzeug (Junkers Ju 52/3m) auf dem Flughafen in Wien und Begrüßung des rumänischen Staatschefs Ion Antonescu. Abschreiten einer Ehrenformation. Fahrt zum Schloss Belvedere. Göring und Antonescu beim Gespräch im Schloss.
9	9. Hitler besichtigt die Bauarbeiten der Nibelungenbrücke, Linz, Oberdonau, Ostmark, 1941 Adolf Hitler besichtigt die Bauarbeiten der Nibelungenbrücke in Begleitung vom Leiter der Partei-Kanzlei Martin Bormann und Gauleiter von Oberdonau August Eigruber.
10	10. U-Boot-Schule, Deutsches Reich, 1941 Rekruten bei der Ausbildung in der Unterseeboot (U-Boot)-Schule der deutschen Kriegsmarine. Signaldienst, Maschinenkunde, Übung mit einem Tauchretter. Bau von U-Booten auf einer Werft. Stapellauf der U-Boote. Tauchübung eines U-Bootes.
11	11. Verlegung von Luftwaffeneinheiten, Bulgarien, 1941 Flug nach Bulgarien. Landung eines Sturzkampfflugzeuges (Stuka Ju 87) auf einem Feldflughafen in Bulgarien. Einmarsch deutscher Truppen in Bulgarien, Panzer IV und leichte 2 cm Flugabwehrkanone (Flak) an Kettenfahrzeuge. Begrüßung und Bewirtung durch die Bevölkerung.
12	12. Deutsche Aufklärungsabteilung, Italien/Italienisch-Libyen, 1941 Zug mit deutschen Truppen bei der Grenzüberschreitung am Brennerpass. Austausch von Lebensmitteln mit italienischen Soldaten. Weiterfahrt. Besteigen von Schiffen in Italien zur Überfahrt nach Afrika. Verladen von Fahrzeugen. Fahrt des Geleitzuges über das Mittelmeer. Löschen der Fracht im Hafen von Tripolis. Zwischenlandung deutscher Kampfflugzeuge in der Wüste. Die Maschinen (Heinkel He 111 und Messerschmitt Bayrische Flugzeugwerke Bf 110) werden aufgetankt. Start der Maschinen. Motorisierte Spähtrupps an der Küste Libyens. Vorrollende Panzerspähwagen in der Wüste. Gefangene britische Soldaten werden an der lybischen Küste abgeführt.
13	13. Fliegergeneral Hans Jeschonnek bei einem Fernkampfverband, Frankreich/Großbritannien, 1941 Fliegergeneral Hans Jeschonnek bei einem Fernkampfverband im besetzen Gebiet. Begrüßung der Offiziere, u.a. Oberleutnant Bernhard Jope und Hauptmann Fritz Fliegel. Nächtlicher Start der Fernkampfflugzeuge (Focke-Wulf Fw 200 „Condor“). Die Einheit überfliegt ein deutsches Kriegsschiff. Sichten eines britischen Geleitzuges an der schottischen Küste. Bombenabwürfe und Bordwaffenbeschuss. Englische Flakabwehr. Sinkende Schiffe (unterlegt mit dem Lied „Bomben auf Engeland“).
