chapter	content
1	"1. Schanzarbeiten, Deutsches Reich, 1944. Bergleute kommen aus dem Schacht. Abgabe der Grubenlampen. Bergleute erhalten Schaufeln, auf dem Marsch mit geschulterten Werkzeugen, beim Erdaushub eines Grabens. Entladung eines Güterzuges. Bau eines Beton-Zweimann-Bunkers mit Hilfe einer Holzverschalung. (Sprecher) „Schanzsonntag“ der Rückwärtigen Dienste im Generalgouvernement. Schild: ""Geschlossen!"". Leeres Büro. Männer bei Erdarbeiten. Uniformen liegen auf der Erde. Ein Mann nimmt seinen Ring ab. Ausheben eines Panzergrabens."
2	2. Flucht, Sowjetunion, Deutsches Reich, 1944. Kartentrick: Westliche Sowjetunion, Deutsches Reich, Polen, Narwa, Dünaburg, Kauen, Wilna, Mariampole, Warschau, Sieldce, Weichsel. Menschen im Hafen, Schiffe. Einschiffung der Flüchtlinge im Hafen von Reval. Abtransport estnischer Zivilbevölkerung auf deutschen Frachtdampfern. Fahrt des Geleitzuges auf der Ostsee. Geleitzug mit leichten deutschen Seestreitkräften (Zerstörer). Ankunft in einem deutschen Hafen. Frau bedankt sich durch Händeschütteln beim Kapitän.
3	3. Rekrutierung, Sowjetunion, 1944. (Sprecher:) „Junge Letten haben sich freiwillig in den Dienst der deutschen Sache gestellt.“ Formationen von Soldaten der Luftwaffe. Ärmel-Aufnäher „LATVIJA“. Vereidigung der Luftwaffenhelfer. Vorbeimarsch der Truppen.
4	4. Luftkrieg, Sowjetunion, 1944. FW 190 im Tiefflug und im Formationsflug (Bordkamera). Abwurf von Bomben (Bordkamera). Brände in der Tiefe (Bordkamera). Tiefflugangriff auf Bodenziele mit Bordwaffen.
5	5. Rückzug, Sowjetunion, 1944. Lagebesprechung. Infanterie marschiert im Morgennebel. Infanteristen greifen im Morgennebel an. Lastkraftwagen und Schützenpanzer mit Flak 8,8 cm fahren auf einer Landstraße. Sturmgeschütze im Wald. Infanterie auf dem Marsch. Aufgehende Sonne. Grenadiere mit Panzerfaust und Sturmgeschütze im Gefecht. Brennende sowjetische T34 Panzer. Zerstörter SU-152. Panzerwracks verschiedener Typen. Wrack wird von Soldaten besichtigt.
6	6. Warschauer Aufstand, Polen, 1944. Rauchwolken über der Stadt. Sturzkampfflugzeuge Ju 87 am Himmel. Angriff einer Ju 87 auf ein großes Gebäude. Bombenabwurf. Sturzflug einer Stuka. Bombeneinschläge (oder Sprengung?) in Wohnblocks. Explosionen. Rauchwolken.
7	7. Rückzug, Frankreich, 1944. Kartentrick: Deutsches Reich, Luxemburg, Niederlande, Belgien, Frankreich, Aachen, Arnheim, Nimwegen, Eindhoven, Antwerpen, Calais, Boulogne, Pont-à-Mousson, Nancy, Luneville, Remiremont, Belfort. Panther-Panzer mit aufgegessenen Infanteristen auf einer Landstraße „im Raum Luneville“ (Sprecher). Flakpanzer, Panzer IV. Panzergrenadiere in einem Waldstück (vermutlich Hürtgenwald). General Hasso von Manteuffel mit Offizieren bei einer Besprechung. Panzer und Infanterie bringen sich in Stellung. Grenadiere im Gefecht auf einem Feld. Verlassene amerikanische Fahrzeuge, Jeep, Halbkettenfahrzeuge mit Schriftzug „5 Komp Lt. Spaathen“. Gefangene US-Amerikaner in einem Dorf. Mittleres Artilleriegeschütz feuert. Blick auf die Stadt Luneville (?). Rauchwolken. Straßenkampf. Explosion.
8	8. Josef Goebbels besucht Walter Model im Westen, 1944. Besuch von Reichsminister Josef Goebbels im Hauptquartier von Generalfeldmarschall Walter Model. Model begrüßt Goebbels. Model verabschiedet Goebbels. Goebbels fährt im Pkw ab.
9	"9. Josef Goebbels, Köln, Deutsches Reich, 1944. Plakat: „Front und Heimat kennen nur ein Ziel: Kampf bis zum Sieg!“ Plakat: ""Unerschütterlich, Kampfentschlossen, Siegesgewiss!“ Plakat: „Mit dem Führer zum Sieg"". NS-Standarte „Köln“. Josef Goebbels spricht auf einer Großkundgebung in Köln zu Rüstungsarbeitern (Original-Ton: ""Das wird der Feind in den nächsten Wochen und Monaten zu spüren bekommen, dass es etwas anderes ist, Paris und Bukarest und dass es etwas anderes ist, Köln und Königsberg zu besetzen. (Beifall). Wir sind in den vergangenen Wochen fieberhaft an der Arbeit gewesen, eine neue Westverteidigung aufzubauen. Und wenn ich heute zum ersten Mal wieder in dieser bedrohten Westprovinz das Wort ergreife, so habe ich das tiefe Bedürfnis, der Bevölkerung meiner rheinischen Heimat dafür meinen Dank und vor allem die Anerkennung des Führers zum Ausdruck zu bringen. Was hier geleistet worden ist, ist über jedes Lob erhaben. Man soll sich nämlich keinen Illusionen hingeben, dass, wenn es dem Feind gelänge, in unserem Land einzubrechen, dass es etwa unter dem Regime der Anglo-Amerikaner besser zu leben wäre, als unter dem Regime der Bolschewisten. Eher würden wir uns die Hände blutig arbeiten und würden wir bis zum letzten Atemzug kämpfen, eh dass wir zuließen, dass der Feind das deutsche Land besetzte und uns seinen Willen aufzwänge. (Beifall). Ihr seid als Vertreter des Volkes andererseits aber auch als Vertreter dieser meiner rheinischen Heimat, der ich mich auch heute noch zugehörig fühle, vor der Nation und vor der ganzen Welt zu erklären, dass wir dieses Gebiet niemals aufgeben werden und es verteidigen werden wie eine Festung bis zum letzten Atemzug."" Beifall. Arbeiter klatschen. NS-Standarte „Rhein“."
10	"10. Parade, 1944. Panzer vom Typ ""Königstiger"" in Paradeaufstellung. Der Kommandeur fährt im Panzer die Front der Paradeaufstellung ab. (Sprecher:) „Das ist der Königstiger.“ Panzer Typ Königstiger fahren in Paradeformation an der Kamera vorüber."
