chapter	content
Vorfilm	„Thomas“ Gespielte Szenen: Thomas tröstet eine junge Frau, deren Mann nicht auf Urlaub kam; er fordert sie auf, einen Brief mit erfreulichen Mitteilungen zu schreiben.
1	1. Freiwillige für den Kriegsdienst, Kolomea, Generalgouvernement, 1943 In der galizischen Stadt Kolomea: Freiwillige für den Kriegsdienst versammeln sich auf einem freien Platz; zahlreiche Zuschauer; Kundgebung mit Ansprache des Gouverneurs SS-Brigadeführer Otto Wächter; Vorbeimarsch und Umzug der Kriegsfreiwilligen in Zivil durch eine Stadt, Teile der Marschierenden und der Bevölkerung beim Zeigen des Hitlergrußes.
2	2. Kriegsfreiwillige der Hitlerjugend werden in die Waffen-SS aufgenommen, Deutsches Reich, 1943 Kriegsfreiwillige der Hitlerjugend sind auf einem Platz angetreten; Trommelwirbel; Reichsführer-SS Heinrich Himmler, Reichsjugendführer Artur Axmann und Reichsinspekteur der Wehrertüchtigungslager der Hitlerjugend Gerhard Hein besichtigen die neu aufgestellten Verbände; Himmler spricht zu den Jungen; Vorbeimarsch.
3	3. Die 44. Infanterie-Division erhält den Ehrennamen „Reichsgrenadier-Division Hoch- und Deutschmeister“, Deutsches Reich, 1943 In einer mit großem Eisernem Kreuz geschmückten Halle: NS-Standarten; Einmarsch, eine Kapelle spielt; Reichsstatthalter Baldur von Schirach spricht zu den Offizieren; die Mannschaften und Offiziere im Publikum; die Traditionsfahne der Einheit senkt sich zum Gedenken der bei Stalingrad gefallenen Soldaten der Einheit.
4	4. Ausbildung an einer Flak-Erdkampfschule der Luftwaffe, Deutsches Reich, 1943 Fahrt der Mannschaften in das Übungsgelände mit Flugabwehrkanonen (2 cm, 3,7 cm und 8,8 cm Flak); Zielschießübungen mit den verschiedenen Flak auf Bodenziele und Beobachtung der Einschläge; Üben der Zusammenarbeit zwischen Infanterie und Artillerie; Vormarsch durch das Gelände, die Einheiten auf verschiedenen Fahrzeugen; Abfeuern der Geschütze.
5	5. Eine Frontbuchhandlung an der Ostfront, Sowjetunion, 1943 Kartentrick: Ostfront, Dnjepr, Don, Wolga, Moskau, Rostow. Eine Frontbuchhandlung im Omnibus fährt zu einer Batteriestellung. Soldaten und Offiziere kaufen Bücher und bringen sie den Kameraden; Soldaten beim Durchblättern der Bücher. Soldaten beim Sportunterricht an improvisierten Sportgeräten; bei Sportspielen; beim Boxen; Baden.
6	6. Arbeiten in einer Schiffswerft am Dnjepr, Reichskommissariat Ukraine, 1943 Eine Schiffswerft mit Dampfern. Schneiden von Brettern. Reparaturarbeiten an einer Schiffsmaschine; Blick in die werfteigene Gießerei und Schmiede.
7	7. Gefechte im Schilf in der Kubanregion, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1943 Ein Regimentsgefechtsstand in einem Sumpfgelände; eine Gruppe von Soldaten packt die Ausrüstung zusammen (Soldat mit Maschinenpistole (MP 40) lädt eine Pistole) und bricht auf; Marsch durch das Sumpfgelände; Gefecht im Schilf; eine Funkstelle gibt Meldung an die Feuerleitstelle der Artillerie. Leichte Feldhaubitzen (10,5 cm leFH 18) und Granatwerfer beschießen die sowjetischen Stellungen; Infanterie im Einsatz mit Maschinengewehr (MG); 8,8 cm Flak; Mörser (21 cm Mrs 18); Karabinern.
8	8. Albert Speer erhält im Führerhauptquartier „Wolfsschanze“ den „Fritz-Todt-Ring“, Ostpreußen, Deutsches Reich, 1943 Der Reichsminister für Bewaffnung und Munition Albert Speer und Adolf Hitler mit Delegation auf dem Gelände des Hauptquartiers. Hitler und Speer im Gespräch; Hitler überreicht Speer in Anwesenheit führender Männer der deutschen Rüstungsindustrie den „Fritz-Todt-Ring“ der deutschen Technik.
9	9. Großkundgebung am 05.06.1943 im Berliner Sportpalast zu Ehren der deutschen Ingenieure und Rüstungsarbeiter und deutsche Rüstungsbetriebe, Deutsches Reich, 1943 Einmarsch der Fahnenträger. Generalmajor Adolf Galland, Generaloberst Heinz Guderian und Albert Speer werden von Propagandaminister Joseph Goebbels begrüßt; jubelnde Menschen; Speer spricht zu den Versammelten; einzelne Zuschauer. Die Stahlproduktionsbetriebe und ein Munitionswerk: Arbeiter und laufende Maschinen. Neu hergestellte Artilleriegeschosse in einem Lagerraum für Munition. Herstellung von Kriegsgeräten: Panzerabwehrkanonen (7,5 cm PaK 40) vor der Auslieferung; Schiffsgeschütze; Geschütze für Unterseeboote (U-Boote); 8,8 cm Flak. Ein Zug mit 8,8 cm Flak fährt ab. Herstellung von Torpedos. Stapellauf von U-Booten (Typ VII). Bau von Kampfflugzeugen (Junkers Ju 88); Sturzkampfflugzeuge (Stuka Ju 87) werden auf einem Feld aufgestellt. Unfertige Panzerspähwagen in einer Fabrikhalle; Wagen werden nach Draußen gefahren. Herstellung von Selbstfahrlaffetten (Panzerhaubitze „Wespe“). Panzerchassis (u.a. Panzer VI „Tiger“); Auflegen der Ketten; Verladen eines Sturmgeschützes (StuG III); StuG III und ein Tiger fahren durch die Halle nach draußen (u.a. mit einem Panzer V „Panther“). Abgedeckte Selbstfahrlafetten (Sturmpanzer 38(t) „Grille“). Panzer IV fahren an einen Bahnsteig; der beladene Zug fährt ab. Wieder im Sportpalast: führende Männer der Rüstung erhalten das Ritterkreuz zum Kriegsverdienstkreuz: Albin Sawatzki durch Guderian; Obermeister Johannes Holtmayer durch General der Waffen-SS Josef „Sepp“ Dietrich; Joseph Hinkerohe durch Generalleutnant Ludwig Wolff; Karl Schmid durch Galland und Obermeister Christian Davidshöfer durch Korvettenkapitän Heinrich Liebe; das Ritterkreuz zum Kriegsverdienstkreuz erhalten des Weiteren: Direktor Dr. Walter Rohland aus den Händen von Leutnant Rimotschik; Prof. Carl Krauch durch Oberfeldwebel Kurt Schönfeld; Direktor Dr. William Werner durch Feldwebel Günther Frenzel; Hauptdienstleiter Karl-Otto Saur aus den Händen von SS-Hauptscharführer Rudolf Seitz; Goebbels spricht (am Ende Originalton); unter den Zuhörern Reichsorganisationsleiter Dr. Ley; Blick auf mehrere Ritterkreuzträger; Applaus; die Versammlung grüßt und singt das Deutschlandlied; Guderian und Galland; die Menge in der Halle.
