chapter	content
1	1. Luftkrieg, Frankreich, Belgien, 1941. Alarm wird mit Handkurbel gegeben, Soldaten eilen zur Flakartillerie. Abwehr englischer Fliegerangriffe. Abwehrfeuer der Flak 8,8 cm. 5 cm und 2 cm. Flugzeuge am Himmel. Deutsche Bf 109 Jagdflieger in Luftkämpfen. Am Boden ausbrennendes Jagdflugzeug. Flugzeugtrümmer am Boden. Landung einer Bf 109. Oberstleutnant Adolf Galland beim Verlassen der Maschine und im Gespräch.
2	2. Vereidigung einer französischen Freiwilligenlegion, Deutsches Reich, 1941. Vereidigung einer französischen Freiwilligenlegion in Uniformen der deutschen Wehrmacht. Anwesend sind französische Offiziere in französischen Uniformen. Vereidigungszeremonie. Vorbeimarsch der Einheiten an Offizieren.
3	3. Russlandfeldzug, Finnland, Sowjetunion, 1941. Kartentrick: Schematische Darstellung des nördlichen Gebietes um Salla in Finnland. Bespannte Einheiten und Infanterie beim Marsch in unwegsamem Gelände. Verpflegungsstelle der finnischen Frauenorganisation „Lotta“. Ausgabe von Verpflegung an die Soldaten. Finnische Artillerie beschießt sowjetische Stellungen westlich des Onegasees (Sprecher). Einschläge. In einem Waldstück greifen Sturmpioniere und Infanterie an. Drahtsperren werden gesprengt. Einsatz von Flammenwerfern und Handgranaten.
4	4. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Schematische Darstellung des nördlichen Gebietes des Baltikums um die Insel Ösel. Ein Strand, teilweise zerstörte Gebäude, Reste von Flugzeugen und Schiffen. Zerstörte Stellungen mit statischem schwerem Geschützbunker. Die Ahrensburg im Bild. Bergung toter Zivilisten vor der Arensburg. Die Toten werden in eine Reihe gelegt. Kamerafahrt entlang der Toten. Gefangene sowjetische Soldaten in einem Sammellager. Einzelne Gesichter von Gefangenen.
5	5. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Schematische Darstellung des Gebietes um Leningrad. Nachschub in pferdebespannten Wagen und Krädern wird über verschlammte Wege herangeführt. Soldaten zu Fuß auf verschlammten Wegen und Straßen. Artilleriebeschuss durch deutsche Batterien. Bilder der Stadt Leningrad (?) von einer Fernkamera aufgenommen. Brennende Öllager.
6	6. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Schematische Darstellung des Südens der Sowjetunion. Rumänische Pioniereinheiten greifen östlich des Dnjepr sowjetische Stellungen an (Sprecher). Überwindung von Hindernissen. Sprengen von Drahtsperren. Infanterie. Stürmen einer Ortschaft.
7	7. Russlandfeldzug, Sowjetunion, 1941. Deutscher Geleitzug, gesichert von rumänischen Marineeinheiten, bei der Fahrt auf dem Schwarzen Meer. Abwurf von Wasserbomben.
8	8. Russlandfeldzug, Sowjetunion, 1941. Vorstoß auf die Halbinsel Krim. Deutsche Infanterie besetzt den Tartarengraben südlich von Perekop. Ju 87 bombardieren sowjetische Stellungen. Auf breiter Front geht die Infanterie vor. Flak beschießt sowjetische Bunker. Einschläge im Gelände.
9	9. Russlandfeldzug, Sowjetunion, 1941. Kartentrick: Schematische Darstellung des Raumes Dnepropetrowsk - Berdjansk - Asowsches Meer - Mariupol. Flug über das stark zerstörte Kiew. Bahnhof und zerstörte Eisenbahnanlage sowie ein Eisenbahnzug. Hs 123 im Flug. Deutsche Eisenbahnpioniere beim Beseitigen von zerstörten Waggons. Schienenstränge werden auf die deutsche Spurweite umgestellt. Ausfahrender Zug aus einem Bahnhof. Kartentrick: Darstellung der Strecke im Hinblick der Umstellung auf die deutsche Spurweite in Relation der Entfernungen auf der Weltkarte. Pioniere beim Bau einer Brücke über den Dnjepr. Motorisierte Einheiten und Infanterie überqueren die fertiggestellte Brücke.
10	10. Russlandfeldzug, Sowjetunion, 1941. An einer Wand ist ein Plakat mit dem Aufruf an die Soldaten über die bevorstehende „Entscheidungsschlacht“ des Jahres 1941 (Schriftzug auf dem Plakat) zu sehen. Soldaten beim Lesen. Beginn der Offensive am 02.10.1941. Artilleriefeuer an einer Front von 500km auf sowjetische Stellungen (Sprecher). Pioniere und Infanterie in Bereitstellung. Artillerie feuert. Die Generalfeldmarschälle Fedor von Bock und Günther von Kluge bei der Beobachtung mit dem Fernglas. Besprechung anhand einer Karte. Infanteristen mit Panzerabwehrkanone gehen in Stellung. Infanterie in schneller Bewegung. Soldaten in Schlauchbooten setzen über die Desna (Sprecher). In Schützenketten vorgehende Infanterie. Sowjetische Soldaten kommen aus ihren Stellungen. Tote Soldaten in den Schützengräben. Auf einem Verbandsplatz werden verwundete deutsche Soldaten versorgt. Fliehende sowjetische Soldaten. Blick durch eine Fernkamera auf sowjetische Stellungen. Ein Stoßtrupp der Waffen-SS kriecht an eine sowjetische Stellung (Maschinengewehr-Stellung?) heran. Beschuss der sowjetischen Stellung. Brennende Ortschaft, Häuser werden durchsucht. Nach der Besetzung gibt ein Soldat Zeichen mit einem Leuchtsignal. Kartentrick: Schematische Darstellung des Raumes Smolensk - Wjasma - Roslawl - Brjansk - Ilmensee - Asowsches Meer. Vorrollende Panzerkolonnen (Panzer 38t und Panzer III). Motorisierte Einheiten, Kavallerie, Fahrradeinheiten und Infanterie beim Vormarsch. Sowjetischer Gefangenenzug. Sammellager. Gesichter einzelner Gefangener. Deutsches Nahaufklärungsflugzeug beim Überflug über das Schlachtfeld. Am Boden sind zerstörtes Kriegsmaterial sowie Bombentrichter und verlassene Stellungen zu sehen. Infanterie auf dem Vormarsch. Flug über eine deutsche Nachschubkolonne. Schlussmontage mit marschierender Infanterie, Flammenwerfer, feuernder Artillerie, vorrollende Panzerkampfwagen.
