chapter	content
1	1. Beisetzung des ungarischen Außenministers Graf Csáky, Budapest, Ungarn, 1941 Trauerfeier für den ungarischen Außenminister Graf István Csáky, im Kuppelsaal des Parlaments am 27.01.1941, in Anwesenheit des ungarischen Staatsoberhauptes Miklós Horthy. Der Sarg wird auf einer Kutsche zur Beisetzung überführt. Hinter dem Sarg Horthy.
2	2. Abschiedsbesuch des japanischen Botschafters Kurusu bei Hitler, Berlin, Deutsches Reich, 1941 Hitler und der japanische Botschafter Saburō Kurusu beim Gespräch in der Neuen Reichskanzlei.
3	3. Deutsche Schäferhunde in der japanischen Armee, China, 1941 Deutsche Schäferhunde in einem japanischen Armeecamp. Infanterieübung in China. Einsatz eines Schäferhundes zum Überbringen von Meldungen.
4	4. Reichsjugendführer Axmann in Oslo, Reichskommissariat Norwegen, 1941 Eintreffen des Reichsjugendführers Artur Axmann auf dem Flughafen von Oslo. Begrüßung durch General Heinz Guderian, deutsche Offiziere und eine Abteilung der „Quisling-Jugend“. Axmann bei der Kranzniederlegung auf dem deutschen Heldenfriedhof.
5	5. Deutsche Soldaten beim Wintersport in Oslo, Reichskommissariat Norwegen, 1941 Fahrt mit einer Holmenkollenbahn. Soldaten und norwegische Zivilisten beim Skilaufen, Eislaufen und Schlittenfahren.
6	6. Umwandlung des RAD-Abschnittes Böhmen und Mähren zu einem „Arbeitsgau“, Prag, Reichsprotektorat Böhmen und Mähren, 1941 Reichsprotektor in Böhmen und Mähren Konstantin von Neurath und Reichsarbeitsdient (RAD)-Führer Konstantin Hierl schreiten die Front einer Ehrenabteilung ab.
7	7. Konzert von Herms Niel in Prag, Reichsprotektorat Böhmen und Mähren, 1941 Herms Niel gibt mit seinem Musikzug ein „Winterhilfskonzert“ im Luzerner Saal in Prag. Unter den Zuhörern ist Reichsarbeitsführer Konstantin Hierl.
8	8. Einführung von Hankes als Gauleiter von Niederschlesien, Breslau, Deutsches Reich, 1941 Einmarsch in die Jahrhunderthalle. Amtseinführung Karl Hankes durch Reichsminister Rudolf Heß und Übergabe der Ernennungsurkunde.
9	9. Einführung Brachts als Gauleiter von Oberschlesien, Kattowitz, Deutsches Reich, 1941 Amtseinführung Fritz Brachts durch Rudolf Heß und Übergabe der Ernennungsurkunde. Unter den Zuhörern ist Reichsorganisationsleiter Robert Ley.
10	10. Verteilung von Wunschkonzert-Spenden, Berlin, Deutsches Reich, 1941 Der Schauspieler Heinz Gödecke verteilt Sachspenden, darunter Babyausstattung und Kinderwägen, an Ehefrauen von Frontsoldaten.
11	11. Kapitänleutnant Schepke mit Besatzung beim Wintersport, Ruhpolding, Deutsches Reich, 1941 Kapitänleutnant Joachim Schepke mit seiner Unterseeboot (U-Boot)-Besatzung beim Skifahren in Ruhpolding. Soldaten beim Ski-Unterricht und bei einer Schneeballschlacht.
12	12. Kapitänleutnant Schepke im Berliner Sportpalast, Berlin, Deutsches Reich, 1941 Spiel eines Marineorchesters im Berliner Sportpalast. Schepke spricht zur Hitlerjugend (HJ).
13	13. Gefechtsübung des Regimentes „Großdeutschland“ in verschneitem Gelände, 1941 Panzerspähwagen (Sonderkraftfahrzeug Sd.Kfz. 222) fahren vor. Eine Kradschützenabteilung und Artillerie gehen in Stellung. Infanterie rückt vor. Leichte Feldhaubitzen (10,5 cm leFH 18) werden in Stellung gebracht und abgefeuert. Oberleutnant Helmut Beck-Broichsitter gibt Anweisungen. Soldaten feuern leichtes Infanteriegeschütz (7,5 cm leIG 18) und Granatwerfer 34. Panzer IV und Sturmgeschütze (StuG III) beim Vorrollen. Infanterieangriff mit leichter Panzerabwehrkanone (3,7 cm Pak 36). Maschinengewehr (MG)-Feuer. Angriff einer Fliegerstaffel (Junkers Ju 52/3m). Sturmpioniere durchbrechen Drahtsperren und erstürmen eine Anhöhe.
14	14. Arbeit der Minenräumboote und U-Boot-Jäger, Ärmelkanal, Frankreich, 1941 Deutsche Minenräumboote beim Auslaufen aus einem Hafen an der Kanalküste. Sicherung durch Zerstörer und Torpedoboote. Ausbringen des Suchgerätes. Absuchen der einzelnen Räumstreifen. Ein U-Boot-Jäger bei der Fahrt. Arbeit im Maschinenraum. Abschuss von Wasserbomben mit einer Katapultanlage. Detonationen der Bomben.
15	15. Bombardierung englischer Wüstenstellungen und eines englischen Kriegsschiffes, Italien/Italienisch-Libyen, 1941 Start von Zerstörern (Messerschmitt Bayrische Flugzeugwerke Bf 110) von einem Flugplatz in Süditalien. Flug über Sizilien und das Mittelmeer nach Nordafrika. Flug über Bengasi. Zwischenlandung auf einem italienischen Einsatzhafen in der Wüste. Bomber (Heinkel He 111) werden aufgetankt. Bombardierung britischer Wüstenstellungen. Rückflug nach Sizilien. Bombardierung eines englischen Kriegsschiffes.
