chapter	content
1	1. Bauarbeiten in Rom, Italien, 1940 Bauarbeiten an einer neuen Florentiner Brücke, am Neubau des „Ministeriums für Italienisch-Afrika“, an Wohnhäusern und am Außenministerium am „Forum Mussolini“.
2	2. Reichserziehungsminister Rust in Rom, Italien, 1940 Reichserziehungsminister Bernhard Rust in der Università degli studi di Roma „La Sapienza“, bei Verleihung der Ehrendoktorwürde. Überreichen einer Ehrengabe durch Studenten.
3	3. Deutsches Militärkonzert in Madrid, Spanien, 1940 Konzert der deutschen Wehrmacht in der Las Ventas in Madrid. Marsch der deutschen Militärkapelle in die Arena. Blick auf das Publikum auf den Tribünen. Innenminister Serrano Súñer und General José Moscardó Ituarte als Ehrengäste.
4	4. Spanien besetzt die Internationalzone von Tanger, Französisch-Marokko, 1940 Blick auf die Stadt Tanger. Rückblick auf die Besatzung von Tanger am 14.06.1940. Tanger wird von der spanischen Marine-Infanterie von der Seeseite aus besetzt. Begrüßung durch die Bevölkerung an der Zollgrenze. Einmarsch spanischer Truppen in Tanger. Jubelnde Menschen. Zusammentreffen des Befehlshabers der spanischen Truppen mit den Vertretern der französischen Behörden.
5	5. Einzug bulgarischer Truppen in die Dobrudscha, Rumänien, 1940 Einzug der Truppen. Begrüßung durch jubelnde Menschenmenge.
6	6. Dankeskundgebungen in Sofia, Bulgarien, 1940 König Boris beim Verlassen der Kathedrale. König Boris auf dem Balkon seiner Residenz. Menschenmenge grüßt den König im Vorbeigehen.
7	7. Umsiedlung der „Bessarabiendeutschen“, Galatz, Rumänien, 1940 Eintreffen des „Umsiedlungskommandos für Bessarabien“ in Galatz. Blick auf für die Umsiedlung bereitstehende Kraftwagen. Karte von Rumänien und Sowjet-Russland mit Bessarabien. Begrüßung des Umsiedlungskommandos in „deutschen Dörfern“. Anschlagen des Aufrufs „zur Rückkehr ins Großdeutsche Reich“. Vergabe von Umsiedlerkarten. Vorbereitungen zur Abfahrt. Kirchgang. Abschiedsfest.
8	8. Ankunft eines Umsiedlungszuges in Graz, Steiermark, Ostmark, 1940 Umsiedler gehen durch die Straßen. Plakat: „Euch grüßt Deutschland“.
9	9. Kundgebung der „Nasjonal Samling“ in Oslo, Reichskommissariat Norwegen, 1940 Marsch der „Nasjonal Samling“ (Nationale Vereinigung) durch Oslo. Fahnen mit dem Olafskreuz. Rede des Majors Vidkun Quisling.
10	10. Parade in Warschau anlässlich des Jahrestags der Einnahme, Generalgouvernement, 1940 Rückblick auf die Beschießung Warschaus 1939 und den Einmarsch deutscher Truppen: Feuernde schwere Feldhaubitzen (15 cm sFH 18), Granatwerfer und leichtes Infanteriegeschütz (7,5 cm leIG 18). Einschlage im Gelände; Truppen in Stellung. Die vom Kampf gezeichnete Vorstadt. Deutsche Truppen auf den Straßen in der Innenstadt; Die Alexanderkirche. Blick auf Warschau 1940: Hakenkreuzfahnen am Hauptbahnhof und auf den Straßen. Blick auf Schild: „Siegesstraße“. Parade auf der „Siegesstraße“ vor Generalfeldmarschall Wilhelm List in Anwesenheit von Generalgouverneur Hans Frank. Kavallerie, Infanterie, motorisierte Verbände und Flugzeuge. Blick auf List und Frank.
11	11. Übungen deutscher Truppen im besetzten Gebiet, Frankreich, 1940 Übungen der Panzertruppe (Panzer II, III und IV). Fahrt- und Schießübungen im Gelände. Übungen der Sturmpioniere: Vorgehen im Gelände unter Artilleriefeuer; Einsatz eines Maschinengewehres (MG), von Handgranaten und eins Flammenwerfers.
12	12. Le Havre nach einem Bombenangriff, Frankreich, 1940 Brennende Häuser nach einem Bombenangriff der Royal Airforce: Unterstützung bei Löscharbeiten durch ein deutsches Feuerwehrregiment. Trümmer, zerstörte Lazarette und Krankhäuser. Bergen der Besitztümer aus den Trümmern. Abtransport der geborgenen Güter.
13	13. Beschuss des Hafens von Dover, Militärverwaltung in Belgien und Nordfrankreich, 1940 Beobachtung der englischen Küste. Alarm bei einer Küstenbatterie. Beschuss des Hafens von Dover durch Schnellladekanonen (40,6 cm SK C/34 und 38 cm SK L/45) und ein Eisenbahngeschütz (Krupp 28 cm Kanone 5 (E)).
14	14. Luftangriff auf Flughäfen im Süden Englands, Großbritannien, 1940 Start deutscher Jäger (Messerschmitt Bayrische Flugzeugwerke Bf 109) an der Kanalküste. Kampfgeschwader (Junkers Ju 88) nähert sich. Beschuss eines englischen Jägers (Supermarine Spitfire), der daraufhin abstürzt. Bombenabwürfe auf einen englischen Flugplatz.
15	15. Wachehalten der Deutschen Flotte, Deutsches Reich/Frankreich, 1940 Einheiten der deutschen Kriegsmarine in den Häfen der Nordsee- und Ärmelkanalküste. Auslaufen eines gemischten Verbandes in Begleitung von Minensuchbooten. Flankensicherung. Einnebelung der Kreuzer. Vorstoßen der Schnellboote.
