chapter	content
1	1. Parade der thailändischen Armee anlässlich der Beilegung der Grenzstreitigkeiten mit Indochina, Bangkok, Thailand, 1941 Marschierende thailändische Infanteristen auf einer großen Straße in Bangkok, im Hintergrund Palast mit Türmen und Pagoden. Zuschauer am Straßenrand, Panzer (Typ 95 Ha-Go) und Tanketten (Carden-Loyd) rollen durch, Kampfflugzeuge im Formationsflug am Himmel über dem Aufmarsch.
2	2. Parade anlässlich des Geburtstages von Kaiser Hirohito in Tokio, Japanisches Kaiserreich, 1941 Kaiser Hirohito reitet auf einem Schimmel die Front der angetretenen Armee-Einheiten ab, er nimmt die Parade im Sattel sitzend vor einem Zelt mit militärischem Gruß ab: Panzer (Typ 95 Ha-Go und Typ 97 Chi-Ha) und Kettenfahrzeuge mit Haubitzen (Typ 91 10 cm) rollen vorbei. Zuschauer am Paradeplatz.
3	3. Japanische Truppen beim Angriff auf Ningbo, Zhejiang, China, 1941 Japanischer Luftangriff auf Zentralchina: Bombenabwurf auf ein Nachschublager. Brennendes chinesisches Dorf an der Küste Mittelchinas, japanische Verbände beim Abfeuern einer Haubitze (Typ 91 10 cm) im Kampf um die Stadt Ningbo, Straßenkampfszenen. Japanische Infanterie marschiert durch ein Tor in die Stadt ein.
4	4. Besuch von Reichsjugendführer Arthur Axmann bei Mussolini in Rom, Italien, 1941 Vorführungen und Formationen der italienischen Jugendgruppen im Forum Mussolini in Anwesenheit von Arthur Axmann, Benito Mussolini und dem deutschen Botschaftsrat Otto Fürst von Bismarck-Schönhausen. Einmarsch in das Stadion, Fahnenschwenken der jungen Männer. Auf der Zuschauertribüne auch Hitlerjugend (HJ) und Frauen des Bundes Deutscher Mädel (BDM); Zuschauer rufen: „Duce, Duce“, Mussolini winkt.
5	5. Besuch landverschickter Hamburger Kinder auf dem Prater in Wien, Ostmark, 1941 Wimpel in Großaufnahme mit Aufschrift: „Hamburger Jung`s und Deern in der Mitte des Wiener Prater“. Fahrt mit der geschmückten Pratereisenbahn, Kinder auf dem Kettenkarussell, dem Riesenrad und der Achterbahn mit Fähnchen winkend.
6	6. Besuch von König Boris III. von Bulgarien bei Hitler am 07.06.1941 auf dem Berghof, Obersalzberg, Deutsches Reich, 1941 Empfang von König Boris III. von Bulgarien durch Adolf Hitler auf dem Berghof. Hinweis wird gegeben: König Boris trägt die Pour le Mérite und das Eiserne Kreuz Erster Klasse. Auf der Treppe des Berghofes verabschiedet Hitler in Begleitung der Gesandten Adolf-Heinz Beckerle und Walter Hewel sowie des Außenministers Joachim von Ribbentrop den bulgarischen König. Abfahrt von König Boris III. im Auto.
7	7. Besuch des rumänischen Staatsführers Ion Antonescu am 12.06.1941 bei Hitler, München, Deutsches Reich, 1941 Kranzniederlegung an der „Ewigen Wache“ in München durch Soldaten einer Ehrenformation, Ion Antonescu mit militärischem Gruß vor dem Ehrenmal. Empfang von Antonescu durch Adolf Hitler in München. Abschreiten einer angetretenen Ehrenkompanie. Begrüßung durch Hitler, Außenminister von Ribbentrop, General Alfred Jod und Generalfeldmarschall Keitel. Gang zum Führerbau durch Säulenhalle. Hitler und Antonescu mit Paul Schmidt im Gespräch.
8	8. Wiederherstellung einer Eisenbahnbrücke über die Save zwischen dem 23.04.1941 und 29.05.1941, Belgrad/Semlin, Jugoslawien, 1941 463m lange Eisenbahnbrücke über die Save zwischen Belgrad und Semlin: Stehlen werden in den Fluss gerammt, Stahlträger werden von deutschen Eisenbahnpionieren gezogen und mittels Kran bewegt und justiert, Vermesser beaufsichtigt die Arbeiten und gibt Zeichen. Holzbalken werden verlegt. Montage der Stahlbaukonstruktion: Verlegung von Schienen, Verschraubungen und Arretierungen. Schild: „General Will-Brücke / Erbaut von Eisenbahnpionieren / vom 23.4. - 29.5.1941“. Einweihung der neuen Brücke durch General Joachim von Kortzfleisch, mit Blumen geschmückter Zug überquert die Brücke. Luftbilder des fertigen Bauwerkes.
9	9. Kampf um Kreta: Italienische Truppen bei der Landung an der Ostküste der Insel Kreta, Griechenland, 1941 Italienische Landungstruppen steigen über Strickleitern aus einem Transportschiff auf ein Boot um. Nach Überfahrt wird ein schwimmender Landungssteg aufgebaut, Soldaten beim Überqueren. Landung von weiteren Soldaten in Booten und Kuttern in verschiedenen Perspektiven.
10	10. Kampf um Kreta: Vormarsch italienischer Truppen und deutscher Gebirgsjäger zur Südküste, Griechenland, 1941 Einsatz von Nebelgranaten in hügeligem Gelände auf Kreta. Italienische Soldaten arbeiten sich unter Beschuss durch Stacheldrahtzäune vor. Voraustrupp Deutscher Gebirgsjäger gibt Italienischen Truppen mit Leuchtraketen Signal. Vormarsch der Gebirgsjäger über felsige Wege zur Südküste, Maultiere zum Lastentransport. Englische Gefangene werden zurückgebracht. Zerstörte englische Geschütze, Panzer (Matilda II) und Lkws an Rückzugstraßen und im Gelände. Fahrzeugwracks und Trümmer.
