chapter	content
1	1. Ehrung, Altenburg, Deutsches Reich, 1944. Ein Beitrag zum 70. Geburtstag des Dichters Börries Freiherr von Münchhausen, Deutsches Reich am 20. März 1944. Münchhausen auf einem winterlichen Spaziergang durch den Park seines Schlosses bei Altenburg. Eine Steinschlosspistole mit Plakette: „Diese Pistole des Lügen - Münchhausen Hieronymus 1720-1797 sind Eigentum des Freih. v. Münchhausenschen Familienverbandes und werden von diesem auf Lebenszeit jeweils einem der Mitglieder des Verbandes zu Lehen gegeben.“ Münchhausen in einer Bibliothek.
2	2. Tauchen, Mittelmeer, 1944. (Sprecher:) „An der Mittelmeerküste.“ Ein Taucher legt die Ausrüstung zum Tauchen an: Pressluftflaschen, Schwimmflossen, Maske. Eine Unterwasserkamera wird in einem Behälter untergebracht. Ein Taucher steigt vom Boot ins Meer. Aufnahmen von einem Schiffswrack, ein Taucher wird von einem zweiten Taucher mit der Unterwasserkamera gefilmt. Fischschwärme.
3	3. Slowakei, 1944. (Sprecher:) „Vor fünf Jahren gewannen die Slowaken ihre politische Selbstständigkeit.“ Landschaftsaufnahmen. Glocken läuten. Fahnenaufmarsch auf einer Anhöhe mit Turm. Jozef Tiso zieht als Präsident [am 14. März 1939] in Preßburg ein (Sprecher), Tiso in einer offenen Pferdekutsche, Zuschauer. Tiso und der stellvertretende Ministerpräsident Vojtech Tuka. Jubelnde Bevölkerung in Landestracht. Im Parlament. Slowakische Münze. Bilder von Fabriken und Bürogebäuden. Slowakische Armee. Eine Staffel von Doppeldeckern.
4	4. Rückzug, Italien, 1944. (Sprecher:) „Badoglio im USA-Hauptquartier in Süd-Italien.“ Badoglio schreitet mit einem alliierten Offizier eine Treppe hinunter. Die beiden wechseln ein paar Worte.
5	5. Propaganda, Paris, Frankreich, 1944. SS-Hauptsturmführer Léon Degrelle am Podium gestikulierend sprechend, im Hintergrund die SS-Runen eingerahmt von Hakenkreuzfahnen. Zuhörer mit Armbinden. Degrelle spricht auf einer Kundgebung in Paris (Sprecher). Werbeplakat für die französische Division der Waffen-SS: Ein Soldat der Waffen-SS, darunter Schriftzug: „Toi aussi! Tes camarades t’attendent dans la division française de la Waffen-SS. Soldaten der Waffen-SS legen die Hand auf einen Säbel und heben die Hand (zum Schwur?). Marschierende Soldaten.
6	"6. Gefangenenaustausch, Saarbrücken, Deutsches Reich, 1944. (Sprecher:) „In Saarbrücken trafen ausgetauschte verwundete Soldaten und Zivilinternierte aus Amerika ein.“ Banner: ""Willkommen in der Heimat!"" Einfahrt eines dampfbetriebenen Eisenbahnzuges. Winkende Frauen. Begrüßung durch Hitlerjugend, Rotkreuz-Schwestern und andere Personen. Kapelle. Verteilung von Wein, Zigaretten und Zeitungen an die Zugreisende. Ein Mann zeigt die Beschriftung auf dem Rücken seiner Oberbekleidung: „PW“, ein anderer Mann: ISN [unleserlich] RPASO EA“. Eine Frau mit Kindern. Frauen mit Sombrero-Hüten. Männer mit Sombrero Hut, „aus Mexiko“ (Sprecher)."
7	"7. Unterhaltung, Deutsches Reich, 1944. Ein Mann an einem Mikrofon stehend spricht: „Deutsche Seeleute in allen Teilen der Welt, hier ruft die Stimme der Heimat.“ Sendernadel wird auf „Zeesen“ eingestellt. Hundertste Rundfunksendung ""Blinkfeuer Heimat"" aus Hamburg. Männer (Seeleute?) auf Schiffen (?) lauschen der Sendung. Angehörige geben im Sendesaal ihre Grüße und Neuigkeiten durch (Originalton). Seeleute lauschen den Stimmen und freuen sich. Ein Sänger singt ""Einmal noch nach Bombay"" (Originalton), im Hintergrund Orchester unter großem Reichsadler mit Hakenkreuz. Seeleute hören zu."
8	"8. Goliath, unbekannter Ort, 1944. (Sprecher:) „Der Goliath, eine neuartige Waffe gegen Panzer und Bunker.“ Pioniere bereiten den Zwergpanzer für einen Einsatz vor. Verschneites Gelände. Zwei Soldaten mit einem Goliath in einem Wald. Der ferngesteuerte ""Goliath"" wird gegen einen erbeuteten sowjetischen Panzer geführt und bleibt neben dem Panzer stehen. Große Explosion, Panzerkette fliegt durch die Luft."
9	"9. Rückzug, Sowjetunion, 1944. Kartentrick: Nordwestliche Sowjetunion, Ladoga-See, Leningrad, Schlüsselburg, Narwa, Luga, Nowgorod (Flüsse: Lua, Wolchow und Mstra), Ilmen-See. Güterzug fährt vorbei. (Sprecher:) „Nachschub für die Ostfront.“ Güterzüge beladen mit Fässern, Fahrzeugen, Panzern und anderen Gütern. Panzer vom Typ ""Panther"" werden entladen. Infanterie und Pferdefuhrwerke auf dem Marsch.“ Ein estnischer Freiwilligenverband der Waffen-SS“ (Sprecher) entlädt einen LKW. Soldat spielt dazu auf der Ziehharmonika. Essenausgabe. Soldaten mit Ziege und Hühnern. Gefechtsposten mit Iglu auf dem zugefrorenen „Pleskauer See“ (Sprecher). Soldaten lassen einen Fesselballon bei starkem Wind aufsteigen. Ein Beobachter steigt in den Korb des Ballons und überprüft das Gelände. Soldaten bei Berechnungen an einer Karte. Artilleriegeschütze feuern. Leichte Flak im Erdkampfeinsatz. Maschinengewehr, Granatwerfer und Infanteriegeschütz im Einsatz. Leicht-Verwundete werden zurückgebracht. Flugzeuge am Himmel. Flak 8,8 cm feuert. Sturmgeschütze, Tigerpanzer und Grenadiere gehen vor. Gefechtsszenen: Infanterie, Flak und Tiger-Panzer. Gefallene sowjetische Soldaten und zerstörtes Kriegsmaterial im Schnee. „Narwa-Front“ (Sprecher)."
10	"10. Luftkrieg, Deutsches Reich, 1944. (Sprecher:) „Starke feindliche Bomberverbände nähern sich auf verschiedenen Kursen dem Reichsgebiet.“ Kondensstreifen am Himmel. Besatzungen und Bodenpersonal laufen aus ihren Baracken über das verschneite Flugfeld zu den Flugzeugen. Bodenpersonal wirft die Motoren der Bf 109 an. Flugzeuge am Himmel. Angriff auf die Bomber (B 17 und B 24). Luftkampf. Fallschirmabsprung (Bordkamera). Gefangene Bomberbesatzung auf einem Acker. Toter. Ein Schäferhund „Axel“ schaut aus einem Auto. Jagdflugzeug landet. Piloten steigen aus ihren Maschinen. Ritterkreuzträger Major Heinz Bär besichtigt einen zur Landung gezwungenen B-17 Bomber. Bemalung an der Bordwand: Eine Frau mit Schriftzug ""Miss Ouachita"". Flugzeugtrümmer. Flugzeugwrack mit 12 Zeichen (aufgespannte Regenschirme?), Hakenkreuz, Aufschrift der Besatzung: „Pilot. Capt. C. E. Jackson, Crew Chief: T/Sgt. Kaufman, Crew: Sgt. Jaffe, Sgt. Bierhall, Armorer: Cpt. Fink, dahinter vier Spielkarten „JACK“. Weiteres Wrack mit der Aufschrift: ""God bless our ship"". Eine notgelandete B 17 in England (Bilder der ausländischen Wochenschau, Sprecher)."
