chapter	content
Vorfilm	Tran und Helle, Soziales Verhalten Tran und Helle fahren mit einer Straßenbahn und unterhalten sich darüber, wie man sich sozial und höflich anderen Menschen gegenüber zu verhalten hat. Tran täuscht eine Verletzung vor, um einen Platz in der Bahn zu ergattern, überlasst aber einer eintretenden, hübschen Frau kurze Zeit später seinen Platz. Ein Streit mit einem anderen Fahrgast. Tran bleibt ruhig, brennt dem Fremden aber unbemerkt mit seiner Zigarre ein Loch in den Mantel.
1	1. Bau von Donau-Tankschiffen, Stapellauf der „Geiersberg“, Deutsches Reich, 1940 Bau von Donau-Tankschiffen auf der Werft, die für den Öl-Transport eingesetzt werden sollen. Zusammensetzen einzelner Bauteile, Einziehen und Vernieten der Spanten. Vorbereitung und Stapellauf des Schiffes „Geiersberg“.
2	2. Leipziger Messe und Darbietung über den Sieg im Westen, Leipzig, Deutsches Reich, 1940 Leipziger Herbstmesse: Zahlreiche Besucher in der Stadt. Gang durch die gut besuchten Messehallen. Besucher, die die präsentierten Waren begutachten und ausprobieren (u.a. Schreibmaschinen und Stoffe). Schwenk über den Pavillon. Ausstellung der Wehrmacht über den „Sieg im Westen“ auf dem Augustusplatz: Eröffnung durch General der Infanterie Erich Wöllwarth. Feldwebel und Ritterkreuzträger Karl Huber erklärt jungen Zuschauern einen „englischen Zwei-Mann-Panzer“ (französischer Hotchkiss H35). Unfertige Flugzeuge, Erbeutete Waffen und feindliche Fliegerbomben vor dem Pavillon auf dem Augustaplatz.
3	3. Die Förderung von Braunkohle in einem Braunkohlebergwerk, Deutsches Reich, 1940 Einsatz von Riesenbaggern, Abtransport der Rohbraunkohle mit Eisenbahnwaggons zu einer Brikett-Fabrik. Dort findet die Verarbeitung in einem Schüttelsieb und den Trockenhäusern mit Röhrentrocknern statt. Danach wird die Kohlenpresse im Presshaus gezeigt und der Abtransport der fertigen Briketts.
4	4. Französische Kriegsgefangenen bei der Arbeit, Deutsches Reich, 1940 Antreten französischer Gefangener, Zuteilung der Arbeit und Fahrt zur Arbeit auf Lkw. Gefangene bei der Torfgewinnung, beim Autobahnbau, bei Erntearbeiten mit Hacken und Schaufeln auf dem Feld und auf einem Mähdrescher und als Transportarbeiter beim Verladen eines Eisenbahnwaggons auf einem Güterbahnhof.
5	5. Zerstörungen in Weimar, Derichsweiler und Berlin, Deutsches Reich, 1940 Zerstörung und Schäden durch Bombenabwürfe der britischen Luftwaffe. Beschädigte Bauten in Weimar, u.a. ein Lazarett und Goethes Gartenhaus. Zerstörte Grabstätte Bismarcks in Friedrichsruh, zerstörte Kirche in Derichsweiler. Aufräumarbeiten in zerbombten Wohnvierteln Berlins, Häuser mit Einschusslöchern.
6	6. 2. Wiener Schiedsspruch auf Schloss Belvedere, Wien, Ostmark, 1940 Das Schloss Belvedere am 30.08.1940. Reichsaußenminister von Ribbentrop und der italienische Außenminister Graf Galeazzo Ciano begrüßen den ungarischen Außenminister Graf Pál Teleki zu einer Verhandlung über Grenzfragen. Der rumänische Außenminister Michael Manoilescu informiert sich an einer Karte über den Verlauf der ungarisch-rumänischen Grenze. Unterzeichnung des von Adolf Hitler entworfenen Vertrages durch die Außenminister Italiens, Deutschlands, Ungarns und Rumäniens.
7	7. Eröffnung des Deutschen Hauses in Budapest, Ungarn, 1940 Außenansicht des Deutschen Hauses in Budapest. Einzug mit Fahnen, Begrüßung durch in Trachten gekleidete Deutsche vor dem Haus.
8	8. Rückführung internierter Deutscher, Madrid, Spanien, 1940 Rückführung deutscher Internierter aus Französisch-Nord-Afrika. Zwischenstation auf dem Flughafen Madrid. Heimkehrer steigen aus dem Bus, Empfang durch NS-Personen. Sie erhalten heimatliche Kost und bekommen neue Kleidung. Kranke werden in einem deutschen Krankenhaus in Madrid von Mädchen mit Blumen beschenkt.
9	9. Deutsche Jugend in einem Sommerlager im Japanischen Kaiserreich, 1940 Marsch durch die Berge. Deutsche Jugendgruppen im Sportkostüm auf dem Weg zu ihrer Unterkunft. Vor dem Sommerlager die Italienische- und die Hitlerjugend-Fahne. Gymnastische Übungen der Jugend und Volkstänze der Mädchen. Im Hintergrund ein japanisches Teehaus.
10	10. Deutsche-Dänisches Turnfest in Kopenhagen, Dänemark, 1940 Ein deutsch-dänisches Turnfest in einem Kopenhagener Sportstadion. Leichtathletiksvergleichswettkampf mit der Mannschaft des Luftwaffen-Sportvereins Berlin. Luftwaffen-Offiziere feuern ihre Kameraden von der Zuschauertribüne aus an.
11	11. Mussolini besucht Unteroffiziersschüler und Jungfaschistinnen, Rom/Orvieto, Königreich Italien, 1940 Der italienische Ministerpräsident Benito Mussolini besucht die italienische Jugend, zunächst ein Lager freiwilliger italienischer Unteroffiziere in der Nähe von Rom. Parade der Unteroffiziersschüler im Stechschritt. Feierliche Fahnenübergabe in der Frauenhochschule für Leibesübungen in Orvieto. Er schreitet eine Formation uniformierter Schülerinnen ab.
12	12. Neues Tiberflussbett, Rom, Italien, 1940 Vollendung der Tiber-Regulierung. Flugaufnahmen des neuen, noch trockenen Flussbetts. Mussolini am Karten Relief, er löst die letzte Sprengung aus. Fluten des Tibers strömen in neues Bett.
13	13. Luftangriff auf Plymouth in Birmingham, Großbritannien, 1940 Vorbereitungen für den Luftangriff auf Plymouth und Birmingham auf dem Feldflughafen. Sturzkampfflugzeuge (Stuka Junkers Ju 87) werden aufgetankt und Bomben und Munition beladen. Start der Flugzeuge, Blick auf einen Rotor. Bombardierung eines englischen Geleitzuges in der Nähe von Plymouth. Bombenabwürfe, brennende Schiffe. Nächtlicher Angriff auf Birminghams Rüstungswerke; die Stadt. Flugabwehrkanonen (Flak)-Beschuss. Scheinwerfer beim Orten der Maschinen. Flug nach Kompass. Feuerschein getroffener Industrieanlange Birminghams.
14	14. Seekrieg gegen England, Atlantischer Ozean/Deutsches Reich, 1940 Rückkehr deutscher Unterseeboote (U-Boot) in einem Hafen. Begrüßung der Besatzung durch Flottenchef Admiral Lütjens. Verleihung des Ritterkreuzes an die Schnellbootkommandanten Kurt Fimmen und Erich Werner Siegfried Götz Freiherr von Mirbach am 14.08.1940. Auslaufen einer Schnellboot-Flottille mit Torpedos an Bord zum „Einsatz gegen England“. Signalgast gibt Zeichen bzw. den Winkspruch „Einnebeln“. Öffnen der Torpedoklappen für den Angriff.
