chapter	content
1	1. Feier zum vierten Jahrestag der Beendigung des spanischen Bürgerkrieges, Madrid, Spanien, 1942 Am Jahrestag der „Befreiung Madrids von der bolschewistischen Blutherrschaft“ (Sprecher) findet eine Militärparade vor General Franco statt. Jubelnde Bevölkerung.
2	2. Zusammenkunft zwischen Hitler und Mussolini in Salzburg, Alpen- und Donau-Reichsgaue, 1942 Fahnen im Wind. Anfahrt der Autos. Begrüßung. Im Gebäude: Hitler und Mussolini, von Ribbentrop, der italienische Außenminister Graf Ciano, General Keitel und Generaloberst Cavallero. Mussolini verabschiedet sich von Hitler.
3	3. Mussolini bei Hitler auf dem Berghof, Obersalzberg, Berchtesgaden, Deutsches Reich, 1942 Der Berghof. Ein Trommler kündigt Mussolini an. Mussolini trifft mit dem Auto ein und wird von Hitler begrüßt. Hitler und Mussolini gehen die Treppen zum Haus hoch. Hitler im Gespräch mit Mussolini. Im großen Raum Hitler im Gespräch mit Mussolini, Kesselring und Keitel. Besprechung an der Karte mit General Jodl. Trommler. Hitler begleitet Mussolini zum Auto. Abfahrt Mussolinis. Verabschiedung Mussolinis am Zug durch von Ribbentrop, Keitel, Ley und Hitler. Hitler grüßt. Der abfahrende Zug.
4	4. Tag der nationalen Arbeit, 1. Mai, Deutsches Reich, 1942 Große Industriewerke von außen. „Alles arbeitet für den Sieg. In den deutschen Waffenschmieden stehen die Räder nicht mehr still“ (Sprecher). Arbeit in einem Stahlwerk. Männer und Frauen arbeiten an Maschinen. Motorenwerk. Flugzeugmontage.
5	5. Tagung der Reichsarbeitskammer am 1. Mai, Berlin, Deutsches Reich, 1942 Im Mosaiksaal der neuen Reichskanzlei findet eine feierliche Arbeitstagung der Reichsarbeitskammer statt. Rede von Robert Ley, dem Leiter der Deutschen Arbeitsfront (kein O-Ton). Fahnenträger im Hintergrund. Albert Speer und Walther Funk unter den Zuhörern. Ehrung verdienter „Pioniere der Arbeit“: Wirtschaftsminister und Reichsbankdirektor Walther Funk, Prof. Dr. Ernst Heinkel und Prof. Dr. Ferdinand Porsche werden durch Ley dekoriert. Mehrere Betriebe werden als „Kriegsmusterbetrieb“ ausgezeichnet.
6	6. Ruhestellung an der Ostfront, Sowjetunion, 1942 Karte der Ostfront von Leningrad bis Nikolajew. Tauwetter setzt ein. Ein Fluss. Überschwemmtes Land. Deutsche Soldaten und Einheimische legen behelfsmäßige Übergänge an. Schlitten und Ski werden abgeliefert. Soldaten treten zur Entlausung an; an der Wand Malereien über die Entlausung. Soldaten geben Uniformen und Wäsche zur Entlausung ab. Reinigung von Stiefeln in einem Laugebad. Ärztliche Untersuchung. Duschen. Gereinigte Kleidung wird ausgegeben. Soldaten sonnen sich. Soldaten beim Waschen und Rasieren an einem Fluss. Skatspiel, Schreiben von Briefen, Reinigung der Gewehre. Arbeit in einer Waffenmeisterei. Instandsetzung von Maschinengewehr (MG) und Kanonen. Fahrbare Werkstatt für Fahrzeuge. Überholung von Panzern. Reinigung eines Geschützrohrs.
7	7. Eine Panzerabteilung an der Ostfront, Sowjetunion, 1942 Befehlsausgabe bei einer Panzerabteilung. „Der Kommandeur in seinem Befehlspanzer“ (Sprecher). Die Panzer rollen über überschwemmte Felder und Straßen. Gebirgsjäger werden in einem Kahn mitgezogen. Sturmboote setzen als Fähren über einen Fluss. Eistreiben auf einem Fluss. Eine Seilbahn an einer zerstörten Brücke wird für Munitionstransporte genutzt.
8	8. Stadtbilder von Orel und Weg an die Front, Ostfront, Sowjetunion, 1942 Überschwemmung in Orel. Soldaten und Zivilbevölkerung beim Verkehr auf Kähnen. Überschwemmte Straßen. Kraftfahrzeug im Wasser und Schlamm. Soldaten waschen ihre Fahrzeuge und bauen einen Notsteg. Neue Ausrüstung wird durch einen Kraftwagen auf Schienen transportiert. Ausgabe von Uniformen, Wasserstiefeln und neuer Munition. Verladen von Munition und Transport mit einer Kleinbahn. Transport mit Pferdefuhrwerken. Fahrt über verschlammte Straßen. Steckengebliebene Kraftwagen. Abschleppen durch Raupenfahrzeuge. Pferdefuhrwerke in überschwemmtem Gebiet.
9	9. Kämpfe an der Ostfront im „Waldaigebiet“ (Sprecher), Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1942 Packpferde tragen Lasten durch ein waldiges Sumpfgebiet. „Eine Munitionskolonne der Waffen-SS“ (Sprecher). Zerschossener sowjetischer Panzer in einem durch Kampf zerstörten Wald. Eine deutsche Batteriestellung. Offiziere mit Karten und Funkgerät im Befehlsstand. Artillerie im Einsatz. Einschläge. Ein Stoßtruppunternehmen wird vorbereitet. Laden und Abfeuern der Artillerie. Stoßtrupp geht durch Morast vor. Brennende Häuser. Die brennende Ortschaft bei Nacht. Gebirgsjäger stoßen auf zahlreiche zerstörte sowjetische Panzerkampfwagen. Deutsche Soldaten bei einer Essenspause. Auszeichnung von zwei Panzerjägern mit dem Eisernen Kreuz.
10	10. Angriff auf die Stadt Leningrad, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1942 Blick auf die Stadt Leningrad mit Fernbildkamera. Schwere Artillerie schießt auf die Stadt. Detonationen, brennende Gebäude, Rauchwolken über der Stadt. Treffer auf einen Öltank im Hafengebiet, schwarze Wolken steigen auf.
