chapter	content
1	1. Deutsche Marineeinheiten, darunter Zerstörer und die Schlachtschiffe „Scharnhorst“ und „Gneisenau“, beim Unternehmen „Juno“ am 08.06.1940, Reichskommissariat Norwegen/Atlantischer Ozean, 1940 Auslaufen der Schiffe. Der Leiter der Operationen, Konteradmiral Wilhelm Marschall. Eine auftauchende Treibmine wird durch leichten Flugabwehrkanonen (Flak)-Beschuss vernichtet (3,7 cm SK C/30). Mehrere Aufklärungsflugzeuge (Arado Ar 196) werden von den Schlachtschiffen katapultiert. Ein schwerer Kreuzer wird durch Lichtsignale vom Flaggschiff zu einer Sonderaufgabe entlassen und schert aus dem Verband aus. Der Verband fährt durch teilweise schwere See, dem von den Aufklärern gemeldeten britischen Träger „Glorious“ entgegen. Der gestellte Flugzeugträger wird von den Schlachtschiffen unter Beschuss genommen und erwidert das Feuer. Die feuernden Batterien aus vielen Perspektiven. Am Horizont das brennende Schiff. Englische Zerstörer werden unter Feuer genommen. Der Seekampf aus vielen Perspektiven; ein versinkender Zerstörer. Bei der Weiterfahrt trifft der Verband auf den englischen Tanker „Oilpioneer“. Das Tankschiff wird durch Artilleriebeschuss und Torpedotreffer versenkt, die Besatzung an Bord genommen. Eine weitere Marinegruppe, darunter ein schwerer Kreuzer, hat den Truppentransporter „Orama“ gestellt. Das Schiff wird durch Artilleriebeschuss versenkt, die Mannschaft aus den Booten an Bord genommen.
2	2. Deutsche Artillerie eröffnet das Feuer auf die Maginot-Linie am 14.06.1940, Elsass-Lothringen, Frankreich, 1940 Brennende Ortschaft bei Nacht, deutsche Kampfflugzeuge (Junkers Ju 52/3m, Heinkel He 111 und Ju 87), beim Angriff auf die Bunker und Stellungen der Maginot-Linie. Bombenabwürfe auf die Geschützwerke und die Einschläge der Bomben. Mörser (21 cm Mörser 18), schwere Feldhaubitzen (15 cm sFH 18) und leichte Infanteriegeschütze (7,5 cm leIG 18) feuern über den Rhein, die Einschläge im weiteren Gelände. Mit Schlauchbooten setzt Infanterie über den Rhein und geht am anderen Ufer in Stellung. Die Infanterie setzt Handgranaten und Granatwerfer ein.
3	3. Deutsche Infanterie bildet nach dem Übergang über den Rhein einen Brückenkopf, Elsass-Lothringen, Frankreich, 1940 Sturmpioniere setzen in Sturmbooten über den Fluss. Die Pioniere gehen mit Flammenwerfern gegen einen Bunker vor. Einsatz von Granatwerfern und Maschinengewehren (MG). Leichte und schwere Feldhaubitzen (10,5 cm leFH 18 und sFH 18) feuern und geben den Pionieren beim Bau einer Pontonbrücke Feuerschutz. Eingenommene und zerstörte Bunker in unmittelbarer Nähe des Rheins. Nachschubeinheiten und Infanterie ziehen über die Brücke. Leichte 2 cm Flak sichert die Brücke gegen Luftangriffe. Luftkampf zwischen deutschen Jägern (Bayrische Flugzeugwerke Bf 109) und französischen Flugzeugen. Ein französisches Flugzeug stürzt getroffen ab und brennt am Boden aus.
4	4. Deutsche Truppen in der eingenommenen und teilweise brennenden Stadt Straßburg, Frankreich, 1940 Auf dem Straßburger Münster die Reichskriegsflagge, durch die Vororte von Straßburg rollen deutsche motorisierte Einheiten und Panzer II. Vorgehende Infanterie in den Vogesen. Leichte Panzerabwehrkanone (3,7 cm PaK 36) feuert auf Waldstellungen. Vormarsch durch brennende Ortschaften, entgegen Colmar. Panzer III und motorisierte Verbände überqueren eine Bahnlinie. Deutsche Truppen ziehen in Colmar ein. Weiterer Vormarsch der deutschen Verbände durch Ortschaften und über einen kleinen Fluss.
5	5. Deutsche Infanterie vor Metz, Frankreich, 1940 Vorbei an einem brennenden Öllager gehen die Truppen vor. Französische Soldaten kommen aus Häusern hervor und ergeben sich. Deutsche Truppen ziehen in Metz ein. Kavallerie- und Infanterieabteilungen ziehen durch die von vielen Zuschauern umsäumten Straßen. Die Kathedrale von Metz. Soldaten im Gespräch mit der Bevölkerung.
6	6. Deutsche Truppen beim Vormarsch auf Verdun, Frankreich, 1940 Pioniere bei der Reparatur einer Brücke. Bespannte Einheiten durchfahren einen kleinen Fluss. Infanterieeinheiten beim Marsch. Ein deutscher General auf der Kuppel des eingenommenen Fort Marre. Deutsche Soldaten im eingenommenen Verdun. Das französische Siegesdenkmal von Verdun mit der Reichskriegsflagge. Parade der deutschen Truppen durch Verdun, vorbei am Siegesdenkmal. General der Infanterie Ernst Busch nimmt den Vorbeimarsch ab.
7	7. Großes Gefangenensammellager, Frankreich, 1940 Vorgehende deutsche Verbände vorbei an großen Kolonnen gefangener französischer Soldaten. Das Lager; verunglimpfende Vorführung von Kolonialtruppen (v.a. afrikanische Soldaten).
8	8. Deutsche motorisierte Verbände und Panzer beim Vormarsch im Loiregebiet, Frankreich, 1940 Eine Panzerabteilung (Panzer III und Panzerspähwagen Sonderkraftfahrzeuge Sd.Kfz. 232 und 222) sammelt sich zu einem neuen Angriff und wird von französischer Artillerie unter Beschuss genommen. Deutsche Artillerie (leFH 18) erwidert das Feuer. Im Schutz der Artillerie gehen Panzer II, III und Sturmgeschütze (StuG III) in breiter Front vor und feuern auf die französischen Stellungen. Eingenommene französische Batteriestellungen und ausbrennende Panzer. Verwundete französische Panzersoldaten bei ihrem zerstörten Panzer (SOMUA S35). Französische Soldaten werden gefangen genommen, Panzertruppen und Infanterie bei einer Rast. Durch zerstörte Ortschaften vorgehende Infanterieeinheiten.
9	9. Im Führerhauptquartier Felsennest und Hitler am 21.06.1940 nach der Kapitulation Frankreichs in Compiègne, Frankreich/Bad Münstereifel, Deutsches Reich, 1940 Hitler mit Generalfeldmarschall Walther von Brauchitsch, Generaloberst Wilhelm Keitel, Generalmajor Alfred Jodl und Großadmiral Raeder an einem Kartentisch im Hauptquartier. Vor dem Hauptquartier begrüßt Hitler Reichsmarschall Hermann Göring, die beiden im Gespräch während eines Spaziergangs. Hitler mit einer Gruppe von Offizieren, darunter Göring, von Brauchitsch, Oberbefehlshaber der Kriegsmarine Erich Raeder und Keitel vor dem Hauptquartier. Keitel legt Hitler eine Unterschriftsmappe vor: Die Einladung an den italienische Ministerpräsidenten Benito Mussolini zu einem Treffen in München nach der Kapitulation des Regierungschefs von Frankreich Philippe Pétain. Hitlers Reaktion auf den Sieg.
10	10. Hitler besucht Verwundete in einem Lazarett, 1940 Hitler begrüßt einzelne Verwundete vor dem Lazarett.
