chapter	content
1	1. Abzug englischer Truppen, China/Französisch-Indochina, 1940 Britische Truppen verlassen Peking. Marsch englischer Einheiten durch die Straßen der Stadt, Weiterfahrt mit dem Zug. Britische Truppen, die Shanghai räumen. Soldaten besteigen einen Truppentransporter. Abzug der Soldaten aus Indochina.
2	2. Besuch der Königsmutter Elena von Griechenland in Bukarest, Rumänien, 1940 Besuch Elenas von Griechenland in Bukarest anlässlich der Thronbesteigung ihres Sohnes auf Einladung des Ministerpräsidenten Ion Antonescu. Eintreffen der Königsmutter mit dem Zug, Begrüßung durch ihren Sohn König Michael von Rumänien an der Landesgrenze. Beide fahren, vom Publikum umjubelt, in einer offenen Kutsche durch die Straßen Bukarests und durch den Triumphbogen zum Königlichen Schloss. Dort zeigen sie sich auf dem Balkon des Schlosses vor der jubelnden Menschenmenge. Marsch der Legionäre der Eisernen Garde vor König Michael.
3	3. Besuch des Reichsaußenministers in Rom, Italien, 1940 Reichsaußenminister Joachim von Ribbentrop wird auf dem Bahnhof durch den italienischen Außenminister Graf Galeazzo Ciano begrüßt. Ribbentrop schreitet vor dem Bahnhof die Front einer angetretenen Ehrenkompanie ab. Fahrt der beiden mit einem Wagen durch die Straßen Roms, die voller jubelnder Menschen sind, zu Gesprächen mit Ministerpräsident Benito Mussolini. Von Ribbentrop besucht den Park der Villa d'Este während einer Verhandlungspause.
4	4. Unterzeichnung des Dreimächtepakts in Berlin, Deutsches Reich, 1940 Ankunft der Außenminister Graf Ciano und von Ribbentrop auf dem Flugplatz Tempelhof in Berlin am 27.10.1940. Der Dreimächtepakt zwischen Italien, Deutschland und Japan soll abgeschlossen werden. Ciano, Ribbentrop und Generalfeldmarschall Wilhelm Keitel beim Abschreiten einer Ehrenfront. Ciano und Ribbentrop bei der Fahrt durch die von Menschen umsäumten Straßen Berlins. Zusammen mit dem japanischen Botschafter Saburō Kurusu im Empfangssaal der Neuen Reichskanzlei. Eintreffen Adolf Hitlers; Begrüßung. Rede Ribbentrops. Unterzeichnung des Vertrages durch von Ribbentrop, Ciano und Kurusu. Hitler auf dem Balkon der Neuen Reichskanzlei, die wartende Menschenmenge jubelt.
5	5. Sammlungen des Winterhilfswerks, Berlin/München, Deutsches Reich/Wien, Ostmark, 1940 Sammlungen des Winterhilfswerks (WHW) im zweiten Kriegswinter: Straßenvorführungen von Turn- und Gymnastikgruppen in Berlin, anschließende Sammelaktion. Boxkämpfe und Sammlungen für das WHW auf einem Platz in Berlin. Auf dem Marienplatz in München Turn- und Rollschuhvorführungen verknüpft mit Sammelaktionen. Der Schauspieler Benno Faltermeier auf Rollschuhen als Clown vor dem Haus der Deutschen Kunst. Hochradakrobatik und Rhönradturnen vor dem Stephansdom in Wien. Reichssportführer Hans von Tschammer und Osten bei der Sammlung im Wiener Stadion.
6	6. Matrosenausbildung, Deutsches Reich, 1940 Das Segelschulschiff „Deutschland“, ein Großsegler, bei der Fahrt. Ausbildung der Matrosen. Junge Matrosen beim Waschen des Schiffsdecks, während der Abendruhe und beim Setzen der Segel.
7	7. Eröffnung der Jugendfilmstunden durch Joseph Goebbels in Berlin, Deutsches Reich, 1940 Eintreffen des Propagandaministers Joseph Goebbels im UFA-Palast in Berlin anlässlich der Eröffnung der Jugendfilmstunden für das Winterhalbjahr 1940/1941. Beginn der Feierlichkeiten mit Orchesterspiel. Goebbels bei seiner Rede über die mittlerweile großen Ausmaße der Aktion der Jugendfilmstunde vor einem jungen Publikum. Entwicklung der Jugendfilmstunden von 1934/35 bis 1939 und den gewaltigen Anstieg der Teilnehmerzahlen anhand von Trickfilmdarstellungen. Gemeinsames Lied der Jugendlichen zum Ende der Feierstunde.
8	8. Konservenproduktion, Deutsches Reich, 1940 Blick auf Felder und Obstbäume. Eine Konservenfabrik im Deutschen Reich. Halbautomatische Verarbeitung von Obst und Gemüse zu Konserven: Automatisches Apfelschälen, Einlegen von Gurken, Verarbeitung von Erbsen und Bohnen zu gemischtem Gemüse, Aussortieren der Schoten. Reinigen, Mischen und Abfüllen des Gemüses. Kochen und Abfüllen der Konservenbüchsen. Anblick eines großen Konservenvorratslagers als Kriegsreserve.
9	9. Brotbacken für die Front, Deutsches Reich, 1940 Die Arbeiten in einer Großbäckerei: Einfüllen von Mehl in die Knetmaschinen, Kneten des Teiges, Abwiegen und Formen der Brote durch Maschinen. Brote werden in Öfen gebacken.
10	10. Empfang des Gauleiters Bürckel in Metz, Zivilverwaltung in Lothringen, 1940 Besuch des neuernannten Chefs der Zivilverwaltung für Lothringen Josef Bürckel in Metz: Eintreffen und Empfang durch die Bevölkerung. Ein Mädchen begrüßt ihn. Einzug in die Stadt durch das „Deutsche Tor“. Fahrt durch die Stadt, jubelnde Menschen auf der Straße. Feierliche Begrüßung vor dem Rathaus. Am Ehrenmal für die gefallenen deutschen Soldaten. Dort eine Ehrenformation und ein Musikzug. Niederlegung eines Kranzes durch Bürckel, unterlegt mit dem Lied „Ich hatt' einen Kameraden“.
11	11. Wiederaufbau in Elsass-Lothringen, Zivilverwaltung in Elsass/Zivilverwaltung in Lothringen, 1940 Aufräum- und Wiederaufbauarbeiten der Organisation Todt (OT) in Elsass-Lothringen durch deutsche Handwerker und Hilfsarbeiter: Trümmerbeseitigung und Abtransport mit von Pferdewagen, Arbeiter mit Schaufeln, Schubkarren und Presslufthammern. Wiederaufbau der Häuser, Einsetzen von neuen Fenstern, Arbeiter beim Dachdecken. Neue Häuser werden gemauert.
12	12. Bau von Bahngleisen und Flugplätzen im Reichskommissariat Norwegen, 1940 Arbeiten für den Bau von neuen Eisenbahngleisen und Flugplätzen in Norwegen durch den Reichsarbeitsdienst (RAD). Ebnen der Felder, Anlegen von Bahndämmen.
13	13. „Friedliche Lage“ in Oslo, Reichskommissariat Norwegen, 1940 Straßenszenerie in Oslo: Spaziergänger und das Treiben in den Geschäftsvierteln. Die Vigelandbrücke im Frognerpark mit den Skulpturen des Bildhauers Gustav Vigelands.
