chapter	content
1	1. Trauerfeier, München, Deutsches Reich, 1944. (Sprecher:) „In München bei der Trauerfeier für Adolf Wagner.“ Eine voll besetzte Halle (Kongresssaal des Deutschen Museums in München), Zuschauer, Tribüne mit Reichsadler, Hakenkreuz-Fahnen und Standarten, Blumenschmuck. Joseph Goebbels am Rednerpult (kein Original-Ton). Ordenskissen mit verschiedenen Orden und Ehrenzeichen beider Weltkriege. Kranzniederlegung durch Adolf Hitler. Zuschauer zeigen stehend den „Deutschen Gruß“, erhobene Standarten. (Sprecher:) „Die Trauerparade.“ Angehörige des Reichsarbeitsdienstes ziehen mit geschultertem Spaten vorbei, davor eine Formation der Wehrmacht mit geschultertem Gewehr. Der Trauerzug durch München vorbei an der Feldherrnhalle. Die Witwe folgt dem Sarg. Formationen von Partei, Wehrmacht und Luftwache.
2	2. Trauerfeier, Berlin, Deutsches Reich, 1944. (Sprecher:) „In der Reichshauptstadt wird der tödlich verunglückte Brillanten-Träger zum Eichenlaub Generaloberst [Hans] Hube, Oberbefehlshaber einer Panzerarmee, beigesetzt.“ Im Mosaiksaal der Reichskanzlei in Berlin, Reichsadler, Eiserne Kreuze an den Wänden, ein großes Hakenkreuz, darunter der Sarg mit Totenwache der Wehrmacht. Hermann Göring hält die Gedenkrede (kein Original-Ton). Ordenskissen mit Orden beider Weltkriege. Unter den Trauergästen befinden sich Reichsführer-SS Heinrich Himmler, Großadmiral Karl Dönitz, Generalfeldmarschall Wilhelm Keitel. Kranzniederlegung durch Adolf Hitler.
3	3. Franco, Barcelona, Spanien, 1944. (Sprecher:) „Die Eroberung Barcelonas vor fünf Jahren krönte den Befreiungskampf der Franco-Armee. Mit einer Parade vor General Franco feiert Spanien den Jahrestag der Befreiung Barcelonas vor den sowjetischen Truppen.“ Vorbeimarsch von spanischen Soldaten, Geschützen mit Fuhrwerken und Jugendverbänden an Franco.
4	"4. Waffen-SS, Brüssel, Belgien, 1944. (Sprecher:) „Nach ihrem erfolgreichen Einsatz an der Ostfront zieht die Freiwilligen SS-Sturmbrigade ""Wallonien“ in ihre Heimat ein.“ Soldaten der Waffen-SS. Leon Degrelle und SS-Obergruppenführer Sepp Dietrich überreichen Eiserne Kreuze. Mikrofone zeichnen die Worte auf (kein Original-Ton). Einzug der Brigade in offenen Halbkettenfahrzeugen unter dem Jubel der Bevölkerung. Zahlreiche Fahnen und Fähnchen mit dem Zeichen der Spanischen Niederlandes des 16. Jahrhunderts bzw. dem Burgunder Kreuz (Andreas-Kreuz). Fahrt über eine breite Straße, viele Zuschauer, große SS-Runen an einem Portal."
5	5. Hitler-Jugend, unbekannter Ort, 1944. (Sprecher:) „Abschlussprüfung der Adolf Hitler-Schüler auf einer Ordensburg.“ Ein großer Innenhof, angetretene junge Personen in Uniformen der Hitler-Jugend. Robert Ley und Baldur von Schirach schreiten die Formation ab. Ziehung der Prüfungsfragen aus einer Urne, Jugendliche der Hitler-Jugend greifen in eine Urne und ziehen Zettel heraus. Schriftliche Prüfung (?), Hitler-Jungen beim Schreiben. Sportliche Prüfung (?) im Boxen, Geräte- und Bodenturnen.
6	6. Fußball, München, Deutsches Reich, 1944. (Sprecher:) „Zum 18. Male treffen die Fußball-Städte-Mannschaften von Berlin und München in der Hauptstadt der Bewegung zusammen.“ Spielausschnitte. Mitfiebernde Zuschauer. Endstand 4:1 für München. Zuschauer laufend nach Abpfiff aufs Feld.
7	"7. Seeminen, Cuxhaven/Wilhelmshaven/Friedrichsort, Deutsches Reich, 1944. (Sprecher:) „In einer Sperrwaffenschule der Kriegsmarine.“ Gedenktafel: Stilisierte Seemine, Eisernes Kreuz, Inschriften: „Dem Andenken der Minenabteilung. Gewidmet von der Sperrabteilung. Den gefallenen Kameraden zur Ehre. Uns als Ansporn zu neuen Taten.“ Matrosen treten auf einem Hof an. Schild: ""Minendepot: Cuxhaven-Wilhelmshaven-Friedrichsort."" Matrosen betreten einen Lehrraum. Schematische Darstellung zum Legen von Minen an einer Tafel. Unterricht an einer „gläsernen Mine“ und an Modellen. Eine Seemine auf dem Lehrerpult, Klasse der Matrosen. Der Kommandeur der Schule Kapitän zur See Gerhard von Kamptz bei einer Besprechung. Praktische Einsatzübung im Legen und Räumen von Minen auf See. Ein Schiff auf See, Absetzen von Minen während der Fahrt. Fernzündung einer Mine am Strand."
8	8. Ausbildung von Scharfschützen, unbekannter Ort, 1944. Wappen mit Adlerkopf und Eichenlaub, Schriftzug: „Scharfschütze“. (Sprecher:) „Bei einer Scharfschützenausbildungskompagnie.“ Soldaten mit geschultertem Gewehr marschieren durch einen Wald. Ein Ausbilder führt das Scharfschützen-Gewehr vor. Gefechtsmäßiges Schießen auf Geländescheiben. Blick durch das Zielfernrohr. Pappkammeraden in Häuserkulisse. Einsatzübung mit Tarnung im Gelände (Erdloch, Gebüsch, Baumkrone).
9	9. Rückzug, unbekannter Ort, Sowjetunion, 1944. Kartentrick: Westliche Sowjetunion, Newel, Witebsk, Moskau, Shitomir, Kirowograd, Nikopol, Dnjepr. (Sprecher:) „Auch an der Ostfront ist der Bann des Winters gebrochen.“ Schneeschmelze. Grasende Pferde im Schnee. Deutsche Soldaten reinigen ihre Waffen. Ein Entenküken. Soldaten sonnen sich in der ersten Frühjahrssonne. (Sprecher:) „Bei den ungarischen Truppen im Raum von Stanislaus.“ Güterzug, Pferdefuhrwerke, Lastkraftwagen. Soldaten beim Rasieren und Essen. Ungarischer General im Gespräch mit deutschen Truppenführern. Ungarischer General fährt auf deutschen Panzer davon. Deutsche Infanterie marschiert über einen Feldweg. Ungarische Kavallerie. Zufälliges Treffen zwischen Vater (Heer) und Sohn (Waffen SS) auf dem Wege (Sprecher). LKW steckt im Schlamm fest. Flugzeuge Typ He 111 werfen Behälter an Fallschirmen ab. Bergung eines Behälters mit der Aufschrift „Kraftstoff“, es enthält mehrere Kanister mit Benzin. Betanken der Panzerspähwagen. Vorbeifahren der Panzerspähwagen. Funkstelle, Soldat der Luftwaffe am Funkgerät. Panzerartillerie (Typ Wespe?) feuert, Artilleriegeschütze mit Mündungsbremse feuert, schwere Artillerie feuert. Infanterie der Waffen-SS sitzt auf Panzern. Soldaten pirschen sich in ein Wäldchen. Panzerabwehrkanone auf der Ladefläche eines Lastkraftwagens. Waffen-SS in einem Dorf mit strohbedeckten Hütten. Brennende Hütten. Sturmgeschütze und Panzer mit deutscher Infanterie. Vernehmung eines russischen Soldaten. Lagebesprechung zwischen einem ungarischen und deutschen Offizier. Vorbeimarsch einer Kolonne an brennendem Kriegsmaterial, scheuende Pferde eines Fuhrwerkes. Angetretene Soldaten, zwei Panzer IV mit Ostschürzen fahren in eine Siedlung. Oberst Rudolf Lippert (Olympiasieger im Reiten von 1936, Kdr. Pz. Rgt. 31) schreitet die ungarische Formation ab. Auszeichnung von zwei ungarischen Soldaten mit dem Eisernen Kreuz II. Klasse.
10	10. Atlantikwall, unbekannter Ort, 1944. Ein Hochbunker, schweres Geschütz dreht sich in einer Kasematte eines Bunkers. Deutsche Küstenbefestigungen am Atlantik (Atlantikwall). Wachposten vor schweren Bunkern. Spanische Reiter. Blick durch ein Kanonenrohr. Panzerabwehrgraben. Überschwemmung in Holland und Flandern durch Schleusenöffnung (Soldat eine Kurbel betätigend). Eine Kolonne deutscher Soldaten, teilweise sehr jung, auf dem Marsch durch eine Siedlung. Soldaten marschieren durchs Watt. Besichtigung einer Panzergrenadierdivision der Waffen-SS durch Generalfeldmarschall Gerd von Rundstedt. Generalfeldmarschall Erwin Rommel inspiziert eine Einheit. Probealarm am Atlantikwall. Soldaten eilen zu ihren Stellungen auf dem Flakbunker (Sprecher). Kanoniere bringen Flak 8,8 cm, Flak Vierling und Küstengeschütze in Position. Befestigte Maschinengewehrstellungen am Strand. Schwere Geschütztürme. Panzersperren werden errichtet. Französische Steilküste. (Sprecher:) „Aus einer amerikanischen Wochenschau.“ Amerikanische Landungsübung am Strand. Landungsfähren setzen Soldaten und Panzer ab. (Sprecher:) „Deutsche Geschütze bei einer Feuerprobe.“ Geschütze schwerster Kaliber feuern. Panzer fahren durch schwieriges Gelände. Fallschirmjäger setzen in einem Boot über einen Fluss. Detonationen auf einem Feld. Infanterie in Tarnmontur. Straßensperren werden errichtet. (Sprecher:) „Wir erwarten den Feind mit der gleichen Ruhe, wie wir die jüdischen Regimenter erwarten, die als Besatzungstruppe für die Reichshauptstadt vorgesehen sind.“ Flammenwerfer im Einsatz an einer Straßenblockade. Schwere Geschütze feuern.
