chapter	content
1	1. Auszeichnung von NS-Betrieben am ersten Mai, Augsburg, Deutsches Reich, 1941 Kundgebung am Maifeiertag in den Messerschmitt-Flugzeugwerken in Augsburg, mit Übergabe von goldenen Fahnen und Ehrenzeichen an 100 „NS-Musterbetrieben“. Reichsminister Rudolf Heß trifft in Begleitung von Reichsorganisationsleiter Robert Ley ein. Heß spricht am Rednerpult in einer Halle der Messerschmitt-Werke. Die Ehrengäste, von denen drei als Pioniere der Arbeit ausgezeichnet werden: Reichspresseleiter Max Amann, Reichspostminister Wilhelm Ohnesorge und Willy Messerschmitt. Die Betriebsführer und Obmänner der Betriebe mit den goldenen Fahnen, darunter der Konstrukteur Ferdinand Porsche, erhalten ihre Auszeichnungen. Heß und Ley überreichen die Urkunden. [Anmerkung: Wahrscheinlich wegen des Fluges von Rudolf Heß nach Großbritannien wurde dieses Sujet nachträglich teilweise herausgeschnitten.]
2	2. Kundgebung mit Hitler am 29.04.1941 im Sportpalast, Berlin, Deutsches Reich, 1941 Adolf Hitler spricht zu 9000 Offiziersanwärtern aller Heeresteile und der Waffen-SS. In Begleitung von Großadmiral Erich Raeder und Generalfeldmarschall Walther von Brauchitsch durchschreitet Hitler den Saal und spricht auf der Kundgebung. Unter den Ehrengästen: Generalfeldmarschall Wilhelm Keitel, Generalfeldmarschall Erhard Milch und Reichsführer SS Heinrich Himmler. Hitler verlässt unter Beifall mit seinen Begleitern den Sportpalast.
3	3. Zusammenkunft des Reichstages in der Krolloper am 04.05.1941, Berlin, Deutsches Reich, 1941 Adolf Hitler trifft im Pkw ein. Abschreiten der SS-Ehrenfront. Hitler betritt die Krolloper und spricht über den Balkanfeldzug. Unter den Anwesenden: Reichsfeldmarschall Hermann Göring auf dem Präsidentenplatz, Reichsminister des Innern Wilhelm Frick, Propagandaminister Joseph Goebbels, von Brauchitsch, Keitel, Führer des Nationalsozialistischen Kraftfahrkorps (NSKK)-Adolf Hühnlein, Gauleiter Erich Koch, Reichsaußenminister Joachim von Ribbentrop, Heß, Reichsprotektor in Böhmen und Mähren Konstantin von Neurath, Leiter des Generalgouvernement Hans Frank, Chef der Reichskanzlei Hans Heinrich Lammers und Reichspostminister Wilhelm Ohnesorge. Nach der Rede stehende Ovationen. Hitler neben Heß.
4	4. Hitlers Führersonderzug in der Untersteiermark und Kärnten, Marburg an der Drau, Zivilverwaltung Untersteiermark/Graz, Steiermark/Kärnten, Klagenfurt am Wörthersee, Ostmark, 1941 Ankunft am Bahnhof Spielfeld-Straß. Fahrt des Sonderzuges durch die Landschaft. Keitel im Logierwagen. Ausstieg auf dem Bahnhof. Begrüßung von Hitler durch den Chef der Zivilverwaltung für die Untersteiermark Siegfried Uiberreither. Hitler verlässt den Bahnhof, Mädchen und Frauen eilen auf den abfahrenden Wagen zu. Besuch in Marburg an der Drau: Hitler fährt im offenen Pkw durch die Stadt. Dann Hitler auf der Fahrt durch die „Gauhauptstadt“ Graz: Menschen winken ihm beiderseits der Straßen zu. Ankunft im Grazer Rathaus, Hitler im Gespräch mit Mädchen und mit Kindern an der Hand auf dem Weg durchs Rathaus. Hitler mit Uibrreither auf dem Balkon eines Hotels, Menschenmasse winkt ihnen zu. Abfahrt im Bahnhof: Hitler schüttelt aus dem Zugfenster heraus Hände. Ankunft des Führerzuges in Klagenfurt am Wörthersee. Menschenmasse auf dem Bahnhof u.a. der stellvertretender Gauleiter von Kärnten Franz Kutschera. Fahrt im offenen Pkw durch Straßen in Klagenfurt. Hitler begibt sich zum Sitz der Landesverwaltung, dem Landhaus Klagenfurt. Im Innern des Hauses, Begrüßung mit Blumen durch Kinder. Hitler im Gespräch mit Frauen in Landestracht. Hitler grüßt vom Balkon aus die jubelnde Menge.
5	5. Kartentrick über den Verlauf des Balkanfeldzuges, 1941 Der Vormarsch der deutschen Truppen wird in seinen einzelnen Etappen erklärt. Truppenbewegungen von Bulgarien, Albanien, der Steiermark und Kärnten aus nach Jugoslawien und Nordgriechenland. Zusammentreffen mit italienischen Kräften im Süden Jugoslawiens. Einzug nach Griechenland zu den Thermopylen, wohin die britischen Truppen zurückgedrängt wurden.
6	6. Deutsche Infanterie beim Vormarsch im Gebiet der Thermopylen, Griechenland, 1941 Artillerieeinsatz gegen „Widerstandsnester von Griechen, Neuseeländern und Australiern“: Abfeuern von Granatwerfern, Offiziere beobachten die Einschläge. Laden eines Granatwerfers. Deutsche Panzer rollen an zerstörtem Kriegsmaterial vorbei. Panzer II und III fahren über die Passstraße der Thermopylen bis zur Flussüberquerung über eine provisorische Pontonbrücke (unterlegt das Lied: „Wir schlagen die Balkanverschwörer...“).
7	7. Flug über Athen, Griechenland, 1941 Akropolis aus der Vogelperspektive. Zerstörte britische Flugzeuge und Kriegsmaterial auf dem Flughafen von Athen. Landung eines Transportflugzeuges (Junkers Ju 52/3m). Fahrt von motorisierten Einheiten durch Athen; am Fuße der Akropolis.
8	8. Vormarsch auf den Peleponnes, Griechenland, 1941 Kartentrick der deutschen Truppenbewegungen. Überfahrt der SS-Leibstandarte „Adolf Hitler“ über den Golf von Patras, um den Peleponnes zu erreichen. Angehörige der Waffen-SS im Gespräch mit italienischen Verbänden in Westgriechenland. SS-Obergruppenführer Sepp Dietrich unterhält sich mit dem italienischen Armeegeneral Rossi.
9	9. Lager für Serben, Griechenland, 1941 Sammellager für gefangene, versprengte Serben. Große Menschenmengen.
10	10. Verfolgung der britischen Truppen auf der Peloponnes, Griechenland, 1941 Einheiten der SS-Leibstandarte „Adolf Hitler“ setzen über den Golf von Patras zur Halbinsel Peleponnes über. Deutsche Soldaten auf Fischkuttern. Entladen der Schiffe im Hafen von Patras: Waffen und Fahrzeuge (u.a. Panzerspähwagen Sonderkraftfahrzeug Sd.Kfz. 222). Kradschützen der SS stoßen auf Landstraßen vor und treffen mit den bei Korinth gelandeten Fallschirmjägern zusammen. Begrüßungen. Fallschirmjäger fahren in erbeuteten britischen Kleinpanzern (Carden-Loyd Tankette) und Fahrzeugen (u.a. mit 40 mm Bofors Geschütz) durch eine Stadt. Kartentrick: Raum Griechenland mit dem Vorstoß deutscher Panzerkräfte. Start von Sturzkampfflugzeugen (Stuka Ju 87) auf einem Feldflugplatz zum Angriffsflug. Flug über griechische Gebirgslandschaft. Bombardierung und Beschuss zum Erreichen der Südküste (unterlegt das Lied: „Wir fliegen gegen Engeland ...“).
