chapter	content
Vorfilm	Luftschutzunterricht zur Brandbombenbekämpfung Ein Keller mit Holzverschlägen. Der Luftschutzwart schließt die Tür des Luftschutzkellers, in dem sich einige Leute befinden. Der Luftschutzwart tritt mit Schutzhelm, Spritze und Wassereimer auf. Dialoge über Löschgeräte und Gefahren der Brandbekämpfung. Der Luftschutzwart erklärt die Funktionsweise einer Brandbombe. Nahaufnahme einer Brandbombe, die qualmt und Funken sprüht. Diskussion, ob man diese eher mit Sand oder mit Wasser löscht. Eine Brandbombe, die mit Wasser gelöscht wird. Der Luftschutzwart zeigt die Herangehensweise an einen größeren Brand. Er zieht sich Schutzhandschuhe an, kniet sich hin und öffnet die Tür des Raumes einen Spalt breit. Aus der Deckung hinter der Tür simuliert er mit dem Wasserschlauch das Löschen eines Feuers. Auf die Frage, was bei dichtem Rauch geschehen solle, legt er sich auf den Bauch und kriecht über den Boden. Er geht in den Luftschutzkeller zurück und schließt die Tür. Diskussion darüber, was bei einem Brand während eines Fliegerangriffs getan werden solle. Der Luftschutzwart erwähnt und zeigt die notwendigen Löschgeräte: Handspritze, Leine, Feuerpatsche, Einreißhaken, Spaten, Beil, Sandkiste, Wassereimer und Leiter. Er erklärt, wo diese zu stehen haben, um die Brandbekämpfung an verschiedenen Stellen des Hauses rasch zu ermöglichen. Nahaufnahme des Luftschutzwartes. Er ruft zu gegenseitiger Hilfe bei der Brandbekämpfung auf.
1	1. Radländerkampf in Wangen im Allgäu, Deutsches Reich, 1940 Teilnehmer des Radländerkampfes sind Deutschland, Italien, Jugoslawien und Ungarn. Die Rennstrecke. Die Teilnehmer fahren an Gebäuden und an Zuschauern vorbei. Ein Mann mit einer Anzeigetafel, der am Straßenrand auf einem Motorrad mitfährt. Die Zuschauer feuern die Radfahrer an. Die unter einer Brücke durchfahrenden Teilnehmer. Einfahrt ins Ziel, jubelnde Zuschauer. Die Zieleinfahrt von vorne. Sieger der Gesamtwertung: Deutschland vor Ungarn. Sieger der Einzelwertung, der Italiener Gino Fondi. Die Sieger werden mit Kränzen geehrt.
2	2. Austragung der Kanumeisterschaften am Starnberger See, Deutsches Reich, 1940 Deutsche Kanumeisterschaften am Starnberger See in Bayern. Ein Mann gibt mit einer Fahne ein Startsignal. Blick auf den See: Mannschaften fahren los. Szenen der Läufe von Zweier- und Vierer-Kajaks. Viel Publikum.
3	3. 28. Deutsche Ostmesse in Königsberg, Deutsches Reich, 1940 Blick auf ein Gebäude mit der Aufschrift: „Deutsche Ostmesse“ inmitten anderer Gebäude. Menschenmenge von oben. Eröffnung der 28. Deutschen Ostmesse im ostpreußischen Königsberg durch Reichswirtschaftsminister Walther Funk. Funk und Eskorte auf dem Ausstellungsgelände, am Rand spielt eine Musikkapelle. Viele Menschen auf dem Ausstellungsgelände, verschiedene Exponate. Tafel mit Aufzählung der Aussteller aus dem Ausland, untereinander die Länderbezeichnungen: Finnland, Generalgouvernement, Iran, Italien, Jugoslawien, Mandschukuo, Norwegen, Rumänien, Türkei, Sowjetunion, Schweden, Ungarn. Ausstellungsgebäude von innen. Stände einzelner Länder. Stand mit Reichskriegsflagge und Hitlerbüste.
4	4. Chemische Werke in Leuna, Deutsches Reich, 1940 Ein Werk zur Kunstdüngemittelfabrikation. Blick auf Rohre, rauchende Schornsteine. Blick in die Werkhallen. Technische Ammoniak-Synthese. Gewinnen der Salzlösung, Verdampfen. Das gewonnene Salz wird in Lagerhallen geschüttet und in Säcke gefüllt. Verladung und Abtransport in Eisenbahnwaggons.
5	5. Ausschlachtung erbeuteter Fahrzeuge, 1940 Im Krieg gegen Frankreich erbeutete und zerstörte Fahrzeuge werden auf Autofriedhöfen gesammelt, ausgeschlachtet und zum Verschrotten demontiert. Blick über Autos auf einem Autofriedhof. Ein großes Fahrzeug wird zum Autofriedhof geschleppt, Aufseher dirigieren den Fahrer. Ein Auto mit kaputten Reifen. Männer stürzen zerstörte Lkws um. Ein Motor wird vom Chassis eines Fahrzeugs gehoben, Ausschlachten von Fahrzeugen. Der Schrott wird zu einer Halde gefahren und abgeladen. Stapeln der Gummireifen.
6	6. Rüstungsarbeiter besuchen Flak-Stellungen, Deutsches Reich, 1940 „Kraft durch Freude“ (KdF)-Wehrmachtsbetreuung. Rüstungsarbeiter besuchen Stellungen der von ihnen selbst gebauten Flakbatterien. Raupenfahrzeuge auf einem Gelände: Transport einer leichte Flugabwehrkanon (2 cm Flak) zur Demonstration. Männer ziehen eine Flak auf ein Feld. Erklärung der Wirkungsweise und Demonstration der schweren 10,5 cm Flak. Die Rüstungsarbeiter in Anzügen. Vorführung eines Entfernungsmessers. Feuernde leichte Flak. Die schwere Flak im Einsatz.
7	7. Freizeitbeschäftigung deutscher Soldaten, Frankreich, 1940 Täglicher Dienstplan deutscher Soldaten im besetzten Frankreich. Blick auf ein Gebäude mit der Aufschrift: „Ouvert toute l´année“ (Ganzjährig geöffnet). Davor deutsche Soldaten beim Reinigen der Waffe. Putzen von Stiefeln und Stopfen von Socken. Blick vom Gebäude weg: Eine Flaksicherung an der Küste. Gebäude am Strand. Soldaten in Badehosen laufen an den Strand. Die Soldaten beim Sport an der Küste und beim Baden. Ein Mann bläst in eine Trillerpfeife, die Soldaten marschieren zunächst geschlossen in Badekleidung ins Wasser, rennen dann hinein. Soldaten auf Floßsäcken im Wasser.
8	8. Brauchitsch besucht ein Lazarett, 1940 Der Oberbefehlshaber des Heeres Generalfeldmarschall Walter von Brauchitsch beim Besuch verwundeter deutscher Soldaten im Lazarett. Ein Arzt geht Brauchitsch voran. Brauchitsch in verschiedenen Krankenzimmern am Bett von Verwundeten. Gespräche mit den Verwundeten.
9	9. Ehrung der neuen Generalfeldmarschälle in der Reichskanzlei, Berlin, Deutsches Reich 1940 Hitler überreicht am 19.07.1940 in der Reichskanzlei Reichsmarschall Göring und den neuernannten Generalfeldmarschällen die Marschallstäbe. Marschallstäbe in Schatullen. Marschallstab Görings. Aufstellung der Marschälle zur Ehrung: Göring und die Generalfeldmarschälle Wilhelm Keitel, Gerd von Rundstedt, Fedor von Bock, Walter von Brauchitsch, Wilhelm Ritter von Leeb, Hans Günther von Kluge, Erwin von Witzleben, Walter von Reichenau und Wilhelm List. Nach der Überreichung verlässt Hitler den Raum.
