chapter	content
Vorfilm	Tran und Helle, Denunzieren Tran sitzt an einem Schreibtisch und schreibt mit Füller und Tinte einen Brief. Als er fertig ist, stempelt er den Brief, legt den Stempel beiseite und liest den Brief laut vor. Es handelt sich um ein Schreiben, in dem Tran einen Nachbarn denunziert, nicht mehr zu flaggen. Helle tritt von hinten an Tran heran. Er nimmt Tran den Brief aus der Hand und liest an der Stelle laut weiter, an der Tran aufgehört hat. Tran ist zufrieden mit dem Inhalt des Briefes. Helle klärt Tran darüber auf, dass der Denunzierte verreist ist und deshalb nicht flaggen kann. Tran will den Brief trotzdem abschicken, um ihm aus persönlichen Motiven einen Denkzettel zu verpassen. Helle verurteilt das Denunzieren, da es den Behörden zusätzliche Arbeit beschere. Tran entschließt sich, den Brief doch nicht abzusenden. Helle empört sich darüber, dass Tran den Brief nicht einmal unterschrieben hat. Tran antwortet grinsend, dass es ihm peinlich gewesen wäre, wenn der Nachbar erfahren hätte, dass er ihn denunziert habe. Helle geht lachend weg.
1	1. Abtransport des historischen Wagens von Marschall Foch aus Compiègne, Frankreich, 1940 Der Salonwagen von Marschall Ferdinand Foch wird auf einem Spezialtransportfahrzeug zum nächsten Bahnhof gebracht und von dort nach Berlin überführt. Die Stelle in Compiègne, an der der Wagen bei den Waffenstillstandsverhandlungen 1918 stand, ist mit einem Gedenkstein versehen. Fahrt mit dem Spezialfahrzeug zum Bahnhof. Bahnhofsschild: „Crépy-en-Valois“.
2	2. Deutsch-Französische Waffenstillstandskommission 1940 in Wiesbaden, Deutsches Reich, 1940 Die Waffenstillstandskommission unter dem Vorsitz von General Carl-Heinrich von Stülpnagel am 30.06.1940: Eintreffen der französischen Delegation unter Führung von General Charles Huntziger vor dem Hotelgebäude. Postierte Wachen vor dem Gebäude. Stülpnagel empfängt die Franzosen im Konferenzraum mit dem Hitlergruß. Die Kommission am großen Verhandlungstisch. Stülpnagel und Huntziger, zwischen ihnen ein Dolmetscher. Stülpnagel erklärt die Sitzung der Kommission für eröffnet.
3	3. Überblick über die Waffenausbeute in Frankreich, 1940 Flugzeuge in einer Halle und in Reihen auf Rollfeldern; halbfertige Flugzeuge. Mehrere Renault FT-17 Panzer in bewaldetem Gebiet, davor ein Soldat. Schild an einem Lager: „Beute Sammelstelle“. In einem umzäunten Gebiet fahrbare Geschütze. Ein Soldat vermisst die Mündung eines Geschützrohres, auf dem er sitzt. Eisenbahngeschütze auf Schienen. Ein weiteres Schild vor einem Lager: „Beute Sammelstelle (Waffen, Munition) - Zutritt verboten!“. In dem Lager Munition aller Art, darunter mit Zweigen bedeckte Artilleriegranaten, schwerste Geschütze.
4	4. Brennende Öltanks im Hafen von Brest, Frankreich, 1940 Zerstörte Öltanks. Feuer; dichte schwarze Rauchwolken. Ein Haus am Hafen, dahinter ein Turm. Ein Schiff mit der Aufschrift „Sarre“ im Hafen. Öl, das ins Meer gelaufen ist, brennt auf der Wasseroberfläche.
5	5. Rückführung der geflüchteten französischen Bevölkerung in ihre Heimatorte, Frankreich, 1940 Viele Menschen mit Gepäck auf einem Bahnhof, die auf den Bahnsteigen warten. Auf den Gleisen liegt Müll. Ein Mann schläft auf einer Bank auf dem Bahnhof. Eine Stadt: Aufnahmen von Kindern. Verpflegung der Bevölkerung durch Wehrmacht und Nationalsozialistische Volkswohlfahrt (NSV). Ein Soldat schneidet Brot. Austeilen von Suppe. Eine Frau füttert ihr Kind mit Suppe. Menschen besteigen einen Flüchtlingszug auf einem Bahnhof. Verstauen von Gepäck; ein Kinderwagen mit Kind wird in den Zug gehoben. Ausgabe von Benzin an Pkw-Halter, die in ihre Heimatorte zurückkehren wollen: Menschen drängen sich um einen Tisch im Freien, an dem Zettel ausgegeben werden. Eine lächelnde Frau mit einem Zettel in der Hand, die sich von dem Tisch abwendet. Ein Soldat befüllt einen Kanister, der auf einem Klappstuhl steht. Männer, die dahinter in der Schlange stehen, mit Kanistern. Die Frau, die den Zettel in Empfang genommen hat und eine weitere Frau, betanken einen Pkw aus einem Kanister. Ein Hund der aus einem Auto schaut. Ein Soldat spricht mit zwei Frauen, die in einem Auto sitzen. Menschen die nach Hause gebracht werden auf der Ladefläche eines Autos.
6	6. Grenzverkehr unter deutscher Kontrolle, Frankreich/Schweiz, 1940 Französischer Grenzverkehr unter deutscher Kontrolle. Grenzposten zwischen Frankreich und der Schweiz. Ein Mann und eine Frau werden kontrolliert. Der Mann zeigt die Papiere vor. Sie steigen in ein Auto. Der Schlagbaum wird hochgezogen und das Auto passiert die Grenze.
7	7. Besetzung der französisch-spanischen Grenze, Frankreich/Spanien, 1940 Angetretene Ehrenformationen auf beiden Seiten. Der spanische General José López-Pinto Berizo überbringt dem Befehlshaber der deutschen Truppen Grüße der spanischen Nation. Abfahrt des Generals im Auto.
8	8. Göring in Paris, Frankreich, 1940 Bild der Pariser Innenstadt. Ein Auto fährt über eine Kreuzung: Reichsmarschall Hermann Göring besucht Paris. Das Auto hält vor dem Hotel Ritz. Göring betritt das Hotel, davor Wachsoldaten.
9	9. Deutsche Inbetriebnahme eines Pariser Senders, Frankreich, 1940 Der Sender Paris II unter deutscher Verwaltung. Das Sendehaus von innen. Erste Sendung nach Wiederaufnahme des Sendebetriebes ist ein deutsches Militärkonzert. Die Kapelle beim Konzert unter freiem Himmel mit Blasinstrumenten. Schwenk am Sendemast nach oben.
