chapter	content
1	1. Bergungsarbeiten nach einem Erdbeben in Bukarest, Rumänien, 1940 Bergungsarbeiten bei Nacht in zerstörten Stadtvierteln von Bukarest. Bei dem Beben vom 10.11.1940 kamen laut Sprechertext 300 Menschen ums Leben und über 400 wurden verletzt. Viele zerstörte Häuser in Bukarest und Aufräumarbeiten. König Michael bei der Besichtigung der Erdbebenschäden.
2	2. Mussolini besichtigt Rüstungswerke in Terni, Italien, 1940 Der italienische Ministerpräsident Benito Mussolini mit Begleitern in einem Rüstungswerk und vor dem Werk auf einer Tribüne stehend. Werksangehörige umjubeln ihn.
3	3. Die italienischen Front in Nordafrika, Sidi El Barrani, Ägypten, 1940 Einheiten beim Straßenbau. Fernmeldeeinheit beim Verlegen von Leitungen. In einer Werkstatt für Kraftfahrzeuge in der Nähe von Sidi El Barrani werden Tanketten (Carro Veloce CV 33) und Fahrzeuge repariert und überholt. Nachschubkolonnen fassen Trinkwasser. Eine italienische Flugabwehrkanonen (Flak)-Batterie in der Wüste. Ein Horchgerät in Tätigkeit. Leichte 2 cm Flak (Breda Model 35) und 8,8 cm Flak feuern auf anfliegende englische Flugzeuge. Überreste eines abgeschossenen englischen Flugzeuges in der Wüste.
4	4. Umsiedlungsaktion der „Bessarabiendeutschen“, Bessarabien, Moldauische Autonome Sozialistische Sowjetrepublik, Sowjetunion/Galatz, Rumänien, 1940 Beladen von Planwagen und Abfahrt eines Trecks. Die Umsiedler werden von der SS, dem Nationalsozialistischen Kraftfahrkorps (NSKK), der Nationalsozialistischen Volkswohlfahrt (NSV) und dem Deutschen Roten Kreuz (DRK) betreut. Pferdewagen beim Überschreiten des Pruths. Ein Umsiedlerzug kommt im Auffanglager Galatz an. Der NSV-Kindergarten des Zeltauffanglagers. Die Babyabteilung mit während des Umzugs geborenen Kindern. Die Großküche des Lagers, Essensausgabe an die Umsiedler.
5	5. Außenminister-Treffen auf dem Berghof auf dem Obersalzberg, Deutsches Reich, 1940 Der italienische Außenminister Graf Galeazzo Ciano trifft mit dem Auto auf dem Berghof ein. Ciano im Berghof im Gespräch mit Generalfeldmarschall Wilhelm Keitel und dem deutschen Botschafter in Italien Hans Georg von Mackensen. Die Gruppe an einer Karte. Der spanische Außenminister Ramon Serrano Suñer kommt mit dem Auto an und wird durch Reichsaußenminister Joachim von Ribbentrop begrüßt. Beide betreten den Berghof und begrüßen Ciano, Keitel und von Mackensen. Adolf Hitler empfängt die Außenminister zu einer Rücksprache.
6	6. Beitritt Ungarns zum Dreimächtepakt am 20.11.1940, Wien, Ostmark, 1940 Hitler auf der Fahrt zum Schloss Belvedere. Er betritt mit Begleitern das Schloss. Die ungarische Delegation, mit Ministerpräsident Pál Teleki und Außenminister István Csáky, betritt das Schloss und wird von Joachim von Ribbentrop begrüßt. Hitler im Gespräch mit den ungarischen Politikern, dabei auch Graf Ciano, von Ribbentrop, István Csáky, sowie der japanische Botschafter in Berlin Saburo Kurusu und Teleki am Verhandlungstisch. Ribbentrop bei einer Rede: er weist auf die Bedeutung des Paktes hin, „der eine Kampfansage gegen die Kriegshetzer und gegen jeden Versuch einer Kriegsausweitung sei und die Schaffung einer gerechten Welt zum Ziele habe“. Ribbentrop, Graf Ciano, Kuruso und Csáky bei der Vertragsunterzeichnung. Hitler verlässt das Schloss Belvedere. Fahrt im offenen Auto durch die von vielen jubelnden Menschen umsäumten Straßen Wiens.
7	7. Beitritt Rumäniens zum Dreimächtepakt am 23.11.1940, Berlin, Deutsches Reich, 1940 Der rumänische Ministerpräsident Ion Antonescu trifft am 22.11.1940 mit dem Zug auf dem Anhalter Bahnhof in Berlin ein und wird durch Ribbentrop begrüßt. Antonescu schreitet mit Ribbentrop und Keitel die Front einer angetretenen Ehrenkompanie vor dem Bahnhof ab. Fahrt durch die Straßen Berlins. Im Ehrenhof der Neuen Reichskanzlei fährt am 23.11.1940 Antonescu vor und wird vom Chef der Präsidialkanzlei und Staatsminister Dr. Otto Meißner in die Reichskanzlei geführt. Am Verhandlungstisch Ribbentrop, Botschafter Kuruso, der Leiter der politischen Abteilung im italienischen Außenministerium Botschafter Buti, Ministerpräsident Ion Antonescu und der rumänische Außenminster Michael Sturdza. Ribbentrop bei einer Rede: „Durch den Beitritt Rumäniens zum Dreimächtepakt sei ein weiterer Schritt zum Sieg unserer Sache getan“. Ribbentrop, Kurusu, Buti und Antonescu bei der Vertragsunterzeichnung.
8	8. Beitritt der Slowakei zum Dreimächtepakt am 24.11.1940, Berlin, Deutsches Reich, 1940 Im Ehrenhof der Neuen Reichskanzlei trifft der slowakische Ministerpräsident und Außenminister Dr. Vojtech Tuka ein. Unterzeichnung des Vertrages durch Ribbentrop, Botschafter Kurusu, Botschafter Buti, Außenminister Sturdza und Dr. Tuka.
9	9. Eröffnung der Ausstellung „Der Sieg im Westen“, Wien, Ostmark, 1940 Göring trifft ein und besichtigt die Ausstellung. Viele Besucher, darunter zahlreiche Jugendliche beim Ansehen von Waffen, Panzern (Somua S-35, Matilda II, Panzer IV und Renault FT-17), Flugzeugen sowie Beutestücken. Göring an Schaukästen, dann beim Verlassen der Ausstellung.
10	10. Lager des RAD, Deutsches Reich, 1940 Der neue Jahrgang des Reichsarbeitsdienstes (RAD) ist eingerückt. Wecken; die Arbeitsmänner ziehen sich an und laufen in Gruppen zum Frühsport/Gymnastik. Beim Waschen im Duschraum. Auf Fahrrädern rückt die Abteilung zum Dienst aus. Ausgabe von Spaten, unterlegt: „Gott segne die Arbeit und all unser Ringen“. Arbeitsmänner bei Gartenarbeiten in moorigem Gelände an einem Kanal.
11	11. Aufräumungsarbeiten zwischen Westwall und Maginotlinie, Frankreich, 1940 Abbau von Stellungen. Westwallbunker werden nach der Säuberung verschlossen. Französische Kriegsgefangene beim Entfernen von Drahtsperren in der Maginotlinie.
