chapter	content
1	1. Abschluss der 2600-Jahr Feier des Japanischen Kaiserhauses, Tokio, Japan, 1941 Japanische Offiziere auf dem Weg zu einer Großkundgebung in Tokio. Deutsche Abordnung mit Befehlshaber der Unterseeboote (U-Boot) Karl Dönitz. Eintreffen des Kaiserpaares. Kaiser Hirohito und Kaiserin Nagako auf einer Tribüne. Huldigungen der Menschenmenge, darunter Armeeeinheiten. Samurai-Darbietung. Festzug durch Tokio am Abend.
2	2. Unterzeichnung neuer deutsch-sowjetischer Abkommen, Moskau, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Unterzeichnung von vier deutsch-sowjetischen Abkommen in Moskau am 10.01.1941: ein erweitertes Wirtschaftsabkommen, ein Umsiedlungsabkommen, Abkommen über gegenseitige Vermögensansprüche und den Vertrag über die deutsch-sowjetische Grenze von der Igorka bis zur Ostsee. Sowjetischer Außenminister Molotow und der deutsche Botschafter in Russland Graf von der Schulenburg bei der Unterzeichnung und Siegelung der Verträge.
3	3. Starke Schneefälle in Europa, Berlin/Thüringen, Deutsches Reich/Protektorat Böhmen und Mähren/Generalgouvernement/Rom, Italien, 1941 Berlin: Brandenburger Tor. Eingeschneites Dorf in Thüringen. Skiläufer fahren über die Dächer der Ortschaft. Freischaufeln eines steckengebliebenen Zuges. Schneeräumung in Prag. Steckengeblienes Fahrzeug in Böhmen. Schneeräumung am Bahnhof in Krakau. Schneeballschlacht in Rom.
4	4. Kabeljaufang an den Lofoteninseln, Reichskommissariat Norwegen, 1941 Auslaufen der Fischfangflotte. Auslegen der Grundschnur. Fang der Fische auf kleinen Booten und Verladen auf größeren Booten.
5	5. Matrosen besichtigen Schloss Kronborg, Dänemark, 1941 Matrosen der deutschen Besatzungstruppe bei der Besichtigung des Schlosses Kronborg bei Helsingör. Matrosen im Schlosshof.
6	6. Großkundgebung der „Nationalsozialistischen Bewegung in den Niederlanden“ in Utrecht, Reichskommissariat Niederlande, 1940 Großkundgebung zum neunten Jahrestag der Gründung der „Nationaal-Socialistische Beweging“ (NSB) am 14.12.1940. Leiter der NSB Anton Adriaan Mussert beim Abschreiten einer angetretenen Ehrenformation. Mussert bei seiner Rede.
7	7. Bau der Straßenbrücke bei Dirschau, Reichsgau Danzig-Westpreußen, 1941 Bau der Dirschauer Straßenbrücke. Gauleiter Albert Forster übergibt einen Teil der Fahrbahn dem Verkehr.
8	8. Renovierung des Stadttheaters in Posen, Generalgouvernement, 1941 Herstellung von Dekorationen in einer Werkstatt. Schneiderinnen bei der Arbeit. Erneuerung von Helmen. Herstellung von Perücken. Malen von Kulissen. Die fertige Dekoration.
9	9. Eröffnung der Ausstellung des „Hilfswerks für deutsche Bildende Kunst“, Berlin, Deutsches Reich, 1941 54. Ausstellung des „Hilfswerkes für deutsche bildende Kunst“ in der Preußischen Akademie der Künste am 11.01.1941: „Ernte in Masuren“ von Eduard Bischoff, „Mein Sohn“ von Georg Siebert, „Wachauerinnen“ von Rudolf Böttger, „Tänzerin“ von Hella Peters-Ebbecke. Plastiken: „Frauenkopf“ und „Mädchenbüste“ von Oswald Hofmann, „Hermann Göring“ von Olaf Lembke.
10	10. 48. Geburtstag von Hermann Göring, Berlin, Deutsches Reich, 1941 Reichsmarschall Hermann Göring an seinem Schreibtisch. Bauer aus dem Münsterland bei der Gratulation und Geschenkeübergabe. Aufnahme des Gabentisches: u.a. eine Jagdflinte und ein Ehrendegen. Gratulation durch Reichsminister Josef Goebbels, Stabschef der SA Viktor Lutze, Nationalsozialistischer Kraftfahrkorps (NSKK)-Führer Adolf Hühnlein, Botschafter Dino Alfieri mit Gattin und Reichsorganisationsleiter Robert Ley. Gratulation durch Feldmarschälle und Generäle der Luftwaffe: Friedrich Christiansen, Ernst Udet, Hans-Jürgen Stumpff, Karl Bodenschatz, Erhard Milch und Albert Kesselring.
11	11. Herstellung von Flakscheinwerfern, Deutsches Reich, 1941 Schweißen. Bau des Gehäuses und des Untersatzes. Überprüfen und Einsetzen der Bogenlampen. Einsetzen des Spiegels und des Abschlussglases. Lichtprobe bei Nacht. Übung einer Scheinwerferbatterie bei Flugabwehrkanonen (Flak)-Stellungen an der Kanalküste. Aufstellen und Bedienung der Scheinwefer bei Tageslicht.
12	12. Übung einer Kradschützenabteilung im besetzten Südfrankreich, 1941 Fahrt über schwieriges Gelände, Flussüberquerung mit einem behelfsmäßigen Holzsteg, der auf Schlauchbooten aufliegt. Absitzen der Einheit und Angriff. Einrichten einer leichten Panzerabwehrkanone (3,7 cm PaK 36). Ritterkreuzträger Leutnant Rudolf Neubrandt ist Leiter des Angriffs. Feuern mit Maschinengewehr (MG). Vorgehen der Soldaten im Gelände. Übung in einer verlassenen Ortschaft. Weiterfahrt der Kradschützen.
13	13. Oberstleutnant Galland beim Luftkampf an der Kanalküste, Frankreich, 1941 Jagdflieger auf einem Feldflughafen an der Kanalküste. Meldung von einfliegenden englischen Flugzeugen. Alarm mit einer Leuchtpistole. Piloten, darunter Oberstleutnant Adolf Galland, besteigen Jagdflugzeuge (Messerschmitt Bayrische Flugzeugwerke Bf 109). Luftkampf mit einer englischen Supermarine Spitfire. Die englische Maschine wird von Galland getroffen und fängt an zu rauchen.
