chapter	content
Vorfilm	"Feind hört mit, Deutsches Reich, 1943 Ein Zug fährt durch die Nacht. Spielhandlung in einem vollbesetzten Abteil. Ein Hund bellt, eine Frau reagiert emotional erregt. Eine Frau (gespielt von Brigitte Mira) unterhält sich mit einem tierlieben Herrn. Sie beschreibt ihm den Weg zu einer ausgelagerten Fabrik für Flugzeugpeilgeräte. Eine mitfahrende Frau (gespielt von Gisela Schlüter) mischt sich ein und weist auf ein Schild hin: ""Vorsicht bei Gesprächen! Feind hört mit!"" Die Frau wiegelt ab. Kontrolle der Reisedokumente. Der tierliebe Mann wird wegen Spionageverdachts, von einem im gleichen Abteil sitzenden Mann, festgenommen. Dieser Mann weist sich durch eine NS-Plakette aus (unleserlich, Gestapo?)."
1	1. HNO-Medizin, Berlin, Deutsches Reich, 1943 Der Hals- Nasen- und Ohrenarzt Prof. Dr. Carl Otto von Eicken untersucht in der Universitätsklinik Berlin eine Frau mit einem speziellen Apparat.
2	"2. Kraft durch Freude, Feierstunde, Berlin, Deutsches Reich, 1943 Feierstunde zum 10. Jahrestag des Bestehens der Organisation ""Kraft durch Freude"" in Berlin. Im Mosaiksaal der Neuen Reichskanzlei in Berlin. Rede von Robert Ley (kein Originalton). Ley zeichnet Künstler mit dem Kriegsverdienstkreuz aus."
3	3. Kraft durch Freude, Aufführung, unbekannter Ort, 1943 Eine Bühne. Zwei führen humoristische und artistische Szenen vor. Lachende Zuschauer. (Sprecher:) „Dies ist eine der 720.000 Veranstaltungen, die die KdF seit Kriegsbeginn für die Wehrmacht durchgeführt hat.“
4	4. Seekrieg, U-Boot-Sperre, Finnischer Meerbusen, 1943 Ein großes Schiff auf See. (Sprecher:) „Fahrt geht zum Finnischen Meerbusen, wo eine Sperre gegen sowjetische U-Boote gelegt wird.“ Ausfahrt und Auslegen der Sperre – netzartig angeordnete Stahlseile mit „schweren Eisentellern“ als Gewichten (Sprecher). Bojen werden ausgelegt, die das Netz an der Oberfläche des Meeres halten sollen. Luftaufnahmen von dem Schiff und der fertigen Sperre.
5	5. Rückzug, Gefechte, Sowjetunion, 1943 Kartentrick: Südwestliche Sowjetunion, Stalino, Kertsch, Sewastopol, Noworossijsk, Kiew, Dnjepr, Don, Wolga. (Sprecher:) Kertsch. Soldaten feuern mit Maschinengewehr (MG). Stukas am Himmel, Detonationen am Boden, Rauch. Leuchtzeichen. Soldaten schießen mit Granatwerfer. Nebelwerfer feuert eine Salve. Sturmgeschütz. Soldaten laufen über eine Wiese. Gefechtsaufnahmen feuernder Tiger Panzer mit Infanterieunterstützung. Panzerabwehrkanone feuert aus der Deckung. Panzer am Horizont. Erbeutete sowjetische Waffen und zerstörte Landungsboote am Strand. Der rumänische General Corneliu Teodorini und General der Pioniere Erwin Jaenecke am Strand, im Hintergrund die zerstörten Landungsboote. Gefangene sowjetische Soldaten.
6	"6. Logistik, Luftkrieg, Me 323 Sowjetunion, 1943 Kartentrick: Westliche Sowjetunion, Moskau, Witebsk, Kiew, Dnjepropetrowsk, Dnjepr, Asowsches Meer. Transportflugzeuge vom Typ ""Gigant“ auf einem Feldflugplatz. Verladung von Munitionskisten, einem Flak-Vierling, Panzer, Halbkettenfahrzeug, Panzerabwehrkanone, Lkw, Omnibus und Soldaten. Soldat macht die Bordwaffen feuerbereit. Start eines Giganten. Flug. Blick aus Pilotenkanzel. Nahaufnahme Pilot. Soldaten (im Laderaum?). Flugaufnahmen einer Winterlandschaft. Landung auf einem Feldflughafen, Transportflugzeuge Typ Ju 52 und FW 200 stehen herum. Entladung der Transportflugzeuge. Soldaten steigen mit Marschgepäck aus, ein Panzer fährt rückwärts aus dem Rumpf. Ein LKW fährt aus dem Rumpf."
7	7. Logistik, hinter der Front, Sowjetunion, 1943 LKW auf verschlammter Piste. Ein Reifen dreht im Schlamm durch. Gestaute LKW- und Pferdefuhrwerk-Kolonne auf einer Landstraße. Rastpause am Straßenrand. Soldaten beim Kochen. Ein Soldat sucht sein Hemd nach Läusen ab, ein anderer liest Zeitung (Frankfurter Anzeiger). Nachschubkolonne rollt auf verschlammter Landstraße vor.
8	8. Rückzug, Gefechte, Sowjetunion, 1943 Nachschubkolonne im Schlamm. Panzerartillerie „Elefant“ im tiefen Schlamm. Tigerpanzer rollen über eine Piste, auf einer Wiese. Infanterie in Schützenlöchern und flachen Schützengräben. Ein Soldat blickt durch ein Loch in einem Dach, am Feldtelefon. Schwere Artillerie feuert. Flugzeuge am Himmel. Flakgeschütze feuern. Brennendes Flugzeug in der Luft und am Boden. Absprung des Piloten mit dem Fallschirm.
9	9. Rückzug, Gefechte, Sowjetunion, 1943 „Am mittleren Frontabschnitt“ (Sprecher). Funker. Panzer und Infanterie. Panzergefecht. Brennende sowjetische Panzer und tote Soldaten. Brennende Ortschaften, Panzer und Infanterie in einer Siedlung. Fernschreiben (im Bild) über die Verleihung eines Ritterkreuzes mit Eichenlaub, Schwertern und Brillanten an den Regimentskommandeur Oberst Adelbert Schulz vom 14.12.1943. Schulz trinkt Kaffee im Freien mit ein paar Offizieren.
10	10. Nebelwerfer, unbekannter Ort, 1943 Laden eines Nebelwerfers. Kommando zum Feuern. Nebelwerfer feuern mehrere Salven. Dazwischen Detonationen und Rauch am Horizont.
