chapter	content
1	1. Konservierung, Antwerpen, Belgien, 1943. Herstellung von Trockengemüse in einer Fabrik bei Antwerpen (Sprecher). Große Mengen Zwiebeln werden von Frauen geschält, dann maschinell gewaschen und zerkleinert. Desgleichen werden Kohlköpfe bearbeitet. Schnipsel kommen in den Trockenofen. Danach wird der getrocknete Kohl in Papiersäcke gefüllt.
2	2. Evakuierung, Deutsches Reich (?), 1943. ´Strohwitwerkurse des NS-Frauenwerks für Männer´ (Sprecher). Männer legen Kittel und Schürze an. Kartoffeln werden in Schüsseln gerieben. Pfannkuchen in der Luft gewendet. Kuchen wird aus einer Form genommen. Männer speisen an einer Tafel.
3	"3. Fortpflanzung, Deutsches Reich (?), 1943. Schild ""NSV Kriegs-Entbindungs-Heim"". Frauen gehen in ein Landhaus. Frauen stricken Kleidung. Neugeborene auf dem Arm einer Krankenschwester. Baby wird der Mutter gebracht. Arzt kommt an Bett. Zahlreiche Wiegen werden bei Sonnenschein auf die Terrasse gestellt, ein Kind ist stehend in einer Wiege zu sehen. Nahaufnahmen von Babys."
4	4. Medizinische Wissenschaft, Berlin, Deutsches Reich, 1943. Prof. Dr. Frik begutachtet Röntgenbilder. Eine junge Frau liegt unter dem Röntgenapparat. Frik richtet die Maschine aus und legt Schutzkleidung an. Eine Krankenschwester ist ihm dabei behilflich. Eine Frau unter einer Apparatur.
5	5. Rüstungsindustrie, unbekannter Ort, 1943. ‚Arbeitstagung der deutschen Rüstung‘ (Sprecher). Rüstungsminister Albert Speer spricht (kein Originalton) zu Männern in Zivil und Uniform. Speer mit Generalfeldmarschall Erich Milch, Prof. Ferdinand Porsche und Generalmajor Galland. Vorführung neuer Munition. Speer beobachtet die Erprobung geschützt hinter Panzerglas. Explosionen und Brände an Versuchskörpern.
6	6. Luftwaffenfelddivision, unbekannter Ort, 1943. ‚Reichsmarschall Hermann Göring zu Besuch bei der Ersatz- und Ausbildungsabteilung der Panzerdivision ´Hermann Göring´‘ (Sprecher). Soldaten und Offiziere der Luftwaffe. Göring beobachtet die Ausbildung im Gelände, u.a. am MG. Gespräche mit Soldaten. Göring auf dem Boden liegend, schießt mit dem Gewehr. Zielscheibe mit Treffer im Schwarzen. Vorführung eines Jagdpanzers. Feuerübung des Jagdpanzers. Göring verfolgt Beschuss mit dem Fernglas.
7	7. Heimatfront, Wien, annektiertes Österreich, 1943. Ritterkreuzträger Nowotny in Wien. Menschen winken mit Hakenkreuzfähnchen. Im Hintergrund der Prater. Nowotny erhält Blumen. Geht grüßend durch die Menge und schreibt Autogramme. Verabschiedung von den Eltern auf dem Flughafen. He 111 rollt davon. Eltern winken dem Flugzeug hinterher.
8	8. Marinekriegsschule Mürwik, Flensburg, Deutsches Reich, 1943. ‚Seekadetten treffen zu einem Fähnrichs-Lehrgang in der Schule ein‘ (Sprecher). Ausgabe des Offiziersdolches, Anbringen desselben. Schild mit Unterrichtsschwerpunkten (Schiffstypenkunde, Seetaktik, Sport, Navigation und Bootsdienst) und Unterrichtszeiten (7:30 bis 12:15 und 14:45 bis 18:20). Unterricht in Typenkunde an Hand von Karte und Modellen. Kadett steht stramm von seinem Pult auf. Navigationsunterricht mit Globus und Himmelskarte. Maschinenkunde an großen Modellen und Maschinenanlagen. Turnen am Barren. Sprünge über den Bock. Boxen am Sandsack und im Ring. Praktische Übungen an Bord, mit Kompass, Sextant und Karte. Segeln in kleinen Booten.
9	9. München, Bayern, Deutsches Reich, 1943. Schild: ‚Löwenbräukeller‘. ‚München am Vorabend des 9. November‘ (Sprecher). Adolf Hitler trifft ein und begrüßt alte Nationalsozialisten (im Sinne von „Alten Kämpfern der Bewegung“), u.a. Göring. Hitler spricht (kein Originalton). Applaus. Nahaufnahme eines Ritterkreuzträgers. Hitlergruß (Deutscher Gruß) der Menge. Hitler mit Goebbels, Ley, Göring, Bormann und Himmler im Gespräch.
10	"10. München, Bayern, Deutsches Reich Gauleiter Gießler und Generalfeldmarschall Keitel legen an der Feldherrnhalle in München einen Kranz nieder. Marsch der ´alten Kämpfer´ zur ewigen Wache. Am Königlichen Platz. Feierstunde. Soldaten stehen stramm. Parteigenossen mit Hitlergruß. Im Ehrenmahl werden Kränze an den Sarkophagen der 1923 Getöteten durch den Gauleiter niedergelegt. Aufschrift ""Adolf Hitler"" und der Name des verstorbenen NS-Anhängers am Kranz. Keitel salutiert mit Stab des Feldmarschalls."
11	11. Rückzug, Sowjetunion, 1943. Kartentrick: Westliche Sowjetunion, Moskau, Witebsk, Smolensk, Brjansk, Kiew, Poltawa, Dnjepropetrowsk, Saporoshje. Nächtliches Gefecht. Leuchtspurgeschosse. Leuchtkugeln. Dämmerung. Beobachtungsposten. Nachschub wird in den Schützengräben transportiert. Kurze Ruhepause im Graben. Bau eines Panzergrabens durch Zivilisten. Angriff einer deutschen Panzerabteilung bei Kriwoi Rog (Sprecher). Panzer, Halbkettenfahrzeuge. Panzer feuert. Sowjetische Kriegsgefangene. Zerstörtes sowjetisches Material. Gefallene sowjetische Soldaten, ein herrenloses Pferd. Deutsche Infanterie marschiert über eine Wiese. Deutsche Panzerfahrzeuge. Flugzeuge am Himmel. Luftangriff. Flugabwehrartillerie feuert. Explosionen. Soldaten ducken sich. Tiefflieger. Ein Jagdpanzer ‚Ferdinand‘. Ein brennendes Flugzeug am Boden. Nebelwerfer feuern Salven.
12	12. Luftkrieg, unbekannter Ort, 1943. Jagdstaffel im Einsatz gegen Bomber, 1943 Jagdflugzeuge (Me 109 und FW 190). Motoren werden gewartet. Bordgeschütze werden mit Munition geladen. Eine Flugmeldestelle. Alarm. Piloten rennen über das Flugfeld zu Jagdflugzeugen und steigen ein. Bodenpersonal. Flugzeuge beim Start von einer Startbahn und von einem Feld. Flugzeuge in der Luft. Bomberverband. Beschuss von Bombern. Zahlreiche Flugzeuge werden getroffen und stürzen ab. Besatzungsmitglieder springen aus einzelnen Bombern.
