chapter	content
Vorfilm	Tran und Helle, Im Luftschutzkeller Tran und Helle befinden sich während eines vermeintlichen Angriffs mit anderen im Luftschutzkeller. Es finden verschiedene Gespräche zwischen ihnen und zwei anderen Männern statt, um sich die Zeit zu vertreiben. Gegen Ende wollen sie ein Skatspiel beginnen, doch es wird Entwarnung gegeben und alle verlassen den Luftschutzkeller.
1	1. Kanu- und Rudermeisterschaften in Grünau, Berlin, Deutsches Reich, 1940 Kanu- und Rudermeisterschaften der Hitlerjugend (HJ) aus Berlin und Brandenburg auf der Regattastrecke in Berlin-Grünau auf dem Müggelsee; aus dem Achter-Rennen: Sieger wurde Renngemeinschaft „Hellas-Wiking-Nordstern“. Jugendliche Zuschauer auf der Tribüne. Das Rennen der Zehnerkanadier.
2	2. Ausstellung des weiblichen RAD in Berlin, Deutsches Reich, 1940 Ausstellung des weiblichen Reichsarbeitsdienstes (RAD) auf dem Reichssportfeld in Berlin: Weibliche Jugend führt vor Publikum Ergebnisse der sportlichen Ausbildung vor, u.a. Ballgymnastik. Musikalische Untermalung durch eine Akkordeonspielerin.
3	3. Weiblicher RAD zu Besuch bei Adolf Hitler, Deutsches Reich, 1940 Hitler unterhält sich mit den einzelnen Gruppen bei Kaffee und Kuchen an Tischen in einem Garten.
4	4. Einweihung eines RAD-Lagers im Reichsgau Wartheland, 1940 Errichtung von RAD-Lagern in „zurückgewonnen Ostgebieten“ (laut Sprechertext), im Warthegau in der Nähe von Posen. Bau der Lager, Maurerarbeiten. Zeremonie zur Einweihung der vollendeten Abteilungsunterkunft „Jochen Meyer-Quade“ in Anwesenheit des RAD-Führers Hierl. Gauleiter Arthur Greiser und Konstantin Hierl schreiten die Front der angetretenen Arbeiter ab. Entrollen der neuen Fahne mit dem Namen der RAD-Abteilung und des Lagers. Parade der Arbeiter.
5	5. Telegraphenleitung für das besetzte Westgebiet, 1940 Fernmeldetruppen beim Neuverlegen von Telegraphenleitungen in den besetzten Westgebieten. Errichtung von Telegraphenstangen, Anbringen der Isolatoren und das Ziehen der neuen Leitungen auf dem Land. Eine Vermittlungsstelle in der Stadt, auch hier werden neue Leitungen gezogen. Überprüfen der Leitungen vor Inbetriebnahme.
6	6. Rückkehr der geflohenen Bevölkerung aus Elsass-Lothringen, Deutsches Reich, 1940 Rücktransport der „geflohenen deutschen Bevölkerung aus Elsass-Lothringen“ mit dem Zug. Ankunft an einer Zentralsammelstelle mit Begrüßungstafeln. Verlassen und Ausladen der Waggons. Erstversorgung durch die Nationalsozialistische Volkswohlfahrt (NSV), es wird sich um Kinder gekümmert, Säuglinge werden mit Milch verpflegt, Essen und Getränke werden ausgegeben und Waschgelegenheiten zur Verfügung gestellt. Reparatur von zerstörten Häusern durch Einheiten des RAD. Landwirtschaftliche Geräte werden an Bauern verteilt. Landwirte beim Einbringen der Ernte.
7	7. Kundgebung der HJ in Straßburg, Zivilverwaltung in Elsass, 1940 Marsch elsässischer Jungen und Mädchen und der HJ, aus dem benachbarten Gau Baden, durch die von vielen Zuschauern umsäumten Straßen Straßburgs und über die Kehler Brücke auf den Straßburger Münster zu.
8	8. Minenräumung in einem Fjord, Reichskommissariat Norwegen, 1940 Auslaufende Minenräumboote in einem norwegischen Fjord. Minen werden aus ihrer Verankerung gelöst und treiben auf dem Fjord. Minenspezialisten entschärfen die Minen und sprengen sie nach Anbringen der Sprengladung.
9	9. Die Rückkehr des U-Bottes „U 30“, Kiel, Deutsches Reich, 1940 Rückkehr des deutschen Unterseebootes (U-Boot) „U 30“ am 30.08.1940 nach seinem Einsatz in den Hafen von Kiel. Nach Anlegen des Bootes geht Vizeadmiral Karl Dönitz an Bord und verleiht Kapitanleutnant Fritz-Julius Lemp das Ritterkreuz. Klarmachen eines U-Bootes zum Auslaufen. Die Torpedos werden verladen und das Boot läuft aus, zum „Angriff auf England“.
