chapter	content
1	1. Franco, Spanien, 1943. (Sprecher:) ‚In einem spanischen Kriegshafen: Der Staatschef General [Francisco] Franco trifft zur Einweihung der neuen Marineakademie ein. Er begibt sich an Bord eines Schnellbootes.‘ (Sprecher Ende) Matrosen stehen Spalier an Bord von Kriegsschiffen. Franco nimmt eine Parade von Soldaten ab.
2	2. Landwirtschaft, Serbien, 1943. Tabakernte. Frauen und Männer bei der Ernte von Tabakblättern. Einsammeln und Vorsortieren der Blätter. Trocknen der Blätter durch Aufhängen in Trockenvorrichtungen.
3	3. Truppenparade, Danzig (Gdansk), Polen, 1943. Parademarsch deutscher Soldaten vor Zuschauermenge. (Sprecher:) ‚Den Ersatztruppenteilen der Panzergrenadierdivision ´Feldherrnhalle´ wird in feierlicher Form ebenfalls der Name ´Feldherrenhalle´ verliehen.‘ (Sprecher Ende) Parade durch eine fahnengeschmückte Straße, angeführt von einer Militärkapelle. Spalier der Soldaten auf einem Aufmarschplatz. Wehrkreisbefehlshaber General der Infanterie Wilhelm Keitel mit einer Abordnung höherer Offiziere und Parteifunktionären. General Keitel und der Stabschef der SA Wilhelm Schepmann beim Abschreiten der angetretenen Formationen. Schepmann am Rednerpodest. Vorbeimarsch von Soldaten.
4	4. Ehrung, Führerhauptquartier, 1943. Adolf Hitler mit Gefolge, u.a. Mussolini-Entführer bzw. Befreier Skorzeny, gehen auf einem Weg zu einem Gebäude. Skorzeny im Gespräch mit Hitler. (Sprecher:) 'Skorzeny wurde für seine kühne Leistung mit dem Ritterkreuz ausgezeichnet und zum SS-Sturmbannführer ernannt.' (Sprecher Ende).
5	5. Frontbesuch, Sowjetunion, 1943. Adolf Hitler mit Flugzeug. Hitler im (Sprecher) 'Hauptquartier des Befehlshabers der südlichen Ostfront, Generalfeldmarschall Erich von Manstein.' Hitler und Manstein. Lagebesprechung am Kartentisch zwischen Hitler und dem Chef des Generalstabes des Heeres, General Zeitzler und anderen Offizieren. Hitler verabschiedet sich auf einem Feldflughafen von General von Manstein. Hitler grüßt aus dem Fenster eines Flugzeuges. Die Tragfläche eines Flugzeuges über den Wolken.
6	6. Seekrieg, Spitzbergen, Norwegen, 1943. Deutsche Kriegsschiffe auf See. Deutsche Soldaten der Wehrmacht auf Deck. Blick über die Küste. Von Kriegsschiffen aus wird auf die Küste gefeuert. Boote werden zu Wasser gelassen. Matrosen und Soldaten besteigen die Boote. Zerstörer legen eine Nebelwand. (Sprecher) ‚Die Stoßtrupps gehen an verschiedenen Stellen an Land.‘ Anlegen von Sprengladungen. Die Soldaten kehren zu ihren Schiffen zurück.
7	7. Belagerung von Leningrad, Sowjetunion, 1943. Holzgewinnung und -bearbeitung für den Straßenbau. Befestigung einer Straße. Ein Pferdegespann auf einer Straße. Feldgendarm überprüft die Ausweispapiere. Bauen von Stahlbetonbunkern. Diverse Arbeitsgänge: Stahlgeflecht vor der Betonierung, eingeschalte Gebäudeteile. Fertige Bunkeranlage. Anfertigen von Bauelementen (Stahlbetonträger und Betonsteine). Soldaten tragen Baumaterial auf dem Rücken. Ausbau einer Stellung durch gemauerte Anlagen. Einrichtung statischer Panzerkuppeln.
8	8. (Sprecher) Mittlerer Frontabschnitt, Russlandfeldzug, Sowjetunion Kartentrick zeigt westliche Sowjetunion. Lagebesprechung an einem Kartentisch mit Generaloberst Robert Ritter von Greim. Hauptmann Wilhelm Nowotny beim Kartenspiel. Flugzeuge am Himmel. Nowotny besteigt ein Jagdflugzeug, startendes Flugzeug. Flakartillerie feuert auf Flugzeuge. Abstürzende Flugzeuge. Landung eines Fokker-Wulf-Aufklärers. Der rechte Motor des Aufklärers brennt. Löscharbeiten. Mitgebrachte Luftaufnahmen werden ausgewertet.
9	9. Rückzug, Sowjetunion, 1943. Deutsche Rückzugsbewegungen an der Ostfront. LKW, Panzer, Kräder u.a. Fahrzeuge auf staubigen Straßen. Abtransport von Vieh und anderen Gütern auf LKW. Sprengungen von Anlagen, gewaltige Explosionen. (Sprecher:) Auf einem Bahnhof bereitet sich die sowjetische Zivilbevölkerung auf die Evakuierung vor. Lebensmittel werden verladen. Abtransport von Menschen mit einem Transportzug. Die Menschen winken und lachen. Sprengung der Gleisanlagen. (Sprecher:) ‚Deutsche Nachhuten‘ mit Geschütz. Deutsche Panzerfahrzeuge. Blick aus einem Panzerfahrzeug. Gefecht. Ein deutscher Panzer fährt durch ein Sonnenblumenfeld. Sowjetische Kriegsgefangene. Lachende deutsche Soldaten.
10	10. Besatzung, Riviera, Italien, 1943. Kartentrick: Italien mit Städten Mailand, Genua, Rom, Salerno und Eufemia. Ein deutscher Panzerzug. Nachschubkolonnen in Fahrt. In einem Mittelmeerhafen: Übernahme italienischer Kriegs- und Handelsschiffe durch die deutsche Kriegsmarine. Hissen der deutschen Reichskriegsflagge auf einem zuvor italienischen Schiff. (Sprecher) 'Offiziere und Mannschaften einer italienischen Einheit unterstellen sich einem deutschen Kommando.' Italienische Soldaten bringen ein Geschütz in Stellung. Reinigen und Laden von leichten und schweren Waffen. Italienische Soldaten, Befestigungsanlagen an einer Küste. Deutsche Streitkräfte kämpfen in einem urbanen Gebiet. Einsatz von Flakartillerie gegen Bodenziele. Panzer fahren in eine Stadt. Kämpfe in engen Gassen.
11	11. Rückzug, Kalabrien, Italien, 1943. Deutscher Rückzug. Artillerie feuert, Explosionen am Horizont. (Sprecher:) Deutsche Verbände aus Kalabrien vereinigen sich mit Truppen in Palermo. Intensive Kampfhandlungen, Einsatz von Panzerfahrzeugen, Artillerie, urbane Kämpfe. Gefangene alliierte Soldaten.
