chapter	content
1	1. Muttertag, Deutsches Reich, 1944. (Sprecher:) „Zum Muttertag.“ Jungen in der Uniform der Hitler-Jugend neben einem langsam fahrenden Zug. Jungen in der Uniform der HJ laufen zu Erwachsenen (Eltern/Angehörige) und umarmen diese teilweise. Trommler und Bläser der HJ. Kinder und Erwachsene auf einer Wiese werden von verkleideten Kindern (Indianer-Kostümierung?) spielerisch „attackiert“.
2	2. Ehrung, Graz, annektiertes Österreich, 1944. Erwachsene und Kinder stehen vor dem Eingang eines Gebäudes. NS-Würdenträger der Partei. Überreichung von Mutterkreuzen an „kinderreiche Mütter“ (Sprecher) am Muttertag durch den Gauleiter der Steiermark Siegfried Uiberreither. Umhängen der Medaillen an ältere Frauen.
3	3. Gewässerschutz, Polen, 1944 (Sprecher:) „Frau Prof. Dr. Möller bei der Arbeit.“ Möller auf einem Schiff. Entnahme von Wasserproben aus der Weichsel bei Thorn. Abfüllen in Flaschen. Kiste mit Flaschen. Untersuchung der Proben im Labor. Wasser in Reagenzgläsern wird eingefärbt. Sichtung durch ein Mikroskop-ähnliches Gerät. Grafische Zeichnung der Ergebnisse anhand einer Auswertungskurve. Auswertung des Blattes mit zwei Mitarbeiterinnen.
4	"4. Sport, Krems, annektiertes Österreich, 14. Mai 1944. Plakat: Links Zeichnung eines Mannes, sich mit beiden Händen auf der Stange eines Barrens abstützend beim Kopfstand. Rechts ""NS Reichsbund für Leibesübungen. 13. Deutsche Meisterschaften im Geräteturnen für Männer."
5	"5. Deutsche Kriegsmeisterschaften. Krems a/d Donau, Brauhofsaal, 14. Mai 1944"". Turnübung eines Mannes am Barren. Rolle auf dem Barren. Seitlicher Absprung (Überschwung). Begeisterte, klatschende Zuschauer. Alfred Müller aus Leuna am Reck. Alfred Müller bei mehreren Umschwüngen am Reck. Junger Mann mit einem Fotoapparat. Gesamtsieger und Gewinner der Einzelmeisterschaft im Bodenturnen, Ernst Braun aus Dortmund, bis auf einen Lendenschurz unbekleidet, beim Bodenturnen. Vom Salto rückwärts in den Spagat zum Handstand über eine Rückwärtsrolle zum Flick Flack (verlängertes Rad). Klatschende Frauen. 5. Boxen, Berlin, Deutsches Reich, 1944. Boxkampf zwischen dem deutschen Meister im Weltergewicht Gustav Eder und dem Niederländer de Jong. Boxkampf auf der Freiluftbühne Dietrich-Eckert. Szenen des Kampfes. De Jong liegt mehrmals am Boden, steht wieder auf. Begeistertes Publikum. Sieg Gustav Eders durch KO-Schlag in der zweiten Runde."
6	"6. Lebensmittel, Berlin, Deutsches Reich, 1944. Frontseite des „Berliner Lokal-Anzeigers“ Nr. 122. Zeitungsartikel über „Neue Sonderzuteilungen“ in den Luftnotgebieten. Rubrik „Reichshauptstadt Berlin“ Titel „Neue Zuteilungen für die Berliner“. Gut gefüllte Schaufensterauslage, Wurstwaren, Getränke. Schild: ""Abgegeben wird: 950g Brot oder 700g R-Mehl auf N34 der Berliner Nährmittelkarte W9AZ62. 250g Reis auf Abschnitt II/62 der Kartoffelkarte. 50g Bohnenkaffee auf d78. 2 Dosen Kond. Milch auf a23. Berliner Bezugsausweis a25 90g Butter. 1Fl. Spirituosen auf a40. Anzumelden ist"". Frauen kaufen in einem Lebensmittelgeschäft ein, u. a. „Tangermünder Diadem Raffinade“, Sauerkraut wird aus einem großen Fass gelöffelt. Frauen geben ihre Wertmarken ab. Wurstschneidemaschine. Verladung von Nahrungsmitteln auf Lastkraftwagen; Reichsminister Herbert Backe überprüft ein Lebensmittellager. Besichtigt Schlachthof. Hängende und übereinander geschichtete Schweinehälften."
7	"7. Kriegsgefangenschaft, Frankreich, 1944. Deutsche Soldaten treffen im Kriegsgefangenenaustausch aus den USA mit dem schwedischen Schiff ""Gripsholm"" in einem südfranzösischen Hafen ein. Soldaten winken vom Schiff den Wartenden an Land zu. Rot-Kreuz-Schwestern winken den Soldaten mit Blumensträußen zu. „Die alten Afrikakämpfer“ (Sprecher) und andere ehemalige Kriegsgefangene werden von Rot-Kreuz-Schwestern herzlich begrüßt und empfangen. Strahlende Gesichter. Anstecken einer Zigarette. Weiterfahrt per Eisenbahn."
8	8. US-Marine, Neu-Guinea (?), 1944. (Sprecher:) „Aus einer erbeuteten amerikanischen Wochenschau“. Ozean. Flugzeuge am Himmel. Transporter laufen in einen Hafen auf „Neu-Guinea“ (Sprecher) ein. Ausschiffung der Truppen. Flugzeug startet von Bord eines Eskorten-Flugzeugträgers. Soldaten an Flugabwehrwaffen. Bombendetonationen an Land und im Wasser. Brandwolken im Hafen.
9	9. Flüchtling, Rumänien, 1944. Deutsche Truppen in Rumänien begegnen Flüchtlingstrecks der Zivilbevölkerung, die vor den Kampfhandlungen nach Westen fliehen. Planwagen mit Pferdegespanne werden von der Wehrmacht und den Zivilisten genutzt. Kamel als Zugtier. Familien mit ihren Habseligkeiten an einer Bahnstrecke. Betreuung durch das Rote Kreuz auf einem Bahnhof. Essenausgabe aus großen Fässern durch das Rote Kreuz. Ein Säugling wird gewaschen und abgetrocknet. Kleinkind im Gitterbett.
10	10. Luftkrieg, Rumänien (?), 1944. Kartentrick: Westliche Sowjetunion, Newel, Moskau, Witebsk, Shitomir, Kirowograd, Nikopol, Dnjepr. (Sprecher:) „Ein Tag bei Major Rudel und seinen Männern.“ Fußballspiel auf einem befestigten Flugplatz (Feldflugplatz vom Schlachtgeschwader Immelmann in Husi, Rumänien?) zwischen den Maschinen (Ju 87). Major Hans-Ulrich Rudel bei seiner Morgengymnastik u.a. Joggen, Liegestützen, beim Speerwerfen und Kugelstoßen. Frühstück und Lagebesprechung, Rudel im Liegestuhl telefonierend. Rudel startet mit seiner Ju 87. Ju 87 starten auf einem Feldflugplatz. Formationsflug von Ju 87. „Über der Front.“ (Sprecher) Bombenabwurf im Sturzflug, Einsatz von Bordwaffen wirbelt Staub auf. Partisanenbekämpfung durch eine deutsche Polizeidivision (Sprecher). Soldaten im Feld. Ein Gehöft wird in Brand geschossen, Rauchschwaden über dem Kampfplatz. Polizeieinheiten dringen in das brennende Dorf ein und durchsuchen die Holzhütten. Überlebende Partisanen werden festgenommen. Brennende Gehöfte und lachende Waffen-SS-Soldaten.
