chapter	content
1	1. Japanischer Luftangriff im Süden von China, 1941 Flugbilder einer japanischen Bomberstaffel (Aichi D3A) über der Küste Südchinas. Luftangriff auf Stellungen. Bombenabwürfe und Detonationen auf dem chinesischen Festland. Stellungen der japanischen Infanterie beim Abfeuern von Maschinengewehren (MGs). Einmarsch japanischer Soldaten durch ein Stadttor.
2	2. Waldbrände an der Ostküste der Vereinigen Staaten von Amerika, 1941 Brennende Waldstücke und vereinzelte Häuser. Hinweis auf die durch schwere Stürme begünstigte Vernichtung von 400.000 Hektar Waldbestand. Löscharbeiten an einem brennenden Waldstück. Zusammenstürzende Häuser und fliehende Menschen. Bekämpfung einer Feuerwand mit Schaufeln.
3	3. Ernennung des Herzogs Aimone von Aosta und Spoleto zum König des „Unabhängigen Staates Kroatien“ am 18.05.1941 in Rom, Italien, 1941 Ankunft einer kroatischen Delegation unter Führung des Staatsführers Ante Pavelić in Rom. Einfahrt des Zuges in den Bahnhof Ostia. Empfang auf dem Bahnsteig durch den italienischen Ministerpräsidenten Benito Mussolini. Abschreiten einer Ehrenformation von italienischen Soldaten. Formation einer Jugendgruppe. Fahrt in der offenen Kutsche zum Quirinal-Palast. Pavelić fährt winkend an der klatschenden Bevölkerung am Straßenrand vorbei, darunter eine Mädchengruppe in Kluften. Ankunft im Palast. Empfang bei König Viktor Emanuel III. Ernennung des Herzogs aus dem Hause Savoy zum König von Kroatien. Mussolini und Pavelić auf dem Balkon des Palazzo Venezia; Menschenmassen jubeln ihnen zu und rufen dabei: „Duce, Duce“.
4	4. Sportfest der Wehrmacht in Berlin, Deutsches Reich, 1941 1000m-Lauf: drei Läufer auf den Bahnen eines Stadions. Zuschauer an einem Zaun beim Verfolgen der Wettkämpfe, darunter deutsche Soldaten. Zieleinlauf des Siegers, Feldwebel Rudolf Harbig. 100m-Lauf: ein Sprinter verletzt sich beim Start und scheidet aus, Sieger wird der Gefreite Fährmann. Zuschauer auf der Tribüne. Fußballspiel: Die Mannschaft der Luftwaffe Berlin begrüßt die Mannschaft der Kriegsmarine Wilhelmshaven; Überreichung eines Wimpel; Marinesoldaten und Fliegersoldaten auf der Tribüne. Ausschnitte von Spielszenen, darunter die zwei Tore zum Spielergebnis 1:1.
5	5. Hitler verleiht das Eichenlaub zum Ritterkreuz, Obersalzberg, Deutsches Reich, 1941 Ankunft der Jagdflieger Hauptmann Hermann-Friedrich Joppien (Kommandeur I./Jagdgeschwader JG 51) und Oberleutnant Joachim Müncheberg (Staffelkapitän 7./JG 26) auf dem Berghof. Gratulation und Überreichung der Auszeichnung des Eichenlaubs zum Ritterkreuz anlässlich ihres 40. Luftsieges durch Adolf Hitler. Fotoaufstellung Hitler mit Joppien und Müncheberg. Auf der Terrasse des Berghofs Joppien und Müncheberg grüßend. Abfahrt im Pkw.
6	6. Generaloberst Freiherr von Weichs besichtigt das ungarische Pferdegestüt, Bábolna, Komitat Komárom-Esztergom, Ungarn, 1941 Generaloberst Freiherr von Weichs wird von einer Militärkapelle in Bábolna begrüßt. Soldaten führen Pferde aus einem Stall. Vorführung von Araber-Pferden durch Rekruten. Offizier reitet Hohe Schule und steigt vom Pferd im Reitsaal, von Weichs im Gespräch mit einem ungarischen Offizier. Besichtigung von Pferden auf der Koppel, Pferde werden weiter auf die Koppel getrieben und laufen im Galopp.
7	7. Deutsche Minenräumboote am Eisernen Tor auf der Donau, Ungarn, 1941 Ein Minenräumboot der Kriegsmarine bei der Ausbringung des Räumgerätes zur Entschärfung von Seeminen. Die Flotte. Die Boote bei der Fahrt am „Eisernen Tor“. Begegnung mit Booten des ungarischen Überwachungsdienstes. Minenräumboote in voller Fahrt.
8	8. Deutsche Besatzungstruppen der griechischen Inseln im Hafen von Patras, Griechenland, 1941 Matrosen; ein Lkw im Straßengraben. Im Hafen von Patras fährt ein Personenzug ein. Generalfeldmarschall Wilhelm List beobachtet die Schiffsladung: Kisten und Fahrzeuge werden mittels Kran verladen. Viele Soldaten vor dem Schiff. Angehörige einer Marine-Propagandakompanie miteinander im Gespräch. Gefangenenzug aus Engländern, welchen die Kompanie auf einer Nachbarinsel festsetzt. Nahaufnahme der Gefangenen. Sammelpunkt englischer Gefangener. Berg aus Kleidung und Gepäckstücken. Marinesoldat am Steuerrad und Fahrt von Transportschiffen durch die Bucht von Salamis. Schiff in Tarnbemalung. Vorbeifahrt an griechischen Schiffswracks.
9	9. Einsatz einer Fallschirmjägereinheit im Golf von Korinth, Griechenland, 1941 Ein Soldat bläst in ein Signalhorn zum Alarm. Fallschirmjäger besteigen eine Transportmaschine. Die Maschine (Junkers Ju 52/3m) beim Tiefflug über griechische Landschaften und den Kanal von Korinth. Absprung über dem Kanal von Korinth (Kameramann Eberhard von der Heyden ist beim Absprung dabei und macht Aufnahmen). Landung auf einem großen Feld. Sammeln der Fallschirmjäger nach dem Absprung. Einsammeln der Fallschirme und Ausgabe von Maschinenpistolen (MPs). Zwei Soldaten tragen eine Panzerbüchse 39. Einnahme der Kanalbrücke: Schusswechsel; Soldat feuert Pistole (Parabellum Pistole 08); MG-Salve. Während der Kampfhandlungen wird die Brücke durch Zeitzünder in die Luft in die Luft gesprengt. Der gefallene Kriegsberichter von der EberhardHeyden wird geborgen. MG-Feuer auf das andere Ufer. Granateinschläge. Britische Truppen ergeben sich. Der Kanal mit den Resten der Brücke. Weiteres Vorrücken, Fallschirmjäger fahren in Beutefahrzeugen auf der Landstraße, vorbei an Kriegsmaterial. Ein vorrollender Mannschaftswagen trifft auf Widerstand. Handgranateneinsatz gegen MG-Nester. Die Fallschirmjägereinheit beim Straßenkampf zwischen Fahrzeugwracks und im Bergmassiv am Isthmus von Korinth zur Eroberung einer Ortschaft: MP-Feuer. Deutsche Soldaten werfen Handgranaten. Britische Truppen mit erhobenen Händen. Gefangene Briten werden von Fallschirmjägern bewacht und abgeführt. Eine Akte mit „Geheimbefehlen“ wird von den Gefangenen beschlagnahmt. Die gefangengenommenen Soldaten hinter einem Gitter. Berg von erbeuteten Gewehren. Vorbeiziehender Gefangenenzug durch Korinth, darunter Griechen, Australier und Neuseeländer.
10	10. Das deutsche Afrikakorps in Nordafrika, Tobruk, Italienisch-Libyen/Sollum, Ägypten, 1941 Der Oberbefehlshaber der italienischen Streitkräfte in Nordafrika General Italo Gariboldi im Hauptquartier des deutschen Afrikakorps. Abschreiten der Front der angetretenen Soldaten mit deutschen und italienischen Panzern (Panzer III und Fiat M13/40). Auszeichnung des Generals Erwin Rommel mit dem Komturkreuz des Ordens vom Hause Savoyen, im Hintergrund salutieren die Soldaten. Britische Fahrzeuge und Waffen, die bei den Kämpfen um Tobruk erbeutet wurden, werden von Soldaten besichtigt. Untersuchung des Inhalts der Fahrzeuge. Gefangener sucht in einem Fahrzeug sein Privateigentum. Gruppen von englischen Gefangenen in der Wüste. Das eingenommene Fort Capuzzo am Golf von Sollum. Das teilweise zerstörte Fort. Ein deutscher Panzerspähwagen (Sd. Kfz. 231) in den Straßen von Sollum, Vorbeifahrt an einem ausgebrannten Pkw. Der Strand am Golf von Sollum und die teilweise zerstörte Stadt, im Hintergrund zerstörte Fahrzeuge. Zwei Fliegersoldaten besprechen vor einem Zelt auf einem deutschen Feldflugplatz in der Wüste Luftbildaufnahmen, die von Aufklärern gemacht wurden. Flugvorbereitungen: ein Pilot zieht seine Fliegerkappe an. Zwei Soldaten mit Fallschirmen und Tropenkampfhelmen ausgestattet besteigen einen Zerstörer (Messerschmitt Bayrische Flugzeugwerke Bf 110). Start der Maschine. Zerstörer und Kampfverbände auf Angriffsflug, Pilot am Steuerknüppel. Zwei Piloten schauen aus der Kanzel, Beschuss von Panzern mit Bordwaffen.
