chapter	content
1	1. Empfang einer Fallschirmjägereinheit in der „Garnisonsstadt Goslar“, Deutsches Reich, 1941 Einheiten eines Fallschirmjäger-Bataillons marschieren nach der Rückkehr vom Einsatz auf Kreta durch die mit Hakenkreuzfahnen geschmückte Altstadt von Goslar. Bevölkerung jubelt den Fallschirmjägern in den Straßen zu, darunter junge Frauen des Bund Deutscher Mädel (BDM); Blumen werden den Soldaten zugeworfen. Die angetretenen Fallschirmjäger in Reihen vor einer großen Menschenmenge auf dem Marktplatz. Ansprache des Bataillonskommandanten.
2	2. Europäische Freiwilligenverbände für den Russlandfeldzug, Militärverwaltung in Belgien und Nordfrankreich / Paris, Frankreich / Irun, Spanien / Heilbronn, Deutsches Reich, 1941 Sammelstelle für Freiwillige in Belgien für das Regiment „Flandern“: Schlange von Freiwilligen; Personen bei der Anmeldung; das ausgefüllte Formular. Sammelstelle in dem „ehemaligen sowjetischen Reisebüro“ in Paris: Banner mit der Aufschrift „Contre le Bolchévisme“; Freiwillige geben den Beamten ihre Papiere und unterschreiben ihre Verpflichtung. Ein Verband der spanischen „Blauen Division“ am Grenzbahnhof Irun wird zur Front verabschiedet. Ausgezeichnete Soldaten aus dem spanischen Bürgerkrieg. Ausfahrt des Zuges. Ankunft auf dem Bahnhof in Heilbronn. Schwestern und Mädchen des BDM überreichen den spanischen Soldaten Blumen. Verbände einer italienischen Division auf der Fahrt (über Wien) zur Ostfront. Fahrt durch einen Bahnhof in Deutschland. BDM-Mädchen winken ihnen am Bahnsteig zu.
3	3. Vormarsch deutscher und finnischer Truppen zum Ladogasee, Finnland / Karelo-Finnische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Karte zeigt den Süden Finnlands mit dem Ladogasee und dem Norden der Sowjetunion. Vorstoß der deutschen und finnischen Verbände zum Ladogasee; Tross auf Vormarschstraße in Südfinnland: darunter Kavallerie, Panzer III, Pkws und Pferdefuhrwerke.
4	4. Deutscher Luftangriff auf sowjetische Truppenverbände ostwärts des Pruth, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Karte zeigt Frontverlauf zwischen dem Deutschen Reich, Finnland, Rumänien und der Sowjetunion. Deutsche Kampfflugzeuge (Junker Ju 88) starten zum Angriff gegen sowjetische Truppenverbände ostwärts des Pruth. Bombenabwürfe auf sowjetische Nachschubstraßen und Bahnanlagen; Detonationen. Im Innern einer Flugzeugkanzel beim Sturzflug und bei Bombardierung. Bombentrichter; zerstörter sowjetischer Transportzug mit beschädigten Geschützen und Panzern der BT-Serie.
5	5. Einmarsch deutscher Truppen in Bălți, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Vormarsch deutscher Verbände nach Bălți, Rudky und Zwiahel. Gefecht vor Bălți nördlich von Kischinau: Soldat einer Vorausabteilung schaut durch Scherenfernrohr. Eine Nachrichtentruppe im Einsatz: Telefondrähte werden zu den vordersten Linien verlegt. Artilleriefeuer aus deutschen und rumänischen schweren Feldhaubitzen (15 cm sFH 18); Soldat ruft „Feuer“. Rumänische Soldaten beobachten die Einschläge. Vorgehen der deutschen Infanterie. Einmarsch deutscher Kampftruppen in Bălți. Ruinen der zerstörten Stadt.
6	6. Slowakische Verbände auf dem Vormarsch über Rudky in Richtung Kiew, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Slowakische Kavallerie und bespannte Einheiten marschieren in Richtung Ukraine durch eine Stadt vor. Die Straßen nach Kiew führen durch hohe Getreidefelder. Errichtung einer Ehrenpforte mit Hakenkreuzfahne in der besetzten Stadt Rudky. Tross auf dem Vormarsch über Landstraßen in Richtung Kiew.
7	7. Exhumierung ermordeter Zivilisten in Lemberg, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Die Stadt Lemberg. Ausgegrabene Körper werden zu einem Sammelplatz getragen. Die Leichen werden von herangezogenen jüdischen Männern nebeneinander aufgereiht. Laut Sprechertext handelt es sich um Opfer der „GPU“ (Sowjetische Geheimpolizei). Slowakische Soldaten halten sich Taschentücher vor die Nase. Die aufgereihten Leichen auf einem Feld.
8	8. Waffen-SS im Angriff auf ein ukrainisches Dorf vor Kiew, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Soldaten der Waffen-SS in einer Stellung mit Gewehren und Maschinengewehren (MG). MG-Feuer. Infanterie beim Vorstoß durch Gräben. Ein Verwundeter wird zurückgebracht. Straßen- und Häuserkämpfe in dem Dorf; deutscher Soldat wirft Handgranate in ein Haus. Gehöfte werden durchkämmt. Hinweis des Sprechers auf den Tod des Kameramannes Hans Lossa. Infanterie und motorisierte Kolonnen im Vormarsch durch Sumpf- und Morastgebiet.
9	9. Deutsche Verbände im Kampfeinsatz vor Zwiahel, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Soldat mit Patronengürtel in einer offenen Feuerstellung. Kampf am Stadtrand von Zwiahel: Abfeuern von Geschützen und Detonationen in einer Bunkeranlage. Stoßtrupps setzen in Schlauchbooten über einen Fluss, ein Schild mit der Aufforderung zur Übergabe wird mitgeführt. Sturmpioniere greifen sowjetische Bunkerstellungen an u.a. mit Handgranaten.
10	10. Panzergefecht zwischen deutschen und sowjetischen Verbänden an der Ostfront am Dnepr bei Kiew, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Befehlsausgabe bei einer Panzerabteilung. Vorstoß der deutschen Panzer III und IV durch Getreidefelder zum Dnepr. Kampf mit sowjetischen Panzern, Explosion eines sowjetischen Panzers. Zerstörter Panzerzug auf einem Bahnhofgelände. Zerstörte Panzer (T-34) an der Straße nach Kiew. Ukrainische Bauernfamilie mit Kindern auf einem Leiterwagen kehrt in ihr Dorf zurück.
11	11. Deutscher Luftangriff auf sowjetische Nachschubstraßen im Raum Smolensk, Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Karte zeigt Bewegungen deutscher Truppen an der Ostfront im Raum Minsk-Smolensk. Formationsflug von Sturzkampfflugzeugen (Stuka Ju 87). Luftangriff auf sowjetische Truppen im Raum von Smolensk. Landstraßen und Waldungen. Bombardierung von Nachschubstraßen: Sturzflüge der Stuka; Detonationen. Zerstörtes Kriegsgerät und Fahrzeuge beiderseits der Straße nach Minsk: darunter Geschütze, T-34 und Lkws.
12	12. Deutsche Gefangenensammelstelle an der Ostfront bei Minsk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Schild: „Gefangenen-Sammelstelle“. Eng zusammengepfercht kampieren tausende sowjetische Soldaten auf freiem Feld. Sowjetische Gefangene werden durchsucht. Vorführung einzelner Gefangenen. Gefangenenzug im Marsch durch eine Ortschaft.
13	13. Stadtansichten im eroberten Minsk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 In der Innenstadt: Katen und Holzhütten vor großen Verwaltungsgebäuden; an dem Gebäude ist eine SS-Flagge über dem Sowjet-Emblem; zwei deutsche Soldaten betrachten eine gestürzte Lenin-Statue vor dem Gebäudekomplex. Geräumte Kirche, Pkw vor Abschmiergruben im Inneren.
14	14. Deutscher Tross beim Vormarsch unter schwierigen Bedingungen östlich von Minsk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Bespannte Einheiten, Kavallerie und Kräder östlich von Minsk beim Vorrücken auf morastigen Straßen. Pkws werden aus dem Schlamm gezogen. Organisation Todt (OT) bei der Instandsetzung einer Nachschubstraße. Ein Krad wird durch den Morast geschoben.
