chapter	content
1	"1. Oper, unbekannter Ort, 1943/1944 (Sprecher:) „Emil Nikolaus von Reznicek dirigiert seine Oper ‚Donna Diana‘"". Reznicek verneigt sich und dirigiert ein Orchester."
2	2. Sport, Garmisch-Partenkirchen, Deutsches Reich, 1943/1944 Eishockeyspiel zwischen [Sportclub] Rissersee und Wien im Olympia-Eisstadion in Garmisch-Partenkirchen, „Vorspiel um die Deutsche Eishockeymeisterschaft“ (Sprecher). Rissersee schlägt Wien mit 3:0. Spielszenen, Aufnahmen der Zuschauer.
3	"3. Zirkus, Dresden, Deutsches Reich, 1943/1944 Zirkus ""Sarrasani"" in Dresden, Ein Mann rutscht auf einem Schlitten eine Bahn hinunter und fällt dabei, einen Salto schlagend, durch Feuerreifen. Artistenvorführung am Trapez. Zuschauer."
4	"4. Rüstungsindustrie, unbekannter Ort, Deutsches Reich, 1943/1944 Eine Fabrik mit rauchenden Schloten. Rüstungsindustrie, Arbeiter bei der Geschossherstellung, Geschütze, halbfertige Panzer. Eine Uhr zeigt 12 Uhr an. Arbeiter gehen in einer langen Schlange in einen Raum mit Tischen und Stühlen. „Mittagspause“ (Sprecher). Menschen beim Essen. Trickeinschub: Ein Schatten einer schemenhaften Gestalt mit Hut erscheint. Bedrohliche Musik. Eine Stimme: ""Achtung! Feind hört mit!"" Der Schatten wird vergrößert und erfasst das gesamte Bild."
5	5. Malerei, unbekannter Ort, 1943/1944 Antike Ruinen, Soldaten mit Malutensilien. Malender Mann im Gebirge, Männer in Uniform malend an einem See. Menschen beim Malen. Malutensilien. „So sind im Laufe der Jahre viele wertvolle Gemälde entstanden.“ (Sprecher). Gerahmte Gemälde von Gebäuden, Gemälde von Adolf Hitler.
6	6. Ehrung, Nürnberg, Deutsches Reich, 1943/1944 Der Ritterkreuzträger mit Eichenlaub, Schwertern und Brillanten Generalmajor Adelbert Schulz bei einem Empfang in Nürnberg. Schulz schreitet mit Offizieren eine Ehrenkompanie ab. Abordnung des Bundes deutscher Mädel. Überreichung eines Panzermodells eines Panther-Panzers mit beweglichen Ketten durch den stellvertretenden Gauleiter Karl Holz im Rathaus. Schulz trägt sich in das goldene Buch der Stadt ein. Schriftzug: „Schulz, Generalmajor u. Kor. der
7	7. Pz. Div.“ Schulz mit seinen Eltern am Kaffeetisch und beim Betrachten von Fotos, darunter ein Bild von Schulz mit Adolf Hitler. 7. Freizeit, Samos, Chalkidike, Griechenland, 1943/1944 Inseln und Küstenlandschaft aus der Flugperspektive, „Stadt und Insel Samos“ (Sprecher). Ein Mann und eine Frau im Eingang eines Hauses beim Spinnen von Garn, Frau und Kind beim Mahlen von Getreide. Soldaten pflücken und verzehren Orangen und Bananen. Besatzungssoldaten beim Verhandeln mit einem Obsthändler, im Gespräch mit einem orthodoxen Priester. Hunderte Fässer „Samos-Wein“ (Sprecher). Soldaten verschließen mit einem Apparat Weinflaschen und packen diese in eine Kiste „ein Kistchen für daheim“ (Sprecher). Männer beim Weintrinken. Besichtigung antiker Stätten. Ein abgeschiedenes orthodoxes Bergkloster im Athos Gebirge. Besichtigung der Bildergalerie des Klosters, in der u.a. auch ein Bild Adolf Hitlers hängt.
8	8. Rückzug, unbekannter Ort, Sowjetunion, 1943/1944 Kartentrick: Westliche Sowjetunion, Newel, Witebsk, Moskau, Shitomir, Kirowograd, Nikopol, Dnjepr. Treibeis auf einem Fluss. Ein Ponton wird von einem Motorboot über einen Fluss geschleppt. LKW fährt über eine „Kriegsbrücke“ (Sprecher). Soldaten. Pferdekadaver. Stacheldrahtverhaue werden angelegt. Soldaten tragen Tellerminen, die in festen Abständen abgelegt, ein Soldat dreht einen Zünder ein. Ein „Artilleriebeobachter“ (Sprecher) in einem zerstörten Panzer. Infanteristen im Schützengraben. Granateinschläge. Deutsche Geschütze verschiedener Kaliber feuern. Sturmgeschütze fahren über eine winterliche Ebene. Gefecht. Zerstörte sowjetische Panzer. Eine Flak 8,8 cm mit Markierungen für 70 zerstörte Panzer. Sowjetische Kriegsgefangene marschieren auf einer schlammigen Straße.
9	9. Luftkrieg, unbekannter Ort, 1943/1944 „11. Januar“ (Sprecher), deutsche Soldaten eilen zu Flakstellungen, Geschützrohre der Flak 8,8 cm heben sich. Flugzeuge am Himmel, mehrere Formationen. Zahlreiche Flakgeschützte 8,8 cm feuern in den Himmel. Start von Jagdflugzeugen Bf 109, FW 190, Bf 110 im Tiefflug. Formation von Bombern. Szenen von Luftkämpfen, Beschuss von Bombenflugzeugen. Jagdflugzeuge. Luftkämpfe. Brennende Motoren an einzelnen Bombern. Absturz eines Bombers. Absprung eines Piloten. (Sprecher:) „Ein USA-Luft-Gängster springt mit dem Fallschirm ab.“
10	10. Luftkrieg, unbekannter Ort, 1943/1944 Flugzeugwracks abgestürzter Flugzeuge. Tote Männer auf dem Erdboden. Deutsche Soldaten besichtigen die Trümmer. Abtransport der Wracks. Große Mengen an Trümmern zerstörter Flugzeuge. Bomberwrack mit dem Schriftzug „Fightin‘ Pappy“. Gefangene Bomberbesatzungen, Sprecher: „Gefangene Luft-Gängster“. Gefangene, teilweise verwundete, alliierte Soldaten werden vorgeführt.
