chapter	content
1	1. Hitler besucht deutsche Truppen der Heeresgruppe Nord, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Ankunft Adolf Hitlers auf einem Feldflugplatz; Begrüßung durch Generalfeldmarschall Wilhelm Keitel. Hitler besteigt Pkw; Fahrt in Fahrzeugkolonne vorbei an zerstörtem Kriegsgerät. Angetretene Soldaten entlang der Straße grüßen Hitler. Lagebesprechung im Hauptquartier der Heeresgruppe Nord mit Generalfeldmarschall Wilhelm Ritter von Leeb am Kartentisch. Abfahrt mit jubelnden Soldaten.
2	2. Europäische Freiwilligenverbände für die Ostfront, Amsterdam, Reichskommissariat Niederlande / Zagreb, Kroatien / Italien, 1941 Holländische Freiwillige in zivil marschieren durch die Straßen von Amsterdam. Erster Sammeltransport: Verabschiedung auf dem Bahnhof und Abfahrt nach Deutschland; winkende Leute am Bahnsteig. Kroatische freiwillige Truppen marschieren durch Zagreb. Kroatischer Marschall Slavko Kvaternik schreitet auf dem Bahnsteig die Front der angetretenen Soldaten ab. Verabschiedung und Ausfahrt des Zuges. Ein Truppentransport mit italienischen Soldaten für die Ostfront verlässt einen Bahnhof in Italien; Menschenmenge jubelt dem Personenzug zu.
3	3. Deutsche Truppen beim Vorstoß im sowjetisch-finnischen Grenzgebiet von Salla, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Karte zeigt Frontverlauf zwischen Finnland und der Sowjetunion und hebt Salla sowie Kirkenes im Norden der Ostfront hervor. Vormarsch deutscher Soldaten im Raum Salla: Tross auf einer Landstraße und Infanterie in felsigem Gelände. Schwere Feldhaubitzen (15 cm sFH 18) gegen Feldbefestigungen: Laden und Abfeuern der Geschütze; leichtes Infanteriegeschütz (7,5 cm leIG 18) im Gefecht.
4	4. Rumänische und deutsche Truppen im Süden der Ostfront, im Mündungsgebiet des Dnjestr, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Karte zeigt Frontverlauf zwischen Rumänien und der Sowjetunion. Deutsche und rumänische Offiziere bei einer Lagebesprechung um einen Kartentisch. Vormarsch einer rumänischen Einheit über eine Pontonbrücke. König Michael von Rumänien und Staatschef Ion Antonescu auf einem Feld im Kampfgebiet. Beobachtung durch ein Scherenfernrohr; Offiziere im Schützengraben.
5	5. Deutsche Truppen im Kampf im Süden der Ostfront, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Deutsche Truppen am Ufer des unteren Dnjestr: Soldaten setzen in Floßsäcken und Sturmbooten über den Fluss. Vorgehen einer Vorausabteilung, darunter berittene Einheiten, durch Gräben und Felder, teilweise mittels Holzleitern. Einsatz eines leichten Infanteriegeschützes. Infanteristen beim weiteren Vorgehen in breiter Front durch Feld- und Waldgebiete. Ein Bauernhaus in einem Dorf wird durchkämmt und die Bewohner werden durchsucht. Kolonne von gefangengenommenen sowjetischen Soldaten wird über ein Feld abgeführt, Verwundete werden getragen.
6	6. Deportation der jüdischen Bevölkerung der zerstörten Stadt Bălți, Moldauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Flug über die zerstörte Stadt Bălți: Luftbilder zeigen ausgebombte Häuser und Straßenzüge. Leichen liegen in den Straßen, Sprecher verweist auf die Sowjetische Geheimpolizei (GPU). Jüdische Einwohner der Stadt werden abgeführt und in Sammellager deportiert, darunter Frauen, Kinder und alte Männer. Gefangenenzug auf einer Landstraße, die Abgeführten tragen Bündel bei sich.
7	7. Einsatz deutscher Fahrzeuge bei Winniza, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick hebt die Stadt Winniza in der Ukraine hervor. Zu Ausbesserungsarbeiten herangezogene Bevölkerung an Landstraßen; Lkws und Pkws rollen über die morastigen Straßen; ein Bus wird von Soldaten auf einer verschlammten Landstraße angeschoben.
8	8. Ungarische Truppen beim Vormarsch zum Fluss Bug, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Soldaten bauen einen Steg über einen Bachlauf; Infanteristen bei Überquerung. Pferdewagen auf verschlammten Straßen. Leichte Panzerabwehrkanone (3,7 cm PaK 36) sichert die Vormarschstraße. Offiziere im Gespräch.
9	9. Deutsche Truppen bei der Einnahme von Winniza, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Soldaten im Feld sehen durch Feldstecher und Scherenfernrohre. Ein Verwundeter wird von einem Sanitäter verbunden. Zerstörte Brücken über den Bug. Verlassene Fahrzeuge in der Stadt Winniza: darunter Lkws und Pkws; gefallene sowjetische Soldaten auf den Straßen und in den Fahrzeugen. Einmarsch deutscher Truppen in Winniza: darunter bespannte Einheit. Ein ungarischer Offizier begrüßt deutsche Soldaten.
10	10. Deutsche Truppen beim Angriff auf die Stadt Mogilew am Dnjestr, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick hebt die Städte Mogilew und Smolensk im Raum der Sowjetunion hervor. Lagebesprechung bei einem Armeeoberkommando im mittleren Frontabschnitt: Offiziere um einen Kartentisch; Armeeführer gibt Befehl zum Angriff auf Befestigungen der „Stalinlinie“; Soldat tippt auf einer Schreibmaschine. Feuer mehrerer schwerer Mörser (21 cm Mrs 18): Laden und Abfeuern der Geschütze. Brände in der Stadt Mogilew. Landung des Armeeführers im Transportflugzeug (Fieseler Fi 156 „Storch“) bei den vordersten Linien. Beobachtung des Artilleriefeuers auf Mogilew. Detonation. Vormarsch von Infanterie mit Fahrrädern durch ein Kornfeld. Die eroberte Stadt Mogilew, brennende Häuser und Ruinen. Arbeit der Sanitätskompanie im Hauptverbandplatz von Mogilew; Ärzte führen eine Operation durch.
