chapter	content
1	1. Brennende Häuser im sowjetisch-finnischen Winterkrieg, Helsinki, Finnland, 1939 Eine Karte zeigt das Deutsche Reich, die Sowjetunion und den skandinavischen Raum mit Finnland. Brennende Holzhäuser auf dem Land. Kampfgeschwader am Himmel. Brände in Helsinki nach einem Bombenangriff; flüchtende Menschen vor Trümmerberg; brennendes Autowrack am Straßenrand. Feuerwehr beim Löschen von brennenden Häusern.
2	2. Deutsche Truppen überschreiten am 22.06.1941 die finnisch-sowjetische Grenze, Finnland / Russische Sozialistische Föderative Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Vormarsch deutscher Truppen über die finnisch-sowjetische Grenze. Deutscher Soldat öffnet Schlagbaum; Pkw und Kradschützen passieren und überqueren eine Brücke; Schild: „Finnland Suomi“. Die Einheiten auf der Fahrt auf einer Landstraße. Kradschützen passieren laut einem Schild den Polarkreis. Deutsche Truppentransporte per Eisenbahn durch Finnland; Soldaten schauen aus Zugfenster; winkende finnische Bevölkerung. Granateinschlag; Grenadiere der Waffen-SS begeben sich durch teilweise schneebedecktes Feld. Abfeuern von Gewehren, einem Maschinengewehr (MG) und eines Granatwerfers; Granateneinschlag. Soldaten liegen in Stellung.
3	3. Vorstoß deutscher Truppen auf die „Festung Kowno“, Litauische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Artilleriestellung: Abfeuern und Laden einer schweren Feldhaubitze (15 cm sFH 18). Deutsche Truppen im Pkw und Panzer II und III beim Vorgehen auf Landstraßen und durch Felder; Panzerführer mit Feldstecher. Granatwerferfeuer im Feld. Gefangengenommene sowjetische Soldaten werden eingebracht und befragt; die Gruppe mit erhobenen Händen. Litauische Bevölkerung hilft, laut Sprecher, beim Bau von Knüppeldämmen. Pkws, Kräder und Kettenfahrzeuge mit Mannschaften und einer leichten Feldhaubitze (10,5 cm leFH 18) überfahren einen Graben und durchfahren einen Stacheldrahtzaun. Artilleriebeschuss auf Kowno: Granatwerfer- und MG-Feuer, Laden und Abfeuern von MG-Salven. Brennende Holzhäuser und Straßen in einer eroberten litauischen Ortschaft. Vormarsch der deutschen Einheiten: darunter Kradschützen, Panzer, Mannschaftswagen sowie bespannte Einheiten. Bagage und Pferde werden auf Floßfähren über die Memel gesetzt. Hinweis auf die Einnahme von Kowno am 24.06.1941. Infanteristen mit Fahrrädern am Ufer der Memel in der Stadt. Schiffe im Ufer. Deutsche Soldaten besteigen den Dampfer „Profinternas“ und setzen zur anderen Flussseite über. Bei Ankunft geben litauische Frauen den deutschen Soldaten Zigaretten und heften ihnen Blumen an. Die Memel mit der zerstörten Brücke.
4	4. Vorstoß deutscher Truppen auf Dünaburg, Lettische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Bewegung der deutschen Truppen von Kowno nach Dünaburg. Infanteristen auf Fahrrädern, Lkws und Panzer II als „Vorausabteilung“. Ein Gefecht in einem Dorf; Schusswechsel und brennende Häuser. Durchsuchung einzelner Häuser im Dorf durch Soldaten mit Maschinenpistolen (MPs). Gefangengenommene Personen in zivil und sowjetische Truppen im Gras sitzend. Kavallerie und Artillerie gehen vor u.a. durch einen Fluss. Infanterie bei der Flussüberquerung über einen Steg. Infanterie auf der Landstraße, lettische Bevölkerung winkt am Straßenrand und werfen Siegeszweige. Panzeraufstellung im Gelände vor Dünaburg. Infanterie geht über Felder vor. Abfeuern von Artillerie; Kommando: „Feuer“. Die Panzeraufstellung. Deutsche Soldaten in einem Waldstück mit Schützenpanzerwagen (Sonderkraftfahrzeug Sd. Kfz. 251). Granateinschläge. Sowjetische Soldaten geben sich mit erhobenen Händen gefangen; Soldaten werden verhört.
5	5. Deutsche Truppen beim Vormarsch auf Białystok, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Infanterie, Artillerie und Kavallerie ziehen durch ein Tor im Raum Białystok. Zerstörte sowjetische Panzer (BT-7). Wracks werden von deutschen Soldaten betrachtet. Pioniere beim Bau einer Pontonbrücke: Ein Schwimmelement wird zu Wasser gelassen; Soldaten schlafend bei der Rast im Pkw und auf Krädern. Panzer III, Panzerspähwagen (Sd. Kfz. 231), Kräder und Kavallerie begeben sich über die neue Brücke über den Bug (unterlegt ist ein Pionierlied). Gefecht um eine sowjetische Industrieanlage. Soldaten an einer leichten Feldhaubitze; einstürzender Schornstein. Ein Verwundeter wird auf einer Bahre zurückgebracht. Gefangene Truppen mit erhobenen Händen werden abgeführt.
6	6. Vormarsch deutscher Truppen auf Grodno, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Sturmgeschütz (StuG III) und Spähwagen durchfahren eine teilweise zerstörte und in Brand stehende Ortschaft; ein Filmberichter der Propagandakompanie (PK) dreht die vorbeifahrenden Panzerfahrzeuge. Brennende Häuser. Eine Kavallerieeinheit zieht durch den brennenden Ort. Brennendes Haus; Brandwolken. Am Himmel Kampfflugzeuge im Formationsflug. Gefangenenkolonnen werden über eine Pontonbrücke abgeführt, in entgegengesetzter Richtung marschieren deutsche Truppen. Zusammenstürzendes brennendes Haus. Weiterer Vormarsch: darunter Infanterie mit Schaufeln ausgestattet, bespannte Einheiten, Motorräder und Lkws. Zusammenstürzendes brennendes Holzhaus. Kolonne deutscher Einheiten. Artilleriebeschuss: leichte und schwere Feldhaubitzen werden ausgerichtet und abgefeuert. Soldaten gehen und robben durchs Feld. Vorgehende Truppen: Rauchschwaden treten aus einer teilweise zerstörten Bunkeranlage; sowjetische Soldaten ergeben sich. Die stark beschädigte Anlage mit Einschusslöchern und in Trümmern. Deutsche Soldaten halten an zwei Soldatengräbern Andacht. Panzer III und II überqueren einen Fluss über eine Behelfsbrücke. Panzer III, Halbkettenfahrzeuge, Pkws und Kräder fahren auf einer Landstraße nach Grodno. Besetzung der Stadt am 27.06.1941: Fahrt über eine beschädigte Brücke in die Stadt hinein (im Hintergrund eine zerstörte Brücke). Rauchwolken über Gebäuden und brennende Häuser. Deutsche Soldaten in den Straßen der zerstörten und teilweise noch brennenden Stadt, darunter Pkws, Mannschaftswagen und Kräder.
7	7. Deutsche Panzer der Heeresgruppe Mitte im Vormarsch auf Minsk, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Deutsche Panzerkolonnen (Panzer III, IV und II) im Vorgehen, Infanteristen winken ihnen zu. Panzer beim Vorstoß in Getreidefeldern. Brennendes Gehöft. Infanterie beim Nachrücken, darunter Kräder. Brennende sowjetische Panzer in Getreidefeldern. Eine deutsche Panzerbesatzung steigt aus ihrem Panzer. Gefangengenommene sowjetische Soldaten werden abgeführt, Offizier spricht mit einem Gefangenen.
8	8. Kampf um die Zitadelle von Brest-Litowsk vom 22.06. – 28.06.1941, Weißrussische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Vormarsch der deutschen Truppen von Ostpreußen aus über die Grenze nach Brest-Litowsk. Abfeuern und Laden einer getarnten schweren Feldhaubitze. Beschuss der Festung von Brest-Litowsk; Einschläge in Gebäuden. Mehrfaches Abfeuern der schweren Feldhaubitze; Soldaten liegen im Graben in Deckung und beobachten die Einschläge. Infanterie geht vor. Rauchende und brennende Festungsanlage. Sowjetische Truppen ergeben sich; kleiner Sammelplatz mit Gruppe von Gefangenen vor einem leichten Panzer (Renault FT 17). Offiziere bei der Inaugenscheinnahme der Lage. Abseilen von den Resten einer zerstörten Brücke über einen Wassergraben. Verwundete und gefallene sowjetische Soldaten; sowjetischer Soldat beim Drehen einer Zigarette. Zerstörter und brennender Festungsteil; Brückenpfeiler mit Aufschrift: „Brzesco“. Infanterievorstoß im Einsatzgebiet am 28.06.1941: Deutsche Soldaten arbeiten sich durch verschiedene Tore der Stadt vor. Trümmerfeld und Stallungen mit toten Pferden; gefallene sowjetische Soldaten am Steuer eines Fahrzeuges, vor einem Fahrzeug mit Geschütz und an einer Uferböschung. Gefangenenkolonnen sowjetischer Soldaten. Deutscher Wachposten vor dem Rathaus von Brest-Litowsk. Bewohner kehren mit Habseligkeiten in die Stadt zurück.
9	9. Vormarsch deutscher Truppen nach Luzk und Lemberg, Ukrainische Sozialistische Sowjetrepublik, Sowjetunion, 1941 Kartentrick: Vormarsch der deutschen Truppen von Ostpreußen nach Luzk und nach Lemberg über den Fluss San; Hinweis auf die Einnahme von Lemberg am 30.06.1941. Pioniere beim Bau einer Behelfsbrücke über den San: Ausschaufeln im Uferbereich; Boot beim Übersetzen; Stahlseile werden mittels einer Kurbel gespannt; Sicherung der Arbeiten über erhöht eingerichteter Stellung mit MG. Pioniere tragen geschultert Planken und Bretter. Übersetzen von Soldaten, sowjetischen Kriegsgefangenen und Fahrzeugen auf einer Floßfähre (unterlegt ist ein Pionierlied). Vorgehen deutscher Fahrzeuge nördlich von Lemberg: darunter Krad, Pkw und Panzer IV. Einnahme und Besetzung der Stadt Luzk am 25.06.1941: Pkws, Lkws und Panzer rollen ein; Bilder der teilweise zerstörten Stadt mit sowjetischen gepanzerten Fahrzeugen (BA-10 und BT-7) an den Straßenrändern. Lkw-Kolonnen, Halbkettenfahrzeug mit leichter Flugabwehrkanone (2 cm Flak) und Panzer I fahren auf einer unebenen Landstraße. Zerstörtes sowjetisches Kriegsmaterial sowie Panzer- und Fahrzeugwracks (u.a. BT-7 und T 34); gefallene sowjetische Soldaten vor einem T 34 und in einem Straßengraben; eroberte sowjetische Geschütze (122 mm Haubitze „M1910/30“ und 37 mm Panzerabwehrkanone „M1930 1-K“). Kradschütze mit Beiwagen auf einer Landstraße; sowjetische Gefangene sammeln sich am Straßenrand; stehend und im Gras sitzend. Mannschaftswagen fährt dem Gefangenenzug entgegen; Marsch der Gefangenenkolonnen. Marschierende deutsche Soldaten und bespannte Einheiten vorbei an dem Straßenschild: „Mopahui 3,5 km“. Rast in einem galizischen Dorf: Bevölkerung, darunter zahlreiche Kinder, im Gespräch mit deutschen Soldaten; Soldaten trinken aus Tassen und waschen sich an einem Brunnen; Soldaten helfen einer Frau mit einem Schwein. Infanterie fährt auf Fahrrädern durch den Ort. Einsatz der Bevölkerung beim Bau von befestigten Stegen und Straßen.
10	10. Deutscher Flakbeschuss auf sowjetische Kampfflugzeuge, Sowjetunion, 1941 Feuernde 8,8 cm Flak. Flugzeuge am Himmel; ein Soldat der Luftwaffe. Abstürzendes Flugzeug. Brennendes Flugzeugwrack auf einem Feld; brennende Flugzeugtrümmer. Herunterschwebender Fallschirm; Flugzeugwracks.
