chapter	content
1	"1. Universität, Heidelberg, Deutsches Reich, 1944. Studentinnen und Studenten betreten ein Universitätsgebäude, Aufschrift über dem Eingangsportal „Dem Deutschen Geist“. Im Hörsaal, Tafel, Labor-Ausrüstung, Atom- bzw. Molekül-Modelle. Chemievorlesung bei Prof. Schmidt. Professor Schmidt erklärt. Studenten schreiben mit. Schild: ""NSDAP NSD Studentenbund, (Reichsadler mit Hakenkreuz) Kameradschaft Friedrich Friesen"". Männliche Studierende (der Kameradschaft?), teilweise in Uniform, an Tischen sitzend in einem Raum. Hakenkreuzfahne, Schild an einer Wand „Mein Volk ist Alles“. Diskussionen von Männern in Uniform anhand einer Karte und der Weltkugel. Urkunde: ""Nationalsozialistische Deutsche Arbeiterpartei Reichsstudentenführung."" Über der Urkunde Porträt des Namengebers Friedrich Friesen. Ausbildung der Studenten im Sportfechten (Mensur)."
2	"2. Kunstreiten, Paris, Frankreich, 1944. (Sprecher:) „Der deutsche Kunstreiter José Moser beim Morgentraining in einem Pariser Park.“ Kunstreiter Moser trainiert mit seinem Schimmel ""Sultan"" verschiedene Kunstreitabfolgen, u.a. auf den Hinterbeinen gehen, Traben, rückwärtsgehen."
3	"3. Tanz, Berlin, Deutsches Reich, 1944. (Sprecher:) „In der Berliner ""Scala"" findet das ausländische Künstlerpaar Dereda und Dolmo mit seinem Schlangentanz große Beachtung.“ Die Künstlerin Dereda ist als schuppige Schlange verkleidet und geschminkt. Dolmo, in schwarzem Kostüm, ‚beschwört‘ mit Hilfe einer Flöte die Schlange (Tanzpartnerin Dereda) zum Tanzen. Schlangentanz. Dereda windet sich um Dolmo. Kampf zwischen beiden, Dereda windet sich um den Kopf ihres Partners. Dolmo geht zu Boden und liegt scheinbar ""tot"" am Boden."
4	4. Versammlung, Tschechoslowakei, 1944. „20.000 tschechische Ackerbauern und Arbeiter aus dem Hohenland (?)“ demonstrieren gegen den Bolschewismus. Menschenmenge, im Hintergrund Gebäude. Frauen in Trachten. Der Vertreter des öffentlichen Aufklärungsdienstes, Hugo Toskani (Toscani?), hält eine Rede auf dem Marktplatz. Toskani zeigt den Hitlergruß. Menge zeigt den Hitlergruß.
5	5. Antisemitismus, Deutsches Reich, 1944. [Die antisemitische Propaganda des Sprechers wird hier nicht vollständig wiedergegeben, aber durchzieht den Beitrag.] Männer und Frauen in einem Saal, (Sprecher) Verleihung von Kulturpreisen in Moskau. (Sprecher:) „Der Jude. Wo es in der Welt um Geld oder Macht geht, da tritt er rücksichtlos in Erscheinung.“ Entgegennahme von Mappen durch drei Männer und zwei Frauen. (Sprecher:) „In Moskau empfingen diese würdigen Vertreter der jüdischen Rasse Kulturpreise, die sie sich, wie überall, geschickt in die Hände spielten.“ Zahlreiche Männer zusammenstehend. Straßenhändler, Schuhputzer. Einkaufsstraße mit zahlreichen Ladenschildern in englischer Sprache. Jüdische Geschäfte mit hebräischen Firmenschildern, eine Kleiderfabrik, Nähzeug, „Hebrew Books“ und hebräische Schilder mit Davidstern an einem Gebäude. Inschrift an einem Gebäude „Stock Exchange“. Börsenbetrieb auf dem Handelsparkett der Wall-Street. Aufgeregte Börsianer, wild gestikulierende Zeichensprache der Aktienhändler. Geldscheine werden gezählt. Der Oberbürgermeister von New York, Fiorello LaGuardia. (Sprecher:) „Der Badoglio-Jude LaGuardia.“ Wartende Männer. La Guardia steigt eine Leiter hoch. LaGuardia hält eine Rede.
6	6. Kathedrale, Rouen, Frankreich, 1944. Die französische Stadt Rouen nach einem Bombenangriff. Die brennende Kathedrale. Zwei Soldaten mit Wasserschlauch. Französische Feuerwehr und deutsche Soldaten bei den Löscharbeiten. Deutscher Soldat mit Wasserschlauch. Aufsteigender Brandnebel. Zerstörte Kathedrale. Ruinen in Rouen. Drei Fahrradfahrer in den Trümmern.
7	7. Albert Speer, Deutsches Reich, 1944. (Sprecher:) „In einer durch Fliegerangriff beschädigten Munitionsfabrik spricht Reichsminister [Albert] Speer den Arbeitern […] seine Anerkennung aus.“ Speer läuft durch eine Fabrikhalle. Viele Männer in Arbeitskleidung, einige Frauen. Er spricht zu den Arbeitern der Munitionsfabrik. Zuhörende Arbeiter. Anschließend überreicht Speer den Direktoren Edmund Geilenberg und Arthur Tix das Ritterkreuz zum Kriegsverdienstkreuz mit Schwertern. Speer legt den Direktoren die Ehrung um und schüttelt ihnen die Hände.
8	8. Ehrung, unbekannter Ort, 1944. General der Flakartillerie Richard Reimann überreicht an zwei Soldaten seines Flakkorps das Ritterkreuz. Oberleutnant Quest wird von Reimann das Ritterkreuz umgehängt. Obergefreiter Pirhofer läuft aus der angetretenen Truppenformation des Flakkorps heraus. Reimann legt ihm das Ritterkreuz um den Hals. Reimann und Pirhofer schreiten die Front des Flakkorps ab. Sie geben sich die Hand. Beglückwünschungen durch Soldaten. Lachende Gesichter.
9	9. Rüstungsindustrie, Sowjetunion (?), 1944. (Sprecher:) „Beim Bau neuer Unterstände an der Ostfront.“ Bäume werden gefällt. Zwei Arbeiter sägen einen Stamm durch. Verladen der Stämme auf offene Waggons. Arbeit im Sägewerk. Eine Schablone senkt sich auf bereit gelegte Holzbalken herab. Markierung mit Zahlen. Sägen von Kleinteilen. Auflegen von Teerpappe und Zusammenbau der normierten Holzunterstände. Aufladen (Rollen) der tonnenförmigen Unterstände. Transport der fertigen Unterstände zu den Stellungen. Pferde ziehen die Unterstände. Endmontage des Unterstandes am Bestimmungsort. Anbau Ofenrohr. Einbau Tür. Qualmendes Ofenrohr.
10	"10. Rückzug, Rom, Italien, 1944. Kartentrick: Italien, Region Latium südlich von Rom: Rom, Frascati, Albano, Velletri, Cisterna, Palestrina, Valmontone, Aprilia, Nettuno, Via Appia, Via Casilina, Albaner Berge. (Sprecher:) „Blick von den Höhen der Albaner Berge über das Hauptkampfgelände der Schlacht um Rom.“ Blick auf ein Tal. Brandnebel. Fallschirmjäger in ihren Stellungen. Trinkender Soldat. Besprechung. Infanteristen und Fallschirmjäger. Beobachtung der Lage. Gefecht. Panzer schießt. Infanteristen und Sanitätssoldat rennen über ein Feld. Artilleriegeschütz feuert. Karte. Artilleriegranaten mit den Aufschriften ""Musik am Nachmittag"" und ""Herzlichen Gruß!"". Feuerndes schweres Artilleriegeschütz. Brandwolken."
