chapter	content
1	1. Ehrung, Deutsches Reich, 1944. (Sprecher:) „Der siebente Dezember ist der Ehrentag der Männer und Frauen vom Flügelrad.“ Tag des Deutschen Eisenbahners in einem Reichsbahnausbesserungswerk. Staatssekretär Albert Ganzenmüller spricht zu den Arbeitern. Ansprache von Reichsminister Albert Speer. Die Zuhörer klatschen. Unter den Zuhörern Reichsverkehrsminister Julius Dorpmüller und Reichsminister Otto Meißner. Verleihung des Ritterkreuzes zum Kriegsverdienstkreuz mit Schwertern an: den Präsidenten der Reichsbahndirektion Hannover Walter Bürger, den Oberrottenmeister Peter Hölzer, den Präsident der Reichsbahndirektion Köln Karl Renie, den Lokomotivführer Gustav Waldacker und den Reichsbahnsekretär Karl Komm.
2	2. Fernmeldetechnik, Deutsches Reich, 1944. Explosion. Ausfall von Telefonen, Fernschreibern, Fernsprechern und Telegrafenapparaten. Feststellung der Schadenstelle. Entstörungstrupp trifft an der Schadensstelle ein. Der Entstörungstrupp bei der Arbeit. Einsetzen eines neuen Zwischenstückes. Drähte werden miteinander verbunden, geschweißt und isoliert. Überprüfung der einzelnen Leitungen. Inbetriebnahme des Kabels. Mechanische und akustische Nachrichtensysteme.
3	3. Behinderung, Deutsches Reich, 1944. Herstellung von Prothesen an einer Werkbank. Herstellung künstlicher Hände aus Hartfilz. Schneiden und Schleifen der Hände. Einsetzten eines Kugelgelenkes. Herstellung von Holzprothesen für Beinamputierte. Arbeiter schnitzt an einem Holzstück. Vergleich geschnitztes Kniegelenk mit Röntgenbild. Beinamputierte Männer beim Sport und Spiel, u.a. beim Medizinballwurf, Rennen, Radfahren. Einsatz eines Beinamputierten als Förster.
4	4. Hitlerjugend, Deutsches Reich, 17.11.1944. Reiterscheinprüfung bei der Hitlerjugend (Sprecher). Angetretene Jungen der Hitlerjugend zur Reiterscheinprüfung. Übungen vor und auf dem Pferd. Hitlerjungen beim Reiten. Aufnahme der Uniformmütze vom Boden ohne Hände. Lockerungsübungen, u.a. Sprung vom Pferd und Rolle vom Pferd. Reiten in der Bahn. Sprung über die Hürden. Überreichung des Reiterscheines. Der Reiterschein mit Personenangaben eines 13-jährigen Hitlerjungen.
5	"5. Ehrung, Deutsches Reich, 6.12.1944. Generalfeldmarschall Wilhelm Keitel gratuliert Generalfeldmarschall August von Mackensen zu seinem 95. Geburtstag. Keitel überreicht Mackensen ein Ärmelband ""Feldmarschall von Mackensen"" für das Kavallerie-Regiment Nr. 5 und die Stiftungsurkunde. Mackensen und Keitel im Gespräch. Keitel verabschiedet sich."
6	6. Außenpolitik, Berlin, Deutsches Reich, 1944. Adolf Hitler empfängt in der Berliner Reichskanzlei den ungarischen Staatsführer Ferenc Szálasi. Hitler und Szálasi im Gespräch. Verabschiedung der ungarischen Delegation.
7	7. Flugabwehrartillerie, Budapest, Ungarn, 1944. Kartentrick: Ungarn, Kroatien, Serbien, [Jugoslawien], Rumänien, Budapest, Debrecen, Grosswardein, Klausenburg, Ploesti, Bukarest, Belgrad, Siebenbürgen, Szekler. Budapest im Nebel. (Sprecher:) „Einheiten der Donauflottille der Kriegsmarine laufen bei Nebel aus Budapest aus.“ Auslaufende Marineeinheiten feuern mit Flak auf Flugzeuge.
8	8. Rückzug, Ostpreußen, Sowjetunion, 1944. Kartentrick: Deutsches Reich, Polen, Sowjetunion, Reval, Riga, Tilsit, Warschau, Krakau. SS-Grenadiere auf Beobachtungspunkt im Schützengraben. Nebelwerfer feuern Salven. Grenadiere feuern mit Sturmgewehren. Feuernde Sturmgeschütze. Grenadiere verlassen die Gräben. Rauchwolken über dem Kampfplatz. Soldaten bringen einen Gefallenen oder Verwundeten zurück. Gefechte. Infanteristen suchen Deckung in verschlammten Gräben. Flammenwerfer im Einsatz.
9	9. Hochwasser, Niederlande, 1944. Kartentrick: Belgien, Niederlande, Deutsches Reich, Amsterdam, Arnheim, Nimwegen, Hertogenbosch, Eindhoven, Turnhout, Antwerpen, Maastricht, Aachen, Stolberg. Überflutetes Land zwischen Waal und Leck nach der Sprengung der Dämme bei Arnheim.
10	"10. Waffen-SS, Deutsches Reich, 1944. Kartentrick: Belgien, Niederlande, Deutsches Reich, Amsterdam, Arnheim, Nimwegen, Hertogenbosch, Eindhoven, Turnhout, Antwerpen, Maastricht, Aachen, Stolberg. Überflutungen in den Niederlanden. Der Kommandeur der 10. SS-Panzer-Division ""Frundsberg"" SS-Brigadeführer Heinz Harmel verlässt sein Quartier. Harmel fährt in einem Schützenpanzerwagen. Fahrt durch eine Ortschaft. Luftangriff. Harmel und seine Männer suchen Deckung in einer Hausruine. Bombeneinschläge. Soldat bewegt sich vorsichtig durch eine verrauchte Straße. Grenadiere suchen Deckung in einem Schützenloch. Grenadier mit Panzerfaust."
11	11. Rückzug, Niederlande, 1944. Deutsche Grabenstellungen in Holland an der Rur. Soldat säubert Granaten. Artillerie feuert. Lagebesprechung. Soldatengesichter. Reihen von Panzern Typ Panther. Infanteristen in den Gräben mit Panzerfäusten. Panzer im Gefecht. Kampf auf verschlammten Feldern. Explosionen und Rauchwolken. SS-Soldaten versorgen einen Verwundeten. Abschuss von Flammenwerfern und Panzerfäusten. Soldat gibt einen Signalschuss ab. Infanteristen im Gefecht.
