chapter	content
1	1. Medizinische Wissenschaft, Deutsches Reich, 1944. Gebäude mit Schriftzug „Medizinisches Institut“. (Sprecher:) „Dreißig Jahre seines Lebens hat Prof. Dr. Weber der Herz-Forschung gewidmet.“ Ein Mann wird mit Messapparaturen an Hand- und Fußgelenken bestückt. Zwei Frauen an medizinischen Geräten. Elektrokardiogramm. Ein Arzt (Weber?) hört die Brust eines Mannes ab. Mit einem Gerät wird der Herzton aufgenommen. Braunsche Röhre zeigt Herzschwingungen.
2	2. Wehrmachthelferinnen, Deutsches Reich, 1944. Zwei Frauen neben einer Tür mit Schild „Hier Meldung für Wehrmachthelferinnen“. (Sprecher:) „Bildung des Wehrmachthelferinnen-Korps“. Junge Frauen an einem Tisch, Schild „Hier melden sich Mädel von 18-21 Jahren“. Eine handschriftlich ausgefüllte „Meldung als Wehrmachtshelferin“. Frauen beim Ausfüllen der Meldeformulare, sich unterhaltend. Schild „Hier melden sich alle über 21 Jahren“ bei einer Meldestelle. Bei der Meldestelle sind nur Frauen in der Registrierung beschäftigt.
3	3. Zirkus, Deutsches Reich, 1944. Ein Mann und eine Frau („Giraldos“) am Trapez vom „Zirkus Sarrasani“. Zuschauer, Soldaten, ein Verwundeter. Das Duo vollführt sein Programm am Trapez.
4	4. Ehrung, Deutsches Reich, 1944. Rathaussaal (?) mit altertümlichen Glasscheiben, Hakenkreuzfahnen, Bilder an den Wänden, Soldaten der Waffen-SS und der Wehrmacht mit erhobenem rechtem Arm. Heinrich Himmler begrüßt die Anwesenden. Verleihung der Nahkampfspange in Gold für fünfzig Nahkampfeinsätze durch Himmler. Aufnahmen von Soldaten, einige mit Ritterkreuz.
5	5. Josef Goebbels, Deutsches Reich, 1944. Josef Goebbels am Rednerpult sprechend in einer (Sprecher) „westdeutschen Stadt“ (kein Originalton). Männer, einige Zivilisten, andere in Uniform. Hakenkreuzfahnen.
6	6. Kurlandkessel, Deutsches Reich/Polen, 1944. Kartentrick: Westliche Sowjetunion, Deutsches Reich, Polen, Reval, Riga, Mariampole, Tilsit, Warschau, Krakau. (Sprecher:) „Die Front in Kurland.“ Deutsche Soldaten in einem Erdbunker. Schweres Maschinengewehr in einer Grabenstellung. Rauch über einer Waldlandschaft. Soldaten in Gräben. Gefecht. Nebelwerfer auf Selbstfahrlafette wird abgefeuert. Explosionen in der Dunkelheit (Sprecher:) „wie in den Tagen des Großkampfes“.
7	7. Rückzug, Südosteuropa (?), 1944 (?). Kartentrick: Südosteuropa, Jugoslawien, Ungarn, Rumänien, Bulgarien, Griechenland, Plattensee, Budapest, Agram, Belgrad, Saloniki. Deutsche Truppen auf dem Rückzug. Die sich zurückziehenden Truppenteile haben (Sprecher:) „den Anschluss an die Mittelfront im Südosten gefunden“. Pioniere an einem schnell fließenden Gewässer. Soldaten werden auf einem Floss über einen Fluss gesetzt. Ein Lastkraftwagen mit Laubbaum-Tarnung wird auf einem Ponton über einen Fluss gesetzt. Soldaten im Schnee, über einen schmalen Steg balancierend.
8	8. Gebirgsjäger, Frankreich/Italien (?), 1944 (?). Soldaten in einer verschneiten Gebirgslandschaft. Anlegen der Schneeausrüstung. Gebirgsjäger beim Klettern und beim Herunterrutschen auf einem verschneiten Hang. Soldaten beim Kartoffelschälen im Schnee.
9	9. Rückzug, Italien, 1944. Kartentrick: Nördliches Italien, Turin, Mailand, Venedig, San Remo, Genua, Bologna, Firenzuola, Florenz, Rimini. Generalleutnant Bade überreicht Ritterkreuze an die beiden Oberfeldwebel Heinke und Wichte. Deutsches Artilleriegeschütz feuert. Rauchwolke. Nebelwerfer feuern Salven. Deutsche Fallschirmjäger feuern mit Gewehr, Maschinenpistole und Maschinengewehr. Gefecht in Ruinen, Einsatz von Panzerfaust und Soldat mit Panzerschreck. Brennender Sherman-Panzer. Soldaten feuern Panzerschreck ab, brennendes Gebäude.
10	10. Rückzug, Niederlande, 1944. Kartentrick: Deutsches Reich, Frankreich, Niederlande, Belgien, Luxemburg, Amsterdam, Arnheim, Maastricht, Aachen, Jülich, Eschweiler, Saarburg, Straßburg, Belfort. (Sprecher:) „Die Stadt Roermond steht im Mittelpunkt der Kämpfe im Norden der Westfront.“ Häuserzeile entlang eines Kanals, beschädigte Gebäude. Soldaten rennen durch die Straßen. Zerstörte Stahlbrücke. Auszeichnung einer Panzerbesatzung durch Ritterkreuzträger Hauptmann Gaublitz. Ein Offizier mit Nahkampfspange.
11	11. Gefecht, Deutsches Reich (?), 1944 (?). Halbkettenfahrzeuge mit Raketenwerfer in einer Ortschaft. Raketen werden in einer Ortschaft aus einer Straße zwischen Gebäuden heraus abgefeuert. Flugzeuge in Formation am Himmel (Sprecher:) „deutsche Jäger über den Fronten“. Soldaten schauen in den Himmel. Beschuss von Bodenzielen, Luftkämpfe (Bordkamera, teilweise mit Fadenkreuz). Artillerieeinschläge in einer Siedlung, Explosionen mit Druckwellen.
